date,USDCHF,EURUSD,USDCAD,NZDUSD,GBPCHF,CHFJPY,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURNZD,AUDCAD,empty,sum
2018.05.07,-52.99999999999194,-133.99999999998968,-66.99999999999484,-17.999999999995797,-29.00000000001235,-19.000000000005457,-51.000000000001044,-26.999999999986812,-5.000000000010552,-8.999999999992347,-2.999999999997449,-62.99999999999084,,-477.9999999999691
2018.05.07,-45.000000000006146,-121.99999999999989,-102.00000000000209,-48.000000000003595,-21.00000000000435,-25.99999999999625,-4.000000000004,-20.999999999986585,3.999999999981796,58.000000000002494,168.99999999999693,-70.99999999999883,,-229.00000000002044
2018.05.07,-51.000000000001044,-129.00000000000134,-92.99999999998754,-17.000000000000348,31.000000000003247,-46.999999999997044,-40.00000000000669,-50.99999999998772,35.999999999991594,59.99999999999339,184.99999999999073,-28.999999999990145,,-144.99999999999292
2018.05.07,-32.999999999994145,-115.99999999998278,-95.00000000000064,-2.000000000002,73.99999999999629,-13.00000000000523,-21.00000000000435,-16.999999999995907,127.99999999999478,204.00000000000418,238.0000000000049,-49.99999999999449,,297.00000000002063
2018.05.07,-32.999999999994145,-104.99999999999955,-89.99999999999008,2.000000000002,78.00000000000028,30.000000000001137,-65.00000000000395,14.000000000010004,119.99999999998678,283.000000000011,144.99999999999514,-85.99999999999719,,293.0000000000215
2018.05.07,-69.9999999999923,-89.99999999999008,-122.99999999998423,-2.000000000002,75.99999999998718,27.000000000001023,-67.00000000000594,30.000000000001137,108.99999999998133,337.0000000000095,130.99999999999224,-155.99999999998948,,202.0000000000084
2018.05.07,-73.99999999999629,-151.9999999999966,-156.99999999998494,-11.00000000000545,31.000000000003247,-81.00000000000307,-49.00000000001015,-162.00000000000614,135.9999999999806,432.9999999999945,161.99999999999548,-190.99999999999673,,-115.00000000002564
2018.05.07,4.000000000004,-190.00000000000128,-144.99999999999514,-19.00000000000235,36.999999999998145,-82.99999999999841,-40.00000000000669,-156.0000000000059,207.99999999998596,451.0000000000014,191.99999999999218,-161.00000000000003,,97.99999999997189
2018.05.07,31.999999999998696,-261.9999999999845,-116.00000000000499,60.00000000000449,41.99999999998649,-179.00000000000205,-51.000000000001044,-301.9999999999925,268.9999999999859,448.000000000004,154.0000000000097,-167.9999999999904,,-72.99999999998616
2018.05.07,53.00000000000304,-243.99999999999977,-136.00000000000279,49.99999999999449,38.0000000000047,-117.00000000000443,-68.00000000000139,-222.0000000000084,320.9999999999935,527.9999999999951,95.00000000000064,-165.9999999999995,,131.99999999997522
2018.05.07,45.000000000006146,-247.99999999998158,-131.99999999999878,97.00000000000264,90.99999999999665,-58.9999999999975,-129.00000000000134,-61.00000000000705,282.9999999999888,417.0000000000007,-66.99999999999484,-84.99999999999064,,152.00000000002325
2018.05.07,85.00000000000173,-241.00000000000233,-49.99999999999449,129.9999999999968,96.99999999999153,-16.000000000005343,-116.00000000000499,-15.999999999991132,289.9999999999903,385.99999999999744,-43.999999999999595,-71.99999999999429,,432.9999999999857
2018.05.07,94.00000000000519,-272.99999999998994,-14.000000000002899,173.00000000000094,83.9999999999952,37.9999999999967,-125.00000000000844,50.99999999998772,269.9999999999925,363.0000000000022,-76.0000000000094,-51.99999999999649,,532.9999999999732
