date,USDCAD,AUDCHF,NZDCHF,GBPAUD,EURAUD,EURNZD,CADJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2020.08.31,-46.999999999997044,-124.99999999999733,-16.999999999989246,-99.99999999998899,-32.999999999994145,-73.00000000001194,-96.00000000000364,-42.999999999992156,-108.99999999999244,-57.00000000001815,,-699.9999999999852
2020.08.31,-70.99999999999883,-67.9999999999903,7.0000000000014495,-49.99999999999449,-60.99999999999994,-39.00000000001125,-97.00000000000841,94.0000000000083,-102.00000000000209,-7.0000000000014495,,-393.99999999999704
2020.08.31,-102.00000000000209,-107.99999999999699,17.000000000000348,-93.99999999999409,-41.000000000002146,-5.000000000010552,-375.0,85.99999999999852,-144.99999999999514,-31.000000000003247,,-798.0000000000055
2020.08.31,-95.999999999985,-83.9999999999952,111.00000000000554,-109.99999999998789,-43.999999999999595,-87.99999999999919,-383.0000000000098,257.99999999999557,-86.99999999999264,-90.00000000001229,,-612.9999999999804
2020.08.31,-97.9999999999981,-60.99999999999994,120.00000000000898,-65.99999999998829,-55.000000000005045,-38.0000000000047,-281.9999999999965,219.0000000000083,-141.99999999999767,-45.000000000006146,,-447.999999999979
2020.08.31,-143.99999999998857,-90.99999999999665,139.00000000000023,-118.99999999998023,-89.00000000000574,18.0000000000069,-265.00000000000057,260.0000000000051,-158.99999999999804,-1.0000000000065512,,-450.99999999996413
2020.08.31,-197.00000000000273,-108.99999999999244,123.00000000000644,-212.99999999999653,-96.99999999999153,7.0000000000014495,-250.0,134.00000000000034,-213.99999999999199,-56.000000000011596,,-871.9999999999786
2020.08.31,-90.99999999999665,-67.9999999999903,56.0000000000005,-85.99999999998609,-188.00000000001037,-25.999999999992696,-174.99999999999716,97.99999999999898,-156.99999999999602,-33.00000000001635,,-669.9999999999861
2020.08.31,-14.000000000002899,-25.999999999992696,55.000000000005045,31.000000000003247,-333.9999999999899,-48.000000000003595,-183.00000000000693,78.00000000000296,-176.99999999999383,56.99999999999594,,-560.9999999999827
2020.08.31,-85.99999999998609,-162.99999999999093,147.00000000000824,-227.99999999998377,-120.00000000000898,-19.999999999997797,-231.99999999999932,198.99999999999807,-159.9999999999935,-53.00000000001415,,-715.9999999999682
2020.08.31,-143.99999999998857,-150.99999999999002,182.00000000000438,-201.99999999999108,63.99999999999739,52.000000000007596,-221.00000000000364,213.99999999999864,-147.99999999999258,-70.99999999999883,,-424.9999999999568
