date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,empty,sum
2021.01.18,-89.00000000000574,-103.00000000000864,-34.000000000000696,0.0,0.0,-48.000000000003595,0.0,0.0,0.0,-230.99999999999233,-186.00000000000838,-9.00000000000345,-68.9999999999884,-354.0000000000099,-98.0000000000203,-27.000000000001023,-24.000000000001798,-55.99999999998939,-53.999999999998494,-4.9999999999954525,-76.00000000000762,-90.0000000000012,,-1553.0000000000362
2021.01.18,61.999999999995396,-68.00000000000139,9.999999999998899,33.999999999991815,32.999999999994145,-38.0000000000047,178.00000000001148,5.999999999994898,194.00000000000261,-213.99999999999199,-178.00000000000037,107.99999999999699,31.00000000000591,-255.00000000000523,11.999999999989797,4.9999999999954525,2.0000000000131024,-25.00000000000835,95.999999999985,0.0,-58.9999999999975,-95.00000000000064,,-161.00000000003467
2021.01.18,87.00000000000374,-56.99999999999594,-51.000000000001044,18.999999999991246,2.999999999997449,-46.00000000000159,187.00000000000384,18.999999999991246,180.99999999999739,-270.99999999999903,-179.00000000000693,81.9999999999932,27.000000000015234,-314.99999999999864,70.99999999999883,-5.000000000009663,-14.999999999987246,19.999999999997797,136.99999999998712,-0.999999999990564,-63.00000000000239,-90.99999999999665,,-261.0000000000126
2021.01.18,109.00000000000354,-175.99999999999838,-19.00000000001345,36.000000000001364,11.00000000000545,-46.00000000000159,295.0000000000008,60.99999999999994,85.99999999999852,-280.9999999999979,-192.00000000000327,95.99999999999609,48.00000000000182,-524.9999999999977,183.99999999998417,-12.000000000000455,72.0000000000054,35.00000000000725,187.99999999998818,-149.0000000000009,-60.000000000002274,-113.99999999999189,,-353.0000000000153
2021.01.18,168.99999999999693,-209.9999999999991,55.99999999998939,1.0000000000047748,361.0000000000113,56.0000000000005,293.0000000000099,78.00000000000028,79.9999999999983,-166.99999999999494,-140.0000000000068,112.99999999999643,15.999999999991132,-645.0000000000067,457.9999999999807,-66.0000000000025,378.999999999996,290.9999999999968,330.9999999999924,-188.99999999999295,46.999999999997044,-134.99999999999625,,1176.9999999999623
2021.01.18,165.00000000000404,-113.00000000000753,32.999999999994145,1.9999999999953388,337.99999999999386,49.99999999999449,268.0000000000016,80.99999999999774,102.00000000000387,-132.99999999999423,-141.00000000000225,132.99999999999423,-28.999999999996362,-612.9999999999969,355.99999999997857,-52.00000000000671,408.00000000000836,269.9999999999925,327.99999999999494,-164.99999999999204,37.9999999999967,-141.00000000000225,,1184.9999999999518
2021.01.18,163.99999999999747,-120.99999999999334,45.99999999999049,-67.99999999999784,351.0000000000124,68.99999999999685,260.0000000000158,73.00000000001194,43.00000000000637,-127.99999999999478,-121.00000000000443,161.99999999999548,-102.00000000000387,-619.9999999999983,337.99999999999386,-144.00000000000546,408.00000000000836,249.99999999999466,373.00000000000114,-203.99999999999352,87.99999999999386,-188.9999999999947,,928.0000000000323
2021.01.18,136.99999999999824,-123.00000000000644,0.9999999999843467,-90.00000000000341,380.00000000000256,61.999999999995396,250.00000000001688,73.99999999999629,27.000000000001023,-92.99999999999864,-107.00000000000153,151.00000000000114,-155.00000000000114,-692.0000000000038,275.9999999999874,-156.0000000000059,461.0000000000003,167.00000000000603,404.0000000000044,-229.99999999998977,128.0000000000001,-279.99999999999136,,591.9999999999922
2021.01.18,122.99999999999534,-79.00000000000685,-9.000000000014552,-106.99999999999932,347.0000000000084,14.999999999998348,273.0000000000121,73.99999999999629,25.000000000005684,-97.00000000000264,-143.9999999999997,146.00000000000168,-102.00000000000387,-645.0000000000067,261.9999999999845,-162.00000000000614,466.00000000001086,144.0000000000108,326.0000000000041,-196.99999999998852,90.99999999999397,-264.999999999993,,485.00000000000085
2021.01.18,117.00000000000044,-70.99999999999883,-35.00000000000725,-106.00000000000875,317.0000000000117,-7.0000000000014495,260.0000000000158,96.00000000000719,45.000000000001705,-108.99999999999244,-157.00000000000713,165.9999999999995,-109.00000000000887,-622.9999999999958,248.99999999998812,-114.00000000000432,456.9999999999963,190.00000000000128,297.9999999999983,-174.99999999999716,70.99999999999795,-231.99999999999886,,527.9999999999974
2021.01.18,127.99999999999478,-103.99999999999298,-16.000000000016,-88.99999999999864,337.0000000000095,4.999999999999449,268.0000000000016,72.0000000000054,42.00000000000159,-108.99999999999244,-148.0000000000037,151.00000000000114,-91.00000000000819,-597.0000000000031,311.99999999997897,-150.00000000000568,428.00000000000614,228.00000000000597,319.0000000000026,-203.99999999999352,81.00000000000307,-203.99999999999307,,659.000000000003
2021.01.18,163.00000000000205,-144.0000000000108,48.000000000003595,-51.00000000000193,415.0000000000098,25.999999999992696,247.00000000001944,68.00000000000139,21.000000000000796,-107.00000000000153,-163.00000000000205,154.99999999999403,-127.9999999999859,-615.9999999999943,306.9999999999906,-154.00000000001057,451.0000000000014,246.99999999999721,282.9999999999888,-199.99999999998863,73.99999999999807,-215.99999999999397,,726.0000000000102
2021.01.18,168.00000000000148,-248.00000000000378,66.99999999999484,-63.00000000000239,453.0000000000145,44.99999999999504,199.00000000001583,76.0000000000094,-12.000000000000455,-93.99999999999409,-161.00000000000003,185.99999999999727,-253.99999999999068,-625.9999999999932,279.99999999999136,-191.0000000000025,497.0000000000141,249.00000000001032,299.00000000000483,-280.00000000000114,99.00000000000375,-220.99999999999343,,468.0000000000713
2021.01.18,219.00000000000253,-270.99999999999903,109.00000000000354,-58.9999999999975,520.0000000000093,92.99999999999864,197.00000000000273,85.00000000000173,-40.99999999999682,-85.99999999999719,-145.00000000000622,217.99999999999596,-276.00000000001046,-551.9999999999969,328.9999999999793,-200.00000000000284,504.0000000000156,322.00000000000006,320.9999999999935,-280.9999999999917,141.9999999999959,-174.99999999999181,,973.0000000000082
2021.01.18,195.9999999999962,-262.00000000000665,98.99999999998244,-91.00000000000819,524.9999999999977,121.99999999999989,178.00000000001148,69.00000000000794,-46.999999999997044,-75.9999999999983,-114.00000000000298,224.000000000002,-307.9999999999927,-594.0000000000057,364.9999999999931,-246.00000000000932,537.0000000000097,364.9999999999931,414.9999999999876,-337.99999999999386,182.00000000000216,-170.99999999999892,,1029.9999999999698
2021.01.18,168.00000000000148,-239.00000000001143,37.99999999998249,-97.99999999999898,470.00000000001484,71.99999999999429,184.00000000000637,83.00000000001084,-36.000000000001364,-66.99999999999484,-119.00000000000244,234.99999999999633,-288.99999999998727,-583.0000000000002,330.9999999999924,-200.00000000000284,560.0000000000049,353.0000000000033,397.99999999998727,-313.99999999999295,137.00000000000045,-193.99999999999417,,890.0000000000083
2021.01.18,165.9999999999995,-208.99999999999253,27.999999999983594,-75.00000000000284,459.99999999999375,79.99999999999119,181.00000000000892,87.99999999999919,13.999999999995794,-75.9999999999983,-112.000000000001,229.00000000000142,-222.0000000000084,-573.0000000000013,344.99999999999534,-138.00000000000523,551.0000000000126,373.00000000000114,445.99999999999085,-283.9999999999918,143.00000000000068,-176.99999999999383,,1237.9999999999786
2021.01.18,163.99999999999747,-232.99999999999432,-4.000000000004,-90.00000000000341,459.99999999999375,87.99999999999919,167.00000000000603,103.00000000000864,9.000000000000341,-73.00000000000084,-103.00000000000864,256.99999999999613,-269.00000000000546,-622.0000000000115,323.99999999999096,-121.00000000000932,555.0000000000166,418.0000000000073,449.9999999999948,-290.9999999999968,150.99999999999625,-217.99999999999596,,1121.9999999999773
2021.01.18,126.0000000000039,-287.9999999999994,-53.999999999998494,-93.00000000000352,526.0000000000042,73.99999999999629,100.0000000000112,106.00000000000608,9.000000000000341,-22.999999999995246,-99.00000000000463,268.99999999999704,-306.0000000000116,-642.0000000000092,165.9999999999995,-146.0000000000008,670.9999999999993,367.99999999999056,488.9999999999839,-274.0000000000009,146.99999999999136,-285.9999999999974,,839.9999999999626
2021.01.18,149.99999999999457,-354.0000000000099,14.000000000002899,-79.00000000000773,565.9999999999999,140.99999999999113,52.000000000007596,78.00000000000028,1.0000000000047748,-25.999999999992696,-63.00000000000195,278.9999999999959,-373.9999999999952,-646.9999999999976,280.9999999999979,-190.00000000001194,656.0000000000122,435.0000000000076,591.9999999999925,-349.9999999999943,201.99999999999818,-213.99999999999199,,1150.000000000002
2021.01.18,159.9999999999935,-546.000000000002,45.99999999999049,-46.999999999997044,598.0000000000097,228.99999999999034,-112.000000000001,58.000000000002494,-7.999999999995566,-7.9999999999968985,7.9999999999968985,271.9999999999945,-549.0000000000066,-615.00000000001,178.99999999999582,-190.00000000001194,645.0000000000067,419.9999999999982,705.9999999999844,-399.9999999999915,272.99999999999613,-207.99999999999707,,910.9999999999498
2021.01.18,136.00000000000279,-631.0000000000038,14.999999999987246,-67.99999999999784,595.9999999999966,304.9999999999997,-142.99999999998204,66.99999999999484,10.000000000005116,0.0,67.9999999999903,393.9999999999944,-602.0000000000039,-411.0000000000058,215.99999999999397,-160.0000000000108,670.9999999999993,648.0000000000041,924.9999999999981,-403.99999999999636,364.9999999999949,-109.99999999999899,,1886.9999999999618
2021.01.18,207.00000000000162,-615.00000000001,58.99999999998684,-19.99999999999602,571.9999999999948,256.0000000000007,-116.99999999998934,96.99999999999153,-1.9999999999953388,-61.999999999995396,0.999999999995449,404.99999999999983,-580.0000000000125,-387.000000000004,263.99999999999756,-142.00000000001012,612.0000000000125,676.0000000000099,777.9999999999898,-458.999999999989,295.99999999999227,-64.99999999999284,,1773.9999999999782
2021.01.18,171.99999999999437,-673.9999999999968,109.00000000000354,1.9999999999953388,588.0000000000107,263.99999999999756,-204.99999999998852,-18.999999999991246,-10.000000000005116,-58.99999999999794,-2.000000000002,400.00000000000034,-591.9999999999845,-296.9999999999917,256.99999999999613,-202.0000000000124,585.0000000000133,656.9999999999965,744.9999999999957,-477.99999999999443,283.9999999999918,-46.999999999997044,,1478.0000000000334
2021.01.18,127.99999999999478,-611.000000000006,114.99999999999844,-34.99999999999659,513.0000000000078,266.999999999995,-204.99999999998852,-24.000000000001798,12.000000000000455,-70.99999999999883,22.999999999995246,295.99999999999625,-569.9999999999932,-368.9999999999971,305.9999999999841,-209.00000000000318,448.000000000004,567.9999999999907,685.0000000000023,-435.99999999999284,301.00000000000193,-5.999999999994898,,1125.9999999999977
2021.01.18,112.000000000001,-506.9999999999908,129.00000000000134,-19.000000000005457,486.00000000000864,281.99999999999335,-140.99999999999113,-48.99999999998794,16.999999999995907,-64.99999999999284,39.999999999995595,278.00000000000045,-460.00000000000796,-341.99999999999784,422.9999999999956,-256.0000000000002,417.0000000000007,560.0000000000049,676.9999999999943,-426.9999999999925,313.0000000000024,21.999999999999797,,1490.0000000000275
