date,USDCHF,USDCAD,GBPCAD,NZDJPY,empty,sum
2015.09.28,-185.99999999999727,49.99999999999449,5.999999999994898,49.000000000006594,,-81.00000000000131
2015.09.28,-182.99999999999983,29.999999999996696,-121.99999999999989,63.00000000000239,,-212.00000000000063
2015.09.28,-292.00000000000335,52.99999999999194,14.000000000002899,165.00000000000625,,-60.000000000002274
2015.09.28,-289.0000000000059,46.999999999997044,4.999999999988347,129.99999999999545,,-107.00000000002507
2015.09.28,-285.00000000000193,-11.00000000000545,-30.0000000000189,16.000000000005343,,-310.0000000000209
2015.09.28,-299.00000000000483,-43.00000000001525,-185.00000000001293,31.00000000000591,,-496.00000000002706
2015.09.28,-206.00000000000617,0.9999999999843467,-99.99999999998899,-109.99999999999943,,-415.00000000001023
2015.09.28,-258.9999999999981,20.999999999982144,-38.99999999998904,141.00000000000534,,-135.99999999999966
2015.09.28,-221.99999999999997,-4.000000000004,-24.999999999986144,109.00000000000887,,-141.99999999998124
2015.09.28,-316.0000000000052,-42.0000000000087,-148.99999999999915,147.00000000000557,,-360.00000000000745
2015.09.28,-282.99999999999994,15.999999999993797,-18.999999999991246,195.0000000000074,,-90.99999999999
2015.09.28,-267.00000000000614,60.99999999999994,-57.00000000001815,271.0000000000008,,7.999999999976467
2015.09.28,-302.0000000000023,68.00000000000139,-62.000000000006494,283.00000000000125,,-13.000000000006139
2015.09.28,-331.0000000000035,71.99999999998319,-19.999999999997797,304.00000000000205,,24.999999999983913
2015.09.28,-340.00000000000693,55.99999999998939,-28.000000000005798,152.00000000000102,,-160.00000000002234
2015.09.28,-314.0000000000032,129.99999999998568,46.999999999997044,168.99999999999693,,31.999999999976467
2015.09.28,-351.0000000000013,42.999999999993044,72.99999999998974,55.00000000000682,,-180.00000000001168
2015.09.28,-358.9999999999982,29.999999999996696,8.000000000008,141.9999999999959,,-178.99999999999756
2015.09.28,-433.0000000000056,48.99999999998794,173.00000000002314,233.0000000000041,,22.00000000000955
2015.09.28,-340.00000000000693,-21.00000000000435,53.999999999998494,106.99999999999932,,-200.00000000001342
2015.09.28,-396.00000000000745,69.9999999999923,103.00000000000864,228.00000000000864,,5.00000000000216
2015.09.28,-199.00000000000472,42.999999999993044,-131.99999999997658,45.000000000001705,,-242.99999999998658
2015.09.28,-173.00000000000094,21.999999999988695,-473.99999999999665,6.000000000000227,,-619.0000000000086
2015.09.28,-302.0000000000023,-12.999999999996348,-532.9999999999835,-6.999999999990791,,-854.9999999999729
2015.09.28,-197.00000000000273,52.99999999999194,-350.9999999999902,-64.99999999999773,,-559.9999999999987
2015.09.28,-233.00000000000543,58.000000000002494,-385.99999999999744,-51.00000000000193,,-612.0000000000023
2015.09.28,-314.99999999999864,-124.99999999999733,-475.0000000000032,-370.00000000000455,,-1285.0000000000036
2015.09.28,-395.0000000000009,-165.9999999999995,-355.0000000000164,-347.999999999999,,-1264.000000000016
2015.09.28,-429.99999999999704,-272.00000000000557,-459.99999999999375,-362.99999999999955,,-1524.999999999996
2015.09.28,-321.0000000000046,-387.000000000004,-514.9999999999987,-519.999999999996,,-1743.0000000000032
2015.09.28,-328.0000000000061,-263.99999999999756,-334.00000000001205,-506.0000000000002,,-1432.000000000016
2015.09.28,-411.0000000000058,-214.00000000000307,-238.0000000000049,-486.0000000000042,,-1349.000000000018
2015.09.28,-370.9999999999991,-224.000000000002,100.99999999999554,-611.9999999999948,,-1106.0000000000005
2015.09.28,-265.0000000000041,-97.9999999999981,53.999999999998494,-721.9999999999942,,-1030.9999999999977
2015.09.28,-21.00000000000435,-70.99999999999883,-71.99999999998319,-691.0000000000025,,-854.9999999999889
2015.09.28,146.00000000000168,-380.00000000000256,-316.99999999998954,-751.0000000000048,,-1301.9999999999952
2015.09.28,192.99999999999872,-370.00000000000364,-543.0000000000045,-706.0000000000031,,-1426.0000000000125
2015.09.28,281.99999999999335,-295.0000000000008,-644.0000000000001,-667.0000000000016,,-1324.000000000009
2015.09.28,317.9999999999961,-180.0000000000024,-402.0000000000135,-722.999999999999,,-987.0000000000188
2015.09.28,349.99999999999477,-167.00000000000603,-344.99999999999534,-691.0000000000025,,-853.0000000000091
2015.09.28,342.9999999999933,-351.0000000000124,-409.99999999997704,-780.0000000000011,,-1197.9999999999973
2015.09.28,256.0000000000007,-379.0000000000182,-235.99999999999176,-804.9999999999926,,-1164.0000000000018
2015.09.28,254.99999999999412,-388.0000000000106,-317.9999999999961,-834.0000000000032,,-1285.0000000000157
2015.09.28,149.99999999999457,-517.0000000000119,-471.9999999999835,-835.9999999999985,,-1674.9999999999995
2015.09.28,214.00000000000307,-538.0000000000163,-493.99999999999443,-816.9999999999931,,-1635.0000000000007
2015.09.28,176.99999999999383,-609.9999999999994,-631.0000000000038,-784.9999999999966,,-1849.000000000006
2015.09.28,229.00000000000142,-592.9999999999991,-635.9999999999922,-801.9999999999925,,-1801.9999999999823
2015.09.28,303.9999999999932,-623.000000000018,-667.9999999999798,-870.0000000000045,,-1857.000000000009
2015.09.29,285.00000000000193,-642.0000000000092,-667.0000000000176,-924.9999999999972,,-1949.0000000000223
2015.09.29,295.99999999999625,-601.000000000007,-619.9999999999761,-893.9999999999912,,-1818.9999999999782
2015.09.29,229.99999999999687,-592.0000000000148,-519.9999999999872,-923.0000000000018,,-1805.0000000000068
2015.09.29,190.99999999999673,-582.0000000000158,-498.9999999999828,-956.9999999999936,,-1846.9999999999955
2015.09.29,198.99999999999363,-651.0000000000016,-649.999999999995,-1040.9999999999968,,-2143.0
2015.09.29,161.00000000000003,-659.0000000000095,-586.0000000000198,-1165.9999999999968,,-2250.0000000000264
2015.09.29,305.99999999999517,-680.9999999999983,-712.0000000000015,-1329.9999999999982,,-2417.0000000000027
2015.09.29,307.0000000000017,-697.9999999999986,-666.000000000011,-1289.999999999992,,-2347.0
2015.09.29,358.9999999999982,-792.9999999999993,-785.9999999999978,-1405.9999999999918,,-2625.999999999991
2015.09.29,412.00000000000125,-696.0000000000077,-629.9999999999973,-1200.9999999999934,,-2114.9999999999973
2015.09.29,359.99999999999363,-699.0000000000052,-628.9999999999907,-1167.9999999999923,,-2135.9999999999945
2015.09.29,400.9999999999958,-748.9999999999997,-770.9999999999884,-1307.9999999999927,,-2426.999999999985
2015.09.29,403.99999999999324,-704.0000000000157,-635.9999999999922,-1254.9999999999955,,-2191.00000000001
2015.09.29,392.00000000000347,-731.000000000015,-741.999999999976,-1222.999999999999,,-2303.9999999999864
2015.09.29,430.9999999999925,-713.0000000000081,-714.9999999999768,-1277.000000000001,,-2273.999999999993
2015.09.29,470.9999999999992,-728.0000000000175,-736.9999999999877,-1353.999999999999,,-2348.000000000005
2015.09.29,475.0000000000032,-778.000000000012,-849.0000000000109,-1424.9999999999973,,-2577.0000000000173
2015.09.29,430.9999999999925,-731.9999999999993,-943.000000000005,-1393.0000000000007,,-2637.0000000000127
2015.09.29,512.0000000000014,-809.0000000000152,-1100.000000000012,-1414.999999999992,,-2812.000000000018
2015.09.29,593.9999999999945,-927.0000000000111,-1059.00000000001,-1420.9999999999923,,-2813.000000000019
2015.09.29,407.0000000000018,-682.0000000000048,-912.999999999986,-837.9999999999939,,-2025.999999999983
2015.09.29,571.9999999999948,-806.0000000000178,-1182.9999999999786,-733.0000000000041,,-2150.000000000006
2015.09.29,549.9999999999949,-822.0000000000116,-1263.000000000014,-742.999999999995,,-2278.000000000026
2015.09.29,510.99999999999477,-778.000000000012,-1188.0000000000114,-625.0,,-2080.0000000000286
2015.09.29,507.9999999999973,-852.0000000000083,-1243.9999999999784,-825.9999999999934,,-2413.9999999999827
2015.09.29,331.0000000000035,-832.0000000000105,-1124.9999999999982,-655.0000000000011,,-2281.0000000000064
2015.09.29,385.000000000002,-792.0000000000149,-1123.9999999999916,-641.9999999999959,,-2173.0000000000005
2015.09.29,390.99999999999693,-756.0000000000011,-1121.9999999999786,-525.9999999999962,,-2012.999999999979
2015.09.29,410.9999999999947,-850.0000000000174,-875.0000000000035,-623.9999999999952,,-1938.0000000000214
2015.09.29,407.99999999999727,-680.0000000000139,-416.00000000001637,-469.99999999999886,,-1158.0000000000318
2015.09.29,254.99999999999412,-649.0000000000107,-473.99999999999665,-429.9999999999926,,-1298.000000000006
2015.09.29,385.000000000002,-592.0000000000148,-295.99999999998516,-335.9999999999985,,-838.9999999999965
2015.09.29,314.99999999999864,-777.0000000000055,-714.9999999999768,-394.999999999996,,-1571.9999999999795
2015.09.29,578.9999999999961,-670.000000000015,-412.9999999999967,-412.9999999999967,,-917.0000000000123
2015.09.29,436.9999999999985,-604.0000000000045,-350.9999999999902,64.99999999999773,,-452.9999999999985
2015.09.29,373.00000000000114,-807.0000000000022,-491.0000000000192,-295.99999999999227,,-1221.0000000000125
2015.09.29,539.999999999996,-785.9999999999978,-607.9999999999864,-381.0000000000002,,-1234.9999999999884
2015.09.29,534.0000000000011,-836.9999999999989,-922.0000000000006,-453.00000000000296,,-1678.0000000000011
2015.09.29,529.9999999999972,-897.0000000000144,-948.9999999999999,-572.0000000000027,,-1888.00000000002
2015.09.29,571.9999999999948,-1211.0000000000066,-1417.0000000000016,-742.999999999995,,-2799.0000000000086
2015.09.29,485.99999999999756,-1063.0000000000139,-1228.0000000000068,-629.9999999999955,,-2435.0000000000186
2015.09.29,415.99999999999415,-975.9999999999991,-995.9999999999969,-638.9999999999958,,-2194.9999999999977
2015.09.29,319.99999999999807,-966.0000000000002,-959.9999999999831,-664.999999999992,,-2270.9999999999773
2015.09.29,575.9999999999987,-937.00000000001,-961.9999999999961,-828.9999999999935,,-2152.000000000001
