date,USDCHF,USDCAD,GBPCAD,NZDJPY,empty,sum
2015.09.28,-199.00000000000472,-26.0000000000149,-65.99999999998829,-42.999999999992156,,-334.00000000000006
2015.09.28,-217.0000000000005,21.999999999988695,-121.99999999999989,-15.999999999991132,,-333.00000000000284
2015.09.28,-345.0000000000064,17.000000000000348,-192.99999999997652,34.000000000006025,,-486.9999999999766
2015.09.28,-307.0000000000017,31.999999999987594,-48.000000000003595,120.00000000000455,,-203.00000000001313
2015.09.28,-322.00000000000006,-29.00000000001235,-42.0000000000087,3.0000000000001137,,-390.000000000021
2015.09.28,-317.0000000000006,-96.00000000000719,-242.99999999999324,-75.00000000000284,,-731.000000000004
2015.09.28,-300.0000000000003,-53.00000000001415,-185.00000000001293,-182.00000000000216,,-720.0000000000296
2015.09.28,-295.0000000000008,-15.00000000000945,-141.99999999999767,-152.9999999999916,,-604.9999999999995
2015.09.28,-258.9999999999981,-4.000000000004,-84.0000000000174,93.00000000000352,,-254.00000000001597
2015.09.28,-317.0000000000006,-116.00000000000499,-206.99999999997942,40.00000000000625,,-599.9999999999787
2015.09.28,-338.00000000000495,-57.00000000001815,-166.99999999998383,137.00000000000045,,-425.0000000000065
2015.09.28,-285.00000000000193,2.999999999997449,-57.00000000001815,174.99999999999716,,-164.00000000002547
2015.09.28,-302.9999999999977,46.999999999997044,-92.99999999998754,216.00000000000819,,-132.99999999998005
2015.09.28,-345.0000000000064,62.99999999999084,-65.99999999998829,201.00000000000762,,-146.99999999999625
2015.09.28,-362.00000000000676,34.000000000000696,-69.00000000000794,141.9999999999959,,-255.00000000001813
2015.09.28,-346.0000000000019,54.99999999998284,-65.99999999998829,126.99999999999534,,-230.000000000012
2015.09.28,-368.9999999999971,42.999999999993044,44.0000000000218,55.00000000000682,,-226.99999999997544
2015.09.28,-370.00000000000364,17.999999999984695,-12.999999999996348,16.999999999995907,,-348.0000000000194
2015.09.28,-448.9999999999994,0.0,-97.99999999997588,115.99999999999966,,-430.99999999997556
2015.09.28,-460.00000000000483,-22.0000000000109,53.999999999998494,91.00000000000819,,-337.0000000000091
2015.09.28,-429.0000000000016,-57.00000000001815,-56.000000000011596,42.00000000000159,,-500.0000000000298
2015.09.28,-518.0000000000074,18.999999999991246,-182.99999999999983,-10.99999999999568,,-693.0000000000116
2015.09.28,-292.9999999999988,-76.0000000000094,-497.99999999997624,-114.99999999999488,,-981.9999999999793
2015.09.28,-319.0000000000026,-70.99999999999883,-621.9999999999892,-90.99999999999397,,-1102.9999999999845
2015.09.28,-302.0000000000023,-15.00000000000945,-626.9999999999776,-126.99999999999534,,-1070.9999999999845
2015.09.28,-268.0000000000016,3.999999999981796,-430.9999999999814,-138.9999999999958,,-833.9999999999969
2015.09.28,-328.0000000000061,-126.0000000000039,-526.9999999999886,-382.99999999999557,,-1363.999999999994
2015.09.28,-399.0000000000049,-241.00000000000233,-537.0000000000097,-423.9999999999924,,-1601.000000000009
2015.09.28,-458.00000000000284,-307.99999999999716,-522.0000000000002,-376.99999999999534,,-1664.9999999999955
2015.09.28,-451.9999999999969,-470.9999999999992,-595.9999999999966,-561.9999999999976,,-2080.9999999999905
2015.09.28,-370.9999999999991,-435.0000000000076,-605.0000000000111,-540.9999999999968,,-1952.0000000000146
2015.09.28,-465.9999999999998,-422.00000000001125,-557.0000000000075,-551.9999999999925,,-1997.0000000000111
2015.09.28,-494.00000000000557,-344.00000000001097,-384.9999999999909,-655.9999999999917,,-1878.999999999999
