date,GBPUSD,EURUSD,USDCAD,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.02.26,-1.0000000000065512,-59.000000000009045,-62.000000000006494,-42.0000000000087,-83.9999999999952,-167.00000000000603,-28.000000000005798,-384.00000000001455,-124.99999999999733,-143.99999999998857,-158.00000000001546,-10.999999999983245,-67.9999999999792,-164.99999999999292,-37.9999999999967,-12.000000000000899,-121.99999999999989,-35.999999999991594,,-1705.999999999998
2018.02.26,115.99999999998278,-76.0000000000094,105.99999999998388,55.000000000005045,-1.999999999990898,-187.00000000000384,27.999999999994696,-387.00000000000045,-181.9999999999933,-275.000000000003,-127.00000000000955,2.0000000000131024,-163.9999999999864,-79.99999999999119,-60.99999999999284,85.00000000000173,46.999999999997044,-112.99999999998533,,-1214.9999999999877
2018.02.26,147.99999999999258,-62.000000000006494,82.99999999998863,82.00000000000429,28.000000000005798,-172.00000000000549,80.99999999999774,-579.0000000000077,-120.00000000000898,-225.99999999999287,-259.9999999999909,33.00000000001635,-98.99999999998244,-18.999999999991246,-15.000000000000568,89.00000000000574,-22.999999999995246,-188.9999999999947,,-1219.9999999999657
2018.02.26,148.99999999999915,-119.00000000000244,126.0000000000039,87.99999999999919,23.00000000000635,-109.99999999999899,60.00000000000449,-455.0000000000125,-32.0000000000098,-154.99999999999403,-198.0000000000075,56.000000000011596,-74.99999999998064,156.00000000000057,-18.000000000000682,104.99999999999955,-50.0000000000056,-234.00000000000088,,-682.9999999999883
2018.02.26,178.99999999999582,-127.00000000001043,160.99999999998892,42.0000000000087,-54.999999999993946,-116.00000000000499,46.999999999997044,-543.0000000000064,-29.999999999996696,-123.99999999999079,-274.0000000000009,67.00000000001705,-67.9999999999792,67.00000000001705,5.000000000009663,80.00000000000229,-9.999999999998899,-180.99999999998673,,-879.9999999999324
2018.02.26,124.99999999999733,-100.99999999999554,207.00000000000162,-15.00000000000945,-142.99999999999312,-97.9999999999981,73.00000000000084,-634.0000000000146,36.999999999998145,-15.00000000000945,-330.99999999998886,126.0000000000039,63.000000000013046,70.99999999999883,94.0000000000083,67.00000000000594,49.99999999999449,-81.9999999999821,,-505.9999999999686
2018.02.26,44.99999999998394,-49.00000000001015,167.9999999999904,15.999999999993797,-127.99999999999478,-136.00000000000279,66.99999999999484,-724.9999999999943,110.99999999999443,-26.999999999999247,-425.9999999999877,198.00000000000927,39.00000000001125,18.0000000000069,218.00000000000352,82.99999999999974,82.99999999999974,-47.99999999998139,,-492.99999999998244
2018.02.26,0.9999999999843467,-48.000000000003595,87.99999999999919,-39.999999999995595,-88.99999999999464,-131.00000000000333,65.00000000000395,-867.0000000000186,99.00000000000463,-143.99999999998857,-567.0000000000073,187.00000000000384,-76.99999999999375,-31.000000000003247,228.00000000000864,116.00000000000499,126.99999999999933,-107.99999999999699,,-1190.9999999999968
2018.02.26,-109.00000000000354,46.999999999997044,43.999999999999595,-55.000000000005045,-73.00000000000084,-185.00000000000182,56.99999999999594,-824.0000000000123,106.99999999999044,-174.00000000000747,-536.0000000000014,181.00000000000892,-106.99999999999044,-219.99999999999798,301.00000000000193,153.99999999999858,175.99999999999838,-1.999999999990898,,-1218.0000000000207
2018.02.26,-214.00000000000307,174.99999999999181,-49.00000000001015,-31.000000000003247,-10.999999999994348,-221.99999999999997,39.999999999995595,-841.0000000000082,136.00000000000279,-313.00000000000773,-563.999999999993,205.00000000001074,-219.99999999999798,-315.99999999998295,324.0000000000123,263.99999999999756,302.9999999999977,-17.999999999984695,,-1351.9999999999773
