date,USDCHF,AUDUSD,CADCHF,EURJPY,AUDJPY,empty,sum
2020.10.19,2.999999999997449,4.000000000004,43.999999999999595,30.9999999999917,-33.00000000000125,,48.9999999999915
2020.10.19,4.999999999999449,-7.9999999999968985,41.000000000002146,10.99999999999568,-28.000000000005798,,20.99999999999458
2020.10.19,22.999999999995246,-103.99999999999298,107.99999999999699,-15.000000000000568,-135.00000000000512,,-123.00000000000642
2020.10.19,59.99999999999339,-69.9999999999923,100.00000000000009,-11.00000000000989,-124.00000000000944,,-45.00000000001815
2020.10.19,54.999999999993946,-142.99999999999312,119.99999999999788,39.00000000000148,-222.0000000000084,,-151.00000000000824
2020.10.19,54.999999999993946,-171.99999999999437,131.00000000000333,45.000000000001705,-251.00000000000477,,-192.00000000000017
2020.10.19,49.99999999999449,-219.99999999999798,156.00000000000057,121.99999999999989,-320.0000000000074,,-212.00000000001043
2020.10.19,36.0000000000027,-276.9999999999939,168.00000000000148,72.00000000000273,-322.00000000000273,,-322.99999999998977
2020.10.19,66.99999999999484,-258.9999999999981,168.99999999999693,49.99999999999716,-332.00000000000784,,-305.00000000001705
2020.10.19,75.9999999999983,-268.0000000000016,159.9999999999935,19.99999999999602,-335.00000000000796,,-347.0000000000217
2020.10.19,78.00000000000028,-193.99999999999417,158.99999999999804,-34.000000000006025,-237.00000000000898,,-228.00000000001086
2020.10.19,80.99999999999774,-171.99999999999437,146.00000000000168,-10.000000000005116,-216.99999999999875,,-171.9999999999988
2020.10.19,109.00000000000354,-105.99999999999498,126.99999999999933,-39.00000000000148,-170.0000000000017,,-78.99999999999528
2020.10.19,102.99999999999754,-100.00000000000009,129.00000000000134,-48.00000000000182,-171.99999999999704,,-88.00000000000006
2020.10.19,119.99999999999788,-113.99999999999189,143.00000000000423,-55.00000000000682,-188.0000000000024,,-93.99999999999898
2020.10.19,134.99999999999625,-97.9999999999981,153.00000000000313,-54.000000000002046,-170.0000000000017,,-34.00000000000247
2020.10.19,131.00000000000333,-113.99999999999189,149.99999999999457,-13.00000000000523,-195.99999999999795,,-41.99999999999716
2020.10.19,95.99999999999609,-183.99999999999528,158.0000000000026,15.999999999991132,-261.0000000000099,,-175.00000000001535
2020.10.19,114.00000000000298,-161.00000000000003,144.99999999999514,-30.000000000001137,-222.0000000000084,,-154.00000000001145
2020.10.19,180.0000000000024,-173.00000000000094,209.00000000000364,-64.99999999999773,-250.0,,-98.99999999999264
2020.10.19,85.99999999999719,-221.99999999999997,166.99999999999494,34.99999999999659,-313.0000000000024,,-247.00000000001364
2020.10.19,-2.000000000002,-208.99999999999253,76.99999999999375,70.99999999999795,-261.0000000000099,,-324.00000000001273
2020.10.19,-121.99999999999989,-191.99999999999218,-9.00000000000345,173.00000000000182,-224.00000000000375,,-373.99999999999744
2020.10.19,-141.99999999999767,-246.99999999999721,-9.999999999998899,173.99999999999238,-262.00000000000045,,-487.0000000000019
2020.10.19,-226.00000000000398,-315.9999999999941,-50.0000000000056,346.9999999999942,-347.0000000000084,,-592.0000000000178
2020.10.19,-261.0000000000001,-331.999999999999,-85.00000000000173,372.99999999999045,-353.9999999999992,,-659.0000000000095
2020.10.19,-302.0000000000023,-357.99999999999164,-109.99999999999899,384.00000000000034,-371.9999999999999,,-757.9999999999924
2020.10.19,-351.0000000000013,-310.9999999999946,-133.00000000000534,501.99999999999534,-343.0000000000035,,-636.0000000000094
2020.10.19,-367.0000000000062,-307.99999999999716,-163.99999999999747,473.99999999998954,-317.99999999999784,,-683.0000000000092
2020.10.19,-473.99999999999665,-354.9999999999942,-180.0000000000024,661.9999999999919,-362.99999999999955,,-710.0000000000009
2020.10.19,-456.00000000000085,-315.9999999999941,-224.000000000002,643.0000000000007,-332.00000000000784,,-685.0000000000042
2020.10.19,-463.0000000000023,-270.99999999999903,-226.99999999999943,590.0000000000034,-289.0000000000015,,-659.9999999999989
2020.10.19,-465.9999999999998,-198.99999999999363,-167.00000000000603,671.999999999997,-248.00000000000466,,-408.00000000000705
2020.10.19,-490.999999999997,-251.99999999999667,-167.00000000000603,695.999999999998,-296.0000000000065,,-510.0000000000082
2020.10.19,-499.000000000005,-234.00000000000088,-170.00000000000347,814.9999999999977,-295.0000000000017,,-383.0000000000133
2020.10.19,-507.9999999999973,-141.99999999999767,-156.99999999999602,801.9999999999925,-249.00000000000944,,-254.00000000000796
2020.10.19,-492.999999999999,-104.99999999999955,-170.00000000000347,765.0000000000006,-195.99999999999795,,-198.99999999999943
