date,EURGBP,GBPJPY,CADJPY,empty,sum
2016.04.18,-69.9999999999923,-32.00000000001069,-19.99999999999602,,-121.999999999999
2016.04.18,-107.99999999999699,-193.00000000001205,22.00000000000557,,-279.00000000000347
2016.04.18,-119.00000000000244,-68.9999999999884,27.000000000001023,,-160.99999999998983
2016.04.18,-129.00000000000134,25.000000000005684,-46.00000000000648,,-150.00000000000213
2016.04.18,-129.00000000000134,34.99999999999659,-69.00000000000261,,-163.00000000000736
2016.04.18,-178.99999999999582,-483.0000000000041,-317.99999999999784,,-979.9999999999977
2016.04.18,-197.00000000000273,-550.0000000000114,-376.99999999999534,,-1124.0000000000095
2016.04.18,-191.99999999999218,-498.9999999999952,-337.99999999999386,,-1028.9999999999814
2016.04.18,-147.99999999999258,-447.00000000000273,-230.99999999999454,,-825.9999999999899
2016.04.18,-161.99999999999548,-542.0000000000016,-224.99999999999432,,-928.9999999999914
2016.04.18,-146.00000000000168,-729.9999999999898,-343.9999999999941,,-1219.9999999999854
2016.04.18,-117.99999999999588,-652.9999999999916,-209.00000000000318,,-979.9999999999907
2016.04.18,-119.99999999999788,-658.0000000000155,-195.99999999999795,,-974.0000000000113
2016.04.18,-121.99999999999989,-688.999999999993,-206.00000000000307,,-1016.9999999999959
2016.04.18,-122.99999999999534,-537.0000000000061,-117.00000000000443,,-777.0000000000059
2016.04.18,-119.00000000000244,-524.0000000000009,-114.99999999999488,,-757.9999999999983
2016.04.18,-132.99999999999423,-701.9999999999982,-203.00000000000296,,-1037.9999999999955
2016.04.18,-147.99999999999258,-758.0000000000098,-239.00000000000432,,-1145.0000000000068
2016.04.18,-220.99999999999343,-838.9999999999986,-313.0000000000024,,-1372.9999999999945
2016.04.18,-314.99999999999864,-1033.9999999999918,-400.0000000000057,,-1748.9999999999961
2016.04.18,-400.00000000000034,-908.0000000000155,-390.00000000000057,,-1698.0000000000164
2016.04.18,-281.99999999999335,-550.0000000000114,-137.00000000000045,,-969.0000000000052
2016.04.18,-197.00000000000273,-129.99999999999545,146.0000000000008,,-180.99999999999739
2016.04.18,-219.99999999999798,-128.00000000001432,177.0000000000067,,-171.00000000000557
2016.04.18,-176.99999999999383,205.99999999998886,507.99999999999557,,536.9999999999906
2016.04.18,-202.9999999999976,138.00000000000523,468.9999999999941,,404.0000000000017
2016.04.18,-141.99999999999767,197.00000000000273,554.000000000002,,609.000000000007
2016.04.18,-127.99999999999478,189.99999999999773,471.00000000000364,,533.0000000000066
2016.04.18,-269.9999999999925,-138.00000000000523,308.9999999999975,,-99.00000000000023
2016.04.18,-241.00000000000233,-143.00000000000068,275.99999999999625,,-108.00000000000676
2016.04.18,-286.99999999999284,-366.00000000001387,108.99999999999466,,-544.000000000012
2016.04.18,-266.999999999995,76.99999999999818,450.00000000000284,,260.000000000006
2016.04.18,-174.99999999999181,465.0000000000034,587.9999999999939,,878.0000000000055
2016.04.18,-148.99999999999915,419.00000000001114,593.9999999999941,,864.0000000000061
2016.04.18,-41.000000000002146,1038.000000000011,1031.9999999999964,,2029.000000000005
2016.04.18,48.000000000003595,1350.999999999999,984.9999999999994,,2384.0000000000023
2016.04.18,134.0000000000008,1538.9999999999873,1087.0000000000032,,2759.9999999999914
2016.04.18,182.99999999999983,1639.9999999999864,1349.9999999999943,,3172.9999999999804
2016.04.18,213.00000000000762,1806.999999999988,1409.000000000006,,3429.0000000000014
2016.04.18,206.00000000000617,1812.0000000000118,1444.9999999999932,,3463.000000000011
2016.04.18,202.0000000000022,1718.999999999994,1340.999999999994,,3261.9999999999905
2016.04.18,230.000000000008,1751.0000000000048,1368.9999999999998,,3350.0000000000127
2016.04.18,246.00000000000176,1850.999999999999,1370.0000000000045,,3467.0000000000055
2016.04.18,253.99999999999866,1771.9999999999914,1411.0000000000014,,3436.9999999999914
2016.04.18,265.99999999999955,1707.9999999999984,1387.0000000000005,,3360.999999999998
2016.04.18,294.00000000000534,1711.0000000000127,1393.0000000000007,,3398.000000000019
2016.04.18,278.00000000000045,1712.9999999999939,1447.9999999999932,,3438.9999999999873
2016.04.18,279.00000000000705,1771.9999999999914,1501.0000000000048,,3552.0000000000027
2016.04.19,292.00000000000335,1699.0000000000123,1510.9999999999957,,3502.0000000000114
2016.04.19,282.0000000000045,1765.9999999999911,1507.9999999999955,,3555.999999999991
2016.04.19,282.99999999999994,1800.0000000000114,1557.0000000000023,,3640.0000000000136
2016.04.19,287.0000000000039,1798.0000000000018,1570.999999999998,,3656.0000000000036
2016.04.19,287.9999999999994,1802.9999999999973,1563.999999999993,,3654.99999999999
2016.04.19,316.0000000000052,1969.9999999999989,1671.999999999997,,3958.000000000001
2016.04.19,375.0000000000031,2230.9999999999945,1807.0000000000023,,4413.0
2016.04.19,384.00000000000654,2241.99999999999,1808.9999999999975,,4434.999999999994
2016.04.19,380.999999999998,2366.99999999999,1900.9999999999964,,4648.9999999999845
2016.04.19,368.00000000000165,2378.999999999991,1858.000000000004,,4604.999999999996
2016.04.19,365.99999999999966,2306.000000000012,1804.000000000002,,4476.000000000014
2016.04.19,383.0,2365.9999999999854,1816.9999999999932,,4565.999999999978
2016.04.19,373.00000000000114,2394.0000000000055,1831.0000000000032,,4598.000000000009
2016.04.19,414.9999999999987,2500.0,1841.9999999999986,,4756.999999999997
2016.04.19,409.0000000000038,2473.9999999999895,1840.0000000000034,,4722.999999999996
2016.04.19,391.000000000008,2455.999999999989,1813.0000000000023,,4660.0
2016.04.19,390.0000000000015,2413.9999999999873,1837.0000000000032,,4640.999999999992
