date,GBPUSD,GBPCHF,EURCHF,EURJPY,EURAUD,empty,sum
2018.01.15,-107.99999999999699,-41.000000000002146,-43.999999999999595,-120.9999999999809,-116.99999999998934,,-430.99999999996896
2018.01.15,-123.99999999999079,-72.99999999998974,-41.000000000002146,-179.9999999999784,-63.99999999999739,,-481.99999999995845
2018.01.15,-154.99999999999403,-154.99999999999403,-99.99999999998899,-223.99999999998954,-93.99999999999409,,-727.9999999999607
2018.01.15,-126.99999999998823,-120.00000000000898,-71.99999999998319,-113.9999999999759,-73.99999999999629,,-506.9999999999526
2018.01.15,-144.99999999999514,-146.00000000000168,-32.999999999994145,-118.99999999999977,-13.999999999980695,,-456.9999999999714
2018.01.15,-114.99999999999844,-123.00000000000644,-14.000000000002899,182.00000000001637,76.0000000000094,,6.000000000017977
2018.01.15,-226.99999999999943,-112.000000000001,-34.000000000000696,213.99999999999864,133.00000000000534,,-25.999999999997158
2018.01.15,-173.99999999998528,-93.99999999999409,4.000000000004,291.00000000002524,316.0000000000052,,343.000000000055
2018.01.15,-214.00000000000307,-78.00000000000028,12.000000000012001,293.00000000000637,341.00000000001353,,354.00000000002854
2018.01.15,-178.99999999999582,-9.999999999998899,46.999999999997044,320.0000000000216,272.00000000000557,,450.0000000000295
2018.01.15,-137.9999999999937,17.000000000000348,53.999999999998494,287.00000000000614,304.9999999999997,,525.000000000011
2018.01.15,-146.00000000000168,-14.000000000002899,21.00000000000435,247.0000000000141,405.0000000000109,,513.0000000000248
2018.01.15,-133.99999999998968,4.000000000004,55.000000000005045,312.0000000000118,519.0000000000028,,756.0000000000341
2018.01.15,-163.00000000000205,11.00000000000545,-27.999999999983594,264.00000000001,506.0000000000064,,590.0000000000363
2018.01.15,-244.9999999999841,15.00000000000945,-158.99999999999804,24.00000000000091,385.00000000001313,,20.000000000041325
2018.01.15,-285.99999999998624,-8.000000000008,-116.99999999998934,112.99999999999955,373.00000000000114,,75.00000000001705
2018.01.15,-424.99999999998647,-191.00000000000784,-124.99999999999733,27.000000000015234,452.00000000000796,,-261.9999999999684
2018.01.15,-241.00000000000233,9.999999999998899,-19.999999999997797,60.000000000002274,529.0000000000017,,338.00000000000273
2018.01.15,-219.99999999999798,0.0,-34.000000000000696,42.00000000000159,470.00000000001484,,258.00000000001774
2018.01.15,-309.0000000000037,-92.00000000000318,-55.99999999998939,69.00000000001683,453.0000000000145,,65.00000000003507
2018.01.15,-332.9999999999833,-95.00000000000064,-8.999999999992347,69.00000000001683,373.00000000000114,,5.000000000041723
2018.01.15,-256.99999999999613,17.000000000000348,9.999999999998899,94.99999999999886,356.00000000000074,,221.0000000000027
2018.01.15,-299.00000000000483,207.00000000000162,-24.999999999986144,-33.999999999991815,314.99999999999864,,164.00000000001745
2018.01.15,-814.999999999988,-1.0000000000065512,-7.999999999985796,-173.99999999997817,135.00000000001845,,-862.9999999999401
2018.01.15,-919.9999999999875,21.00000000000435,-51.000000000001044,-413.99999999998727,-57.99999999998029,,-1421.9999999999516
2018.01.15,-926.999999999989,56.99999999999594,-156.99999999998494,-548.9999999999782,-241.99999999998667,,-1817.9999999999427
2018.01.15,-732.9999999999836,170.00000000000347,-32.999999999994145,-403.99999999999636,-217.0000000000005,,-1216.9999999999711
2018.01.15,-526.0000000000042,297.9999999999983,46.0000000000127,-276.9999999999868,-167.9999999999904,,-626.9999999999704
2018.01.15,-479.99999999999153,346.0000000000019,80.00000000001339,-274.99999999997726,-183.99999999998417,,-512.9999999999377
2018.01.15,-627.9999999999841,252.0000000000078,11.00000000000545,-367.999999999995,-220.99999999998232,,-953.9999999999482
2018.01.15,-690.9999999999972,295.0000000000008,8.000000000008,-451.9999999999982,-241.99999999998667,,-1081.9999999999732
2018.01.15,-723.9999999999914,346.0000000000019,29.999999999996696,-391.9999999999959,-219.99999999999798,,-959.9999999999866
2018.01.15,-780.9999999999873,249.99999999999466,-22.999999999995246,-438.99999999999295,-209.9999999999991,,-1202.99999999998
2018.01.15,-760.0000000000051,137.00000000000932,34.000000000000696,-340.99999999997976,-126.99999999998823,,-1056.9999999999632
2018.01.15,-744.9999999999957,130.0000000000079,63.000000000013046,-290.9999999999968,96.00000000000719,,-746.9999999999643
2018.01.15,-756.0000000000011,-86.99999999999264,-75.99999999998718,-235.99999999999,165.9999999999995,,-988.9999999999714
2018.01.15,-822.9999999999959,-209.9999999999991,-297.9999999999983,-412.9999999999825,66.00000000001049,,-1677.9999999999652
2018.01.15,-808.9999999999931,-134.99999999999625,-120.99999999999334,-185.99999999997863,307.00000000001285,,-943.9999999999485
2018.01.15,-836.9999999999989,-106.99999999999044,-180.0000000000024,-240.99999999998545,225.00000000000853,,-1139.9999999999686
2018.01.15,-902.9999999999872,-126.99999999998823,-235.99999999999176,-292.0000000000016,66.00000000001049,,-1491.9999999999584
2018.01.15,-868.9999999999865,-100.99999999999554,-141.99999999999767,-137.00000000000045,168.0000000000126,,-1080.9999999999677
2018.01.15,-865.999999999989,-109.99999999998789,-146.00000000000168,-86.99999999998909,180.0000000000024,,-1028.999999999965
2018.01.15,-836.9999999999989,-82.00000000000429,-129.99999999998568,-69.99999999999318,199.00000000001583,,-919.9999999999662
2018.01.15,-824.0000000000025,-63.99999999999739,-112.99999999998533,-95.99999999997522,192.00000000001438,,-904.9999999999461
2018.01.15,-714.999999999999,17.000000000000348,-97.9999999999981,-105.99999999999454,196.0000000000184,,-705.9999999999728
2018.01.15,-726.9999999999887,-2.999999999997449,-161.99999999999548,-211.9999999999891,131.00000000001444,,-972.9999999999565
2018.01.15,-719.000000000003,15.00000000000945,-103.99999999999298,-186.9999999999834,186.0000000000195,,-808.9999999999504
2018.01.15,-699.9999999999895,12.000000000012001,-87.99999999999919,-164.99999999999204,155.00000000001623,,-785.9999999999525
2018.01.16,-710.999999999995,1.0000000000065512,-85.99999999998609,-161.99999999997772,153.00000000000313,,-804.9999999999491
2018.01.16,-729.0000000000018,-18.999999999991246,-106.99999999999044,-143.99999999997704,140.0000000000068,,-858.9999999999537
2018.01.16,-746.0000000000023,-31.999999999987594,-119.00000000000244,-208.99999999997476,119.00000000000244,,-986.9999999999645
2018.01.16,-727.9999999999953,-18.999999999991246,-146.00000000000168,-271.99999999999136,60.000000000015596,,-1104.9999999999638
2018.01.16,-709.0000000000041,-26.999999999999247,-146.99999999998602,-460.9999999999843,65.00000000000395,,-1278.9999999999698
2018.01.16,-771.9999999999949,-59.000000000009045,-127.99999999999478,-480.99999999999454,3.0000000000196536,,-1436.9999999999736
2018.01.16,-705.0000000000001,-120.99999999999334,-153.9999999999875,-478.999999999985,52.000000000007596,,-1406.9999999999584
2018.01.16,-740.9999999999917,-73.99999999999629,-119.99999999998678,-488.9999999999759,11.00000000000545,,-1412.9999999999452
2018.01.16,-760.0000000000051,-78.00000000000028,-141.99999999999767,-645.9999999999866,48.000000000003595,,-1577.9999999999861
2018.01.16,-787.9999999999887,-82.00000000000429,-190.00000000000128,-657.999999999987,180.0000000000024,,-1537.999999999979
2018.01.16,-731.9999999999993,-48.99999999998794,-156.99999999998494,-634.9999999999909,207.00000000000162,,-1365.9999999999616
2018.01.16,-682.9999999999892,-53.999999999998494,-166.99999999998383,-643.0000000000007,190.00000000000128,,-1356.999999999971
2018.01.16,-661.0000000000005,-43.999999999999595,-147.99999999999258,-607.9999999999757,184.00000000000637,,-1276.9999999999618
2018.01.16,-671.9999999999837,-38.99999999998904,-181.9999999999933,-626.9999999999811,172.0000000000166,,-1347.9999999999307
2018.01.16,-663.999999999998,-28.999999999990145,-174.99999999999181,-626.9999999999811,152.0000000000188,,-1342.999999999942
2018.01.16,-665.0000000000044,-46.999999999997044,-180.99999999998673,-621.9999999999857,140.0000000000068,,-1374.999999999967
2018.01.16,-621.0000000000049,-53.999999999998494,-200.99999999998454,-591.9999999999845,134.00000000001188,,-1333.9999999999607
2018.01.16,-763.0000000000026,-76.99999999999375,-251.00000000000122,-615.9999999999854,84.0000000000174,,-1622.9999999999654
2018.01.16,-722.9999999999848,-167.00000000000603,-201.99999999999108,-542.0000000000016,133.00000000000534,,-1500.9999999999782
2018.01.16,-607.0000000000019,-70.99999999999883,-34.99999999998504,-211.9999999999891,314.99999999999864,,-609.9999999999762
2018.01.16,-689.9999999999907,-60.99999999999994,-80.99999999999774,-329.9999999999841,205.00000000001074,,-956.9999999999618
2018.01.16,-638.0000000000052,-120.99999999999334,-75.99999999998718,-245.9999999999809,326.0000000000041,,-754.9999999999625
2018.01.16,-610.9999999999837,-136.99999999998712,5.000000000010552,-18.000000000000682,331.0000000000146,,-429.9999999999464
2018.01.16,-534.9999999999966,-113.99999999999189,-24.999999999986144,-9.999999999990905,316.0000000000052,,-367.9999999999604
2018.01.16,-405.9999999999952,18.999999999991246,-24.999999999986144,-15.999999999991132,209.9999999999991,,-217.99999999998215
2018.01.16,-317.9999999999961,35.00000000000725,4.000000000004,-30.000000000001137,231.0000000000034,,-77.9999999999826
2018.01.16,-327.99999999999494,17.000000000000348,56.000000000011596,180.00000000000682,387.000000000004,,312.0000000000278
2018.01.16,-324.9999999999975,15.999999999993797,6.000000000017103,172.00000000002547,386.00000000001967,,255.00000000005855
2018.01.16,-373.00000000000114,140.0000000000068,52.000000000007596,122.0000000000141,298.00000000002046,,239.0000000000478
2018.01.16,-390.9999999999858,156.00000000000057,26.0000000000149,-70.99999999999795,226.00000000001506,,-53.99999999995322
2018.01.16,-387.000000000004,139.00000000000023,73.99999999999629,-18.999999999977035,295.0000000000008,,102.00000000001631
2018.01.16,-388.9999999999949,42.0000000000087,76.0000000000094,14.000000000010004,409.99999999999926,,153.00000000003246
2018.01.16,-424.00000000000216,-69.9999999999923,124.00000000001299,187.00000000001182,557.0000000000075,,374.00000000003786
2018.01.16,-378.999999999996,-82.00000000000429,97.9999999999981,58.000000000021146,331.0000000000146,,26.00000000003348
2018.01.16,-407.0000000000018,-4.999999999988347,92.00000000000318,-9.999999999990905,303.0000000000088,,-26.999999999969077
2018.01.16,-513.9999999999923,68.00000000000139,163.00000000000205,42.00000000000159,392.9999999999989,,152.00000000001165
2018.01.16,-495.99999999998533,231.0000000000034,229.99999999999687,-66.99999999997885,309.0000000000037,,207.0000000000398
2018.01.16,-492.0000000000035,231.0000000000034,245.0000000000063,-180.99999999998317,273.0000000000121,,76.00000000003513
2018.01.16,-514.9999999999987,256.99999999999613,214.00000000000307,-218.9999999999941,242.00000000000887,,-20.999999999984766
2018.01.16,-524.9999999999977,222.00000000001108,155.00000000001623,-167.0000000000016,272.00000000000557,,-42.99999999996646
2018.01.16,-578.9999999999961,188.9999999999947,79.00000000000685,-169.9999999999875,178.00000000001148,,-302.99999999997056
2018.01.16,-699.0000000000052,215.99999999999397,77.00000000001594,-262.00000000000045,65.00000000000395,,-602.9999999999918
2018.01.16,-726.0000000000044,374.999999999992,202.00000000001327,-171.99999999999704,7.0000000000014495,,-313.99999999999477
2018.01.16,-713.9999999999924,517.9999999999962,296.0000000000074,-93.99999999999409,-75.99999999998718,,-69.99999999997002
2018.01.16,-705.9999999999844,476.9999999999941,282.0000000000045,53.00000000002569,7.0000000000014495,,113.0000000000413
2018.01.16,-705.9999999999844,560.0000000000049,370.00000000000364,20.000000000010232,48.000000000003595,,292.0000000000379
2018.01.16,-686.9999999999932,540.9999999999915,381.0000000000091,-70.99999999999795,97.00000000001374,,261.0000000000232
2018.01.16,-682.0000000000048,482.00000000000466,373.00000000000114,-105.99999999999454,135.00000000001845,,202.00000000002493
2018.01.17,-685.0000000000023,446.9999999999974,351.0000000000124,-30.99999999997749,95.00000000000064,,177.00000000003064
2018.01.17,-673.9999999999968,492.0000000000035,341.00000000001353,-15.999999999991132,76.0000000000094,,219.00000000003848
2018.01.17,-692.9999999999881,514.9999999999987,355.0000000000164,59.00000000002592,110.00000000001009,,346.0000000000631
