date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPCAD,EURCAD,EURAUD,EURNZD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.02.10,-37.99999999999359,-34.000000000000696,0.0,-14.000000000002899,-57.00000000000705,-26.000000000003798,-8.000000000008,-17.000000000010118,-29.000000000001247,-64.0000000000085,-13.999999999981583,-95.00000000000064,0.0,-111.99999999997878,-42.0000000000087,-96.00000000000719,-14.999999999998348,-106.00000000000608,,-767.0000000000173
2020.02.10,-48.99999999999905,-22.0000000000109,-2.0000000000131024,-2.0000000000131024,-65.99999999999939,7.9999999999968985,-8.000000000008,-36.000000000001364,-74.00000000000739,-109.99999999999899,23.000000000024556,-147.00000000000824,21.00000000000435,-111.99999999997878,-21.00000000000435,-129.00000000000134,12.000000000000899,-103.00000000000864,,-817.0000000000258
2020.02.10,-107.99999999999699,-15.00000000000945,2.999999999997449,21.00000000000435,-114.99999999999844,0.0,-59.000000000009045,6.999999999990791,-103.00000000000864,-197.99999999999818,30.000000000001137,-140.99999999999113,83.00000000001084,-188.9999999999947,-56.99999999999594,-213.00000000000762,38.0000000000047,-173.00000000000094,,-1189.0000000000018
2020.02.10,-70.99999999999883,5.999999999994898,29.999999999996696,39.999999999995595,-101.00000000000664,-57.00000000000705,-31.000000000003247,-25.000000000005684,-78.00000000000028,-143.9999999999997,-103.999999999985,-191.00000000000784,139.00000000000023,-87.99999999999919,-283.99999999999534,-186.00000000000838,-21.00000000000435,-228.00000000000597,,-1394.00000000004
2020.02.10,-15.999999999993797,8.999999999992347,56.99999999999594,28.000000000005798,-109.99999999999899,-87.00000000000374,-15.00000000000945,6.000000000000227,-43.00000000000415,-124.00000000000189,-63.99999999999295,-198.99999999999363,174.00000000000747,-78.00000000000028,-397.0000000000029,-185.00000000000182,-78.99999999999574,-280.0000000000136,,-1403.0000000000111
2020.02.10,-8.999999999992347,31.000000000003247,75.99999999998718,2.999999999997449,-148.0000000000037,-30.000000000007798,-21.00000000000435,21.99999999999136,-64.0000000000085,-151.00000000000114,-20.999999999986585,-231.0000000000034,154.0000000000097,-146.99999999998602,-246.99999999999721,-253.99999999999866,-2.999999999997449,-263.00000000001324,,-1303.0000000000116
2020.02.10,-14.999999999998348,46.999999999997044,86.99999999999264,15.999999999993797,-146.99999999999713,-64.0000000000085,-26.0000000000149,45.000000000001705,-50.0000000000056,-173.00000000000094,-4.9999999999954525,-195.00000000001182,190.00000000000128,-145.99999999997948,-344.00000000001097,-246.00000000000176,-53.00000000000304,-333.0000000000055,,-1412.0000000000468
2020.02.10,-82.99999999999974,53.999999999998494,68.99999999998573,8.000000000008,-231.0000000000034,-64.0000000000085,-86.0000000000083,52.99999999999727,-116.00000000000499,-302.0000000000023,58.000000000021146,-195.9999999999962,142.0000000000199,-383.99999999998437,-334.00000000001205,-343.00000000000443,-53.00000000000304,-370.00000000000364,,-2178.0
2020.02.10,-110.99999999999443,65.99999999998829,75.99999999998718,-73.00000000001194,-367.0000000000062,35.999999999991594,-137.9999999999937,96.9999999999942,-181.00000000000892,-431.99999999999903,198.0000000000075,-178.00000000001148,84.0000000000174,-687.9999999999998,-60.99999999999994,-486.00000000000864,90.0000000000012,-415.0000000000098,,-2483.0000000000564
2020.02.10,-156.00000000000057,114.99999999999844,82.99999999998863,-106.00000000000608,-385.99999999999744,68.99999999999685,-175.99999999999838,72.00000000000273,-227.00000000001052,-486.00000000000864,307.00000000001637,-114.99999999999844,46.0000000000127,-741.9999999999982,11.999999999989797,-472.00000000000574,63.99999999999739,-480.00000000001376,,-2578.000000000035
2020.02.10,-108.99999999999244,95.00000000000064,86.99999999999264,-120.99999999999334,-390.0000000000015,37.99999999999359,-148.00000000001478,87.0000000000033,-203.00000000000873,-470.00000000000375,259.00000000001455,-134.00000000001188,54.0000000000207,-713.9999999999924,-78.00000000000028,-464.00000000000887,26.000000000003798,-500.00000000001154,,-2685.0000000000105
2020.02.10,-78.00000000000028,68.00000000000139,76.99999999999375,-80.99999999999774,-356.9999999999962,0.0,-100.0000000000112,97.99999999999898,-159.00000000000912,-412.00000000000125,213.00000000002228,-85.00000000000173,65.00000000000395,-661.9999999999848,-191.00000000000784,-441.0000000000025,-21.999999999999797,-542.0000000000202,,-2609.000000000012
2020.02.10,-46.999999999997044,58.000000000002494,92.99999999998754,-79.00000000000685,-336.9999999999984,11.999999999989797,-75.00000000000284,93.00000000000352,-137.00000000000932,-380.00000000000256,155.00000000000114,-63.99999999999739,82.00000000000429,-602.999999999998,-161.00000000001114,-422.00000000000017,-7.9999999999968985,-524.0000000000133,,-2344.000000000045
