names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
GBPUSD,10,"['GBPAUD', 'NZDCAD']",80.0,1.0,S
EURUSD,10,['CADJPY'],80.0,-0.956,B
USDJPY,15,"['EURUSD', 'USDJPY']",100.0,-1.0,B
USDCAD,30,"['USDCAD', 'GBPAUD', 'EURGBP', 'GBPCHF', 'USDJPY', 'CADCHF', 'GBPJPY']",100.0,-0.171,B
AUDUSD,10,['GBPAUD'],80.0,0.5397857142857145,S
NZDUSD,10,['USDJPY'],80.0,-0.9420000000000001,B
GBPCHF,15,"['GBPJPY', 'CHFJPY', 'NZDCAD']",80.0,-0.7828571428571428,B
EURCHF,20,['NZDCAD'],80.0,-0.295735680985681,B
CHFJPY,10,"['USDCHF', 'EURCHF', 'NZDUSD']",100.0,-0.88,B
CADCHF,15,"['EURAUD', 'AUDNZD', 'USDJPY']",80.0,-0.6940000000000001,B
AUDCHF,10,['EURAUD'],80.0,-1.0,B
NZDCHF,10,"['EURGBP', 'AUDUSD', 'AUDNZD']",80.0,0.9933333333333333,S
EURGBP,10,"['NZDCAD', 'GBPAUD', 'EURNZD', 'NZDCHF', 'GBPJPY']",100.0,-0.88,B
GBPJPY,10,['USDJPY'],100.0,-0.93,B
GBPCAD,10,"['EURAUD', 'AUDNZD', 'EURNZD', 'AUDUSD', 'NZDCHF']",80.0,0.58,S
GBPAUD,10,"['AUDUSD', 'EURNZD', 'NZDCHF']",80.0,0.5138095238095237,S
EURJPY,20,"['GBPCHF', 'EURGBP', 'EURNZD']",80.0,0.1168888888888889,S
EURCAD,10,"['EURCAD', 'EURAUD']",80.0,1.0,S
EURAUD,10,['EURUSD'],100.0,0.9840000000000001,S
EURNZD,10,"['EURGBP', 'AUDUSD', 'AUDNZD']",80.0,-0.98,B
CADJPY,50,"['NZDCHF', 'EURNZD', 'USDJPY', 'USDCAD', 'EURCHF']",80.0,-0.9866666666666667,B
AUDJPY,15,['EURGBP'],80.0,0.47660533910533914,S
AUDCAD,15,"['GBPAUD', 'AUDCHF', 'USDCHF']",80.0,0.9866666666666667,S
AUDNZD,50,"['EURCAD', 'AUDUSD', 'USDCHF', 'USDJPY', 'GBPCHF', 'EURGBP', 'CADCHF']",100.0,-0.23347619047619048,B
