date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,AUDNZD,empty,sum
2018.04.02,-201.00000000000674,-66.99999999999484,-3.0000000000001137,0.0,-63.00000000000195,-26.999999999999247,-92.00000000000318,-65.99999999998829,-19.000000000005457,-29.999999999996696,-26.999999999999247,-71.99999999999429,-73.00000000000084,-32.00000000001069,-170.00000000000347,-340.00000000000693,-92.99999999998931,-165.00000000001512,-84.0000000000174,-21.00000000000435,0.0,-55.999999999997385,-103.00000000000864,-53.999999999998494,,-1858.0000000000425
2018.04.02,-187.00000000000384,-22.999999999995246,45.99999999999227,-141.99999999999767,-47.00000000000814,36.999999999998145,209.9999999999991,-34.99999999998504,-31.00000000000591,57.00000000000705,-19.00000000000235,-139.00000000000023,-8.000000000008,164.99999999999204,-182.99999999999983,-404.0000000000044,-116.99999999999022,-137.00000000000932,-107.00000000001265,48.99999999998794,46.00000000000648,-58.000000000006935,-24.000000000001798,-67.00000000001705,,-1118.0000000000657
2018.04.02,-207.00000000000162,-60.99999999999994,80.99999999998886,-78.00000000000028,-48.000000000003595,67.9999999999903,207.00000000000162,19.999999999997797,31.00000000000591,101.00000000000664,22.999999999995246,-204.99999999999963,11.999999999989797,114.00000000000432,-97.00000000001374,-452.00000000000796,-292.0000000000016,-165.9999999999995,-121.99999999999989,55.99999999998939,94.0000000000083,-144.00000000000546,-72.0000000000054,-56.000000000011596,,-1193.000000000072
2018.04.02,-208.00000000000819,-57.99999999998029,125.99999999999056,-7.0000000000014495,-30.000000000007798,82.99999999999974,435.9999999999919,145.00000000001734,93.99999999999409,224.000000000002,85.99999999999719,-217.99999999999596,-19.00000000000235,352.00000000000387,-111.00000000001664,-536.0000000000032,-208.99999999997476,-51.000000000001044,-125.00000000001954,161.99999999999548,191.0000000000025,-126.00000000000477,3.999999999992898,38.99999999998904,,243.99999999996055
2018.04.02,-229.99999999999687,-57.99999999998029,131.9999999999908,5.000000000010552,-28.000000000005798,80.99999999999774,431.0000000000036,129.00000000000134,108.99999999999466,218.00000000000708,73.00000000000084,-197.99999999999818,-3.0000000000085514,336.9999999999891,-139.00000000000023,-575.0000000000144,-191.99999999997885,-70.99999999999883,-151.00000000001222,232.00000000000998,174.99999999999716,-85.99999999999852,0.999999999995449,59.99999999999339,,251.9999999999988
2018.04.02,-251.00000000000122,-66.99999999999484,81.99999999999363,46.999999999997044,-4.999999999999449,66.99999999999484,459.99999999999375,134.99999999999625,61.00000000000705,200.00000000000017,59.99999999999339,-187.00000000000384,-40.00000000000669,289.0000000000157,-211.00000000000563,-668.0000000000019,-131.99999999997658,-90.00000000001229,-173.00000000000094,239.99999999999577,131.00000000000023,-34.000000000006025,-2.000000000002,39.999999999995595,,-48.000000000027924
2018.04.02,-293.0000000000099,-84.99999999997954,52.99999999999727,8.000000000008,-69.00000000000794,54.999999999993946,482.999999999989,131.99999999999878,34.99999999999659,211.00000000000563,73.99999999999629,-193.99999999999417,-41.000000000002146,318.9999999999884,-219.00000000001364,-628.0000000000064,-156.99999999998226,-84.0000000000174,-148.00000000001478,235.99999999999176,131.00000000000023,-100.00000000000853,-55.000000000005045,68.00000000000139,,-268.0000000000746
2018.04.02,-339.0000000000004,-13.999999999980695,18.999999999991246,-1.0000000000065512,-109.00000000000354,84.99999999999064,507.9999999999973,143.00000000000423,13.00000000000523,204.00000000000418,101.99999999999099,-181.9999999999933,-44.0000000000107,294.00000000001114,-260.0000000000158,-584.0000000000067,-158.99999999999181,-87.99999999999919,-95.00000000000064,279.99999999999136,103.00000000000864,-136.0000000000099,-92.99999999999864,116.99999999998934,,-236.00000000003345
2018.04.02,-434.000000000001,21.00000000000435,61.99999999999761,-85.99999999998609,-112.000000000001,20.999999999993246,553.0000000000035,164.00000000000858,94.99999999999886,223.00000000000654,57.99999999999139,-151.00000000000114,-66.00000000001049,444.9999999999932,-276.00000000000955,-803.0000000000203,-262.00000000000045,-81.00000000001995,-239.00000000001143,356.00000000000074,186.00000000000705,-123.00000000000466,-73.00000000000084,157.99999999999147,,-364.0000000000704
2018.04.02,-431.0000000000036,59.000000000009045,112.99999999999955,-65.99999999998829,-45.000000000006146,30.999999999992145,548.9999999999995,177.00000000000495,162.9999999999967,224.9999999999974,34.99999999999615,-100.00000000000009,-64.0000000000085,551.0000000000161,-278.00000000000045,-840.0000000000185,-328.9999999999793,-101.00000000001774,-286.00000000000847,512.0000000000014,234.99999999999943,-93.00000000000352,39.00000000000014,136.99999999998712,,192.99999999996498
