date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,EURCHF,CHFJPY,EURGBP,GBPJPY,NZDJPY,AUDCAD,empty,sum
2018.10.15,163.99999999999747,160.00000000000458,102.00000000000209,-12.999999999991019,-4.000000000004,-7.9999999999968985,-133.99999999998968,55.999999999997385,-38.99999999998904,191.99999999997885,3.0000000000001137,7.0000000000014495,,486.00000000001137
2018.10.15,155.00000000000514,153.9999999999875,153.00000000000313,-24.999999999991473,-16.0000000000049,4.999999999999449,-168.99999999999693,30.000000000001137,11.00000000000545,202.99999999997453,1.0000000000047748,-17.999999999995797,,483.999999999992
2018.10.15,195.00000000000074,143.99999999998857,134.99999999999625,-24.00000000000091,-21.999999999999797,4.999999999999449,-207.00000000000162,70.00000000000739,11.00000000000545,191.99999999997885,4.0000000000048885,-19.00000000000235,,483.999999999977
2018.10.15,165.9999999999995,126.0000000000039,140.99999999999113,-48.00000000000182,-58.000000000002494,-2.999999999997449,-180.99999999998673,19.000000000005457,23.00000000000635,209.99999999997954,28.999999999996362,53.00000000000304,,476.9999999999968
2018.10.15,126.0000000000039,214.99999999998744,147.00000000000824,-96.9999999999942,-41.000000000002146,-14.999999999998348,-136.99999999998712,-81.00000000000307,-26.999999999999247,359.9999999999852,78.00000000000296,7.0000000000014495,,535.0000000000051
2018.10.15,126.99999999999933,177.99999999998929,137.00000000000932,-74.99999999998863,-43.00000000000415,-4.999999999999449,-126.99999999998823,-60.000000000002274,-10.999999999994348,289.99999999999204,46.999999999997044,11.00000000000545,,469.00000000001546
2018.10.15,146.00000000000168,278.9999999999848,171.99999999999437,37.00000000000614,-48.000000000003595,-53.999999999998494,-184.99999999999073,76.00000000000762,-48.99999999999905,252.9999999999859,31.999999999996476,-14.000000000002899,,644.9999999999823
2018.10.15,141.99999999999767,251.99999999998556,126.0000000000039,127.00000000000955,-80.00000000000229,-60.99999999999994,-136.99999999998712,164.00000000000148,-62.99999999999084,103.999999999985,-22.00000000000557,33.000000000005244,,585.0000000000026
2018.10.15,136.99999999999824,235.99999999999176,120.99999999999334,47.000000000011255,-85.00000000000173,-37.99999999999359,-124.99999999999733,73.99999999999807,-60.99999999999994,193.9999999999884,6.000000000000227,31.999999999998696,,537.9999999999874
2018.10.15,145.00000000000622,273.9999999999965,126.0000000000039,-39.00000000000148,-41.000000000002146,-64.99999999999284,-137.9999999999937,-4.9999999999954525,-81.9999999999932,349.9999999999943,91.99999999999875,28.000000000005798,,645.0000000000266
2018.10.15,118.00000000000699,287.9999999999994,160.00000000000458,3.0000000000001137,-17.000000000000348,-53.999999999998494,-140.0000000000068,7.999999999995566,-65.99999999999939,307.9999999999927,52.00000000000671,24.000000000001798,,684.0000000000028
2018.10.15,128.00000000000588,221.00000000000452,120.99999999999334,18.000000000000682,-37.00000000000925,-48.000000000003595,-116.99999999998934,36.000000000001364,-50.99999999998994,215.99999999997976,37.00000000000614,11.00000000000545,,535.000000000005
2018.10.15,114.99999999999844,187.99999999998818,100.99999999999554,45.000000000001705,-57.00000000000705,-7.9999999999968985,-79.00000000000685,46.999999999997044,-42.999999999993044,144.9999999999818,-28.000000000005798,29.999999999996696,,455.99999999994975
2018.10.15,136.00000000000279,212.99999999999653,106.00000000000608,65.00000000001194,-60.00000000000449,-21.999999999999797,-109.00000000000354,90.00000000000341,-56.99999999999594,146.99999999999136,-22.999999999996135,24.999999999997247,,511.00000000000944
2018.10.15,138.00000000000477,200.00000000000017,65.00000000000395,52.00000000000671,-86.0000000000083,-10.999999999994348,-72.0000000000054,82.99999999999841,-79.99999999999119,147.99999999999613,-31.00000000000591,43.00000000000415,,449.0000000000091
2018.10.15,72.0000000000054,266.999999999995,126.0000000000039,91.99999999999875,-37.00000000000925,-39.00000000000014,-52.99999999999194,46.00000000000648,-77.99999999998919,168.99999999998272,-22.00000000000557,-0.999999999995449,,542.0000000000008
2018.10.15,56.0000000000005,295.99999999998516,156.00000000000057,142.00000000001012,-60.99999999999994,-27.999999999994696,-66.99999999999484,79.00000000000773,-73.99999999999629,134.9999999999909,-69.00000000000261,9.00000000000345,,574.0000000000099
