date,USDCHF,GBPUSD,USDJPY,NZDUSD,EURCHF,CHFJPY,CADCHF,GBPJPY,GBPCAD,CADJPY,AUDJPY,NZDCAD,empty,sum
2018.07.23,-16.0000000000049,-82.99999999998863,69.99999999999318,-59.000000000009045,-36.999999999998145,132.000000000005,-80.99999999999774,164.99999999999204,195.9999999999962,37.00000000000614,97.99999999999898,98.0000000000092,,520.0000000000023
2018.07.23,-19.00000000000235,-73.99999999999629,33.999999999991815,-77.00000000000485,-17.000000000000348,73.0000000000075,-66.99999999999484,116.99999999999022,239.00000000001143,-21.000000000000796,91.99999999999875,153.00000000000313,,433.0000000000034
2018.07.23,-29.000000000001247,-126.0000000000039,79.9999999999983,-145.00000000000622,-53.00000000001415,165.00000000000625,-110.99999999999443,233.99999999998045,273.0000000000121,81.00000000000307,129.0000000000049,221.99999999999997,,719.9999999999851
2018.07.23,-2.000000000002,-187.00000000000384,-35.0000000000108,-246.00000000000176,-92.00000000000318,79.00000000000773,-156.00000000000057,149.99999999997726,228.00000000000597,57.00000000000216,153.0000000000058,281.00000000000904,,229.9999999999858
2018.07.23,74.99999999999174,-219.99999999999798,-157.0000000000107,-245.0000000000063,-48.000000000003595,43.00000000000637,-109.00000000000354,24.999999999977263,252.0000000000078,-24.00000000000091,61.99999999999761,277.000000000005,,-69.00000000003723
2018.07.23,83.9999999999952,-248.00000000000378,-308.00000000000693,-274.00000000000756,-70.0000000000145,-96.9999999999942,-107.00000000000153,-141.00000000001955,273.0000000000121,-132.99999999999557,-48.99999999999238,306.00000000000625,,-764.0000000000224
2018.07.23,135.99999999999167,-286.99999999999284,-503.0000000000001,-282.0000000000045,-63.000000000013046,-234.99999999999943,-75.00000000000284,-356.00000000002296,309.0000000000037,-272.99999999999613,-221.00000000000364,309.0000000000037,,-1541.0000000000364
2018.07.23,124.99999999999733,-272.99999999998994,-432.00000000000216,-274.00000000000756,-53.999999999998494,-177.99999999999727,-56.0000000000005,-283.00000000001546,351.99999999999676,-250.0,-206.00000000000307,330.0000000000081,,-1199.0000000000123
2018.07.23,123.99999999999079,-252.0000000000078,-396.0000000000008,-273.000000000001,-53.999999999998494,-140.00000000000057,-54.999999999993946,-255.00000000002387,324.9999999999975,-221.9999999999942,-150.99999999999625,326.9999999999995,,-1022.0000000000291
2018.07.23,110.99999999999443,-252.0000000000078,-481.00000000000875,-226.99999999999943,-41.000000000002146,-243.99999999999977,-36.999999999998145,-367.00000000001864,392.9999999999989,-320.99999999999795,-248.00000000000466,300.0000000000003,,-1414.0000000000439
