,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,['EURJPY'],80.0,1.0,B
1,1,USDJPY,50,"['EURJPY', 'NZDCAD', 'AUDCAD', 'GBPAUD']",80.0,-0.9745202489177491,S
2,2,GBPCHF,15,['EURUSD'],80.0,1.0,B
3,3,CHFJPY,50,"['USDCHF', 'NZDCAD']",80.0,0.7505231279633597,B
4,4,NZDCHF,20,"['GBPCAD', 'GBPCHF']",80.0,0.8309920693595728,B
5,5,GBPJPY,30,"['NZDCAD', 'AUDCAD', 'EURNZD', 'EURUSD']",100.0,0.8551103571428575,B
6,6,EURJPY,50,"['CHFJPY', 'GBPAUD']",100.0,0.38629538309141953,B
7,7,EURAUD,15,['GBPJPY'],80.0,-0.5358900663226001,S
8,8,EURNZD,15,"['EURCAD', 'AUDNZD', 'EURUSD', 'EURAUD', 'EURJPY', 'GBPAUD', 'USDCHF', 'GBPCHF']",100.0,0.3552,B
9,9,NZDJPY,20,"['GBPCAD', 'GBPJPY', 'GBPCHF', 'GBPUSD', 'EURCAD']",80.0,0.8118,B
10,10,NZDCAD,10,"['CHFJPY', 'GBPUSD']",100.0,-0.9699050000000002,S
