date,EURUSD,USDCAD,GBPCHF,EURCHF,CADCHF,GBPJPY,GBPCAD,EURJPY,AUDCAD,empty,sum
2019.08.26,-31.999999999987594,-89.99999999999008,63.000000000013046,-18.999999999991246,-17.999999999995797,8.000000000009777,128.000000000017,-85.99999999999852,95.99999999999609,,50.000000000072674
2019.08.26,-14.999999999987246,-18.0000000000069,35.00000000000725,-70.99999999999883,-2.000000000002,-150.00000000000568,90.00000000001229,-233.99999999999466,17.000000000000348,,-347.99999999997544
2019.08.26,99.00000000000463,-136.00000000000279,-79.99999999999119,-32.999999999994145,-108.99999999999244,-397.99999999999613,182.0000000000155,-309.99999999998806,-399.0000000000049,,-1183.9999999999495
2019.08.26,43.999999999999595,-243.99999999999977,-2.999999999997449,-24.000000000001798,-115.99999999999389,-92.99999999998931,333.0000000000055,-102.99999999999443,-344.99999999999534,,-550.9999999999668
2019.08.26,-19.999999999997797,-211.99999999998997,-13.999999999980695,-68.99999999998573,-90.0000000000012,-79.00000000000773,263.99999999999756,-138.9999999999958,-243.00000000000432,,-601.9999999999657
2019.08.26,-61.99999999998429,-235.99999999999176,-28.999999999990145,-69.9999999999923,-70.99999999999883,-205.99999999998886,199.00000000001583,-231.99999999999932,-229.99999999999687,,-936.9999999999266
2019.08.26,-109.00000000000354,-147.99999999999258,272.00000000000557,87.00000000001484,113.00000000000753,221.00000000000364,194.0000000000053,36.000000000001364,-34.99999999999615,,631.0000000000459
2019.08.26,-65.00000000000395,-144.99999999999514,234.00000000000088,104.00000000001519,97.9999999999981,203.00000000000296,175.99999999999838,76.00000000000762,-119.99999999999788,,561.0000000000263
2019.08.26,-78.99999999998464,-148.99999999999915,333.0000000000055,168.0000000000126,148.99999999999915,366.9999999999902,198.00000000000927,191.0000000000025,56.99999999999594,,1235.0000000000314
2019.08.26,-51.99999999998539,-62.000000000006494,323.0000000000066,187.00000000000384,190.00000000000128,356.9999999999993,75.00000000000284,226.0000000000133,26.999999999999247,,1271.0000000000346
2019.08.26,-26.999999999999247,-52.99999999999194,285.00000000000193,191.00000000000784,180.99999999999784,341.0000000000082,64.0000000000196,237.00000000000898,-0.999999999995449,,1218.0000000000578
2019.08.26,-102.00000000000209,-36.999999999998145,379.0000000000182,202.9999999999976,250.00000000000577,640.9999999999911,41.000000000002146,442.0000000000073,78.99999999999574,,1896.0000000000175
2019.08.26,-92.00000000000318,-18.0000000000069,457.00000000001853,215.00000000000963,261.0000000000001,697.0000000000027,121.00000000001555,425.00000000001137,104.00000000000409,,2170.000000000052
2019.08.26,-82.99999999998863,-26.999999999999247,453.0000000000145,242.00000000000887,267.00000000000614,650.0000000000057,93.00000000000975,417.0000000000016,100.99999999999554,,2113.000000000054
2019.08.26,-45.99999999999049,-48.99999999998794,317.0000000000117,198.00000000000927,201.00000000000674,417.0000000000016,63.000000000013046,290.00000000000625,-4.000000000004,,1387.000000000066
2019.08.26,-65.99999999998829,-38.99999999998904,292.00000000000335,164.00000000000858,192.00000000000327,387.00000000000045,34.000000000000696,248.00000000000466,-10.999999999994348,,1201.0000000000493
2019.08.26,-46.999999999997044,-133.99999999998968,329.00000000000153,191.00000000000784,148.0000000000037,353.00000000000864,204.00000000000418,202.0000000000124,-0.999999999995449,,1245.000000000056
2019.08.26,-61.99999999998429,-109.99999999998789,264.0000000000198,153.00000000000313,148.0000000000037,330.0000000000125,106.00000000000608,217.00000000001296,33.000000000005244,,1079.0000000000912
2019.08.26,14.000000000002899,-124.99999999999733,411.0000000000058,245.0000000000063,152.00000000000767,519.0000000000055,295.0000000000008,342.00000000001296,129.9999999999968,,1983.0000000000416
2019.08.26,-160.99999999998892,-126.0000000000039,568.000000000013,293.0000000000099,295.0000000000008,860.99999999999,181.00000000000892,546.0000000000065,248.99999999999923,,2706.0000000000355
2019.08.26,-231.0000000000034,-123.00000000000644,440.00000000001813,165.9999999999995,256.0000000000007,715.0000000000034,97.00000000001374,405.00000000000114,256.0000000000007,,1981.0000000000273
2019.08.26,-286.99999999999284,-126.0000000000039,330.0000000000081,146.00000000000168,279.00000000000705,769.0000000000055,-95.999999999985,517.0000000000101,275.000000000003,,1807.0000000000534
2019.08.26,-371.99999999999454,-9.999999999998899,360.0000000000048,156.00000000000057,404.0000000000044,787.0000000000061,-340.9999999999913,542.0000000000016,268.0000000000016,,1794.000000000034
