date,EURCHF,CADCHF,NZDCAD,empty,sum
2020.02.10,42.999999999993044,-17.000000000000348,-17.999999999995797,,7.9999999999968985
2020.02.10,55.99999999998939,-32.0000000000098,-61.999999999995396,,-38.0000000000158
2020.02.10,-31.000000000003247,-79.00000000000685,-75.00000000000284,,-185.00000000001293
2020.02.10,24.999999999986144,-3.0000000000085514,-4.999999999999449,,16.999999999978144
2020.02.10,5.999999999994898,-34.000000000000696,-9.999999999998899,,-38.0000000000047
2020.02.10,12.999999999996348,-21.00000000000435,-95.00000000000064,,-103.00000000000864
2020.02.10,-19.999999999997797,-26.000000000003798,53.00000000000304,,7.0000000000014495
2020.02.10,-63.99999999999739,-79.00000000000685,-117.00000000000044,,-260.00000000000466
2020.02.10,-136.00000000000279,-181.00000000000892,-107.99999999999699,,-425.0000000000087
2020.02.10,-137.9999999999937,-193.00000000000983,-99.00000000000463,,-430.0000000000082
2020.02.10,-96.00000000000719,-157.00000000000713,-29.000000000001247,,-282.0000000000156
2020.02.10,-70.0000000000145,-132.0000000000099,-14.000000000002899,,-216.00000000002728
2020.02.10,-59.000000000009045,-123.00000000000644,-36.0000000000027,,-218.0000000000182
2020.02.10,-56.99999999999594,-107.00000000000153,-53.00000000000304,,-217.0000000000005
2020.02.10,-69.00000000000794,-129.00000000000134,-75.00000000000284,,-273.0000000000121
2020.02.10,-97.00000000001374,-161.00000000000003,-48.000000000003595,,-306.00000000001734
2020.02.10,-90.99999999999665,-164.00000000000858,-51.000000000001044,,-306.00000000000625
2020.02.10,-120.99999999999334,-189.00000000000583,-41.000000000002146,,-351.0000000000013
2020.02.10,-134.00000000001188,-169.00000000000804,-43.999999999999595,,-347.0000000000195
2020.02.10,-51.000000000001044,-157.00000000000713,-2.999999999997449,,-211.00000000000563
2020.02.10,-42.0000000000087,-114.00000000000298,-22.999999999995246,,-179.00000000000693
2020.02.10,-78.00000000000028,-132.0000000000099,-92.99999999999864,,-303.0000000000088
2020.02.10,-90.00000000001229,-157.00000000000713,-65.00000000000395,,-312.0000000000234
2020.02.10,-82.00000000000429,-169.00000000000804,-68.99999999999685,,-320.0000000000092
2020.02.10,-99.00000000000463,-147.00000000000824,-122.99999999999534,,-369.0000000000082
2020.02.10,-83.00000000001084,-173.00000000000094,7.9999999999968985,,-248.00000000001486
2020.02.10,-109.00000000000354,-213.00000000000762,-21.00000000000435,,-343.00000000001546
2020.02.10,-110.00000000001009,-192.00000000000327,7.9999999999968985,,-294.0000000000165
2020.02.10,-116.00000000000499,-169.00000000000804,12.000000000000899,,-273.0000000000121
2020.02.10,-104.99999999999955,-109.00000000000354,2.000000000002,,-212.00000000000108
2020.02.10,-70.0000000000145,-39.00000000000014,-109.00000000000354,,-218.0000000000182
2020.02.10,38.99999999998904,-38.0000000000047,-50.0000000000056,,-49.00000000002125
2020.02.10,123.00000000000644,-19.00000000000235,-21.999999999999797,,82.00000000000429
2020.02.10,174.99999999999181,-15.00000000000945,31.999999999998696,,191.99999999998107
2020.02.10,141.99999999999767,44.99999999999504,-21.00000000000435,,165.99999999998838
2020.02.10,215.99999999999397,5.999999999994898,78.99999999999574,,300.9999999999846
2020.02.10,239.99999999999577,-21.999999999999797,87.00000000000374,,304.9999999999997
2020.02.10,221.99999999998886,-31.000000000003247,109.00000000000354,,299.99999999998914
2020.02.10,272.00000000000557,13.999999999991797,87.99999999999919,,373.9999999999966
2020.02.10,304.9999999999997,-5.000000000010552,117.00000000000044,,416.9999999999896
2020.02.10,309.99999999998806,18.999999999991246,97.9999999999981,,426.9999999999774
2020.02.10,329.99999999998585,14.999999999998348,102.00000000000209,,446.9999999999863
2020.02.10,344.99999999999534,26.999999999999247,87.00000000000374,,458.99999999999835
2020.02.10,326.0000000000041,1.999999999990898,87.99999999999919,,415.9999999999942
2020.02.10,329.00000000000153,-26.000000000003798,105.99999999999498,,408.9999999999927
2020.02.10,319.999999999987,-4.000000000004,114.00000000000298,,429.999999999986
2020.02.10,319.0000000000026,-30.000000000007798,117.99999999999588,,406.9999999999907
2020.02.10,327.99999999999494,-14.000000000002899,168.99999999999693,,482.999999999989
2020.02.11,354.9999999999942,2.999999999997449,166.99999999999494,,524.9999999999866
2020.02.11,356.00000000000074,5.999999999994898,153.99999999999858,,515.9999999999942
2020.02.11,317.9999999999961,-30.000000000007798,141.99999999999767,,429.99999999998596
2020.02.11,322.00000000000006,-27.00000000001035,90.99999999999665,,385.99999999998636
2020.02.11,326.0000000000041,-34.000000000000696,227.99999999999488,,519.9999999999983
2020.02.11,282.0000000000045,-65.00000000000395,185.00000000000182,,402.0000000000024
2020.02.11,238.0000000000049,-101.00000000000664,154.99999999999403,,291.99999999999227
2020.02.11,226.99999999999943,-114.00000000000298,151.00000000000114,,263.9999999999976
2020.02.11,200.00000000000017,-135.00000000000733,210.99999999999451,,275.9999999999874
2020.02.11,190.99999999998562,-136.00000000000279,141.00000000000225,,195.99999999998508
2020.02.11,177.00000000000495,-157.00000000000713,138.00000000000477,,158.0000000000026
2020.02.11,191.99999999999218,-179.00000000000693,141.00000000000225,,153.9999999999875
2020.02.11,212.99999999999653,-163.00000000000205,187.00000000000384,,236.99999999999832
2020.02.11,222.99999999999542,-180.0000000000024,168.99999999999693,,211.99999999998997
2020.02.11,202.9999999999976,-199.00000000000472,127.99999999999478,,131.99999999998766
2020.02.11,173.99999999998528,-230.000000000008,129.00000000000134,,72.99999999997863
2020.02.11,205.99999999999508,-236.00000000000287,110.99999999999443,,80.99999999998664
2020.02.11,195.9999999999962,-223.00000000000654,121.99999999999989,,94.99999999998954
2020.02.11,234.00000000000088,-239.0000000000003,180.99999999999784,,175.9999999999984
2020.02.11,232.99999999999432,-194.0000000000053,217.0000000000005,,255.99999999998954
2020.02.11,255.99999999998957,-209.00000000000364,212.00000000000108,,258.99999999998704
2020.02.11,320.9999999999935,-153.00000000000313,151.9999999999966,,319.999999999987
2020.02.11,303.9999999999932,-143.9999999999997,136.00000000000279,,295.99999999999625
2020.02.11,299.00000000000483,-143.00000000000423,158.0000000000026,,314.0000000000032
2020.02.11,293.99999999999426,-110.00000000001009,165.00000000000404,,348.9999999999882
2020.02.11,238.0000000000049,-153.00000000000313,151.9999999999966,,236.99999999999835
2020.02.11,212.99999999999653,-182.99999999999983,163.99999999999747,,193.99999999999417
2020.02.11,245.99999999999068,-217.0000000000005,197.00000000000273,,225.9999999999929
2020.02.11,252.99999999999213,-186.00000000000838,182.00000000000438,,248.99999999998812
2020.02.11,243.99999999999977,-226.00000000000398,180.99999999999784,,198.99999999999363
2020.02.11,304.9999999999997,-177.00000000000495,139.00000000000023,,266.999999999995
2020.02.11,251.99999999998556,-219.00000000000253,80.00000000000229,,112.99999999998532
2020.02.11,228.00000000000597,-207.00000000000162,12.999999999996348,,34.000000000000696
2020.02.11,218.99999999999142,-204.99999999999963,-0.999999999995449,,12.999999999996337
2020.02.11,229.99999999999687,-202.0000000000022,-48.000000000003595,,-20.00000000000891
2020.02.11,290.9999999999968,-165.00000000000404,-4.000000000004,,121.99999999998877
2020.02.11,322.00000000000006,-115.00000000000954,22.999999999995246,,229.99999999998576
2020.02.11,390.0000000000015,-35.00000000000725,32.999999999994145,,387.99999999998835
2020.02.11,415.99999999999415,-21.999999999999797,29.999999999996696,,423.9999999999911
2020.02.11,404.0000000000044,-33.000000000005244,78.00000000000028,,448.99999999999943
2020.02.11,441.0000000000025,-43.00000000000415,78.00000000000028,,475.99999999999864
2020.02.11,451.0000000000014,-25.00000000000835,100.99999999999554,,526.9999999999886
2020.02.11,434.000000000001,-17.000000000000348,70.99999999999883,,487.99999999999955
2020.02.11,421.0000000000047,-30.000000000007798,105.99999999999498,,496.9999999999919
2020.02.11,431.0000000000036,-21.999999999999797,68.00000000000139,,477.00000000000523
2020.02.11,443.99999999999994,-41.000000000002146,109.00000000000354,,512.0000000000014
2020.02.11,453.99999999999886,-51.000000000001044,107.00000000000153,,509.9999999999994
2020.02.11,445.0000000000065,-74.00000000000739,121.00000000000443,,492.0000000000035
2020.02.12,453.99999999999886,-50.0000000000056,100.99999999999554,,504.99999999998886
2020.02.12,428.9999999999905,-39.00000000000014,97.00000000000264,,486.99999999999295
2020.02.12,424.99999999998647,-67.00000000000594,61.999999999995396,,419.99999999997596
2020.02.12,417.0000000000007,-50.0000000000056,24.000000000001798,,390.99999999999693
