date,USDCHF,GBPUSD,EURUSD,USDCAD,NZDUSD,GBPCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.03.28,-71.99999999999429,-19.999999999997797,-49.99999999999449,-22.999999999995246,-14.999999999998348,-126.99999999998823,-53.999999999998494,-53.999999999998494,-48.99999999999905,-105.99999999999498,-46.999999999997044,-73.00000000001194,-130.99999999999224,-36.999999999998145,-21.000000000000796,-58.9999999999975,-97.00000000000264,-202.0000000000022,,-1236.999999999962
2016.03.28,-76.99999999999375,-1.999999999990898,-72.99999999998974,76.0000000000094,-53.00000000000304,-122.99999999998423,-43.999999999999595,29.999999999996696,-81.9999999999932,2.999999999997449,-228.00000000000864,43.999999999999595,154.0000000000097,-24.000000000001798,-123.99999999999523,-167.0000000000016,-0.999999999995449,46.999999999997044,,-643.9999999999474
2016.03.28,-198.99999999999363,-103.99999999999298,-65.00000000000395,-21.999999999988695,-192.99999999999872,51.000000000001044,-192.00000000000327,-143.00000000000423,-248.99999999999923,-32.999999999994145,-314.9999999999977,-21.00000000000435,-21.999999999988695,-425.0000000000087,-242.00000000000443,-311.00000000000705,-166.99999999999494,30.000000000007798,,-2621.9999999999754
2016.03.28,-176.99999999999383,-38.99999999998904,-48.99999999998794,2.0000000000131024,-90.99999999999665,129.00000000000134,-175.00000000000293,-92.99999999999864,-181.9999999999933,-0.999999999995449,-375.0,11.999999999989797,282.0000000000045,-113.00000000000753,-239.00000000000432,-239.00000000000432,9.00000000000345,85.99999999999719,,-1252.9999999999645
2016.03.28,-198.99999999999363,-58.99999999998684,-18.0000000000069,-22.999999999995246,-75.00000000000284,215.00000000000963,-204.00000000000418,-143.9999999999997,-185.99999999999727,-19.00000000000235,-376.0000000000048,48.000000000003595,205.99999999999508,-66.99999999999484,-250.0,-234.00000000000887,-27.999999999994696,36.0000000000027,,-1376.9999999999811
2016.03.28,-202.9999999999976,-58.000000000002494,-4.000000000004,-7.0000000000014495,-42.999999999993044,160.00000000000458,-195.00000000000074,-143.9999999999997,-151.00000000000114,-12.999999999996348,-466.0000000000082,-4.000000000004,212.99999999999653,14.000000000002899,-301.9999999999925,-233.0000000000041,-26.999999999999247,31.000000000003247,,-1431.9999999999973
2016.03.28,-207.99999999999707,4.000000000004,-21.999999999988695,46.0000000000127,-7.0000000000014495,83.00000000001084,-180.0000000000024,-70.99999999999883,-129.9999999999968,2.000000000002,-454.00000000000773,75.00000000000284,234.00000000000088,78.99999999998464,-283.9999999999918,-209.00000000000318,-2.000000000002,-5.999999999994898,,-1049.999999999967
2016.03.28,-192.00000000000327,32.999999999994145,-11.00000000000545,-7.999999999985796,-71.99999999999429,69.00000000000794,-165.00000000000404,-27.999999999994696,-158.99999999999804,23.00000000000635,-493.9999999999998,-73.00000000001194,276.9999999999939,-151.00000000001222,-352.00000000000387,-295.0000000000017,41.000000000002146,1.0000000000065512,,-1556.000000000004
2016.03.28,-144.99999999999514,63.000000000013046,0.0,-26.999999999999247,-81.9999999999932,43.00000000001525,-170.00000000000347,-51.000000000001044,-143.9999999999997,45.000000000006146,-530.0000000000011,-96.99999999999153,161.00000000001114,-66.99999999999484,-390.99999999999113,-334.0000000000032,22.999999999995246,34.000000000000696,,-1668.9999999999322
2016.03.28,-139.99999999999568,35.00000000000725,-9.999999999998899,-100.99999999999554,-81.9999999999932,35.00000000000725,-185.99999999999727,-49.99999999999449,-141.99999999999767,29.999999999996696,-524.0000000000009,-161.00000000001114,154.99999999999403,-73.00000000001194,-412.9999999999967,-328.00000000000296,46.00000000000159,-12.000000000000899,,-1920.9999999999905
2016.03.28,-165.9999999999995,63.99999999999739,39.00000000001125,-86.99999999999264,-27.999999999994696,85.00000000000173,-217.99999999999596,-92.00000000000318,-121.99999999999989,28.000000000005798,-632.000000000005,-198.00000000000927,106.00000000000608,-4.000000000004,-509.00000000000034,-356.00000000000875,29.999999999996696,-41.9999999999976,,-2101.999999999992
2016.03.28,-153.99999999999858,59.99999999999339,15.999999999993797,-87.99999999999919,-29.000000000001247,70.0000000000145,-214.99999999999852,-82.00000000000429,-113.99999999999189,23.00000000000635,-676.0000000000161,-165.9999999999995,144.0000000000108,11.00000000000545,-506.9999999999908,-362.99999999999955,60.00000000000449,-25.999999999992696,,-2035.9999999999636
2016.03.28,-143.9999999999997,22.999999999995246,-14.999999999987246,-64.99999999998174,-25.999999999992696,73.00000000001194,-173.00000000000094,-43.00000000000415,-86.99999999999264,41.000000000002146,-688.0000000000166,-99.00000000000463,205.00000000001074,99.99999999998899,-487.99999999999955,-353.9999999999992,63.99999999999739,-29.000000000001247,,-1704.9999999999736
2016.03.28,-103.99999999999298,-53.999999999998494,-43.999999999999595,-146.99999999998602,-90.99999999999665,56.99999999999594,-198.99999999999363,-105.99999999999498,-134.99999999999625,14.999999999998348,-728.0000000000086,-120.99999999999334,22.0000000000109,-43.999999999999595,-516.9999999999959,-405.00000000000114,-4.999999999999449,-29.000000000001247,,-2634.9999999999527
2016.03.28,-88.99999999999464,-45.000000000006146,-36.999999999998145,-168.99999999999693,-115.99999999999389,79.00000000000685,-210.99999999999451,-100.00000000000009,-156.00000000000057,17.000000000000348,-711.0000000000127,-174.99999999999181,110.99999999999443,-95.00000000000064,-530.9999999999917,-435.0000000000023,43.00000000000415,-29.000000000001247,,-2648.9999999999795
2016.03.28,-87.99999999999919,-45.000000000006146,-52.99999999999194,-180.99999999998673,-100.99999999999554,56.99999999999594,-207.99999999999707,-104.99999999999955,-130.99999999999224,26.000000000003798,-587.9999999999939,-185.00000000001293,56.99999999999594,-43.00000000001525,-486.99999999999477,-350.9999999999991,39.00000000000014,-29.999999999996696,,-2416.999999999986
2016.03.28,-102.00000000000209,-82.99999999998863,-31.999999999987594,-168.99999999999693,-95.99999999999609,99.00000000000463,-219.99999999999798,-121.00000000000443,-145.9999999999906,-20.999999999993246,-700.9999999999934,-154.0000000000097,80.00000000001339,-66.99999999999484,-525.9999999999962,-399.0000000000009,43.00000000000415,-36.999999999998145,,-2651.9999999999286
2016.03.28,-122.99999999999534,-119.99999999998678,-55.99999999998939,-271.99999999998334,-147.99999999999258,89.00000000000574,-275.99999999999847,-229.00000000000142,-195.00000000000074,-19.999999999997797,-826.9999999999982,-296.0000000000074,-217.0000000000005,-171.99999999999437,-584.9999999999937,-457.9999999999984,-56.99999999999594,-26.999999999999247,,-3988.9999999999277
2016.03.28,-117.99999999999588,-198.99999999999363,-72.0000000000054,-292.9999999999877,-164.99999999999292,78.00000000000028,-275.99999999999847,-214.00000000000307,-193.99999999999417,-46.00000000000159,-760.9999999999957,-272.00000000000557,-221.99999999998886,-185.00000000001293,-560.0000000000023,-427.0000000000067,-58.000000000002494,4.999999999999449,,-3978.9999999999873
2016.03.28,-81.9999999999932,-191.99999999999218,-55.99999999998939,-283.99999999999534,-176.99999999999383,110.00000000001009,-258.9999999999981,-205.99999999999508,-196.99999999999162,-63.00000000000195,-775.0000000000057,-218.00000000000708,-80.99999999999774,-249.00000000001032,-567.9999999999978,-466.0000000000082,-49.99999999999449,23.00000000000635,,-3789.999999999956
