names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
GBPUSD,10,['NZDJPY'],80.0,1.0,S
EURUSD,10,"['AUDUSD', 'GBPUSD']",80.0,1.0,S
USDJPY,10,"['AUDCAD', 'EURAUD', 'AUDUSD', 'AUDCHF']",100.0,-1.0,B
GBPCHF,10,"['CADJPY', 'EURJPY']",100.0,0.9840000000000001,S
EURCHF,15,['AUDCAD'],80.0,-0.6759126984126985,B
CADCHF,20,"['AUDCAD', 'EURUSD', 'NZDCAD', 'EURCAD']",80.0,-1.0,B
NZDCHF,50,['AUDUSD'],100.0,0.31085869429023555,S
EURGBP,10,"['CADJPY', 'EURJPY']",100.0,-0.9740000000000001,B
GBPJPY,50,['EURUSD'],80.0,0.4308609646357154,S
GBPCAD,10,"['CADJPY', 'EURJPY', 'GBPJPY', 'AUDJPY', 'USDCAD']",100.0,1.0,S
GBPAUD,10,"['EURUSD', 'EURGBP', 'GBPCHF']",80.0,-0.24,B
EURCAD,10,"['AUDUSD', 'AUDJPY', 'EURUSD', 'NZDUSD']",80.0,0.98,S
EURAUD,15,['NZDJPY'],80.0,-0.4186017316017317,B
EURNZD,10,['AUDCHF'],80.0,-0.982,B
AUDCAD,10,"['AUDUSD', 'AUDJPY', 'EURUSD', 'NZDUSD']",80.0,1.0,S
NZDCAD,10,"['AUDUSD', 'AUDJPY', 'EURUSD', 'NZDUSD']",100.0,1.0,S
