date,USDCAD,empty,sum
2015.12.07,-7.999999999985796,,-7.999999999985796
2015.12.07,-28.999999999990145,,-28.999999999990145
2015.12.07,-106.99999999999044,,-106.99999999999044
2015.12.07,-234.00000000000088,,-234.00000000000088
2015.12.07,-237.99999999998266,,-237.99999999998266
2015.12.07,-258.99999999998704,,-258.99999999998704
2015.12.07,-275.9999999999874,,-275.9999999999874
2015.12.07,-246.99999999999721,,-246.99999999999721
2015.12.07,-242.99999999999324,,-242.99999999999324
2015.12.07,-279.99999999999136,,-279.99999999999136
2015.12.07,-314.99999999999864,,-314.99999999999864
2015.12.07,-289.9999999999903,,-289.9999999999903
2015.12.07,-304.9999999999997,,-304.9999999999997
2015.12.07,-300.99999999999574,,-300.99999999999574
2015.12.07,-312.00000000000114,,-312.00000000000114
2015.12.07,-310.9999999999946,,-310.9999999999946
2015.12.07,-310.9999999999946,,-310.9999999999946
2015.12.07,-314.99999999999864,,-314.99999999999864
2015.12.07,-299.99999999998914,,-299.99999999998914
2015.12.07,-325.99999999998187,,-325.99999999998187
2015.12.07,-465.99999999998863,,-465.99999999998863
2015.12.07,-512.0000000000014,,-512.0000000000014
2015.12.07,-535.9999999999809,,-535.9999999999809
2015.12.07,-593.9999999999834,,-593.9999999999834
2015.12.07,-706.999999999991,,-706.999999999991
2015.12.07,-667.9999999999798,,-667.9999999999798
2015.12.07,-634.0000000000013,,-634.0000000000013
2015.12.07,-750.9999999999906,,-750.9999999999906
2015.12.07,-878.9999999999853,,-878.9999999999853
2015.12.07,-830.9999999999818,,-830.9999999999818
2015.12.07,-1095.0000000000016,,-1095.0000000000016
2015.12.07,-1183.999999999985,,-1183.999999999985
2015.12.07,-1242.999999999994,,-1242.999999999994
2015.12.07,-1281.9999999999832,,-1281.9999999999832
2015.12.07,-1412.9999999999975,,-1412.9999999999975
2015.12.07,-1454.999999999984,,-1454.999999999984
2015.12.07,-1492.9999999999889,,-1492.9999999999889
2015.12.07,-1492.9999999999889,,-1492.9999999999889
2015.12.07,-1517.999999999997,,-1517.999999999997
2015.12.07,-1539.999999999986,,-1539.999999999986
2015.12.07,-1547.9999999999939,,-1547.9999999999939
2015.12.07,-1547.9999999999939,,-1547.9999999999939
2015.12.07,-1491.9999999999823,,-1491.9999999999823
2015.12.07,-1490.999999999998,,-1490.999999999998
2015.12.07,-1503.9999999999943,,-1503.9999999999943
2015.12.07,-1479.9999999999925,,-1479.9999999999925
2015.12.07,-1451.9999999999866,,-1451.9999999999866
2015.12.07,-1397.9999999999882,,-1397.9999999999882
2015.12.08,-1358.999999999999,,-1358.999999999999
2015.12.08,-1417.0000000000016,,-1417.0000000000016
2015.12.08,-1410.0000000000002,,-1410.0000000000002
2015.12.08,-1411.9999999999911,,-1411.9999999999911
2015.12.08,-1446.9999999999982,,-1446.9999999999982
2015.12.08,-1471.0,,-1471.0
2015.12.08,-1463.9999999999986,,-1463.9999999999986
2015.12.08,-1478.0000000000016,,-1478.0000000000016
2015.12.08,-1450.99999999998,,-1450.99999999998
2015.12.08,-1449.9999999999957,,-1449.9999999999957
2015.12.08,-1484.9999999999807,,-1484.9999999999807
2015.12.08,-1526.9999999999895,,-1526.9999999999895
2015.12.08,-1505.9999999999852,,-1505.9999999999852
2015.12.08,-1505.0000000000007,,-1505.0000000000007
2015.12.08,-1505.0000000000007,,-1505.0000000000007
2015.12.08,-1533.999999999991,,-1533.999999999991
2015.12.08,-1516.9999999999907,,-1516.9999999999907
2015.12.08,-1478.999999999986,,-1478.999999999986
2015.12.08,-1481.9999999999834,,-1481.9999999999834
2015.12.08,-1495.9999999999861,,-1495.9999999999861
2015.12.08,-1545.9999999999807,,-1545.9999999999807
2015.12.08,-1699.9999999999905,,-1699.9999999999905
2015.12.08,-1861.0000000000016,,-1861.0000000000016
2015.12.08,-1836.9999999999998,,-1836.9999999999998
2015.12.08,-1811.9999999999914,,-1811.9999999999914
2015.12.08,-1794.9999999999911,,-1794.9999999999911
2015.12.08,-1800.999999999986,,-1800.999999999986
2015.12.08,-1783.9999999999857,,-1783.9999999999857
2015.12.08,-2125.9999999999836,,-2125.9999999999836
2015.12.08,-2252.999999999994,,-2252.999999999994
2015.12.08,-2498.9999999999845,,-2498.9999999999845
2015.12.08,-2521.99999999998,,-2521.99999999998
2015.12.08,-2536.999999999989,,-2536.999999999989
2015.12.08,-2415.999999999996,,-2415.999999999996
2015.12.08,-2260.9999999999795,,-2260.9999999999795
2015.12.08,-2216.99999999998,,-2216.99999999998
2015.12.08,-2229.9999999999986,,-2229.9999999999986
2015.12.08,-2362.999999999982,,-2362.999999999982
2015.12.08,-2277.99999999998,,-2277.99999999998
2015.12.08,-2410.9999999999854,,-2410.9999999999854
2015.12.08,-2315.9999999999845,,-2315.9999999999845
2015.12.08,-2359.0,,-2359.0
2015.12.08,-2266.999999999997,,-2266.999999999997
2015.12.08,-2222.9999999999973,,-2222.9999999999973
2015.12.08,-2223.9999999999814,,-2223.9999999999814
2015.12.08,-2237.0,,-2237.0
2015.12.08,-2200.9999999999864,,-2200.9999999999864
2015.12.08,-2164.9999999999945,,-2164.9999999999945
2015.12.09,-2159.0,,-2159.0
2015.12.09,-2179.999999999982,,-2179.999999999982
2015.12.09,-2162.999999999982,,-2162.999999999982
2015.12.09,-2172.9999999999804,,-2172.9999999999804
2015.12.09,-2183.000000000002,,-2183.000000000002
2015.12.09,-2181.999999999995,,-2181.999999999995
2015.12.09,-2183.999999999986,,-2183.999999999986
2015.12.09,-2122.999999999986,,-2122.999999999986
2015.12.09,-2152.9999999999827,,-2152.9999999999827
2015.12.09,-2134.999999999998,,-2134.999999999998
2015.12.09,-2159.999999999984,,-2159.999999999984
2015.12.09,-2100.9999999999973,,-2100.9999999999973
2015.12.09,-2102.999999999988,,-2102.999999999988
2015.12.09,-2068.9999999999877,,-2068.9999999999877
2015.12.09,-2051.9999999999873,,-2051.9999999999873
2015.12.09,-2016.99999999998,,-2016.99999999998
2015.12.09,-2058.9999999999886,,-2058.9999999999886
2015.12.09,-2000.9999999999861,,-2000.9999999999861
2015.12.09,-1998.9999999999952,,-1998.9999999999952
2015.12.09,-2081.999999999984,,-2081.999999999984
2015.12.09,-2079.999999999993,,-2079.999999999993
2015.12.09,-2215.999999999996,,-2215.999999999996
2015.12.09,-2228.9999999999923,,-2228.9999999999923
2015.12.09,-2378.9999999999977,,-2378.9999999999977
2015.12.09,-2197.9999999999886,,-2197.9999999999886
2015.12.09,-2095.999999999987,,-2095.999999999987
2015.12.09,-2054.0000000000005,,-2054.0000000000005
2015.12.09,-1976.0,,-1976.0
2015.12.09,-1990.9999999999873,,-1990.9999999999873
2015.12.09,-1995.9999999999977,,-1995.9999999999977
2015.12.09,-2139.9999999999864,,-2139.9999999999864
2015.12.09,-2160.999999999991,,-2160.999999999991
2015.12.09,-2082.9999999999905,,-2082.9999999999905
2015.12.09,-1911.9999999999804,,-1911.9999999999804
2015.12.09,-1862.9999999999925,,-1862.9999999999925
2015.12.09,-1894.99999999998,,-1894.99999999998
2015.12.09,-2113.9999999999936,,-2113.9999999999936
2015.12.09,-2345.9999999999814,,-2345.9999999999814
2015.12.09,-2315.9999999999845,,-2315.9999999999845
2015.12.09,-2510.9999999999964,,-2510.9999999999964
2015.12.09,-2332.000000000001,,-2332.000000000001
2015.12.09,-2262.9999999999927,,-2262.9999999999927
2015.12.09,-2221.9999999999905,,-2221.9999999999905
2015.12.09,-2294.9999999999804,,-2294.9999999999804
2015.12.09,-2305.999999999986,,-2305.999999999986
2015.12.09,-2072.9999999999914,,-2072.9999999999914
2015.12.09,-2007.9999999999875,,-2007.9999999999875
2015.12.09,-2093.999999999996,,-2093.999999999996
2015.12.10,-2081.999999999984,,-2081.999999999984
2015.12.10,-2004.9999999999902,,-2004.9999999999902
2015.12.10,-2013.9999999999825,,-2013.9999999999825
2015.12.10,-2010.0000000000007,,-2010.0000000000007
2015.12.10,-2000.9999999999861,,-2000.9999999999861
2015.12.10,-1956.9999999999866,,-1956.9999999999866
2015.12.10,-1924.9999999999989,,-1924.9999999999989
2015.12.10,-1924.9999999999989,,-1924.9999999999989
2015.12.10,-1963.999999999988,,-1963.999999999988
2015.12.10,-1944.9999999999968,,-1944.9999999999968
2015.12.10,-1905.0000000000011,,-1905.0000000000011
2015.12.10,-1864.9999999999834,,-1864.9999999999834
2015.12.10,-1847.999999999983,,-1847.999999999983
2015.12.10,-1911.9999999999804,,-1911.9999999999804
2015.12.10,-1915.9999999999843,,-1915.9999999999843
2015.12.10,-1893.9999999999957,,-1893.9999999999957
2015.12.10,-1930.9999999999939,,-1930.9999999999939
2015.12.10,-1934.9999999999977,,-1934.9999999999977
2015.12.10,-1966.9999999999854,,-1966.9999999999854
2015.12.10,-1920.999999999995,,-1920.999999999995
2015.12.10,-1940.9999999999927,,-1940.9999999999927
2015.12.10,-1905.9999999999854,,-1905.9999999999854
2015.12.10,-1875.9999999999889,,-1875.9999999999889
2015.12.10,-1928.9999999999807,,-1928.9999999999807
2015.12.10,-2024.999999999988,,-2024.999999999988
2015.12.10,-1891.9999999999825,,-1891.9999999999825
2015.12.10,-1830.9999999999827,,-1830.9999999999827
2015.12.10,-1814.9999999999889,,-1814.9999999999889
2015.12.10,-1863.999999999999,,-1863.999999999999
2015.12.10,-1850.9999999999804,,-1850.9999999999804
2015.12.10,-2033.9999999999802,,-2033.9999999999802
2015.12.10,-2054.9999999999845,,-2054.9999999999845
2015.12.10,-2127.9999999999964,,-2127.9999999999964
2015.12.10,-2130.999999999994,,-2130.999999999994
2015.12.10,-2208.999999999994,,-2208.999999999994
2015.12.10,-2220.999999999984,,-2220.999999999984
2015.12.10,-2262.9999999999927,,-2262.9999999999927
2015.12.10,-2379.9999999999823,,-2379.9999999999823
2015.12.10,-2481.999999999984,,-2481.999999999984
2015.12.10,-2598.999999999996,,-2598.999999999996
2015.12.10,-2484.999999999982,,-2484.999999999982
2015.12.10,-2465.9999999999905,,-2465.9999999999905
2015.12.10,-2495.9999999999873,,-2495.9999999999873
2015.12.10,-2517.999999999998,,-2517.999999999998
2015.12.10,-2563.9999999999886,,-2563.9999999999886
2015.12.10,-2708.9999999999836,,-2708.9999999999836
2015.12.10,-2644.9999999999864,,-2644.9999999999864
2015.12.10,-2643.9999999999795,,-2643.9999999999795
2015.12.11,-2645.9999999999927,,-2645.9999999999927
2015.12.11,-2703.9999999999955,,-2703.9999999999955
2015.12.11,-2700.9999999999977,,-2700.9999999999977
2015.12.11,-2671.0000000000014,,-2671.0000000000014
2015.12.11,-2801.999999999993,,-2801.999999999993
2015.12.11,-2835.999999999994,,-2835.999999999994
2015.12.11,-2801.999999999993,,-2801.999999999993
2015.12.11,-2813.999999999983,,-2813.999999999983
2015.12.11,-2854.000000000001,,-2854.000000000001
2015.12.11,-2890.999999999999,,-2890.999999999999
2015.12.11,-2904.99999999998,,-2904.99999999998
2015.12.11,-2858.9999999999895,,-2858.9999999999895
2015.12.11,-2841.999999999989,,-2841.999999999989
2015.12.11,-2868.999999999988,,-2868.999999999988
2015.12.11,-2823.9999999999823,,-2823.9999999999823
2015.12.11,-2811.9999999999923,,-2811.9999999999923
2015.12.11,-2812.9999999999986,,-2812.9999999999986
2015.12.11,-2743.999999999991,,-2743.999999999991
2015.12.11,-2797.9999999999895,,-2797.9999999999895
2015.12.11,-2774.999999999994,,-2774.999999999994
2015.12.11,-2820.0000000000005,,-2820.0000000000005
2015.12.11,-2906.9999999999927,,-2906.9999999999927
2015.12.11,-2990.999999999988,,-2990.999999999988
2015.12.11,-3010.0000000000014,,-3010.0000000000014
2015.12.11,-3098.000000000001,,-3098.000000000001
2015.12.11,-3102.999999999989,,-3102.999999999989
2015.12.11,-3105.9999999999864,,-3105.9999999999864
2015.12.11,-3039.999999999998,,-3039.999999999998
2015.12.11,-3034.9999999999877,,-3034.9999999999877
2015.12.11,-3046.9999999999995,,-3046.9999999999995
2015.12.11,-3004.999999999991,,-3004.999999999991
2015.12.11,-3042.999999999996,,-3042.999999999996
2015.12.11,-3060.9999999999804,,-3060.9999999999804
2015.12.11,-3462.9999999999936,,-3462.9999999999936
2015.12.11,-3357.9999999999945,,-3357.9999999999945
2015.12.11,-3424.999999999989,,-3424.999999999989
2015.12.11,-3414.9999999999905,,-3414.9999999999905
2015.12.11,-3376.9999999999854,,-3376.9999999999854
2015.12.11,-3505.999999999987,,-3505.999999999987
2015.12.11,-3764.999999999996,,-3764.999999999996
2015.12.11,-3801.999999999994,,-3801.999999999994
2015.12.11,-3891.0,,-3891.0
2015.12.11,-3805.999999999998,,-3805.999999999998
2015.12.11,-3806.9999999999827,,-3806.9999999999827
2015.12.11,-3752.0,,-3752.0
2015.12.11,-3734.9999999999995,,-3734.9999999999995
2015.12.11,-3730.9999999999955,,-3730.9999999999955
2015.12.11,-3875.9999999999905,,-3875.9999999999905
