date,USDCHF,GBPCHF,CADCHF,NZDCHF,GBPJPY,EURJPY,EURAUD,EURNZD,NZDJPY,NZDCAD,empty,sum
2021.03.29,-66.99999999999484,-134.99999999999625,119.00000000000244,-73.00000000000084,-235.99999999999,-14.000000000010004,151.00000000001222,-80.00000000001339,-6.999999999990791,90.0000000000012,,-251.99999999998028
2021.03.29,-47.9999999999925,-60.99999999999994,129.00000000000134,-124.00000000000189,-228.999999999985,-11.000000000024102,144.0000000000108,-114.99999999999844,-1.9999999999953388,68.00000000000139,,-248.99999999998371
2021.03.29,-87.99999999999919,-126.99999999998823,168.00000000000148,-141.99999999999767,-215.0000000000034,-16.000000000019554,248.00000000000378,-246.00000000001288,-0.999999999990564,124.99999999999733,,-294.0000000000089
2021.03.29,-102.99999999999754,-203.99999999998198,170.99999999999892,-158.0000000000026,-391.9999999999959,-100.99999999999909,178.00000000001148,-232.99999999999432,-69.99999999999318,144.99999999999514,,-766.9999999999591
2021.03.29,-139.00000000000023,-228.99999999999034,190.00000000000128,-184.00000000000637,-375.99999999997635,-70.99999999999795,156.00000000000057,-182.0000000000155,-71.99999999998852,154.99999999999403,,-751.9999999999793
2021.03.29,-146.99999999999713,-234.00000000000088,175.00000000000293,-197.00000000000273,-399.0000000000009,-97.00000000000841,165.9999999999995,-170.00000000000347,-93.99999999999409,188.9999999999947,,-808.0000000000105
2021.03.29,-144.99999999999514,-156.99999999998494,139.00000000000023,-153.99999999999858,-118.99999999999977,64.99999999999773,289.0000000000059,-268.0000000000016,47.000000000011255,175.99999999999838,,-126.99999999996655
2021.03.29,-190.00000000000128,-146.00000000000168,102.00000000000209,-91.00000000000774,-60.000000000002274,125.0,348.9999999999993,-428.00000000000614,151.00000000001046,131.99999999999878,,-56.00000000000844
2021.03.29,-197.99999999999818,-178.99999999999582,112.99999999999643,-126.0000000000039,-102.00000000000387,123.99999999999523,299.00000000000483,-314.00000000001427,103.00000000000864,168.00000000000148,,-112.00000000000944
2021.03.29,-180.99999999999784,-164.99999999999292,110.99999999999443,-152.00000000000767,-36.000000000001364,119.99999999997613,229.99999999999687,-307.00000000001285,99.00000000000375,204.99999999999963,,-76.00000000004187
2021.03.29,-152.99999999999204,-205.99999999999508,119.99999999999788,-209.9999999999991,3.0000000000143245,202.99999999997453,56.99999999999594,-146.00000000000168,74.00000000001228,270.0000000000036,,12.00000000001063
2021.03.29,-134.99999999999625,-149.9999999999835,87.99999999999919,-184.00000000000637,98.00000000001319,232.99999999997567,100.0000000000112,-219.99999999999798,124.00000000000944,271.9999999999945,,226.00000000001907
2021.03.29,-148.99999999999915,-100.99999999999554,58.99999999999794,-131.99999999999878,177.99999999999727,259.9999999999909,225.00000000000853,-339.0000000000004,196.00000000001216,246.00000000000176,,443.00000000001467
2021.03.29,-139.00000000000023,-105.99999999998388,43.999999999999595,-128.00000000000588,94.00000000002251,223.99999999998954,164.00000000000858,-302.0000000000023,157.0000000000107,249.99999999999466,,258.0000000000333
