date,USDCHF,GBPCHF,CADCHF,NZDCHF,GBPJPY,EURJPY,EURAUD,EURNZD,NZDJPY,NZDCAD,empty,sum
2021.03.29,-75.9999999999983,-194.99999999998963,0.0,-148.99999999999915,-326.9999999999982,-33.00000000001546,0.0,-168.0000000000126,-48.99999999999238,0.0,,-997.0000000000057
2021.03.29,-68.00000000000139,-157.99999999999147,99.00000000000463,-129.00000000000134,-287.9999999999825,-56.000000000011596,127.99999999999478,-190.00000000000128,-33.999999999991815,59.99999999999339,,-635.9999999999885
2021.03.29,-107.99999999999699,-157.99999999999147,112.000000000001,-179.00000000000693,-244.99999999997613,-48.00000000000182,140.0000000000068,-253.99999999999866,-47.99999999998761,66.99999999999484,,-720.9999999999569
2021.03.29,-105.99999999999498,-214.99999999998744,148.99999999999915,-172.00000000000549,-395.9999999999866,-102.00000000000387,170.00000000000347,-272.00000000000557,-69.99999999999318,117.00000000000044,,-896.999999999974
2021.03.29,-139.00000000000023,-256.99999999999613,161.00000000000003,-206.00000000000617,-420.99999999999227,-110.00000000001364,96.99999999999153,-239.99999999999577,-102.99999999999443,134.0000000000008,,-1084.000000000006
2021.03.29,-161.99999999999548,-248.99999999998812,173.9999999999964,-202.0000000000022,-407.99999999998704,-103.00000000000864,119.00000000000244,-221.00000000000452,-95.99999999998943,144.99999999999514,,-1002.9999999999817
2021.03.29,-146.99999999999713,-238.99999999998923,121.00000000000443,-197.99999999999818,-408.9999999999918,-105.00000000001819,140.0000000000068,-283.000000000011,-96.9999999999942,151.00000000000114,,-1065.9999999999875
2021.03.29,-200.99999999999562,-157.99999999999147,82.99999999999974,-161.00000000000003,-126.99999999998113,60.000000000002274,262.999999999991,-455.0000000000054,37.00000000000614,87.99999999999919,,-570.9999999999753
2021.03.29,-219.99999999999798,-178.99999999999582,85.99999999999719,-136.99999999999824,-102.00000000000387,104.99999999998977,256.99999999999613,-429.00000000001273,88.00000000000807,121.99999999999989,,-409.0000000000175
2021.03.29,-205.99999999999508,-188.9999999999947,65.99999999999939,-162.0000000000066,-134.9999999999909,57.999999999992724,221.00000000000452,-412.9999999999967,73.0000000000075,149.99999999999457,,-536.9999999999853
2021.03.29,-200.00000000000017,-214.99999999998744,82.00000000000429,-213.00000000000762,-40.99999999999682,120.9999999999809,53.999999999998494,-356.00000000000074,72.00000000000273,188.9999999999947,,-507.00000000001165
2021.03.29,-175.00000000000293,-224.000000000002,87.00000000000374,-217.0000000000005,-26.999999999986812,180.99999999998317,18.0000000000069,-239.00000000001143,62.00000000001182,253.0000000000032,,-280.99999999999477
2021.03.29,-158.99999999999804,-173.00000000000094,41.000000000002146,-184.00000000000637,90.00000000000341,225.9999999999991,83.9999999999952,-370.00000000000364,118.00000000000921,226.99999999999943,,-100.00000000000045
2021.03.29,-158.99999999999804,-142.99999999998204,36.999999999998145,-139.00000000000023,40.000000000020464,197.99999999997908,160.00000000000458,-370.00000000000364,145.00000000001023,214.00000000000307,,-16.999999999968395
2021.03.29,-159.9999999999935,-144.99999999999514,9.999999999998899,-151.00000000000114,76.00000000002183,204.99999999998408,161.00000000001114,-371.99999999999454,146.0000000000008,234.99999999999633,,5.000000000028791
2021.03.29,-185.99999999999727,-148.99999999999915,2.999999999997449,-141.00000000000225,76.99999999999818,253.99999999999068,164.00000000000858,-307.99999999999716,158.00000000000125,270.0000000000036,,142.00000000000387
2021.03.29,-182.99999999999983,-114.99999999999844,-70.99999999999883,-134.0000000000008,127.00000000000955,282.99999999998704,180.0000000000024,-472.00000000000574,172.00000000001125,214.99999999999852,,2.000000000005059
2021.03.29,-161.99999999999548,-34.99999999998504,-68.00000000000139,-82.00000000000429,277.00000000001523,384.9999999999909,280.9999999999979,-435.0000000000076,266.00000000000534,239.99999999999577,,667.0000000000113
2021.03.29,-173.9999999999964,-36.999999999998145,-53.999999999998494,-78.00000000000028,230.0000000000182,277.9999999999916,262.999999999991,-487.0000000000152,245.00000000000455,195.00000000000074,,380.99999999999756
2021.03.29,-195.00000000000074,-22.999999999995246,-36.999999999998145,-75.9999999999983,132.000000000005,217.9999999999893,282.0000000000045,-547.0000000000086,237.00000000000898,156.99999999999602,,148.00000000000273
2021.03.29,-136.99999999999824,-28.999999999990145,-95.00000000000064,-26.999999999999247,-32.99999999998704,139.99999999998636,46.999999999997044,-541.0000000000136,181.0000000000116,85.99999999999719,,-407.9999999999968
