date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,EURAUD,EURNZD,NZDJPY,AUDNZD,empty,sum
2017.05.01,-26.999999999999247,145.00000000001023,19.999999999997797,131.99999999999878,-63.00000000000195,-17.000000000000348,47.99999999998761,46.00000000000159,209.9999999999991,-107.99999999999699,-234.00000000000887,-38.0000000000047,276.00000000000955,154.99999999999403,185.99999999999284,-190.99999999998562,,539.9999999999939
2017.05.01,-24.000000000001798,184.0000000000117,41.99999999998649,141.99999999999767,-104.99999999999955,-0.9999999999843467,49.99999999999716,88.99999999999464,228.00000000000597,-107.99999999999699,-253.99999999999068,-25.00000000000835,286.00000000000847,45.000000000006146,245.9999999999951,-275.000000000003,,520.0000000000186
2017.05.01,38.0000000000047,87.0000000000033,-29.00000000001235,136.00000000000279,-100.00000000000009,-112.99999999998533,6.000000000000227,109.99999999999899,224.000000000002,13.00000000000745,-34.99999999999659,-18.999999999991246,143.00000000000423,-68.99999999998573,182.99999999999272,-269.9999999999925,,305.0000000000525
2017.05.01,52.99999999999194,84.00000000000318,85.00000000000173,139.99999999999568,-143.9999999999997,-122.99999999998423,21.000000000000796,175.99999999999838,256.0000000000007,30.000000000007798,-26.00000000001046,136.00000000000279,151.00000000001222,8.000000000008,229.99999999998977,-217.0000000000005,,860.0000000000182
2017.05.01,28.999999999990145,32.00000000001069,167.9999999999904,170.00000000000347,-187.9999999999993,-147.99999999999258,22.999999999996135,192.99999999999872,258.9999999999981,70.0000000000034,8.99999999998613,205.00000000001074,109.00000000000354,22.0000000000109,240.99999999999966,-177.00000000000495,,1017.000000000005
2017.05.01,9.999999999998899,98.00000000001319,123.99999999999079,156.00000000000057,-173.00000000000094,-129.99999999998568,53.999999999987836,180.0000000000024,250.00000000000577,35.00000000000725,-88.99999999999864,129.00000000000134,127.99999999999478,36.999999999998145,275.99999999999625,-185.99999999999727,,899.0000000000148
2017.05.01,31.999999999987594,128.0000000000001,89.99999999999008,182.99999999999983,-106.00000000000608,-168.99999999999693,29.999999999986926,202.0000000000022,319.99999999999807,28.000000000005798,-102.00000000000387,114.99999999999844,212.00000000001216,-92.99999999998754,218.00000000000352,-333.9999999999899,,754.0000000000006
2017.05.01,56.99999999999594,200.00000000000284,-2.0000000000131024,192.00000000000327,-75.00000000000284,-178.99999999999582,40.99999999999682,192.00000000000327,370.9999999999991,14.000000000002899,-168.00000000000637,31.000000000003247,283.99999999999534,-107.99999999999699,232.99999999998988,-400.9999999999847,,681.999999999993
2017.05.01,175.99999999999838,236.0000000000042,-80.00000000001339,112.99999999999643,-14.999999999998348,-194.0000000000053,9.999999999990905,190.99999999999673,336.00000000000296,52.000000000007596,-84.00000000000318,87.99999999999919,198.99999999999363,-177.00000000000495,186.9999999999976,-383.0,,654.9999999999627
2017.05.01,238.99999999998923,472.0000000000084,-161.00000000001114,82.99999999999974,3.999999999992898,-217.99999999998488,206.99999999999363,176.99999999999383,331.0000000000035,80.99999999999774,-328.00000000000296,70.99999999999883,157.00000000000713,-190.99999999998562,329.9999999999983,-363.9999999999866,,890.000000000012
