date,USDCHF,GBPUSD,EURUSD,AUDUSD,EURCHF,CHFJPY,CADCHF,NZDCHF,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.05.23,-80.99999999999774,-68.99999999998573,-11.00000000000545,-23.999999999990695,-248.99999999998812,0.0,-87.99999999999919,-169.00000000000804,-290.9999999999968,0.0,-99.99999999999432,-0.999999999990564,0.0,-47.9999999999925,0.0,,-1130.9999999999493
2016.05.23,-65.99999999999939,-49.99999999999449,119.99999999998678,46.00000000000159,-275.000000000003,147.00000000000557,-110.99999999999443,-192.99999999999872,-263.99999999999756,86.99999999999264,-102.99999999999443,94.0000000000083,128.99999999999068,119.00000000000244,202.0000000000022,,-117.99999999999184
2016.05.23,-109.00000000000354,-17.000000000000348,109.99999999998789,74.00000000000739,-276.9999999999939,135.99999999999568,-135.99999999999167,-206.00000000000617,-251.00000000000122,150.00000000000568,-111.99999999999477,112.00000000000898,140.00000000000057,191.00000000000784,201.00000000000674,,6.000000000029132
2016.05.23,-112.99999999999643,-18.999999999991246,106.00000000000608,70.0000000000034,-272.00000000000557,177.99999999999727,-158.99999999999804,-229.00000000000142,-250.00000000001688,76.99999999999375,-140.00000000000057,143.00000000000068,185.99999999999284,186.00000000000838,262.00000000000665,,25.999999999999005
2016.05.23,-104.99999999999955,-4.999999999988347,126.99999999998823,59.000000000009045,-292.9999999999877,155.00000000000114,-142.99999999999312,-231.0000000000034,-314.99999999999864,112.000000000001,-125.99999999999056,108.00000000000409,121.99999999999989,191.00000000000784,243.00000000000432,,-100.99999999994577
2016.05.23,-119.99999999999788,16.000000000016,150.00000000000568,38.0000000000047,-326.0000000000041,9.000000000000341,-118.99999999999133,-163.00000000000205,-401.00000000000693,339.0000000000004,-54.99999999999261,-4.9999999999954525,9.000000000000341,201.00000000000674,236.00000000000287,,-190.99999999995336
2016.05.23,-119.99999999999788,-23.999999999979593,160.00000000000458,49.00000000001015,-340.9999999999913,-102.99999999999443,-120.99999999999334,-177.00000000000495,-409.0000000000149,316.99999999998954,21.000000000000796,-91.99999999999875,-58.000000000006935,201.00000000000674,233.00000000000543,,-463.999999999965
2016.05.23,-46.00000000000159,-79.99999999999119,208.99999999999253,128.00000000000588,-333.9999999999899,-134.00000000000034,-152.99999999999204,-226.00000000000398,-336.00000000000296,144.99999999999514,55.00000000000682,-54.99999999999261,-35.0000000000108,233.00000000000543,261.0000000000001,,-367.99999999997954
2016.05.23,-48.000000000003595,-107.99999999999699,207.00000000000162,118.00000000000699,-320.9999999999935,-212.0000000000033,-151.00000000000114,-203.00000000000873,-362.00000000001785,195.9999999999962,115.0000000000091,-193.9999999999884,-179.00000000000205,186.00000000000838,196.00000000000728,,-759.9999999999859
2016.05.23,-19.00000000000235,-95.999999999985,228.99999999999034,116.00000000000499,-307.99999999999716,-210.99999999999852,-112.000000000001,-217.0000000000005,-356.00000000000074,181.9999999999933,159.00000000000603,-182.99999999999272,-148.00000000001035,196.00000000000728,229.99999999999687,,-537.9999999999895
2016.05.23,-36.999999999998145,-95.999999999985,238.99999999998923,129.00000000000134,-319.0000000000026,-170.0000000000017,-134.0000000000008,-245.0000000000063,-310.0000000000103,143.00000000000423,120.00000000000455,-110.99999999999,-43.00000000000637,208.00000000000819,297.00000000000284,,-328.9999999999909
2016.05.23,-7.0000000000014495,-149.9999999999835,251.99999999998556,167.00000000000603,-302.9999999999866,-144.99999999999602,-105.99999999999498,-282.0000000000045,-272.00000000000557,4.999999999988347,142.00000000001012,-75.9999999999934,-6.000000000000227,253.0000000000032,336.00000000000296,,-191.9999999999701
2016.05.23,0.0,-188.9999999999947,255.00000000000523,186.00000000000838,-285.00000000000193,-114.00000000000432,-114.99999999999844,-370.00000000000364,-200.00000000000017,-218.00000000000708,97.99999999999898,-18.999999999991246,95.99999999998943,291.0000000000079,440.00000000000705,,-143.99999999998454
2016.05.23,48.99999999999905,-270.99999999999903,300.99999999999574,315.0000000000097,-314.99999999999864,-69.99999999999318,-107.00000000000153,-381.0000000000091,-66.00000000001049,-259.0000000000092,52.00000000000671,77.00000000001239,182.99999999999272,403.0000000000089,522.0000000000002,,433.00000000000426
2016.05.23,56.0000000000005,-268.0000000000016,289.9999999999903,309.0000000000037,-283.99999999999534,1.0000000000047748,-110.99999999999443,-370.00000000000364,-9.999999999998899,-251.00000000000122,38.000000000010914,157.0000000000107,223.99999999998954,402.00000000000233,507.0000000000019,,690.0000000000194
2016.05.23,17.000000000000348,-257.99999999998045,249.99999999999466,328.0000000000061,-295.0000000000008,-4.9999999999954525,-136.99999999999824,-358.0000000000028,26.999999999999247,-225.99999999999287,-4.9999999999954525,161.00000000000136,219.99999999999886,416.00000000000523,480.0000000000027,,615.0000000000425
2016.05.23,-32.999999999994145,-222.99999999999542,204.00000000000418,276.00000000000955,-295.99999999998516,-25.000000000005684,-137.9999999999937,-382.00000000000455,4.999999999988347,-276.9999999999939,6.000000000000227,142.00000000001012,239.99999999999488,396.00000000000745,509.9999999999993,,405.00000000004155
2016.05.23,-5.999999999994898,-208.99999999999253,204.99999999998852,212.00000000000108,-255.00000000000523,-90.99999999999397,-91.99999999999208,-362.00000000000676,-104.00000000001519,-255.00000000000523,81.00000000000307,17.000000000010118,174.99999999999716,370.00000000000364,524.0000000000023,,209.9999999999999
2016.05.23,-5.999999999994898,-350.9999999999902,200.00000000000017,216.0000000000051,-266.999999999995,-168.99999999999693,-95.99999999999609,-438.00000000000506,-87.00000000001484,-425.99999999999307,135.00000000000512,3.0000000000001137,175.99999999998772,367.0000000000062,570.9999999999993,,-171.99999999998272
2016.05.23,24.000000000001798,-356.9999999999851,218.99999999999142,208.00000000000819,-241.99999999998667,-177.99999999999727,-73.00000000000084,-398.00000000000944,-151.00000000001222,-387.000000000004,124.00000000000944,-74.99999999998863,146.99999999999136,328.0000000000061,561.0000000000003,,-249.99999999997533
2016.05.23,41.000000000002146,-317.9999999999961,253.99999999999866,31.000000000003247,-246.99999999999721,-376.99999999999534,-64.99999999999284,-404.99999999999983,-546.000000000002,-425.0000000000087,251.00000000000477,-446.9999999999885,-94.99999999999886,252.0000000000078,590.0000000000016,,-1505.9999999999616
