date,EURCHF,GBPCAD,NZDJPY,empty,sum
2016.03.21,-79.99999999999119,-87.99999999999919,-121.99999999999989,,-289.9999999999903
2016.03.21,-70.99999999999883,-187.99999999998818,-82.99999999999841,,-341.99999999998545
2016.03.21,-72.99999999998974,-374.999999999992,-142.99999999998647,,-590.9999999999682
2016.03.21,-85.00000000000173,-449.9999999999948,-260.9999999999957,,-795.9999999999923
2016.03.21,-121.99999999999989,-556.0000000000009,-390.99999999999113,,-1068.9999999999918
2016.03.21,-81.9999999999821,-492.0000000000035,-476.99999999998965,,-1050.9999999999754
2016.03.21,-76.99999999999375,-533.99999999999,-449.99999999998863,,-1060.9999999999723
2016.03.21,-101.99999999997988,-497.99999999999847,-561.9999999999976,,-1161.999999999976
2016.03.21,-109.99999999998789,-451.0000000000014,-486.99999999999477,,-1047.999999999984
2016.03.21,-114.99999999999844,-304.9999999999997,-353.9999999999992,,-773.9999999999974
2016.03.21,-47.99999999998139,-295.0000000000008,-376.99999999999534,,-719.9999999999775
2016.03.21,-40.99999999997994,-289.9999999999903,-436.9999999999976,,-767.9999999999678
2016.03.21,-60.99999999999994,-248.00000000000378,-385.9999999999957,,-694.9999999999994
2016.03.21,-29.999999999996696,-306.00000000000625,-346.9999999999942,,-682.9999999999972
2016.03.21,-41.99999999998649,-370.999999999988,-325.9999999999934,,-738.9999999999679
2016.03.21,-43.999999999999595,-235.00000000000742,-337.99999999999386,,-617.0000000000009
2016.03.21,-52.99999999999194,-205.99999999999508,-379.99999999999545,,-638.9999999999825
2016.03.21,-41.99999999998649,-22.999999999995246,-372.99999999999045,,-437.9999999999722
2016.03.21,-53.999999999998494,-181.9999999999933,-407.99999999998704,,-643.9999999999789
2016.03.21,-7.0000000000014495,-192.99999999999872,-542.9999999999922,,-742.9999999999923
2016.03.21,-79.99999999999119,25.00000000000835,-387.999999999991,,-442.99999999997385
2016.03.21,-179.99999999998016,181.00000000000892,-286.9999999999919,,-285.99999999996317
2016.03.21,-96.99999999999153,285.00000000000193,-215.99999999999397,,-27.999999999983572
2016.03.21,-19.999999999997797,231.0000000000034,-121.99999999999989,,89.00000000000574
2016.03.21,-3.999999999981796,398.9999999999938,-86.99999999998909,,308.0000000000229
2016.03.21,-97.9999999999981,445.0000000000065,-97.99999999999898,,249.00000000000944
