date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURAUD,EURNZD,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.03.25,-14.999999999998348,-57.99999999998029,-72.00000000000273,-9.999999999998899,-29.999999999996696,-63.000000000013046,-14.000000000002899,-29.999999999986926,-3.0000000000085514,-63.99999999999739,-100.99999999999909,-43.999999999999595,-31.000000000003247,-55.999999999997385,0.0,-278.00000000000045,0.0,-17.000000000000348,-26.999999999999247,-1.0000000000065512,,-913.9999999999917
2019.03.25,-19.00000000000235,-73.99999999999629,-52.00000000000671,-2.999999999997449,-14.000000000002899,-41.000000000002146,-24.000000000001798,10.000000000005116,57.99999999999139,-68.99999999999685,-19.000000000005457,-73.99999999999629,-35.00000000000725,-51.00000000000193,22.0000000000109,-309.99999999998806,91.99999999999875,-53.00000000000304,60.99999999999994,76.0000000000094,,-518.9999999999931
2019.03.25,-29.999999999996696,-4.999999999988347,6.000000000000227,-8.999999999992347,-4.000000000004,-95.00000000000064,-31.000000000003247,-97.99999999999898,78.99999999999574,-21.999999999999797,-196.00000000002638,18.0000000000069,100.99999999999554,14.000000000010004,72.0000000000054,-341.99999999999784,37.9999999999967,-60.99999999999994,108.99999999999244,106.00000000000608,,-349.9999999999992
2019.03.25,-34.99999999999615,-46.999999999997044,63.00000000000239,5.000000000010552,-11.00000000000545,-75.00000000000284,-39.999999999995595,-108.99999999999466,55.99999999998939,-51.000000000001044,-199.00000000001228,-29.999999999996696,-34.000000000000696,82.99999999999841,45.99999999999049,-341.99999999999784,15.999999999991132,-73.00000000000084,86.99999999999264,96.99999999999153,,-593.0000000000346
2019.03.25,-60.99999999999994,-214.99999999998744,-40.99999999999682,9.999999999998899,-12.000000000000899,-26.999999999999247,-43.999999999999595,-92.99999999998931,30.999999999992145,-148.99999999999915,-138.00000000000523,-204.99999999998852,-137.9999999999937,-64.99999999999773,22.0000000000109,-306.00000000000625,0.999999999990564,-65.00000000000395,31.999999999998696,11.999999999989797,,-1450.9999999999868
2019.03.25,-60.99999999999994,-255.99999999998957,-250.0,46.0000000000127,24.999999999997247,78.00000000000028,-36.999999999998145,58.000000000006935,-15.00000000000945,-148.0000000000037,183.9999999999975,-181.9999999999933,-127.99999999999478,-335.9999999999985,102.00000000000209,-201.99999999999108,50.99999999998772,-60.00000000000449,-72.0000000000054,-73.00000000001194,,-1275.999999999996
2019.03.25,-46.999999999997044,-255.99999999998957,-296.0000000000065,94.00000000001629,82.99999999999974,109.99999999998789,-18.0000000000069,177.0000000000067,29.999999999996696,-149.99999999999457,370.9999999999809,-149.9999999999835,-28.000000000005798,-375.99999999999056,215.99999999999397,-231.0000000000034,164.99999999999204,-101.00000000000664,-19.00000000000235,-70.99999999999883,,-497.00000000001137
2019.03.25,-38.0000000000047,-204.99999999998852,-224.99999999999432,92.00000000000318,60.00000000000449,95.999999999985,-17.000000000000348,167.0000000000016,31.999999999998696,-141.00000000000225,373.9999999999952,-123.99999999999079,-66.00000000001049,-277.000000000001,184.00000000000637,-326.0000000000041,166.99999999998738,-121.00000000000443,-11.00000000000545,-69.9999999999923,,-449.0000000000167
2019.03.25,-19.00000000000235,-192.99999999999872,-242.999999999995,26.0000000000149,17.000000000000348,74.99999999998064,-39.999999999995595,168.00000000000637,53.999999999998494,-148.99999999999915,375.0,-125.99999999998168,-124.99999999999733,-259.9999999999909,146.00000000000168,-330.9999999999924,199.99999999998863,-50.0000000000056,17.000000000000348,38.0000000000047,,-419.99999999996265
2019.03.25,-60.00000000000449,-153.9999999999875,-231.99999999999932,39.00000000001125,14.999999999998348,49.99999999999449,-55.000000000005045,233.0000000000041,22.999999999995246,-121.00000000000443,384.9999999999909,-105.99999999998388,-121.00000000001555,-244.99999999999034,106.99999999999044,-283.99999999999534,189.99999999999773,-53.00000000000304,13.999999999991797,24.000000000001798,,-351.00000000001285
2019.03.25,-68.99999999999685,-202.9999999999976,-230.00000000000398,69.00000000000794,14.000000000002899,36.999999999998145,-83.00000000001084,264.00000000001,5.999999999994898,-151.00000000000114,422.9999999999734,-146.99999999998602,-175.00000000001404,-262.999999999991,113.99999999999189,-320.9999999999935,203.99999999999352,-32.0000000000098,5.999999999994898,46.999999999997044,,-490.00000000004025
2019.03.25,-68.00000000000139,-168.99999999999693,-227.99999999999443,23.00000000001745,-17.000000000000348,11.999999999989797,-95.00000000000064,212.0000000000033,11.999999999989797,-153.00000000000313,344.99999999999886,-161.99999999999548,-191.00000000000784,-234.99999999999943,87.99999999999919,-309.0000000000037,163.99999999998727,-18.0000000000069,28.999999999990145,72.0000000000054,,-688.0000000000291
2019.03.25,-78.99999999999574,-191.99999999999218,-168.00000000000637,18.0000000000069,-2.999999999997449,37.99999999998249,-116.00000000000499,214.00000000001285,5.999999999994898,-170.99999999999892,359.9999999999852,-207.00000000000162,-202.00000000001327,-158.99999999999181,102.00000000000209,-357.00000000000733,174.99999999999716,-25.00000000000835,46.999999999997044,79.99999999999119,,-639.0000000000484
