names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,20,"['AUDNZD', 'AUDCHF']",80.0,0.09902597402597403,S
GBPUSD,10,['EURCAD'],100.0,-0.982,B
USDJPY,20,"['GBPAUD', 'GBPUSD', 'EURCAD']",100.0,-0.33666666666666667,B
USDCAD,10,['EURUSD'],100.0,-0.9840000000000001,B
AUDUSD,15,['AUDJPY'],100.0,0.6877907647907652,S
GBPCHF,15,"['EURUSD', 'NZDJPY', 'EURCAD']",100.0,0.7126666666666667,S
EURCHF,15,"['AUDCAD', 'NZDJPY']",100.0,0.9472777777777778,S
CHFJPY,10,"['EURUSD', 'NZDJPY']",100.0,0.9840000000000001,S
NZDCHF,10,"['USDCAD', 'CADJPY']",80.0,1.0,S
EURGBP,10,"['EURCAD', 'EURAUD', 'GBPAUD']",100.0,0.62,S
GBPJPY,20,"['EURUSD', 'NZDJPY', 'EURCAD', 'CADCHF']",100.0,0.12,S
GBPCAD,10,"['EURCAD', 'CADCHF', 'EURAUD']",80.0,-0.55,B
GBPAUD,10,"['EURCAD', 'EURAUD', 'GBPAUD']",100.0,-0.62,B
EURJPY,50,"['EURCAD', 'EURGBP', 'CADCHF']",80.0,-0.6004887922534982,B
EURAUD,10,"['EURCAD', 'EURGBP', 'GBPCAD']",80.0,-0.68,B
EURNZD,10,"['EURCAD', 'GBPAUD', 'EURGBP', 'GBPCAD']",80.0,0.04,S
NZDJPY,10,"['NZDJPY', 'AUDCAD', 'EURCHF']",80.0,0.4,S
AUDCAD,15,"['EURAUD', 'EURCAD', 'GBPAUD']",80.0,-0.4388174603174604,B
NZDCAD,30,"['EURNZD', 'AUDUSD', 'NZDUSD', 'NZDJPY', 'USDCAD', 'NZDCHF', 'EURGBP']",100.0,0.6716428571428572,S
AUDNZD,10,"['USDCAD', 'CADJPY']",80.0,-1.0,B
