date,USDCHF,EURUSD,USDJPY,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2017.06.12,-13.00000000000745,-32.0000000000098,-33.00000000000125,-16.0000000000049,-24.999999999986144,0.0,-43.999999999999595,-24.000000000001798,-18.0000000000069,-314.99999999999864,-63.99999999999739,-25.999999999992696,-76.99999999999375,0.0,-18.000000000000682,-46.00000000000159,-79.99999999999119,,-830.9999999999939
2017.06.12,19.999999999997797,-21.00000000000435,88.99999999999864,-19.999999999997797,164.99999999999292,70.0000000000145,-50.0000000000056,-24.999999999997247,8.999999999992347,-292.00000000000335,-59.99999999999339,-39.999999999995595,-14.000000000002899,71.99999999998852,60.99999999999284,-63.99999999999739,-11.00000000000545,,-111.00000000002552
2017.06.12,-29.000000000001247,-49.00000000001015,55.999999999997385,-99.00000000000463,178.00000000001148,31.000000000003247,-48.000000000003595,-36.0000000000027,29.999999999996696,-389.0000000000171,-151.9999999999966,-127.99999999999478,36.999999999998145,53.999999999987836,30.000000000001137,-185.00000000000182,-15.999999999993797,,-715.0000000000305
2017.06.12,33.9999999999896,-9.000000000014552,80.99999999998886,-87.99999999999919,297.0000000000139,93.00000000000975,-87.00000000000374,-14.000000000002899,25.999999999992696,-416.00000000001637,-62.000000000006494,-80.99999999999774,12.999999999996348,110.99999999999,36.99999999999193,-148.0000000000037,-15.00000000000945,,-228.000000000081
2017.06.12,34.99999999999615,0.0,13.999999999995794,-46.999999999997044,236.00000000001398,80.99999999999774,-96.00000000000719,-4.999999999999449,23.999999999990695,-429.00000000001273,-19.999999999997797,-78.00000000000028,92.99999999998754,59.99999999998806,-13.00000000000523,-78.99999999999574,48.99999999998794,,-175.00000000005758
2017.06.12,41.9999999999976,-11.00000000000545,-12.000000000000455,-57.00000000000705,232.99999999999432,79.00000000000685,-82.00000000000429,-17.000000000000348,45.99999999999049,-449.0000000000105,-35.999999999991594,-97.9999999999981,35.00000000000725,34.99999999999659,-58.000000000006935,-82.99999999999974,24.000000000001798,,-409.00000000002956
2017.06.12,40.99999999999105,-9.000000000014552,-42.00000000000159,-87.99999999999919,316.0000000000052,92.00000000000318,-109.00000000000354,4.999999999999449,40.99999999999105,-428.00000000000614,-17.000000000000348,-65.99999999998829,21.999999999988695,40.99999999999682,-22.00000000000557,-102.99999999999754,36.999999999998145,,-289.0000000000432
2017.06.12,22.999999999995246,-31.000000000003247,-128.0000000000001,-50.0000000000056,297.0000000000139,96.00000000000719,-112.000000000001,11.00000000000545,-8.000000000008,-422.00000000001125,12.999999999996348,-44.99999999998394,137.9999999999937,-10.000000000005116,-84.00000000000318,-36.999999999998145,110.00000000001009,,-238.99999999999764
2017.06.12,29.999999999996696,-29.999999999996696,-133.00000000000978,-78.00000000000028,297.9999999999983,113.00000000000753,-118.00000000000699,29.000000000001247,39.999999999995595,-345.0000000000175,35.00000000000725,-29.999999999996696,99.99999999998899,3.9999999999906777,-66.0000000000025,-34.000000000000696,73.99999999999629,,-111.00000000004856
2017.06.12,29.999999999996696,-19.999999999997797,-114.00000000000432,-104.99999999999955,333.0000000000055,97.9999999999981,-145.00000000000622,9.00000000000345,69.9999999999923,-443.99999999999994,58.000000000002494,-54.99999999998284,9.999999999998899,30.000000000001137,-73.99999999999807,-73.00000000000084,32.999999999994145,,-358.9999999999968
2017.06.12,48.99999999999905,-21.00000000000435,-23.000000000010346,-106.00000000000608,375.9999999999986,97.9999999999981,-157.00000000000713,23.00000000000635,65.99999999999939,-490.999999999997,110.99999999999443,-38.99999999998904,-12.000000000012001,94.99999999999886,-28.999999999996362,-56.0000000000005,15.00000000000945,,-101.00000000001859
2017.06.12,-4.999999999999449,-70.99999999999883,-72.00000000000273,-102.99999999999754,418.0000000000073,103.00000000000864,-147.00000000000824,-82.00000000000429,-3.0000000000085514,-774.000000000008,-11.00000000000545,-234.99999999998522,38.99999999998904,51.9999999999925,-115.99999999999966,-43.999999999999595,-1.0000000000065512,,-1052.0000000000266
2017.06.12,-4.000000000004,-55.000000000005045,-83.00000000001262,-26.999999999999247,446.9999999999974,96.00000000000719,-104.00000000000409,-80.00000000000229,-31.000000000003247,-771.0000000000106,-11.00000000000545,-232.99999999999432,204.99999999998852,37.9999999999967,-128.0000000000001,7.0000000000014495,22.999999999995246,,-711.0000000000546
