date,CADJPY,AUDNZD,empty,sum
2016.09.13,-753.0000000000001,-222.00000000001108,,-975.0000000000111
2016.09.13,-763.9999999999958,-316.0000000000052,,-1080.000000000001
2016.09.13,-753.9999999999907,-347.0000000000084,,-1100.999999999999
2016.09.13,-814.9999999999977,-363.0000000000022,,-1178.0
2016.09.13,-679.000000000002,-262.00000000000665,,-941.0000000000086
2016.09.13,-670.9999999999923,-282.0000000000045,,-952.9999999999968
2016.09.13,-641.9999999999959,-321.0000000000157,,-963.0000000000116
2016.09.13,-478.9999999999992,-233.00000000001654,,-712.0000000000157
2016.09.13,-564.9999999999977,-174.00000000000747,,-739.0000000000052
2016.09.13,-561.9999999999976,-208.00000000000819,,-770.0000000000058
2016.09.13,-619.9999999999903,-185.99999999999727,,-805.9999999999876
2016.09.13,-704.9999999999983,-151.9999999999966,,-856.9999999999949
2016.09.13,-653.9999999999964,-107.99999999999699,,-761.9999999999934
2016.09.13,-890.0000000000006,-16.000000000016,,-906.0000000000166
2016.09.13,-924.9999999999972,-19.999999999997797,,-944.999999999995
2016.09.13,-890.9999999999911,8.999999999992347,,-881.9999999999987
2016.09.13,-942.9999999999978,-36.999999999998145,,-979.999999999996
2016.09.13,-971.9999999999942,-126.0000000000039,,-1097.9999999999982
2016.09.13,-945.999999999998,-243.99999999999977,,-1189.9999999999977
2016.09.13,-977.9999999999944,-191.00000000000784,,-1169.0000000000023
2016.09.13,-665.9999999999968,-127.00000000001043,,-793.0000000000073
2016.09.13,-697.0000000000027,-131.99999999999878,,-829.0000000000015
2016.09.13,-683.9999999999975,-124.99999999999733,,-808.9999999999948
2016.09.13,-590.999999999994,-76.0000000000094,,-667.0000000000034
2016.09.13,-542.0000000000016,-70.0000000000145,,-612.0000000000161
2016.09.13,-596.9999999999942,-9.999999999998899,,-606.9999999999931
2016.09.13,-661.0000000000014,12.999999999996348,,-648.000000000005
2016.09.13,-734.9999999999994,-95.00000000000064,,-830.0000000000001
2016.09.14,-676.9999999999925,-59.000000000009045,,-736.0000000000016
2016.09.14,-628.0000000000001,-62.000000000006494,,-690.0000000000066
2016.09.14,-697.0000000000027,-103.00000000000864,,-800.0000000000114
2016.09.14,-664.0000000000015,31.000000000003247,,-632.9999999999982
2016.09.14,-641.9999999999959,-8.000000000008,,-650.0000000000039
2016.09.14,-655.9999999999917,54.99999999998284,,-601.0000000000089
2016.09.14,-432.00000000000216,129.99999999998568,,-302.0000000000165
2016.09.14,-471.9999999999942,72.99999999998974,,-399.00000000000443
2016.09.14,-302.99999999999727,63.99999999999739,,-238.9999999999999
2016.09.14,-253.0000000000001,104.99999999999955,,-148.00000000000057
2016.09.14,-295.99999999999227,37.99999999998249,,-258.0000000000098
2016.09.14,-280.00000000000114,60.99999999999994,,-219.0000000000012
2016.09.14,-253.99999999999068,32.999999999994145,,-220.99999999999653
2016.09.14,-292.99999999999216,-18.0000000000069,,-310.99999999999903
2016.09.14,-299.99999999999716,-26.0000000000149,,-326.00000000001205
2016.09.14,-253.0000000000001,36.999999999998145,,-216.00000000000196
2016.09.14,-238.9999999999901,63.99999999999739,,-174.99999999999272
2016.09.14,-293.99999999999693,-11.00000000000545,,-305.0000000000024
2016.09.14,-10.99999999999568,-59.000000000009045,,-70.00000000000472
2016.09.14,55.999999999997385,-101.00000000001774,,-45.00000000002035
2016.09.14,-42.00000000000159,-221.00000000000452,,-263.00000000000614
2016.09.14,-179.00000000000205,-212.00000000001216,,-391.0000000000142
2016.09.14,-55.999999999997385,-190.00000000000128,,-245.99999999999866
2016.09.14,-274.0000000000009,-217.0000000000005,,-491.0000000000014
2016.09.14,-542.0000000000016,-223.00000000001762,,-765.0000000000192
2016.09.14,-475.9999999999991,-284.00000000001756,,-760.0000000000166
2016.09.14,-551.0000000000019,-283.000000000011,,-834.000000000013
2016.09.14,-585.9999999999985,-295.0000000000008,,-880.9999999999993
2016.09.14,-578.000000000003,-250.00000000001688,,-828.0000000000198
2016.09.14,-615.9999999999997,-300.00000000001137,,-916.000000000011
2016.09.14,-631.9999999999908,-256.00000000001177,,-888.0000000000025
2016.09.14,-612.9999999999995,-365.0000000000153,,-978.0000000000148
2016.09.14,-581.0000000000031,-287.9999999999994,,-869.0000000000025
2016.09.14,-721.9999999999942,-311.0000000000168,,-1033.000000000011
2016.09.14,-649.9999999999915,-445.0000000000065,,-1094.999999999998
2016.09.14,-756.9999999999908,-486.00000000000864,,-1242.9999999999995
2016.09.14,-826.9999999999982,-519.0000000000028,,-1346.000000000001
2016.09.14,-944.9999999999932,-497.99999999999847,,-1442.9999999999916
2016.09.14,-906.9999999999965,-436.00000000001415,,-1343.0000000000107
2016.09.14,-866.9999999999902,-438.00000000000506,,-1304.9999999999952
2016.09.14,-841.9999999999987,-452.00000000000796,,-1294.0000000000068
2016.09.14,-908.9999999999918,-404.0000000000044,,-1312.9999999999961
2016.09.14,-963.9999999999986,-439.0000000000116,,-1403.0000000000102
2016.09.14,-976.9999999999897,-387.000000000004,,-1363.9999999999936
2016.09.14,-1009.0000000000003,-419.0000000000138,,-1428.000000000014
2016.09.14,-930.9999999999974,-389.0000000000171,,-1320.0000000000146
2016.09.14,-974.0000000000038,-378.00000000001165,,-1352.0000000000155
2016.09.14,-923.9999999999924,-443.0000000000156,,-1367.000000000008
2016.09.15,-957.9999999999984,-516.0000000000053,,-1474.0000000000036
2016.09.15,-995.9999999999951,-529.0000000000017,,-1524.9999999999968
2016.09.15,-953.9999999999935,-486.00000000000864,,-1440.0000000000023
2016.09.15,-917.0000000000016,-251.00000000000122,,-1168.0000000000027
2016.09.15,-894.999999999996,-189.00000000001694,,-1084.000000000013
2016.09.15,-819.9999999999932,-116.00000000000499,,-935.9999999999982
2016.09.15,-862.9999999999995,-137.00000000000932,,-1000.0000000000089
2016.09.15,-936.9999999999976,-226.00000000001506,,-1163.0000000000127
2016.09.15,-974.9999999999943,-258.0000000000027,,-1232.999999999997
2016.09.15,-1284.9999999999966,-500.00000000001154,,-1785.0000000000082
2016.09.15,-1250.9999999999905,-358.00000000001387,,-1609.0000000000043
2016.09.15,-1226.9999999999895,-357.00000000000733,,-1583.9999999999968
2016.09.15,-1161.0000000000014,-424.00000000000216,,-1585.0000000000036
2016.09.15,-1155.9999999999918,-324.0000000000132,,-1480.000000000005
2016.09.15,-1119.9999999999905,-300.00000000001137,,-1420.0000000000018
2016.09.15,-1063.999999999993,-280.9999999999979,,-1344.999999999991
2016.09.15,-1097.999999999999,-287.9999999999994,,-1385.9999999999984
2016.09.15,-1084.0000000000032,-292.00000000000335,,-1376.0000000000066
2016.09.15,-1213.9999999999986,-215.00000000000963,,-1429.0000000000082
2016.09.15,-1188.0000000000023,-137.00000000000932,,-1325.0000000000116
2016.09.15,-1081.9999999999936,-178.00000000001148,,-1260.000000000005
2016.09.15,-1096.0000000000036,-114.99999999999844,,-1211.000000000002
2016.09.15,-1072.9999999999932,-118.00000000001809,,-1191.0000000000114
2016.09.15,-1030.9999999999918,-112.000000000001,,-1142.9999999999927
2016.09.15,-987.9999999999995,-57.00000000001815,,-1045.0000000000177
2016.09.15,-987.9999999999995,-60.99999999999994,,-1048.9999999999995
2016.09.15,-947.0000000000027,-92.00000000000318,,-1039.000000000006
2016.09.15,-912.9999999999967,-97.9999999999981,,-1010.9999999999948
2016.09.15,-1061.9999999999977,-215.00000000000963,,-1277.0000000000073
2016.09.15,-993.9999999999998,-267.0000000000172,,-1261.000000000017
2016.09.15,-1010.9999999999957,-388.0000000000106,,-1399.0000000000064
2016.09.15,-965.999999999994,-239.00000000001143,,-1205.0000000000055
2016.09.15,-929.9999999999926,-222.00000000001108,,-1152.0000000000036
2016.09.15,-837.0000000000033,-202.9999999999976,,-1040.000000000001
2016.09.15,-697.9999999999933,-253.99999999999866,,-951.9999999999919
2016.09.15,-631.9999999999908,-141.00000000001333,,-773.0000000000041
2016.09.15,-673.9999999999924,-145.00000000001734,,-819.0000000000098
2016.09.15,-765.0000000000006,-192.99999999999872,,-957.9999999999993
2016.09.15,-707.9999999999984,-199.00000000001583,,-907.0000000000142
2016.09.15,-795.0000000000017,-263.00000000001324,,-1058.000000000015
2016.09.15,-828.9999999999935,-219.00000000001364,,-1048.0000000000073
2016.09.15,-865.9999999999997,-273.0000000000121,,-1139.0000000000118
2016.09.15,-885.9999999999957,-355.0000000000164,,-1241.000000000012
2016.09.15,-884.9999999999909,-251.00000000000122,,-1135.999999999992
2016.09.15,-849.9999999999943,-275.000000000003,,-1124.9999999999973
2016.09.15,-905.9999999999917,-307.00000000001285,,-1213.0000000000045
2016.09.15,-918.9999999999969,-337.0000000000095,,-1256.0000000000064
2016.09.15,-945.999999999998,-265.0000000000041,,-1211.000000000002
2016.09.16,-948.9999999999981,-282.0000000000045,,-1231.0000000000025
2016.09.16,-965.0000000000034,-371.00000000001023,,-1336.0000000000136
2016.09.16,-950.9999999999934,-367.0000000000062,,-1317.9999999999995
2016.09.16,-1087.9999999999939,-425.0000000000087,,-1513.0000000000025
2016.09.16,-1015.9999999999911,-362.00000000001785,,-1378.000000000009
2016.09.16,-1039.0000000000014,-378.999999999996,,-1417.9999999999973
2016.09.16,-1161.0000000000014,-340.00000000000693,,-1501.0000000000082
2016.09.16,-1069.0000000000027,-348.9999999999993,,-1418.000000000002
2016.09.16,-994.9999999999903,-312.00000000000114,,-1306.9999999999914
2016.09.16,-948.9999999999981,-280.0000000000136,,-1229.0000000000116
2016.09.16,-902.9999999999916,-285.00000000000193,,-1187.9999999999936
2016.09.16,-896.0000000000008,-173.00000000000094,,-1069.0000000000018
2016.09.16,-1009.9999999999909,-260.0000000000158,,-1270.0000000000068
2016.09.16,-1003.0000000000001,-268.0000000000016,,-1271.0000000000018
2016.09.16,-1012.0000000000005,-233.00000000001654,,-1245.000000000017
2016.09.16,-985.99999999999,-164.00000000000858,,-1149.9999999999986
2016.09.16,-1015.9999999999911,-239.00000000001143,,-1255.0000000000025
2016.09.16,-976.9999999999897,-236.99999999999832,,-1213.999999999988
2016.09.16,-987.9999999999995,-258.0000000000027,,-1246.0000000000023
2016.09.16,-1118.9999999999998,-156.00000000000057,,-1275.0000000000005
2016.09.16,-1141.999999999996,-228.00000000000597,,-1370.0000000000018
2016.09.16,-1117.999999999995,-246.00000000001288,,-1364.000000000008
2016.09.16,-1096.0000000000036,-358.9999999999982,,-1455.0000000000018
2016.09.16,-1027.000000000001,-313.00000000000773,,-1340.0000000000086
2016.09.16,-1061.9999999999977,-279.00000000000705,,-1341.0000000000048
2016.09.16,-1168.9999999999968,-231.0000000000034,,-1400.0000000000002
2016.09.16,-1359.9999999999995,-251.00000000000122,,-1611.0000000000007
2016.09.16,-1447.9999999999932,-270.99999999999903,,-1718.9999999999923
2016.09.16,-1405.9999999999918,-317.0000000000117,,-1723.0000000000036
2016.09.16,-1456.9999999999936,-276.00000000000955,,-1733.0000000000032
2016.09.16,-1515.9999999999911,-328.00000000001717,,-1844.0000000000082
2016.09.16,-1369.9999999999905,-153.00000000000313,,-1522.9999999999936
2016.09.16,-1426.9999999999925,-97.00000000001374,,-1524.0000000000061
2016.09.16,-1441.0000000000025,-46.999999999997044,,-1487.9999999999995
2016.09.16,-1349.9999999999943,-11.00000000000545,,-1360.9999999999998
2016.09.16,-1209.0000000000032,9.999999999998899,,-1199.0000000000043
2016.09.16,-1235.99999999999,-4.000000000004,,-1239.999999999994
2016.09.16,-1072.9999999999932,7.0000000000014495,,-1065.9999999999918
2016.09.16,-1111.9999999999948,51.99999999998539,,-1060.0000000000093
2016.09.16,-1137.999999999991,31.999999999987594,,-1106.0000000000034
2016.09.16,-1066.0000000000025,54.99999999998284,,-1011.0000000000197
2016.09.16,-1060.9999999999927,58.99999999998684,,-1002.0000000000059
2016.09.16,-1054.000000000002,81.9999999999821,,-972.00000000002
2016.09.16,-1018.9999999999912,65.99999999998829,,-953.000000000003
2016.09.16,-1012.0000000000005,39.999999999995595,,-972.0000000000049
2016.09.16,-1131.0000000000002,71.99999999998319,,-1059.000000000017
2016.09.16,-1189.9999999999977,105.99999999998388,,-1084.0000000000139
2016.09.16,-1177.9999999999973,68.00000000000139,,-1109.999999999996
