date,AUDUSD,NZDUSD,GBPCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURAUD,EURNZD,AUDNZD,empty,sum
2017.01.23,-36.0000000000027,-43.999999999999595,134.99999999999625,-99.00000000000463,-29.999999999996696,-50.00000000001137,134.99999999999625,85.00000000000173,-18.999999999991246,121.00000000001555,,198.00000000000352
2017.01.23,-50.0000000000056,-112.99999999999643,173.99999999998528,-156.00000000000057,-15.999999999993797,70.99999999999795,192.00000000001438,114.99999999999844,-52.99999999999194,87.99999999999919,,252.00000000000688
2017.01.23,-116.00000000000499,-241.99999999999778,161.99999999999548,-253.99999999999866,-73.00000000000084,-498.9999999999952,85.00000000000173,100.99999999999554,-191.99999999999218,-4.999999999988347,,-1032.9999999999854
2017.01.23,-188.00000000001037,-276.9999999999939,206.99999999997942,-289.0000000000059,-51.99999999999649,-575.9999999999934,2.999999999997449,-14.000000000002899,-245.99999999999068,46.0000000000127,,-1386.000000000004
2017.01.23,-118.00000000000699,-236.99999999999832,176.99999999998272,-246.99999999999721,-78.00000000000028,-447.00000000000273,34.000000000000696,124.99999999999733,-148.99999999999915,9.999999999998899,,-930.000000000025
2017.01.23,-109.00000000000354,-239.0000000000003,153.9999999999875,-212.00000000000108,-137.9999999999937,-453.00000000000296,-18.999999999991246,286.99999999999284,-5.999999999994898,-5.999999999994898,,-741.0000000000023
2017.01.23,-20.0000000000089,-214.99999999999852,107.99999999999699,-174.00000000000747,-188.9999999999947,-562.9999999999882,-18.999999999991246,520.9999999999936,109.00000000000354,-95.999999999985,,-537.9999999999801
2017.01.23,-134.0000000000008,-354.9999999999942,178.99999999999582,-226.00000000000398,-157.99999999999147,-526.9999999999868,116.00000000000499,506.9999999999908,28.999999999990145,-139.9999999999846,,-708.99999999998
2017.01.23,-179.00000000000693,-408.9999999999927,300.99999999999574,-251.00000000000122,-29.999999999996696,-389.00000000001,300.00000000001137,401.99999999999125,-96.00000000000719,-156.99999999998494,,-508.0000000000013
2017.01.23,-201.00000000000674,-389.99999999999034,258.99999999998704,-221.99999999999997,-63.99999999999739,-385.9999999999957,273.0000000000121,402.9999999999978,-22.0000000000109,-100.99999999999554,,-450.99999999999955
