date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,EURCHF,EURGBP,GBPJPY,NZDJPY,AUDCAD,empty,sum
2018.10.15,0.0,-49.99999999999449,0.0,-22.999999999996135,-21.00000000000435,-39.999999999995595,-136.99999999998712,-116.99999999998934,-47.000000000025466,-13.999999999995794,-41.9999999999976,,-490.9999999999859
2018.10.15,153.00000000000313,97.9999999999981,97.9999999999981,-59.99999999998806,-33.000000000005244,-24.000000000001798,-191.00000000000784,-45.99999999999049,137.00000000000045,-25.99999999999625,-36.999999999998145,,69.00000000001197
2018.10.15,153.00000000000313,92.00000000000318,90.99999999999665,-67.99999999999784,-29.000000000001247,-24.000000000001798,-262.999999999991,-64.99999999999284,102.99999999998022,-30.000000000001137,-70.99999999999883,,-111.00000000000153
2018.10.15,153.99999999999858,99.99999999998899,112.000000000001,-49.99999999999716,-59.000000000009045,-9.999999999998899,-241.99999999998667,-33.9999999999896,151.9999999999868,4.0000000000048885,-19.999999999997797,,107.00000000000107
2018.10.15,118.00000000000699,126.99999999998823,134.99999999999625,-101.99999999998965,-67.00000000000594,-39.999999999995595,-184.00000000000637,-42.999999999993044,212.99999999999386,-43.00000000000637,-9.999999999998899,,103.99999999998948
2018.10.15,97.00000000000264,173.99999999998528,133.99999999998968,-96.9999999999942,-47.00000000000814,-27.999999999994696,-146.00000000000168,-28.999999999990145,252.9999999999859,25.000000000005684,-14.999999999998348,,320.999999999982
2018.10.15,124.99999999999733,164.99999999999292,133.00000000000534,-92.99999999998931,-65.00000000000395,-58.99999999999794,-194.99999999998963,-53.999999999998494,166.99999999997317,-25.000000000005684,-51.99999999999649,,46.999999999987196
2018.10.15,121.99999999999989,211.99999999998997,110.99999999999443,35.0000000000108,-115.00000000000954,-83.9999999999952,-187.00000000000384,-71.99999999999429,7.999999999981355,-84.00000000000318,-34.99999999999615,,-89.00000000002576
2018.10.15,97.00000000000264,231.0000000000034,110.99999999999443,17.000000000010118,-117.00000000000044,-64.99999999999284,-168.99999999999693,-77.99999999998919,27.999999999991587,-94.99999999999886,2.999999999997449,,-36.99999999997866
2018.10.15,128.00000000000588,204.99999999998852,65.00000000000395,-51.00000000000193,-123.00000000000644,-66.99999999999484,-157.00000000000713,-91.99999999999208,147.99999999999613,-55.00000000000682,18.0000000000069,,18.99999999999222
