date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPCAD,GBPAUD,EURCAD,EURNZD,NZDJPY,NZDCAD,AUDNZD,empty,sum
2018.05.28,-104.00000000000409,-201.00000000000674,297.9999999999983,-356.00000000000875,208.99999999999253,-390.99999999999693,-314.99999999999864,210.99999999999852,-93.99999999999409,-246.99999999999721,-441.99999999999795,445.99999999999085,14.000000000002899,-798.0000000000098,8.000000000008,-204.9999999999983,-667.0000000000065,-103.99999999999298,,-2738.000000000021
2018.05.28,-114.99999999999844,-221.99999999998886,315.99999999998295,-353.9999999999992,209.9999999999991,-406.00000000000637,-329.99999999998585,171.99999999999704,-71.99999999999429,-243.99999999999977,-458.9999999999983,561.9999999999958,10.999999999983245,-760.0000000000051,-35.999999999991594,-242.00000000000443,-682.0000000000048,-123.99999999999079,,-2775.000000000009
2018.05.28,-119.00000000000244,-289.0000000000059,308.9999999999815,-359.00000000000887,140.99999999999113,-465.9999999999998,-373.99999999998545,213.99999999999864,-68.99999999999685,-263.99999999999756,-507.9999999999973,523.9999999999911,-2.0000000000131024,-747.0000000000088,-104.99999999999955,-269.999999999996,-713.0000000000081,-158.99999999999804,,-3256.0000000000555
2018.05.28,-80.00000000000229,-279.99999999999136,377.9999999999894,-337.0000000000033,139.00000000000023,-468.00000000000176,-358.9999999999982,135.99999999999568,-80.99999999999774,-262.00000000000665,-504.00000000000443,539.0000000000006,-43.00000000001525,-831.000000000004,-85.00000000000173,-295.0000000000017,-729.0000000000018,-177.00000000000495,,-3339.0000000000496
2018.05.28,-84.0000000000063,-272.00000000000557,421.99999999998903,-286.00000000000136,116.00000000000499,-497.99999999999847,-343.00000000000443,57.00000000000216,-52.99999999999194,-261.0000000000001,-536.0000000000032,489.99999999999045,61.99999999998429,-784.9999999999912,-117.99999999999588,-409.9999999999966,-730.0000000000084,-207.00000000000162,,-3436.0000000000346
2018.05.28,-126.0000000000039,-248.00000000000378,288.99999999998374,-215.0000000000034,89.00000000000574,-504.9999999999999,-370.999999999988,28.999999999996362,-41.9999999999976,-270.99999999999903,-560.0000000000049,395.99999999999636,-39.00000000001125,-753.0000000000036,-171.99999999999437,-442.99999999999784,-732.0000000000105,-232.99999999999432,,-3907.00000000003
2018.05.28,-128.00000000000588,-242.00000000000887,222.99999999999542,-293.99999999999693,99.00000000000463,-485.0000000000021,-333.9999999999899,46.00000000000648,-37.99999999999359,-246.99999999999721,-543.0000000000045,392.9999999999989,-12.999999999996348,-665.9999999999889,-330.9999999999924,-368.0000000000092,-706.0000000000066,-238.99999999998923,,-3872.9999999999764
2018.05.28,-182.00000000000438,-207.00000000000162,95.00000000000064,-314.9999999999977,121.99999999999989,-475.0000000000032,-350.00000000000585,206.00000000000307,-24.999999999997247,-245.0000000000063,-544.9999999999955,348.9999999999993,-46.0000000000127,-594.0000000000057,-333.9999999999899,-311.00000000000705,-720.0000000000095,-268.0000000000016,,-3845.0000000000355
2018.05.28,-165.00000000000404,-168.99999999999693,59.99999999999339,-344.0000000000083,164.99999999999292,-453.99999999999886,-309.0000000000037,213.00000000000807,-43.999999999999595,-195.00000000000074,-517.9999999999962,356.00000000000074,-104.00000000001519,-543.0000000000045,-337.99999999999386,-283.00000000000125,-706.0000000000066,-273.9999999999965,,-3652.000000000032
2018.05.28,-211.00000000000563,-113.99999999999189,-22.0000000000109,-292.0000000000016,182.99999999999983,-380.999999999998,-319.999999999987,201.99999999999818,-47.9999999999925,-204.00000000000418,-495.000000000001,384.9999999999909,-95.00000000000064,-520.9999999999936,-418.0000000000073,-236.0000000000042,-677.0000000000053,-258.0000000000027,,-3522.0000000000177
2018.05.28,-184.00000000000637,-154.99999999999403,-65.00000000000395,-344.99999999999886,225.00000000000853,-385.000000000002,-316.0000000000052,253.0000000000001,-66.99999999999484,-195.00000000000074,-482.00000000000466,420.9999999999825,-103.00000000000864,-371.00000000001023,-496.99999999999187,-198.0000000000075,-657.0000000000076,-211.99999999998997,,-3333.000000000035
2018.05.28,-245.0000000000063,-167.00000000000603,-218.00000000000708,-356.9999999999993,225.00000000000853,-392.00000000000347,-411.99999999999017,284.000000000006,-57.99999999999139,-268.99999999999704,-544.0,396.9999999999807,-70.0000000000145,-283.99999999999534,-722.0000000000005,-222.0000000000084,-672.0000000000059,-197.00000000000273,,-3923.000000000033
2018.05.28,-182.99999999999983,-184.00000000000637,-165.9999999999995,-311.9999999999976,154.0000000000097,-416.00000000000523,-398.9999999999938,242.00000000000443,-11.999999999989797,-243.99999999999977,-517.9999999999962,410.99999999998363,-116.00000000000499,-207.00000000000162,-737.9999999999942,-234.00000000000887,-665.0000000000044,-192.99999999999872,,-3780.000000000003
2018.05.28,-231.0000000000034,-147.99999999999258,-432.0000000000102,-427.0000000000067,161.99999999999548,-400.00000000000034,-387.99999999998835,302.99999999999727,-38.99999999998904,-241.99999999999778,-529.9999999999972,348.9999999999993,-154.0000000000097,-66.00000000001049,-1035.9999999999925,-210.99999999999852,-691.0000000000083,-280.9999999999979,,-4462.000000000012
2018.05.28,-268.99999999999704,-249.00000000001032,-418.0000000000073,-424.99999999999716,165.9999999999995,-450.00000000000597,-567.9999999999907,420.0000000000017,31.000000000003247,-253.0000000000032,-605.9999999999955,379.99999999998033,-248.00000000000378,31.000000000003247,-1174.9999999999927,-221.00000000000364,-720.0000000000095,-346.0000000000019,,-4920.000000000031
2018.05.28,-404.0000000000044,-198.00000000000927,-466.00000000001086,-398.00000000001035,180.0000000000024,-460.00000000000483,-592.9999999999991,445.99999999999795,68.00000000000139,-312.00000000000114,-711.000000000006,310.9999999999946,-222.00000000001108,22.0000000000109,-1269.9999999999934,-231.99999999999932,-728.0000000000064,-384.9999999999909,,-5352.000000000039
2018.05.28,-404.99999999999983,-39.999999999995595,-475.0000000000032,-398.00000000001035,197.00000000000273,-451.0000000000014,-564.9999999999933,549.0000000000066,105.00000000001064,-318.00000000000716,-714.999999999999,289.9999999999903,-136.00000000000279,205.00000000001074,-1279.9999999999923,-222.0000000000084,-722.0000000000005,-384.9999999999909,,-4765.999999999984
2018.05.28,-370.9999999999991,-42.999999999993044,-470.00000000001484,-436.9999999999976,103.00000000000864,-409.99999999999926,-487.99999999999955,537.0000000000061,115.00000000000954,-252.0000000000078,-631.0000000000038,154.99999999999403,-180.0000000000024,185.99999999999727,-1151.9999999999975,-182.00000000000216,-684.0000000000068,-384.9999999999909,,-4588.999999999999
2018.05.28,-506.0000000000064,-19.999999999997797,-744.0000000000114,-496.9999999999999,205.00000000001074,-389.000000000006,-557.9999999999918,626.0000000000048,132.0000000000099,-279.00000000000705,-697.9999999999986,147.99999999999258,-279.00000000000705,293.0000000000099,-1492.9999999999889,-141.9999999999959,-676.0000000000099,-422.9999999999956,,-5299.999999999989
2018.05.28,-482.00000000000466,29.999999999996696,-750.0000000000063,-478.00000000000864,195.9999999999962,-404.99999999999983,-546.000000000002,695.0000000000074,153.00000000000313,-282.99999999999994,-721.000000000005,183.99999999998417,-158.0000000000137,499.9999999999893,-1578.999999999997,-146.0000000000008,-715.0000000000101,-451.0000000000014,,-4956.000000000073
2018.05.28,-438.00000000000506,-1.0000000000065512,-694.0000000000168,-478.9999999999992,165.9999999999995,-414.9999999999987,-519.9999999999872,629.9999999999955,122.00000000001098,-273.000000000001,-682.0000000000048,183.99999999998417,-155.00000000001623,439.99999999999596,-1459.0000000000102,-153.0000000000058,-701.0000000000072,-411.99999999999017,,-4840.000000000063
2018.05.28,-441.99999999999795,68.00000000000139,-665.0000000000044,-466.0000000000082,255.00000000000523,-385.000000000002,-479.99999999999153,591.0000000000082,-0.999999999995449,-268.0000000000016,-677.0000000000053,213.99999999998087,-138.0000000000159,147.00000000000824,-1414.000000000004,-149.0000000000009,-762.0000000000072,-425.99999999999307,,-4998.000000000023
2018.05.28,-353.0000000000033,68.00000000000139,-646.0000000000132,-444.0000000000026,398.9999999999938,-353.99999999999875,-377.9999999999894,496.0000000000093,-94.99999999998954,-209.00000000000364,-583.0000000000002,458.9999999999872,-151.00000000001222,89.99999999999008,-1232.9999999999952,-100.99999999999909,-783.0000000000003,-385.99999999999744,,-4204.000000000024
2018.05.28,-304.9999999999997,4.000000000004,-628.0000000000064,-394.00000000000546,486.00000000000864,-351.0000000000013,-367.0000000000062,466.99999999999875,-106.99999999999044,-131.00000000000333,-536.9999999999986,516.9999999999897,-297.0000000000139,42.999999999993044,-1191.0000000000086,-109.00000000000887,-800.0000000000007,-407.0000000000018,,-4107.000000000052
2018.05.28,-255.00000000000523,8.000000000008,-567.0000000000064,-400.0000000000057,502.00000000000244,-336.00000000000296,-309.0000000000037,447.00000000000273,-133.99999999998968,-90.0000000000012,-492.0000000000035,617.0000000000009,-297.9999999999983,21.00000000000435,-1143.9999999999895,-91.00000000000819,-795.0000000000013,-397.0000000000029,,-3712.9999999999995
2018.05.28,-278.00000000000045,0.0,-560.0000000000049,-365.99999999999966,500.00000000001154,-312.00000000000114,-343.99999999998875,427.99999999999727,-132.99999999999423,-106.00000000000608,-490.999999999997,625.9999999999932,-330.0000000000081,-22.0000000000109,-1078.0000000000011,-94.99999999999886,-785.0000000000024,-371.00000000001023,,-3717.000000000022
2018.05.28,-290.9999999999968,-7.0000000000014495,-581.0000000000093,-338.99999999999864,417.0000000000007,-300.0000000000003,-350.00000000000585,403.0000000000058,-102.99999999999754,-92.99999999999864,-485.99999999999756,540.9999999999915,-384.00000000000654,83.00000000001084,-1088.0,-112.00000000000898,-742.0000000000093,-381.0000000000091,,-3813.000000000031
2018.05.28,-319.99999999999807,-32.999999999994145,-596.0000000000188,-389.00000000001,354.0000000000099,-302.0000000000023,-392.9999999999989,423.0000000000018,-52.99999999999194,-97.9999999999981,-507.9999999999973,456.9999999999963,-421.0000000000047,161.99999999999548,-1127.9999999999957,-94.0000000000083,-699.0000000000052,-387.000000000004,,-4025.000000000024
2018.05.28,-284.0000000000065,-17.000000000000348,-560.0000000000049,-413.0000000000109,324.9999999999975,-301.0000000000068,-380.9999999999869,469.0000000000083,-3.999999999992898,-72.0000000000054,-483.0000000000001,441.99999999998687,-415.0000000000098,243.99999999999977,-1063.9999999999982,-78.00000000000296,-638.0000000000052,-390.0000000000015,,-3620.0000000000405
2018.05.28,-287.0000000000039,-14.000000000002899,-555.0000000000166,-395.00000000001023,346.0000000000019,-302.0000000000023,-380.9999999999869,469.0000000000083,-5.999999999994898,-74.00000000000739,-492.0000000000035,480.99999999999807,-418.0000000000073,232.99999999999432,-1076.0000000000102,-90.00000000000341,-654.0000000000101,-407.0000000000018,,-3622.000000000059
2018.05.28,-285.9999999999974,-11.00000000000545,-555.0000000000166,-378.0000000000001,324.9999999999975,-300.0000000000003,-373.00000000000114,466.0000000000082,-16.999999999989246,-72.0000000000054,-490.999999999997,448.9999999999883,-415.0000000000098,209.9999999999991,-1068.0000000000023,-88.99999999999864,-658.0000000000031,-407.0000000000018,,-3670.0000000000355
2018.05.28,-294.00000000000534,-25.00000000000835,-561.0000000000115,-364.0000000000043,317.9999999999961,-329.999999999997,-398.9999999999938,406.9999999999965,-40.99999999999105,-78.00000000000028,-512.0000000000014,431.99999999998795,-460.000000000016,218.99999999999142,-1146.0000000000025,-109.00000000000887,-677.0000000000053,-472.9999999999901,,-4093.0000000000637
2018.05.28,-285.9999999999974,-5.000000000010552,-565.9999999999999,-341.0000000000082,252.0000000000078,-314.0000000000032,-368.9999999999971,430.0000000000068,-0.999999999995449,-87.99999999999919,-492.999999999999,356.00000000000074,-436.9999999999985,261.0000000000001,-1126.0000000000048,-106.00000000000875,-637.0000000000098,-451.0000000000014,,-3921.000000000017
2018.05.28,-304.9999999999997,-5.000000000010552,-575.0000000000144,-341.0000000000082,292.00000000000335,-295.0000000000008,-381.99999999999346,403.0000000000058,-9.999999999998899,-106.00000000000608,-475.99999999999864,347.9999999999928,-418.0000000000073,309.0000000000037,-1103.9999999999939,-103.9999999999992,-596.0000000000076,-432.9999999999945,,-3798.0000000000277
2018.05.28,-280.00000000000244,12.999999999996348,-586.0000000000198,-337.0000000000033,286.00000000000847,-331.0000000000035,-337.99999999999386,435.0000000000023,-6.999999999990347,-77.00000000000485,-499.000000000005,330.9999999999924,-350.00000000000585,322.00000000000006,-1288.0000000000002,-123.00000000000466,-639.0000000000007,-469.99999999999267,,-3938.000000000028
2018.05.29,-289.0000000000059,24.000000000001798,-641.0000000000027,-527.000000000001,235.99999999999176,-339.0000000000004,-323.99999999999096,448.99999999999807,-68.99999999999685,-75.9999999999983,-514.0000000000033,248.99999999998812,-338.0000000000161,307.99999999999716,-1303.0000000000098,-129.0000000000049,-675.0000000000034,-493.99999999999443,,-4452.00000000005
2018.05.29,-302.9999999999977,22.0000000000109,-617.0000000000009,-421.99999999999704,262.00000000000665,-329.999999999997,-373.99999999998545,466.99999999999875,-25.999999999992696,-106.00000000000608,-522.9999999999957,325.99999999998187,-329.00000000000153,322.00000000000006,-1261.000000000001,-128.0000000000001,-669.0000000000085,-448.000000000004,,-4136.99999999999
2018.05.29,-280.00000000000244,0.0,-586.0000000000198,-361.0000000000042,285.00000000000193,-336.00000000000296,-330.9999999999924,409.000000000006,-19.999999999997797,-84.0000000000063,-502.00000000000244,352.9999999999811,-326.0000000000041,300.99999999999574,-1177.9999999999902,-138.9999999999958,-653.0000000000035,-428.9999999999905,,-3877.0000000000277
2018.05.29,-284.0000000000065,1.999999999990898,-595.0000000000122,-305.0000000000068,299.00000000000483,-331.0000000000035,-357.99999999999164,396.0000000000008,10.000000000010001,-90.0000000000012,-500.9999999999959,348.9999999999993,-331.999999999999,299.99999999998914,-1150.999999999991,-138.9999999999958,-636.0000000000032,-409.99999999999926,,-3776.000000000011
2018.05.29,-282.0000000000045,-8.000000000008,-573.0000000000013,-298.0000000000018,286.99999999999284,-312.9999999999966,-353.99999999998766,391.9999999999959,19.00000000000235,-95.00000000000064,-495.9999999999964,377.9999999999894,-330.0000000000081,296.9999999999917,-1088.0,-137.00000000000045,-621.0000000000049,-374.0000000000077,,-3596.000000000046
2018.05.29,-278.00000000000045,-15.00000000000945,-580.0000000000027,-361.0000000000042,273.9999999999965,-311.00000000000574,-356.9999999999851,391.9999999999959,14.000000000002899,-99.00000000000463,-490.999999999997,363.9999999999866,-351.99999999999676,336.00000000000296,-1097.999999999999,-121.99999999999989,-589.0000000000061,-363.0000000000022,,-3636.0000000000286
2018.05.29,-287.9999999999994,-68.00000000000139,-600.0000000000006,-576.0000000000076,229.00000000001253,-401.00000000000693,-364.9999999999931,451.0000000000076,8.000000000008,-104.00000000000409,-544.9999999999955,366.999999999984,-371.00000000001023,306.00000000000625,-1235.9999999999927,-87.0000000000033,-697.0000000000032,-432.9999999999945,,-4409.9999999999945
2018.05.29,-275.99999999999847,-58.000000000002494,-589.0000000000173,-591.9999999999987,46.0000000000127,-387.99999999999943,-357.99999999999164,606.9999999999993,26.000000000003798,-107.00000000000153,-541.9999999999981,56.99999999999594,-314.00000000001427,316.99999999998954,-1255.9999999999905,-39.00000000000148,-672.0000000000059,-442.9999999999934,,-4581.000000000012
2018.05.29,-331.999999999999,-1.999999999990898,-685.0000000000023,-813.0000000000024,130.0000000000079,-373.99999999999653,-350.9999999999902,626.0000000000048,-4.999999999999449,-109.00000000000354,-541.0000000000026,161.99999999999548,-911.0000000000174,384.9999999999909,-1238.99999999999,-36.000000000001364,-570.0000000000039,-564.9999999999933,,-5229.9999999999945
2018.05.29,-285.9999999999974,8.000000000008,-654.0000000000213,-740.0000000000091,212.99999999999653,-223.00000000000654,-326.0000000000041,721.0000000000036,-4.999999999999449,80.00000000000229,-385.000000000002,256.99999999999613,-766.0,407.0000000000018,-950.9999999999908,218.9999999999941,-467.0000000000063,-496.99999999999187,,-3395.000000000027
2018.05.29,-255.00000000000523,-14.000000000002899,-623.000000000018,-765.0000000000006,221.00000000000452,-229.99999999999687,-306.00000000000625,743.9999999999998,3.0000000000085514,92.99999999999864,-385.99999999999744,243.99999999999977,-867.0000000000177,402.9999999999978,-954.0000000000103,225.9999999999991,-460.00000000000483,-543.999999999989,,-3470.0000000000414
2018.05.29,-221.99999999999997,-59.000000000009045,-588.0000000000107,-764.00000000001,188.00000000001037,-326.0000000000041,-331.999999999999,739.0000000000043,7.0000000000014495,103.99999999999298,-458.9999999999983,279.99999999999136,-866.0000000000113,401.00000000000693,-1137.0000000000102,143.00000000000068,-565.0000000000044,-628.9999999999907,,-4085.00000000004
2018.05.29,-224.000000000002,-75.00000000000284,-623.000000000018,-761.0000000000099,195.9999999999962,-312.9999999999966,-327.99999999999494,734.9999999999994,-2.999999999997449,127.99999999999478,-451.9999999999969,324.9999999999975,-896.000000000008,419.9999999999982,-1137.9999999999945,155.00000000000114,-562.0000000000069,-642.9999999999936,,-4059.000000000034
2018.05.29,-194.0000000000053,-129.00000000000134,-581.0000000000093,-763.0000000000052,195.9999999999962,-319.0000000000026,-336.00000000000296,652.000000000001,-5.999999999994898,134.99999999999625,-424.9999999999976,392.9999999999989,-944.9999999999958,373.00000000000114,-1095.0000000000016,121.99999999999989,-549.0000000000106,-644.0000000000001,,-4115.000000000035
2018.05.29,-197.00000000000273,-106.00000000000608,-548.0000000000151,-701.9999999999982,164.00000000000858,-304.00000000000426,-346.9999999999862,667.0000000000016,3.0000000000085514,82.99999999999974,-429.0000000000016,349.99999999998363,-899.0000000000053,398.9999999999938,-1028.0000000000066,129.0000000000049,-504.00000000000443,-571.0000000000103,,-3840.00000000004
2018.05.29,-211.00000000000563,-93.00000000000975,-544.0000000000111,-767.0000000000101,157.00000000000713,-307.0000000000017,-333.9999999999899,691.0000000000025,18.0000000000069,68.00000000000139,-431.0000000000036,322.00000000000006,-734.0000000000124,407.0000000000018,-1045.9999999999914,143.99999999999125,-504.9999999999999,-519.0000000000028,,-3684.0000000000277
2018.05.29,-235.00000000000742,-69.9999999999923,-570.0000000000039,-736.0000000000042,175.99999999999838,-270.0000000000036,-341.99999999999784,665.9999999999968,25.00000000000835,49.99999999999449,-404.99999999999983,332.9999999999833,-695.0000000000011,395.99999999999636,-973.0000000000016,150.99999999999625,-476.0000000000098,-462.9999999999912,,-3438.0000000000396
2018.05.29,-257.0000000000072,-93.00000000000975,-562.0000000000181,-743.0000000000092,170.00000000000347,-285.9999999999974,-344.99999999999534,722.999999999999,37.00000000000925,46.999999999997044,-419.9999999999982,304.9999999999997,-703.0000000000092,374.999999999992,-984.9999999999915,177.99999999999727,-491.0000000000081,-479.99999999999153,,-3530.0000000000377
2018.05.29,-277.000000000005,-106.99999999999044,-796.0000000000189,-865.9999999999997,171.99999999999437,-268.99999999999704,-350.9999999999902,686.000000000007,-15.999999999993797,47.9999999999925,-414.9999999999987,160.99999999998892,-726.0000000000044,303.9999999999932,-1106.000000000007,176.00000000000193,-508.00000000000847,-470.9999999999992,,-4361.000000000036
2018.05.29,-338.00000000000495,148.99999999999915,-965.0000000000158,-877.0000000000095,211.00000000000563,-240.00000000000688,-214.99999999998744,903.9999999999964,12.000000000000899,-21.999999999999797,-434.000000000001,-43.00000000001525,-531.0000000000148,601.9999999999915,-1455.9999999999907,305.9999999999974,-491.0000000000081,-431.0000000000036,,-3859.0000000000673
2018.05.29,-312.9999999999966,205.00000000001074,-948.0000000000155,-935.0000000000023,146.00000000000168,-304.00000000000426,-156.99999999998494,873.9999999999952,33.000000000005244,-67.00000000000594,-483.99999999999557,-165.9999999999995,-330.0000000000081,775.9999999999989,-1534.9999999999975,248.99999999999523,-509.00000000000387,-459.99999999999375,,-3925.000000000001
2018.05.29,-316.0000000000052,384.00000000000654,-1164.0000000000095,-1020.0000000000102,248.00000000000378,-251.00000000000122,79.00000000000685,871.9999999999999,-18.999999999991246,-21.00000000000435,-434.000000000001,-397.0000000000029,51.99999999998539,781.0000000000094,-1665.0000000000055,308.9999999999975,-535.0000000000077,-425.0000000000087,,-3522.000000000038
2018.05.29,-284.0000000000065,646.9999999999976,-1362.0000000000186,-1186.9999999999977,324.9999999999975,-197.00000000000273,296.0000000000074,1016.0000000000053,-124.99999999999733,8.999999999992347,-361.0000000000002,-579.0000000000184,254.999999999983,956.0000000000013,-1846.9999999999986,444.9999999999932,-528.0000000000063,-353.0000000000033,,-2874.0000000000728
2018.05.29,-295.0000000000008,784.0000000000069,-1514.9999999999998,-1302.9999999999973,425.99999999999307,-162.0000000000066,458.00000000000284,1088.9999999999986,-167.9999999999904,114.99999999999844,-285.9999999999974,-770.000000000004,130.99999999999224,1143.0000000000052,-1990.000000000003,637.999999999991,-514.0000000000033,-354.9999999999942,,-2574.000000000008
2018.05.29,-441.99999999999795,541.9999999999981,-1512.0000000000023,-1183.9999999999975,466.00000000001086,-53.999999999998494,2.0000000000131024,1215.0000000000034,-123.99999999999079,17.999999999995797,-319.0000000000026,-380.00000000000256,-204.00000000000418,1055.9999999999902,-1758.9999999999995,659.9999999999966,-427.0000000000107,-331.999999999999,,-2777.9999999999977
2018.05.29,-597.9999999999985,510.99999999999477,-1725.000000000021,-1109.0000000000089,432.0000000000102,-65.00000000000395,-62.99999999999084,1088.0000000000082,-2.999999999997449,-21.00000000000435,-424.00000000000216,-318.00000000001825,-236.99999999999832,1218.9999999999923,-2046.9999999999989,504.0000000000049,-422.00000000000017,-373.00000000000114,,-3651.0000000000337
2018.05.29,-446.00000000000193,375.9999999999986,-1431.0000000000045,-935.0000000000023,452.99999999999227,-112.000000000001,-62.99999999999084,948.0000000000075,-171.99999999999437,-19.999999999997797,-348.00000000000387,-116.00000000000499,-217.0000000000005,838.0000000000055,-1686.0000000000098,474.9999999999943,-523.0000000000068,-309.0000000000037,,-3288.000000000024
2018.05.29,-651.0000000000016,486.999999999993,-1403.000000000021,-986.0000000000042,604.0000000000045,-124.00000000000189,-187.99999999998818,965.0000000000034,-238.99999999998923,-70.99999999999883,-490.00000000000153,19.999999999997797,-249.00000000001032,695.0000000000011,-1683.9999999999966,495.00000000000455,-641.0000000000027,-421.99999999998903,,-3882.000000000001
2018.05.29,-629.0000000000018,574.9999999999922,-1496.0000000000084,-929.000000000002,697.9999999999986,-131.00000000000333,-211.00000000000563,1290.9999999999968,-21.999999999999797,-46.999999999997044,-539.999999999996,91.99999999998099,-307.99999999999716,794.0000000000058,-1941.9999999999993,483.0000000000041,-706.0000000000066,-526.0000000000042,,-3554.000000000043
2018.05.29,-758.9999999999985,583.0000000000002,-1428.000000000007,-904.0000000000106,673.9999999999968,-146.99999999999713,-269.9999999999925,1254.000000000005,-11.999999999989797,-168.00000000000148,-617.9999999999964,-76.0000000000094,-270.00000000001467,774.000000000008,-1869.9999999999939,381.0000000000002,-701.0000000000072,-512.0000000000014,,-4069.0000000000095
2018.05.29,-639.0000000000007,411.99999999999017,-1310.0000000000111,-847.0000000000084,527.0000000000108,-143.00000000000423,-317.9999999999961,1122.0,42.0000000000087,-141.99999999999767,-563.9999999999978,128.99999999997914,-331.999999999999,751.9999999999972,-1747.999999999994,382.99999999999557,-657.0000000000076,-418.9999999999916,,-3752.0000000000273
