date,USDJPY,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2019.03.25,-72.00000000000273,-85.99999999999719,-51.000000000001044,-45.99999999999049,-36.0000000000027,-29.000000000001247,-63.99999999999739,-132.99999999998136,-43.999999999999595,-55.999999999997385,-58.000000000006935,-67.00000000000728,-89.99999999999008,-130.0000000000079,,-961.9999999999834
2019.03.25,-52.00000000000671,-105.99999999999498,-51.99999999998539,-4.000000000004,-7.0000000000014495,-36.999999999998145,-68.99999999999685,-128.99999999999068,-73.99999999999629,-51.00000000000193,-37.9999999999967,-64.00000000000716,-129.9999999999968,-144.99999999999514,,-957.9999999999721
2019.03.25,6.000000000000227,-120.99999999999334,24.000000000001798,-1.0000000000065512,5.999999999994898,-34.99999999999615,-21.999999999999797,17.00000000002433,18.0000000000069,14.000000000010004,4.0000000000048885,-32.00000000001069,-148.99999999999915,-154.0000000000097,,-424.99999999997226
2019.03.25,63.00000000000239,-120.99999999999334,9.000000000014552,19.999999999997797,13.999999999991797,-43.00000000000415,-51.000000000001044,57.00000000001637,-29.999999999996696,82.99999999999841,45.000000000001705,1.9999999999953388,-146.99999999999713,-146.00000000000168,,-244.99999999997567
2019.03.25,-40.99999999999682,-101.99999999999099,-154.99999999999403,14.000000000002899,-6.0000000000060005,-44.99999999999504,-148.99999999999915,-274.99999999997726,-204.99999999998852,-64.99999999999773,-55.00000000000682,-103.9999999999992,-101.99999999999099,-141.99999999999767,,-1431.9999999999372
2019.03.25,-250.0,-91.99999999999208,-196.99999999998053,-28.999999999990145,-41.000000000002146,-85.99999999999719,-148.0000000000037,-575.9999999999934,-181.9999999999933,-335.9999999999985,-256.0000000000002,-285.0000000000108,-56.99999999999594,-28.999999999990145,,-2563.9999999999477
2019.03.25,-296.0000000000065,-101.99999999999099,-202.9999999999976,-38.99999999998904,-60.99999999999994,-119.00000000000244,-149.99999999999457,-639.9999999999864,-149.9999999999835,-375.99999999999056,-293.99999999999693,-346.00000000000364,-34.99999999999615,22.999999999995246,,-2787.9999999999427
2019.03.25,-224.99999999999432,-122.99999999999534,-173.99999999998528,-18.0000000000069,-54.00000000000959,-124.99999999999733,-141.00000000000225,-503.9999999999907,-123.99999999999079,-277.000000000001,-216.99999999999875,-311.00000000000705,-78.99999999999574,-69.00000000000794,,-2440.9999999999827
2019.03.25,-242.999999999995,-114.99999999999844,-168.99999999999693,-2.999999999997449,-41.000000000002146,-70.0000000000034,-148.99999999999915,-490.99999999998545,-125.99999999998168,-259.9999999999909,-216.99999999999875,-243.99999999999977,-80.99999999999774,-99.99999999998899,,-2308.999999999936
2019.03.25,-231.99999999999932,-91.99999999999208,-102.99999999998644,22.0000000000109,-14.000000000002899,-53.999999999998494,-121.00000000000443,-448.99999999998386,-105.99999999998388,-244.99999999999034,-204.9999999999983,-237.99999999999955,-75.9999999999983,-107.99999999999699,,-2020.9999999999238
