,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDJPY,10,['EURNZD'],100.0,-0.2990768253968219,S
1,1,AUDUSD,15,"['NZDCHF', 'CHFJPY', 'EURAUD']",100.0,0.6321075793650791,B
2,2,NZDUSD,15,['EURGBP'],80.0,0.715809628982117,B
3,3,GBPCHF,10,['EURGBP'],100.0,0.9990600000000001,B
4,4,CHFJPY,10,"['GBPJPY', 'EURNZD']",80.0,-0.9818876190476189,S
5,5,CADCHF,10,"['USDJPY', 'EURUSD']",100.0,0.6804,B
6,6,AUDCHF,10,"['USDJPY', 'EURGBP', 'EURCHF']",80.0,1.0,B
7,7,NZDCHF,50,"['CADCHF', 'GBPCHF']",80.0,0.38453192634690736,B
8,8,EURGBP,10,"['NZDCHF', 'GBPCHF']",100.0,0.6641659920634959,B
9,9,GBPCAD,10,"['GBPUSD', 'EURUSD', 'GBPCHF']",80.0,0.9909624206349205,B
10,10,GBPAUD,10,"['EURCAD', 'USDJPY', 'NZDCAD']",80.0,-0.8323,S
11,11,EURAUD,15,"['NZDCAD', 'AUDNZD', 'CHFJPY', 'AUDCAD', 'NZDCHF']",80.0,-0.2895,S
12,12,EURNZD,10,['CHFJPY'],80.0,-0.48568682539683494,S
13,13,CADJPY,15,"['NZDCAD', 'AUDNZD', 'CHFJPY', 'AUDCAD', 'NZDCHF']",80.0,0.39525289321789314,B
14,14,AUDJPY,30,"['NZDCAD', 'AUDNZD', 'CHFJPY', 'AUDCAD', 'NZDCHF']",80.0,-0.07219465256965231,S
15,15,AUDCAD,10,"['CHFJPY', 'EURJPY']",100.0,0.9983800000000002,B
