date,USDCHF,GBPUSD,EURUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2020.05.11,-102.00000000000209,-136.00000000000279,-117.99999999999588,-135.99999999999167,-35.999999999991594,-307.00000000000216,-87.99999999999919,-196.00000000000728,-197.99999999997908,-212.99999999999653,-334.00000000001205,-334.0000000000032,-175.99999999999838,-446.0000000000131,-100.00000000000853,-155.9999999999917,-100.00000000000009,-134.00000000001188,,-3310.0000000000073
2020.05.11,-108.99999999999244,-114.0000000000141,-113.00000000000753,-114.99999999999844,-41.000000000002146,-286.00000000000136,-96.99999999999153,-223.00000000000654,-312.9999999999882,-141.00000000001333,-347.0000000000084,-420.99999999999227,-186.99999999998164,-565.9999999999999,-60.000000000002274,-156.99999999999648,-85.00000000000173,-197.00000000000273,,-3572.0000000000014
2020.05.11,-68.99999999999685,-56.99999999999594,-134.99999999999625,-195.00000000000074,-18.999999999991246,-524.9999999999915,-104.99999999999955,-302.0000000000023,-447.00000000000273,-86.0000000000083,-473.99999999999665,-590.0000000000034,-224.99999999998633,-808.9999999999931,-40.00000000000625,-167.0000000000016,-171.99999999999437,-204.00000000000418,,-4620.999999999972
2020.05.11,-41.000000000002146,-123.00000000000644,-113.00000000000753,-159.9999999999935,-1.0000000000065512,-554.000000000002,-41.9999999999976,-226.99999999999943,-540.9999999999968,-205.00000000001074,-436.9999999999985,-626.9999999999953,-232.99999999999432,-724.9999999999978,123.99999999999523,4.9999999999954525,-107.99999999999699,-233.00000000001654,,-4241.000000000032
2020.05.11,-24.999999999997247,-112.000000000001,-103.99999999999298,-195.9999999999962,-7.0000000000014495,-560.0000000000023,-37.99999999999359,-243.00000000000432,-549.999999999983,-209.9999999999991,-521.0000000000159,-629.0000000000049,-239.99999999999577,-801.9999999999916,79.9999999999983,-42.999999999992156,-109.99999999999899,-243.99999999999977,,-4553.999999999973
2020.05.11,-80.00000000000229,-219.00000000001364,-153.9999999999875,-170.99999999999892,2.999999999997449,-641.9999999999959,-12.999999999996348,-217.0000000000005,-689.9999999999977,-147.00000000000824,-417.0000000000007,-715.999999999994,-157.99999999999147,-729.0000000000018,153.99999999999636,27.000000000001023,-85.99999999999719,-226.00000000001506,,-4481.000000000007
2020.05.11,-119.00000000000244,-248.00000000000378,-201.00000000000674,-79.99999999999119,-1.0000000000065512,-715.0000000000034,-20.999999999993246,-189.00000000000583,-762.0000000000005,-202.9999999999976,-310.0000000000103,-801.9999999999925,-179.99999999998016,-635.0000000000077,243.99999999999977,114.00000000000432,-21.00000000000435,-290.00000000001245,,-4419.000000000015
2020.05.11,-137.9999999999937,-295.0000000000008,-219.99999999999798,-90.0000000000012,-7.0000000000014495,-769.999999999996,-68.99999999999685,-214.00000000000307,-846.99999999998,-307.00000000001285,-360.0000000000048,-849.0000000000038,-287.9999999999994,-717.9999999999964,280.9999999999917,126.99999999999534,0.0,-289.0000000000059,,-5053.0000000000055
2020.05.11,-134.99999999999625,-324.0000000000132,-215.99999999999397,-95.00000000000064,8.000000000008,-774.0000000000009,-69.9999999999923,-220.00000000000907,-881.0000000000002,-383.0,-473.99999999999665,-849.0000000000038,-279.99999999999136,-726.0000000000044,301.9999999999925,131.00000000000023,17.000000000000348,-320.00000000000915,,-5289.000000000012
2020.05.11,-168.00000000000148,-351.99999999999676,-262.999999999991,-32.999999999994145,0.0,-738.9999999999901,-22.999999999995246,-154.0000000000097,-844.9999999999989,-215.00000000000963,-154.0000000000097,-816.0000000000025,-174.99999999999181,-530.9999999999926,370.00000000000455,189.99999999999773,75.00000000000284,-356.00000000000074,,-4188.999999999979
2020.05.11,-175.99999999999838,-419.9999999999982,-262.00000000000665,48.99999999999905,0.0,-695.999999999998,9.00000000000345,-93.00000000000975,-801.9999999999925,-175.99999999999838,143.99999999998857,-775.9999999999962,-123.99999999999079,-357.99999999999164,487.99999999999955,228.9999999999992,163.99999999999747,-417.0000000000007,,-3216.9999999999945
2020.05.11,-170.99999999999892,-373.00000000000114,-261.0000000000001,-30.999999999992145,-5.000000000010552,-667.0000000000016,23.00000000000635,-176.0000000000095,-758.9999999999861,-151.00000000001222,79.99999999999119,-748.9999999999952,-89.99999999999008,-601.9999999999915,399.9999999999915,99.00000000000375,141.99999999999767,-492.0000000000035,,-3783.0000000000023
2020.05.11,-151.9999999999966,-348.00000000001495,-241.00000000000233,-40.99999999999105,-5.999999999994898,-628.0000000000001,23.00000000000635,-182.99999999999983,-689.9999999999977,-117.00000000001154,112.000000000001,-713.9999999999986,-91.99999999998099,-609.9999999999994,405.9999999999917,100.99999999999909,139.99999999999568,-498.00000000002063,,-3538.000000000014
2020.05.11,-148.99999999999915,-373.00000000000114,-238.99999999998923,-24.999999999997247,-7.0000000000014495,-703.000000000003,19.00000000000235,-172.00000000000549,-842.9999999999893,-173.00000000000094,99.00000000000463,-798.9999999999924,-88.99999999998354,-581.9999999999936,414.0000000000015,118.99999999999977,153.99999999999858,-493.0000000000101,,-3841.9999999999595
2020.05.11,-154.99999999999403,-383.0,-255.00000000000523,-12.000000000000899,-22.0000000000109,-786.9999999999919,26.000000000003798,-160.00000000000458,-913.9999999999873,-158.99999999999804,48.000000000003595,-879.0000000000049,-82.99999999998863,-571.0000000000103,509.9999999999909,215.0000000000034,143.00000000000423,-463.0000000000134,,-3901.0000000000036
2020.05.11,-158.99999999999804,-339.0000000000004,-249.99999999999466,-17.999999999995797,-1.999999999990898,-759.9999999999909,21.00000000000435,-167.00000000000603,-847.9999999999848,-117.00000000001154,85.99999999998609,-846.0000000000036,-78.00000000000028,-568.000000000013,498.00000000000466,212.0000000000033,128.00000000000588,-460.000000000016,,-3667.0000000000023
