date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,CADCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2020.12.07,-196.99999999999162,-22.999999999995246,-113.00000000000753,-75.99999999998718,-26.999999999999247,0.0,0.0,0.0,-79.00000000000773,-15.999999999993797,-118.99999999999977,-49.00000000001015,-41.000000000002146,-73.00000000001194,-71.99999999998852,-91.00000000000819,-6.999999999990347,-87.99999999999919,,-1070.9999999999925
2020.12.07,-207.99999999999707,19.999999999997797,-104.99999999999955,-146.99999999998602,3.0000000000085514,12.000000000000899,30.999999999992145,58.99999999999794,-42.00000000000159,107.00000000001265,-109.00000000000887,-82.99999999998863,-35.00000000000725,-87.99999999999919,-28.999999999996362,-46.00000000000648,16.0000000000049,-89.00000000000574,,-732.9999999999818
2020.12.07,-243.99999999999977,56.000000000011596,-65.00000000000395,-109.99999999998789,4.000000000004,29.000000000001247,15.999999999993797,33.000000000005244,191.0000000000025,144.99999999999514,58.9999999999975,-130.0000000000079,-127.00000000001043,-171.99999999999437,67.00000000000728,60.000000000002274,38.0000000000047,-86.99999999999264,,-236.9999999999717
2020.12.07,-234.99999999999633,29.00000000001235,-102.00000000000209,-95.999999999985,-7.0000000000014495,4.000000000004,125.99999999999278,122.99999999999534,165.99999999999682,144.0000000000108,9.000000000000341,-63.99999999999739,-70.0000000000145,-150.00000000000568,59.00000000001171,54.000000000002046,25.00000000000835,-136.99999999998712,,-121.99999999995501
2020.12.07,-241.99999999999778,9.999999999998899,-110.00000000001009,-98.99999999998244,-39.999999999995595,-15.999999999993797,119.00000000000244,97.9999999999981,30.000000000001137,187.00000000000384,-78.00000000000296,-17.000000000000348,-121.99999999999989,-156.00000000000057,-30.9999999999917,-13.00000000000523,14.000000000002899,-116.00000000000499,,-581.9999999999781
2020.12.07,-196.99999999999162,41.000000000002146,-65.00000000000395,-75.99999999998718,-10.999999999994348,17.000000000000348,131.99999999999878,117.00000000000044,68.9999999999884,189.00000000001694,-51.00000000000193,-52.99999999999194,-94.00000000001629,-168.99999999999693,-7.999999999995566,-7.999999999995566,33.000000000005244,-100.99999999999554,,-234.99999999995865
2020.12.07,-204.99999999999963,116.00000000000499,-49.99999999999449,-107.99999999999699,-32.999999999994145,-44.99999999999504,119.99999999999788,75.00000000000284,92.00000000001296,282.0000000000045,-61.00000000000705,-106.99999999999044,-146.00000000000168,-320.00000000000915,-35.99999999998715,-69.00000000000261,-1.999999999990898,-167.9999999999904,,-664.9999999999366
2020.12.07,-196.99999999999162,165.00000000001512,-43.999999999999595,-131.99999999999878,-47.9999999999925,-42.999999999993044,73.00000000000084,44.99999999999504,87.99999999999386,405.9999999999952,-102.00000000000387,-157.99999999999147,-226.00000000001506,-348.00000000001495,-87.99999999999386,-91.99999999999875,4.999999999999449,-158.99999999999804,,-854.999999999992
2020.12.07,-126.99999999999933,185.00000000001293,28.000000000005798,-81.9999999999821,-23.999999999990695,-19.999999999997797,68.99999999999685,46.00000000000159,98.00000000001319,402.9999999999978,-69.00000000000261,-192.99999999999872,-230.00000000001907,-344.99999999999534,-77.99999999998875,-90.00000000000341,10.000000000010001,-120.99999999999334,,-539.999999999933
2020.12.07,-130.99999999999224,191.00000000000784,59.000000000009045,-79.99999999999119,-3.999999999992898,9.999999999998899,63.99999999999739,61.999999999995396,56.000000000011596,398.00000000000944,-109.00000000000887,-187.99999999998818,-225.00000000000853,-304.9999999999997,-103.9999999999992,-99.00000000000375,45.000000000006146,-96.99999999999153,,-456.9999999999404
2020.12.07,-144.99999999999514,156.00000000000057,52.000000000007596,-85.00000000000173,-14.999999999998348,14.000000000002899,73.99999999999629,80.99999999999774,8.000000000009777,327.00000000001063,-97.99999999999898,-184.99999999999073,-235.00000000000742,-283.99999999999534,-83.99999999998897,-76.99999999999818,53.00000000000304,-116.99999999998934,,-559.9999999999355
2020.12.07,-119.99999999999788,147.00000000000824,39.999999999995595,-105.99999999998388,17.000000000000348,-3.999999999992898,54.999999999993946,53.999999999998494,-44.00000000001114,287.9999999999994,-153.0000000000058,-192.99999999999872,-147.00000000000824,-310.9999999999946,-91.99999999999875,-123.00000000000466,43.00000000000415,-144.99999999999514,,-793.9999999999915
2020.12.07,-129.9999999999968,139.00000000000023,28.999999999990145,-147.99999999999258,-12.000000000000899,-21.999999999999797,41.000000000002146,46.999999999997044,-42.00000000000159,317.0000000000117,-143.00000000000068,-234.00000000000088,-206.00000000001728,-336.00000000000296,-111.99999999999477,-132.99999999999557,43.00000000000415,-148.99999999999915,,-1050.9999999999975
2020.12.07,-134.99999999999625,104.99999999999955,25.999999999992696,-167.9999999999904,-13.999999999991797,-17.000000000000348,30.999999999992145,51.000000000001044,-34.99999999999659,290.9999999999968,-111.0000000000042,-249.99999999999466,-214.00000000000307,-334.9999999999964,-96.9999999999942,-111.0000000000042,62.000000000006494,-158.99999999999804,,-1079.9999999999814
2020.12.07,-139.99999999999568,73.00000000001194,15.00000000000945,-151.9999999999966,-1.999999999990898,-22.999999999995246,41.000000000002146,53.999999999998494,-62.00000000001182,261.0000000000001,-118.00000000000921,-241.00000000000233,-176.00000000002058,-314.00000000001427,-87.99999999999386,-109.99999999999943,70.0000000000034,-133.00000000000534,,-1045.0000000000098
2020.12.07,-149.99999999999457,75.00000000000284,4.999999999988347,-144.99999999999514,-7.9999999999968985,19.00000000000235,44.99999999999504,90.0000000000012,4.9999999999954525,266.999999999995,-77.00000000001239,-235.00000000000742,-165.00000000001512,-239.99999999999577,-61.99999999999761,-55.999999999997385,92.00000000000318,-99.00000000000463,,-639.0000000000335
2020.12.07,-181.9999999999933,4.000000000004,-15.999999999993797,-136.00000000000279,-13.999999999991797,19.00000000000235,53.999999999998494,102.00000000000209,19.000000000005457,201.00000000000674,-33.00000000000125,-198.00000000000927,-168.0000000000126,-192.00000000001438,-28.999999999996362,-3.0000000000001137,102.00000000000209,-65.00000000000395,,-534.9999999999984
2020.12.07,-185.99999999999727,-69.9999999999923,-49.99999999999449,-173.00000000000094,-35.999999999991594,14.999999999998348,58.99999999999794,102.99999999999754,-38.99999999998727,95.00000000000064,-24.00000000000091,-190.00000000000128,-174.00000000000747,-178.99999999999582,-21.99999999999136,7.000000000005002,103.00000000000864,-83.9999999999952,,-844.9999999999478
2020.12.07,-232.99999999999432,-365.99999999999966,-154.99999999999403,-183.99999999998417,-70.99999999999883,-31.999999999998696,59.99999999999339,92.99999999999864,-335.00000000000796,-146.99999999998602,-129.0000000000049,-190.00000000000128,-139.00000000000023,-192.99999999999872,-57.999999999992724,-40.99999999999682,54.00000000000959,-87.99999999999919,,-2153.9999999999563
2020.12.07,-231.99999999999886,-428.9999999999905,-154.0000000000097,-170.99999999998784,-87.99999999999919,-39.00000000000014,98.99999999999353,95.00000000000064,-449.99999999998863,-231.99999999998778,-143.00000000000068,-72.0000000000054,-197.00000000000273,-168.0000000000126,-98.99999999998954,-48.00000000000182,29.000000000001247,-61.99999999998429,,-2360.9999999999636
2020.12.07,-383.99999999999545,-1436.9999999999993,-334.9999999999964,-411.99999999999017,-279.99999999999136,-161.00000000000003,73.99999999999629,70.99999999999883,-1356.9999999999993,-1088.9999999999845,-227.00000000000387,-140.99999999999113,-346.0000000000019,-199.00000000001583,-222.99999999999898,-121.99999999999989,17.000000000000348,9.000000000014552,,-6541.999999999958
2020.12.07,-448.9999999999994,-1591.9999999999934,-391.000000000008,-510.99999999999477,-339.0000000000004,-214.99999999999852,47.9999999999925,65.99999999999939,-1512.0000000000005,-1201.999999999992,-230.00000000000398,-219.99999999999798,-480.00000000001376,-280.9999999999979,-271.0000000000008,-150.00000000000568,12.000000000000899,28.000000000005798,,-7689.000000000008
2020.12.07,-513.9999999999923,-1849.9999999999961,-512.0000000000014,-583.0000000000002,-565.9999999999999,-336.9999999999984,49.99999999999449,0.999999999995449,-1692.0000000000073,-1337.9999999999948,-309.0000000000117,-165.9999999999995,-729.0000000000018,-381.0000000000091,-445.99999999999795,-228.00000000000864,-64.99999999999284,73.99999999999629,,-9591.000000000025
2020.12.07,-459.99999999999375,-1770.9999999999893,-453.99999999999886,-556.0000000000009,-515.9999999999942,-296.9999999999917,60.99999999999994,-4.999999999999449,-1616.9999999999902,-1017.0000000000013,-276.00000000001046,-136.00000000000279,-691.0000000000193,-374.0000000000077,-414.99999999999204,-207.9999999999984,-70.99999999999883,137.00000000000932,,-8665.999999999978
2020.12.07,-431.99999999999903,-1607.9999999999873,-449.0000000000105,-481.99999999998244,-507.9999999999973,-291.99999999999227,29.999999999996696,-19.00000000000235,-1401.0000000000105,-785.9999999999978,-230.00000000000398,-205.99999999999508,-786.00000000002,-462.0000000000068,-396.99999999999136,-188.0000000000024,-73.99999999999629,134.00000000001188,,-8155.999999999986
2020.12.07,-287.9999999999994,-1510.9999999999957,-293.0000000000099,-428.9999999999905,-500.9999999999959,-271.9999999999945,-31.000000000003247,-85.00000000000173,-1384.999999999991,-678.0000000000008,-142.00000000001012,-219.99999999999798,-860.0000000000163,-510.99999999999477,-422.9999999999876,-204.00000000000773,-80.99999999999774,147.00000000000824,,-7766.999999999986
2020.12.07,-243.99999999999977,-1580.999999999988,-259.9999999999936,-422.9999999999956,-462.9999999999912,-234.99999999999633,-53.999999999998494,-85.99999999999719,-1456.9999999999936,-926.0000000000045,-200.00000000000284,-243.99999999999977,-854.0000000000214,-510.00000000001046,-406.9999999999965,-189.99999999999773,-39.999999999995595,175.99999999999838,,-7997.999999999986
2020.12.07,-253.99999999999866,-1543.9999999999898,-265.0000000000041,-407.0000000000018,-422.9999999999956,-200.99999999999562,-45.000000000006146,-60.99999999999994,-1411.0000000000014,-975.9999999999991,-103.00000000000864,-258.0000000000027,-792.0000000000149,-448.000000000004,-350.9999999999991,-132.000000000005,-10.999999999994348,153.00000000000313,,-7529.000000000017
2020.12.07,-187.9999999999993,-1567.9999999999916,-242.99999999999324,-395.99999999999636,-418.9999999999916,-215.99999999999397,-60.99999999999994,-92.00000000000318,-1439.9999999999977,-1021.9999999999895,-121.00000000000932,-282.9999999999888,-767.0000000000066,-526.0000000000042,-330.99999999998886,-159.9999999999966,-27.999999999994696,110.00000000001009,,-7750.999999999935
2020.12.07,-205.99999999999508,-1573.9999999999866,-232.99999999999432,-411.99999999999017,-380.999999999998,-214.99999999999852,-60.99999999999994,-97.00000000000264,-1538.9999999999873,-1207.0000000000025,-111.0000000000042,-303.0000000000088,-676.0000000000099,-443.0000000000156,-316.99999999999307,-158.00000000000125,-20.999999999993246,112.000000000001,,-7841.999999999981
