date,GBPUSD,AUDUSD,GBPCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,AUDNZD,empty,sum
2016.11.21,-107.99999999999699,-29.000000000001247,-72.0000000000054,-60.00000000000449,-66.99999999999484,-1310.0000000000023,-154.0000000000097,-128.99999999997914,,-1928.999999999994
2016.11.21,-43.999999999999595,-26.000000000003798,11.999999999989797,-238.0000000000049,-66.99999999999484,-1183.9999999999975,69.9999999999923,-383.99999999998437,,-1861.000000000003
2016.11.21,-234.00000000000088,-41.000000000002146,-110.99999999999443,-200.00000000000017,-185.00000000000182,-1338.9999999999986,-145.00000000001734,-231.99999999998778,,-2487.000000000003
2016.11.21,-234.99999999998522,49.99999999999449,-87.99999999999919,-142.00000000000878,-178.99999999999582,-1465.0000000000034,-139.00000000000023,-190.99999999998562,,-2388.9999999999836
2016.11.21,-228.99999999999034,-41.9999999999976,-116.00000000000499,-272.00000000000557,-190.00000000000128,-1597.0000000000084,-150.00000000000568,-422.9999999999956,,-3019.000000000009
2016.11.21,34.000000000000696,-92.00000000000318,-12.999999999996348,-226.00000000000398,-185.00000000000182,-1393.0000000000007,-141.99999999999767,-364.9999999999931,,-2381.9999999999964
2016.11.21,15.00000000000945,-73.00000000000084,-12.999999999996348,-233.00000000000543,-158.0000000000026,-1349.9999999999943,-141.99999999999767,-344.99999999999534,,-2298.999999999983
2016.11.21,-8.999999999992347,-141.99999999999767,-68.00000000000139,-242.00000000000887,-215.99999999999397,-1480.9999999999945,-273.0000000000121,-315.99999999998295,,-2746.9999999999845
2016.11.21,-23.999999999979593,-53.00000000000304,-129.00000000000134,-151.00000000000114,-256.0000000000007,-1391.0000000000196,-360.0000000000048,-336.9999999999873,,-2700.9999999999973
2016.11.21,-32.999999999994145,-39.999999999995595,-137.00000000000932,-78.00000000000028,-258.9999999999981,-1414.999999999992,-324.0000000000132,-248.99999999998812,,-2534.999999999991
2016.11.21,-105.99999999998388,9.00000000000345,-100.99999999999554,-155.00000000000514,-241.00000000000233,-1274.000000000001,-324.0000000000132,-337.99999999999386,,-2529.999999999991
2016.11.21,-141.99999999999767,73.99999999999629,-72.0000000000054,-134.0000000000008,-209.9999999999991,-1206.0000000000173,-280.0000000000136,-384.9999999999909,,-2355.000000000028
2016.11.21,-83.9999999999952,51.99999999999649,-36.999999999998145,-157.00000000000713,-191.99999999999218,-1151.0000000000105,-282.0000000000045,-373.00000000000114,,-2224.0000000000123
2016.11.21,-109.99999999998789,51.99999999999649,-82.00000000000429,-143.00000000000423,-192.99999999999872,-1198.0000000000075,-354.0000000000099,-325.99999999998187,,-2353.9999999999977
2016.11.21,-60.99999999999994,19.999999999997797,-43.999999999999595,-162.0000000000066,-178.99999999999582,-1155.0000000000011,-331.0000000000146,-333.9999999999899,,-2246.0000000000095
2016.11.21,-58.99999999998684,-24.999999999997247,-60.99999999999994,-198.00000000000927,-214.99999999999852,-1182.9999999999927,-338.0000000000161,-396.9999999999807,,-2475.999999999981
2016.11.21,-106.99999999999044,7.0000000000014495,-103.00000000000864,-194.0000000000053,-241.00000000000233,-1224.000000000018,-455.0000000000054,-400.9999999999847,,-2718.000000000013
2016.11.21,-95.00000000000064,-75.00000000000284,-154.99999999999403,-173.00000000000094,-304.9999999999997,-1289.0000000000157,-473.0000000000123,-279.99999999999136,,-2845.0000000000173
2016.11.21,-84.99999999997954,-165.9999999999995,-130.0000000000079,-230.000000000008,-307.99999999999716,-1181.0000000000116,-453.0000000000145,-254.999999999983,,-2808.0000000000014
2016.11.21,35.00000000000725,-233.00000000000543,-86.99999999999264,-264.0000000000087,-378.00000000000057,-1213.9999999999986,-417.0000000000007,-269.9999999999925,,-2827.999999999992
2016.11.21,-61.99999999998429,-266.999999999995,-239.99999999999577,-314.99999999999864,-473.0000000000012,-1377.0000000000095,-696.0000000000077,-265.99999999998846,,-3695.999999999981
2016.11.21,-197.99999999998707,-297.00000000000284,-302.0000000000023,-290.00000000000136,-578.9999999999961,-1621.0000000000093,-860.0000000000163,-254.999999999983,,-4401.999999999998
2016.11.21,-244.9999999999841,-336.00000000000296,-344.00000000001097,-348.9999999999993,-678.0000000000008,-1877.0000000000095,-704.0000000000157,-246.99999999999721,,-4780.000000000021
2016.11.21,-300.99999999999574,-273.000000000001,-364.00000000000875,-319.0000000000026,-675.9999999999989,-1862.9999999999995,-666.000000000011,-196.99999999998053,,-4658.999999999998
2016.11.21,-173.99999999998528,-261.99999999999557,-154.0000000000097,-289.0000000000059,-529.0000000000017,-1591.0000000000082,-490.999999999997,-163.9999999999864,,-3653.9999999999895
2016.11.21,-123.99999999999079,-280.9999999999979,-225.99999999999287,-290.00000000000136,-529.9999999999972,-1618.9999999999998,-477.0000000000163,-131.99999999999878,,-3678.999999999995
2016.11.21,-110.99999999999443,-290.00000000000136,-168.99999999999693,-326.0000000000041,-493.99999999999443,-1602.0000000000039,-434.000000000001,-110.99999999999443,,-3536.999999999991
2016.11.21,21.00000000000435,-390.99999999999693,14.000000000002899,-384.00000000000654,-347.9999999999928,-1590.0000000000034,-259.0000000000092,-173.00000000000094,,-3110.0000000000027
2016.11.21,355.0000000000164,-468.9999999999972,320.9999999999935,-470.9999999999992,-180.99999999999784,-1341.0000000000082,75.00000000000284,-246.99999999999721,,-1957.9999999999868
2016.11.21,419.0000000000138,-458.00000000000284,370.999999999988,-582.0000000000048,-143.9999999999997,-1188.999999999993,71.99999999998319,-397.99999999998727,,-1909.0000000000025
2016.11.21,524.0000000000133,-468.9999999999972,381.99999999999346,-533.0000000000057,-81.9999999999932,-1125.0,226.99999999999943,-315.99999999998295,,-1391.999999999973
2016.11.21,1072.0000000000064,-524.0000000000023,889.9999999999908,-719.9999999999984,268.0000000000016,-269.00000000000546,808.9999999999931,-536.9999999999875,,988.9999999999984
2016.11.21,1107.0000000000136,-468.9999999999972,1073.9999999999973,-755.0000000000057,422.00000000000017,-51.9999999999925,475.99999999998755,-593.9999999999834,,1209.0000000000198
2016.11.21,1202.000000000014,-456.00000000000085,1073.9999999999973,-714.0000000000035,460.00000000000483,13.00000000000523,641.0000000000027,-657.9999999999808,,1562.0000000000387
2016.11.21,1314.9999999999995,-451.0000000000014,1251.000000000002,-712.0000000000015,538.0000000000051,127.9999999999859,827.9999999999843,-641.999999999987,,2254.9999999999864
2016.11.21,1275.0000000000039,-514.0000000000033,1173.0000000000018,-741.0000000000027,512.0000000000014,63.99999999999295,526.9999999999886,-637.9999999999831,,1657.9999999999995
2016.11.21,1175.9999999999993,-405.9999999999952,1202.9999999999984,-790.0000000000018,509.9999999999993,104.99999999998977,510.99999999999477,-663.999999999998,,1644.9999999999866
2016.11.21,1103.0000000000095,-331.0000000000035,1235.0000000000084,-756.0000000000011,524.0000000000023,122.99999999999045,544.9999999999955,-641.999999999987,,1801.0000000000148
2016.11.21,1296.0000000000082,-350.00000000000585,1429.999999999998,-731.9999999999993,690.0000000000017,313.99999999999295,985.999999999998,-603.9999999999824,,3030.0000000000114
2016.11.21,1238.0000000000057,-348.00000000000387,1368.999999999998,-730.0000000000084,641.0000000000027,320.99999999999795,766.9999999999843,-601.9999999999915,,2655.999999999986
2016.11.21,1184.0000000000073,-278.9999999999959,1380.0000000000034,-704.0000000000047,697.0000000000032,413.99999999998727,855.9999999999901,-607.9999999999864,,2940.000000000004
2016.11.21,1177.000000000006,-219.00000000000253,1306.000000000007,-605.0,624.9999999999977,385.9999999999957,861.999999999985,-542.9999999999824,,2989.0000000000064
2016.11.21,1188.0000000000114,-219.99999999999798,1323.9999999999918,-577.0000000000052,631.0000000000038,411.00000000000136,925.9999999999824,-517.9999999999962,,3164.9999999999914
2016.11.21,1192.9999999999995,-270.99999999999903,1299.99999999999,-565.0000000000044,643.0000000000047,406.99999999998226,908.999999999982,-506.9999999999908,,3108.9999999999636
2016.11.21,1405.0000000000118,-358.9999999999982,1445.0000000000073,-608.0000000000085,687.9999999999998,489.0000000000043,1044.9999999999848,-495.000000000001,,3610.0
2016.11.21,1462.0000000000077,-361.9999999999957,1397.0000000000039,-626.0000000000043,663.0000000000025,555.0000000000068,1029.9999999999975,-532.9999999999835,,3586.0000000000346
2016.11.21,1453.9999999999998,-456.9999999999963,1288.0000000000002,-680.0000000000028,582.0000000000048,-110.00000000001364,950.9999999999908,-609.9999999999994,,2417.999999999983
2016.11.21,1385.000000000014,-422.9999999999956,1263.9999999999984,-650.0000000000061,575.9999999999987,13.999999999981583,910.9999999999951,-655.9999999999899,,2420.999999999996
2016.11.22,1426.0000000000161,-439.0000000000005,1262.9999999999918,-674.000000000008,611.000000000006,-68.00000000001205,995.9999999999969,-703.9999999999935,,2410.999999999997
2016.11.22,1432.0000000000111,-438.00000000000506,1205.999999999996,-678.0000000000008,597.0000000000031,-105.99999999999454,1001.9999999999918,-662.9999999999914,,2352.00000000001
2016.11.22,1380.0000000000034,-436.00000000000307,1229.9999999999977,-726.0000000000044,565.0000000000044,43.99999999998272,925.9999999999824,-661.9999999999848,,2320.999999999978
2016.11.22,1443.0000000000166,-475.99999999999864,1238.99999999999,-740.0000000000073,551.0000000000015,1.0000000000047748,939.9999999999853,-678.0000000000008,,2279.9999999999914
2016.11.22,1448.0000000000048,-577.0000000000052,1221.0000000000055,-741.0000000000027,533.0000000000057,-276.00000000001046,923.9999999999915,-641.999999999987,,1890.000000000002
2016.11.22,1544.000000000012,-563.9999999999978,1256.999999999997,-665.9999999999999,551.0000000000015,-144.00000000000546,961.9999999999961,-556.0000000000009,,2384.0000000000027
2016.11.22,1553.0000000000043,-622.0000000000003,1306.000000000007,-731.0000000000039,589.0000000000061,-182.00000000001637,983.0000000000006,-527.9999999999951,,2368.0000000000023
2016.11.22,1540.000000000008,-644.0000000000001,1320.9999999999943,-773.0000000000015,589.0000000000061,-125.0,932.9999999999839,-526.9999999999886,,2314.0000000000023
2016.11.22,1546.000000000003,-636.0000000000032,1354.999999999995,-787.9999999999998,592.9999999999991,19.000000000005457,971.9999999999951,-493.99999999999443,,2566.9999999999995
2016.11.22,1535.0000000000198,-653.999999999999,1405.9999999999961,-838.0000000000055,636.0000000000032,98.99999999998954,930.999999999993,-513.9999999999923,,2601.000000000005
