date,AUDUSD,EURCHF,CHFJPY,NZDCHF,EURGBP,GBPJPY,EURJPY,CADJPY,NZDJPY,empty,sum
2016.03.28,96.00000000000719,-41.000000000002146,183.00000000000693,-17.000000000000348,-51.99999999999649,-20.999999999986585,54.000000000002046,12.999999999991019,55.00000000000682,,270.0000000000285
2016.03.28,65.00000000000395,15.00000000000945,194.00000000000261,59.99999999999339,-24.000000000001798,228.00000000000864,197.00000000000273,123.99999999999523,146.0000000000008,,1005.000000000015
2016.03.28,69.00000000000794,24.000000000001798,221.00000000000364,142.99999999999312,-41.9999999999976,307.00000000001637,251.00000000000477,239.00000000000432,231.00000000000875,,1443.0000000000432
2016.03.28,30.000000000007798,49.99999999999449,195.0000000000074,166.99999999999494,-2.999999999997449,352.00000000000387,218.00000000000352,210.99999999999852,221.00000000000364,,1441.0000000000168
2016.03.28,-26.999999999999247,60.99999999999994,171.00000000000648,139.00000000000023,2.999999999997449,358.0000000000041,212.0000000000033,227.00000000000387,161.00000000000136,,1305.0000000000173
2016.03.28,82.00000000000429,48.99999999998794,257.000000000005,124.99999999999733,-12.000000000000899,427.99999999999727,293.00000000000637,277.000000000001,201.99999999999818,,1700.9999999999964
2016.03.28,117.00000000000044,-25.00000000000835,356.9999999999993,51.000000000001044,-36.999999999998145,391.9999999999959,302.99999999999727,231.99999999999932,177.0000000000067,,1566.9999999999936
2016.03.28,92.00000000000318,-8.999999999992347,367.00000000000443,117.00000000000044,-48.000000000003595,414.99999999999204,347.999999999999,328.00000000000296,263.00000000000523,,1873.0000000000114
2016.03.28,37.00000000000925,-24.000000000001798,427.99999999999727,134.99999999999625,-65.99999999999939,442.0000000000073,387.00000000000045,364.0000000000043,323.0000000000075,,2026.0000000000211
2016.03.28,51.000000000001044,-39.00000000001125,445.0000000000074,92.99999999999864,-34.000000000000696,510.9999999999957,391.00000000000534,372.99999999999045,289.0000000000015,,2079.999999999988
2016.03.28,12.000000000000899,-22.0000000000109,474.00000000000375,107.99999999999699,-29.000000000001247,581.0000000000173,436.9999999999976,469.99999999999886,326.0000000000076,,2357.000000000011
2016.03.28,120.00000000000898,-5.000000000010552,536.0000000000014,54.999999999993946,-55.000000000005045,639.00000000001,533.0000000000013,439.9999999999977,302.99999999999727,,2565.999999999995
2016.03.28,48.000000000003595,-15.999999999993797,552.0000000000067,66.99999999999484,-48.99999999999905,647.9999999999961,530.0000000000011,466.99999999999875,331.00000000000307,,2578.0000000000114
2016.03.28,-50.99999999998994,-25.999999999992696,549.9999999999972,132.99999999999423,-19.00000000000235,703.000000000003,521.0000000000008,516.9999999999959,400.99999999999625,,2729.0000000000023
2016.03.28,-27.999999999994696,-28.000000000005798,498.00000000000466,104.99999999999955,-38.0000000000047,587.9999999999939,465.0000000000034,477.99999999999443,335.00000000000796,,2374.999999999998
2016.03.28,-33.9999999999896,-29.00000000001235,465.0000000000034,95.00000000000064,-28.000000000005798,552.9999999999973,418.99999999999693,453.9999999999935,299.0000000000066,,2193.999999999991
2016.03.28,-69.9999999999923,-18.0000000000069,530.0000000000011,140.99999999999113,-14.999999999998348,682.9999999999927,506.0000000000002,525.9999999999962,399.0000000000009,,2681.999999999985
2016.03.28,-165.9999999999995,8.999999999992347,451.0000000000076,173.9999999999964,-62.000000000006494,519.0000000000055,448.0000000000075,486.0000000000042,388.00000000000523,,2247.0000000000127
2016.03.28,-171.99999999999437,-29.00000000001235,475.0000000000085,185.99999999999727,12.999999999996348,653.9999999999964,435.0000000000023,500.99999999999056,411.00000000000136,,2473.999999999986
2016.03.28,-140.99999999999113,-72.0000000000054,575.0000000000028,169.99999999999238,15.999999999993797,729.0000000000134,487.000000000009,561.9999999999976,457.00000000000784,,2783.0000000000205
2016.03.28,-267.99999999999045,-21.00000000000435,558.9999999999975,261.0000000000001,120.99999999999334,1013.0000000000052,540.9999999999968,621.9999999999999,558.0000000000069,,3386.000000000005
2016.03.28,-255.99999999998957,-86.0000000000083,567.0000000000073,213.99999999999199,168.99999999999693,1012.0000000000005,466.99999999999875,596.0000000000036,507.000000000005,,3190.0000000000064
2016.03.28,-217.99999999999596,-90.99999999999665,511.0000000000099,186.99999999999272,151.00000000000114,899.0000000000009,400.99999999999625,454.9999999999983,439.00000000000716,,2734.0000000000136
2016.03.28,-271.9999999999945,-72.0000000000054,499.00000000000944,234.00000000000088,137.9999999999937,883.0000000000098,411.00000000000136,474.00000000000375,486.0000000000042,,2781.000000000023
2016.03.28,-232.99999999999432,-80.99999999999774,509.00000000000034,251.99999999999667,171.99999999999437,948.0000000000075,411.00000000000136,457.9999999999984,513.0000000000052,,2949.000000000012
2016.03.28,-227.99999999999488,-68.00000000000139,493.0000000000092,229.00000000000142,153.99999999999858,908.0000000000155,406.0000000000059,448.99999999999807,475.0000000000085,,2818.000000000041
2016.03.28,-237.99999999999378,-45.99999999999049,531.0000000000059,258.9999999999981,144.99999999999514,985.0000000000136,475.0000000000085,569.9999999999932,534.000000000006,,3215.0000000000364
2016.03.28,-207.99999999999707,-79.00000000000685,540.9999999999968,256.0000000000007,131.99999999999878,918.0000000000064,451.9999999999982,496.9999999999999,537.9999999999967,,3046.9999999999936
2016.03.28,-181.9999999999933,-49.99999999999449,451.0000000000076,293.99999999999426,139.00000000000023,850.9999999999991,387.00000000000045,478.9999999999992,519.999999999996,,2889.000000000009
2016.03.28,-206.99999999999054,-25.999999999992696,466.0000000000082,302.9999999999977,146.99999999999713,918.0000000000064,427.0000000000067,471.9999999999942,540.9999999999968,,3041.000000000024
2016.03.28,-217.99999999999596,-79.99999999999119,484.00000000000887,287.9999999999994,161.00000000000003,914.0000000000157,408.00000000000125,551.0000000000019,539.0000000000015,,3047.0000000000414
2016.03.28,-358.9999999999982,-34.000000000000696,480.000000000004,422.9999999999956,358.0000000000028,1353.0000000000086,433.9999999999975,557.0000000000022,689.0000000000072,,3901.0000000000196
2016.03.28,-411.99999999999017,15.999999999993797,528.0000000000058,348.9999999999993,325.99999999999295,1441.0000000000025,548.0000000000018,567.9999999999978,638.0000000000052,,4002.000000000009
2016.03.28,-433.99999999998994,-42.999999999993044,650.9999999999962,337.99999999999386,408.9999999999927,1661.0000000000014,603.0000000000086,667.9999999999922,704.0000000000077,,4557.000000000009
2016.03.28,-359.99999999999363,-56.99999999999594,686.9999999999976,256.99999999999613,324.9999999999975,1555.0000000000068,638.0000000000052,623.9999999999952,637.0000000000005,,4306.000000000009
2016.03.28,-411.99999999999017,-5.000000000010552,700.0000000000028,296.9999999999917,297.00000000000284,1587.9999999999939,712.0000000000033,643.0000000000007,689.0000000000072,,4509.000000000002
2016.03.28,-371.99999999999454,-42.0000000000087,736.0000000000042,231.99999999999886,265.99999999999955,1510.9999999999957,701.9999999999982,620.9999999999951,633.0000000000098,,4286.999999999998
2016.03.28,-371.99999999999454,-43.999999999999595,719.9999999999989,268.99999999999704,288.9999999999948,1533.0000000000155,683.0000000000069,727.9999999999944,668.9999999999969,,4475.00000000001
2016.03.28,-339.99999999999585,-75.00000000000284,734.9999999999994,261.0000000000001,268.0000000000016,1457.9999999999984,658.0000000000013,734.9999999999994,668.9999999999969,,4368.999999999999
