date,USDCAD,AUDUSD,empty,sum
2019.03.25,-39.00000000001125,-21.999999999999797,,-61.00000000001104
2019.03.25,-38.0000000000047,-41.9999999999976,,-80.0000000000023
2019.03.25,-20.000000000020002,-48.000000000003595,,-68.00000000002359
2019.03.25,-28.000000000005798,-60.00000000000449,,-88.00000000001029
2019.03.25,-78.00000000000028,-73.99999999999629,,-151.9999999999966
2019.03.25,-144.0000000000108,-110.99999999999443,,-255.00000000000523
2019.03.25,-151.00000000001222,-138.00000000000477,,-289.000000000017
2019.03.25,-121.00000000001555,-146.99999999999713,,-268.0000000000127
2019.03.25,-103.00000000000864,-70.99999999999883,,-174.00000000000747
2019.03.25,-96.00000000000719,-63.99999999999739,,-160.00000000000458
2019.03.25,-111.00000000001664,-66.99999999999484,,-178.00000000001148
2019.03.25,-74.0000000000185,-48.000000000003595,,-122.0000000000221
2019.03.25,-47.00000000001925,-36.999999999998145,,-84.0000000000174
2019.03.25,-34.000000000000696,-44.99999999999504,,-78.99999999999574
2019.03.25,-22.0000000000109,-14.000000000002899,,-36.0000000000138
2019.03.25,-25.00000000000835,-7.9999999999968985,,-33.000000000005244
2019.03.25,-48.000000000003595,-2.999999999997449,,-51.000000000001044
2019.03.25,-38.0000000000047,-0.999999999995449,,-39.00000000000014
2019.03.25,-22.0000000000109,6.0000000000060005,,-16.0000000000049
2019.03.25,5.999999999994898,2.999999999997449,,8.999999999992347
2019.03.25,30.999999999981043,43.00000000000415,,73.99999999998519
2019.03.25,-16.000000000016,68.99999999999685,,52.999999999980844
2019.03.25,-1.0000000000065512,87.00000000000374,,85.99999999999719
2019.03.25,117.99999999999588,114.00000000000298,,231.99999999999886
2019.03.25,129.00000000000134,117.00000000000044,,246.00000000000176
2019.03.25,45.99999999999049,104.00000000000409,,149.9999999999946
2019.03.25,-43.00000000001525,65.00000000000395,,21.999999999988702
2019.03.25,-114.0000000000141,116.00000000000499,,1.9999999999908908
2019.03.25,-117.00000000001154,148.0000000000037,,30.999999999992156
2019.03.25,-109.00000000000354,226.99999999999943,,117.9999999999959
2019.03.25,-113.00000000000753,229.00000000000142,,115.99999999999389
2019.03.25,-123.00000000000644,199.00000000000472,,75.99999999999828
2019.03.25,-198.00000000000927,165.9999999999995,,-32.00000000000978
2019.03.25,-111.00000000001664,195.9999999999962,,84.99999999997955
2019.03.25,-74.0000000000185,226.00000000000398,,151.99999999998548
2019.03.25,45.99999999999049,319.0000000000026,,364.9999999999931
2019.03.25,4.999999999988347,275.000000000003,,279.99999999999136
2019.03.25,-59.000000000009045,256.99999999999613,,197.9999999999871
2019.03.25,3.999999999981796,283.99999999999534,,287.99999999997715
2019.03.25,70.99999999999883,302.9999999999977,,373.9999999999966
2019.03.25,29.999999999996696,285.00000000000193,,314.99999999999864
2019.03.25,81.9999999999821,263.99999999999756,,345.99999999997965
2019.03.25,81.9999999999821,241.00000000000233,,322.9999999999844
2019.03.25,96.99999999999153,243.00000000000432,,339.99999999999585
2019.03.25,147.99999999999258,270.99999999999903,,418.9999999999916
2019.03.25,203.99999999998198,285.9999999999974,,489.99999999997937
2019.03.25,173.00000000000094,265.99999999999955,,439.00000000000045
2019.03.25,81.9999999999821,275.000000000003,,356.9999999999851
2019.03.26,181.9999999999933,295.0000000000008,,476.9999999999941
2019.03.26,220.99999999998232,292.9999999999988,,513.9999999999811
2019.03.26,227.99999999998377,285.00000000000193,,512.9999999999857
2019.03.26,225.99999999999287,280.00000000000244,,505.99999999999534
2019.03.26,282.9999999999888,333.0000000000055,,615.9999999999943
2019.03.26,304.9999999999997,366.9999999999951,,671.9999999999948
2019.03.26,317.9999999999961,380.999999999998,,698.9999999999941
