date,USDCHF,USDJPY,USDCAD,AUDUSD,GBPCHF,EURGBP,GBPCAD,EURNZD,AUDJPY,AUDCAD,empty,sum
2021.02.15,-131.99999999999878,-102.00000000000387,-69.00000000000794,-27.999999999994696,0.0,-29.000000000001247,-1.0000000000065512,-7.0000000000014495,-6.000000000000227,-5.999999999994898,,-380.00000000000966
2021.02.15,-134.0000000000008,-96.00000000000364,-68.00000000000139,-21.999999999999797,22.999999999995246,-21.999999999999797,85.00000000000173,17.999999999984695,37.00000000000614,10.000000000010001,,-169.00000000000756
2021.02.15,-139.00000000000023,-186.9999999999976,-76.99999999999375,-20.999999999993246,59.99999999999339,-7.0000000000014495,109.00000000000354,7.0000000000014495,36.000000000001364,16.0000000000049,,-202.9999999999816
2021.02.15,-155.00000000000514,-177.99999999999727,-75.00000000000284,9.999999999998899,280.9999999999979,63.00000000000195,319.999999999987,158.99999999999804,147.00000000000557,60.00000000000449,,631.9999999999886
2021.02.15,-208.00000000000819,-233.99999999999466,-92.00000000000318,3.0000000000085514,313.00000000000773,75.9999999999983,340.9999999999913,184.99999999999073,132.000000000005,87.00000000000374,,602.9999999999993
2021.02.15,-175.99999999999838,-246.9999999999999,-69.00000000000794,14.000000000002899,371.00000000001023,97.9999999999981,401.99999999999125,201.99999999999108,158.00000000000125,82.00000000000429,,834.9999999999928
2021.02.15,-191.00000000000784,-186.9999999999976,-80.99999999999774,-17.999999999995797,371.00000000001023,102.00000000000209,405.9999999999952,239.99999999999577,114.00000000000432,52.000000000007596,,808.0000000000163
2021.02.15,-143.9999999999997,-147.99999999999613,-39.00000000001125,25.00000000000835,368.9999999999971,121.99999999999989,411.99999999999017,237.99999999998266,150.99999999999625,65.99999999999939,,1051.9999999999668
2021.02.15,-121.00000000000443,-146.0000000000008,29.999999999996696,52.000000000007596,407.0000000000018,134.0000000000008,422.9999999999956,258.0000000000027,167.0000000000016,57.00000000000705,,1261.0000000000086
2021.02.15,-85.00000000000173,-135.00000000000512,53.999999999998494,74.00000000000739,436.00000000001415,172.00000000000549,523.0000000000068,262.999999999991,174.99999999999716,63.00000000000195,,1540.0000000000157
2021.02.15,-70.0000000000034,-129.99999999999545,72.0000000000054,118.00000000000699,419.0000000000138,161.00000000000003,482.999999999989,357.99999999999164,227.00000000000387,100.00000000000009,,1738.0000000000118
2021.02.15,-56.0000000000005,-173.99999999999238,110.99999999999443,155.00000000000514,408.9999999999927,153.99999999999858,441.0000000000025,424.99999999998647,271.0000000000008,124.00000000000189,,1859.9999999999895
2021.02.15,-60.99999999999994,-206.00000000000307,131.99999999999878,180.0000000000024,421.0000000000047,157.00000000000713,432.9999999999945,495.000000000001,322.9999999999933,139.00000000000023,,2012.9999999999989
2021.02.15,-73.00000000000084,-162.9999999999967,116.00000000000499,170.00000000000347,422.9999999999956,156.00000000000057,425.99999999999307,483.99999999999557,310.0000000000023,131.00000000000333,,1980.0000000000011
2021.02.15,-65.00000000000395,-156.0000000000059,134.99999999999625,192.99999999999872,417.0000000000007,148.99999999999915,421.0000000000047,559.9999999999827,326.9999999999982,151.00000000000114,,2131.999999999972
2021.02.15,-40.00000000000669,-162.9999999999967,164.00000000000858,243.00000000000432,409.99999999999926,131.99999999999878,400.00000000000034,549.9999999999839,379.99999999999545,175.00000000000293,,2250.99999999999
2021.02.15,-60.99999999999994,-215.99999999999397,147.00000000000824,231.0000000000034,391.000000000008,109.00000000000354,385.99999999999744,495.99999999998533,388.00000000000523,184.00000000000637,,2055.0000000000236
2021.02.15,-112.000000000001,-242.00000000000443,93.00000000000975,182.99999999999983,402.9999999999978,95.00000000000064,387.99999999998835,427.99999999998397,373.00000000000466,174.00000000000747,,1782.999999999987
2021.02.15,-114.00000000000298,-233.99999999999466,70.99999999999883,158.0000000000026,357.00000000000733,70.99999999999883,351.99999999999676,412.9999999999967,343.0000000000035,134.0000000000008,,1551.0000000000082
2021.02.15,-114.00000000000298,-310.0000000000023,15.999999999993797,95.00000000000064,374.0000000000077,87.00000000000374,347.9999999999928,398.9999999999938,343.0000000000035,120.00000000000898,,1358.0
2021.02.15,-97.9999999999981,-313.99999999999295,68.00000000000139,148.0000000000037,446.0000000000131,140.0000000000068,441.0000000000025,493.99999999999443,373.00000000000466,136.00000000000279,,1834.0000000000382
2021.02.15,-85.00000000000173,-378.0000000000001,163.00000000000205,187.00000000000384,442.9999999999934,124.00000000000189,374.999999999992,544.9999999999955,481.9999999999993,116.00000000000499,,1971.9999999999911
