date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.02.01,0.0,-52.99999999999194,-17.000000000000348,-89.99999999999008,-60.00000000000449,-134.0000000000008,-181.00000000000892,-141.00000000001333,-112.00000000000898,-126.99999999999933,-117.99999999999588,-192.00000000000327,-103.00000000000864,-104.00000000001519,-219.99999999999798,-139.00000000000023,-11.00000000000545,-36.999999999998145,-99.00000000000375,-152.00000000000102,-155.00000000000514,-234.99999999999633,-100.99999999999554,,-2581.0000000000446
2021.02.01,104.00000000000409,-76.0000000000094,-1.0000000000065512,21.00000000000435,-57.00000000000705,-124.99999999999733,-173.00000000000094,-100.99999999999554,-97.00000000000841,-114.00000000000298,-151.00000000000114,-158.0000000000026,-108.00000000000409,-138.0000000000159,-263.00000000001324,35.999999999991594,60.99999999999994,215.00000000000963,-116.99999999999022,-153.99999999999636,-151.00000000000114,-221.99999999999997,-69.9999999999923,,-1839.0000000000357
2021.02.01,102.00000000000209,-65.00000000000395,-12.000000000012001,19.999999999997797,-91.00000000000774,-165.9999999999995,-345.0000000000175,-256.99999999999613,-103.00000000000864,-185.00000000000182,-200.00000000000017,-260.00000000000466,-84.00000000000318,-395.000000000012,-527.9999999999951,4.000000000004,10.999999999983245,144.0000000000108,-128.99999999999068,-174.99999999999716,-196.00000000000728,-256.0000000000007,-72.0000000000054,,-3238.0000000000664
2021.02.01,214.99999999999852,0.0,17.000000000000348,113.00000000000753,-29.000000000001247,-104.00000000000409,-321.0000000000157,-239.00000000001143,30.9999999999917,-217.99999999999596,-212.00000000000108,-263.99999999999756,27.999999999991587,-358.9999999999982,-453.99999999999886,76.99999999999375,95.00000000000064,289.0000000000059,2.0000000000095497,-60.000000000002274,-229.00000000000142,-275.000000000003,-62.000000000006494,,-1959.0000000000375
2021.02.01,224.9999999999974,-42.999999999993044,19.999999999997797,59.000000000009045,-106.00000000000608,-209.00000000000364,-358.00000000001387,-236.99999999999832,54.99999999999261,-239.0000000000003,-271.9999999999945,-348.00000000000387,15.999999999991132,-191.00000000000784,-199.00000000001583,35.999999999991594,-28.000000000005798,85.00000000000173,-90.99999999999397,-171.00000000000648,-226.99999999999943,-310.9999999999946,-70.99999999999883,,-2605.000000000055
2021.02.01,187.9999999999993,-137.00000000000932,2.999999999997449,58.000000000002494,-130.0000000000079,-219.00000000000253,-395.000000000012,-239.00000000001143,51.9999999999925,-234.00000000000088,-270.99999999999903,-348.00000000000387,-38.000000000010914,-303.0000000000088,-175.99999999999838,52.99999999999194,-63.000000000013046,68.00000000000139,-90.99999999999397,-162.9999999999967,-281.00000000000904,-358.0000000000028,-24.000000000001798,,-3048.0000000000978
2021.02.01,168.00000000000148,-259.9999999999936,-63.000000000013046,-73.99999999999629,-226.99999999999943,-353.0000000000033,-463.0000000000134,-243.99999999999977,39.00000000000148,-260.00000000000466,-347.9999999999928,-434.000000000001,-86.99999999998909,-289.0000000000059,-131.00000000001444,-7.0000000000014495,-202.9999999999976,-136.99999999998712,-158.99999999999181,-259.00000000000034,-314.99999999999864,-421.0000000000047,-41.000000000002146,,-4568.000000000007
2021.02.01,172.00000000000549,-256.99999999999613,-57.00000000001815,-72.99999999998974,-226.99999999999943,-353.99999999999875,-504.9999999999999,-249.99999999999466,76.99999999999818,-270.99999999999903,-339.0000000000004,-455.0000000000054,-127.00000000000955,-337.0000000000095,-229.99999999999687,-25.00000000000835,-181.00000000000892,-183.99999999998417,-153.99999999999636,-269.00000000000546,-274.00000000000756,-429.0000000000016,38.0000000000047,,-4711.000000000022
2021.02.01,214.00000000000307,-283.99999999999534,4.999999999988347,-41.000000000002146,-274.00000000000756,-407.0000000000018,-601.000000000007,-278.00000000000045,78.99999999999352,-304.00000000000426,-429.99999999999704,-533.0000000000057,-223.99999999998954,-336.00000000000296,-134.00000000001188,-52.000000000007596,-355.0000000000164,-360.9999999999891,-247.99999999999045,-362.99999999999955,-356.00000000000074,-493.99999999999443,45.99999999999049,,-5731.00000000005
2021.02.01,260.00000000000466,-275.000000000003,9.999999999998899,-28.000000000005798,-246.00000000000176,-380.999999999998,-612.9999999999969,-299.00000000000483,108.00000000000409,-326.9999999999995,-422.00000000000017,-524.0000000000023,-228.999999999985,-329.00000000000153,-143.00000000000423,-65.99999999998829,-312.00000000000114,-307.99999999999716,-237.99999999999955,-355.99999999999454,-330.0000000000081,-471.99999999999466,52.99999999999194,,-5466.999999999987
