date,EURJPY,empty,sum
2020.09.07,-34.99999999999659,,-34.99999999999659
2020.09.07,7.000000000005002,,7.000000000005002
2020.09.07,25.000000000005684,,25.000000000005684
2020.09.07,-1.9999999999953388,,-1.9999999999953388
2020.09.07,-22.00000000000557,,-22.00000000000557
2020.09.07,-19.99999999999602,,-19.99999999999602
2020.09.07,19.000000000005457,,19.000000000005457
2020.09.07,-96.00000000000364,,-96.00000000000364
2020.09.07,-67.00000000000728,,-67.00000000000728
2020.09.07,-27.000000000001023,,-27.000000000001023
2020.09.07,57.00000000000216,,57.00000000000216
2020.09.07,63.99999999999295,,63.99999999999295
2020.09.07,51.00000000000193,,51.00000000000193
2020.09.07,36.000000000001364,,36.000000000001364
2020.09.07,34.99999999999659,,34.99999999999659
2020.09.07,55.999999999997385,,55.999999999997385
2020.09.07,82.99999999999841,,82.99999999999841
2020.09.07,66.99999999999307,,66.99999999999307
2020.09.07,63.00000000000239,,63.00000000000239
2020.09.07,120.00000000000455,,120.00000000000455
2020.09.07,117.00000000000443,,117.00000000000443
2020.09.07,58.9999999999975,,58.9999999999975
2020.09.07,63.00000000000239,,63.00000000000239
2020.09.07,75.9999999999934,,75.9999999999934
2020.09.07,132.99999999999557,,132.99999999999557
2020.09.07,164.00000000000148,,164.00000000000148
2020.09.07,206.99999999999363,,206.99999999999363
2020.09.07,254.0000000000049,,254.0000000000049
2020.09.07,254.99999999999545,,254.99999999999545
2020.09.07,200.00000000000284,,200.00000000000284
2020.09.07,239.99999999999488,,239.99999999999488
2020.09.07,257.000000000005,,257.000000000005
2020.09.07,245.00000000000455,,245.00000000000455
2020.09.07,257.000000000005,,257.000000000005
2020.09.07,230.00000000000398,,230.00000000000398
2020.09.07,146.0000000000008,,146.0000000000008
2020.09.07,156.99999999999648,,156.99999999999648
2020.09.07,221.00000000000364,,221.00000000000364
2020.09.07,212.99999999999386,,212.99999999999386
2020.09.07,219.99999999999886,,219.99999999999886
2020.09.07,234.99999999999943,,234.99999999999943
2020.09.07,231.99999999999932,,231.99999999999932
2020.09.07,251.00000000000477,,251.00000000000477
2020.09.07,254.99999999999545,,254.99999999999545
2020.09.07,257.99999999999557,,257.99999999999557
2020.09.07,263.00000000000523,,263.00000000000523
2020.09.07,275.99999999999625,,275.99999999999625
2020.09.07,263.00000000000523,,263.00000000000523
2020.09.08,260.9999999999957,,260.9999999999957
2020.09.08,275.99999999999625,,275.99999999999625
2020.09.08,215.99999999999397,,215.99999999999397
2020.09.08,210.99999999999852,,210.99999999999852
2020.09.08,206.99999999999363,,206.99999999999363
2020.09.08,197.9999999999933,,197.9999999999933
2020.09.08,206.99999999999363,,206.99999999999363
2020.09.08,272.00000000000557,,272.00000000000557
2020.09.08,340.999999999994,,340.999999999994
2020.09.08,385.0000000000051,,385.0000000000051
2020.09.08,379.0000000000049,,379.0000000000049
2020.09.08,356.9999999999993,,356.9999999999993
2020.09.08,335.9999999999985,,335.9999999999985
2020.09.08,310.0000000000023,,310.0000000000023
2020.09.08,338.99999999999864,,338.99999999999864
2020.09.08,329.9999999999983,,329.9999999999983
2020.09.08,331.00000000000307,,331.00000000000307
2020.09.08,326.9999999999982,,326.9999999999982
2020.09.08,206.99999999999363,,206.99999999999363
2020.09.08,280.00000000000114,,280.00000000000114
2020.09.08,301.00000000000193,,301.00000000000193
2020.09.08,240.99999999999966,,240.99999999999966
2020.09.08,233.0000000000041,,233.0000000000041
2020.09.08,237.99999999999955,,237.99999999999955
2020.09.08,231.99999999999932,,231.99999999999932
2020.09.08,260.9999999999957,,260.9999999999957
2020.09.08,394.999999999996,,394.999999999996
2020.09.08,394.00000000000546,,394.00000000000546
2020.09.08,388.9999999999958,,388.9999999999958
2020.09.08,418.99999999999693,,418.99999999999693
2020.09.08,493.9999999999998,,493.9999999999998
2020.09.08,635.9999999999957,,635.9999999999957
2020.09.08,733.0000000000041,,733.0000000000041
2020.09.08,847.999999999999,,847.999999999999
2020.09.08,807.0000000000022,,807.0000000000022
2020.09.08,864.0000000000043,,864.0000000000043
2020.09.08,844.9999999999989,,844.9999999999989
2020.09.08,853.9999999999992,,853.9999999999992
2020.09.08,843.0000000000035,,843.0000000000035
2020.09.08,853.9999999999992,,853.9999999999992
2020.09.08,804.9999999999926,,804.9999999999926
2020.09.08,814.9999999999977,,814.9999999999977
2020.09.08,844.9999999999989,,844.9999999999989
2020.09.08,867.999999999995,,867.999999999995
2020.09.08,890.0000000000006,,890.0000000000006
2020.09.08,862.9999999999995,,862.9999999999995
2020.09.08,884.0000000000003,,884.0000000000003
2020.09.08,932.0000000000022,,932.0000000000022
2020.09.09,953.9999999999935,,953.9999999999935
2020.09.09,1054.9999999999927,,1054.9999999999927
2020.09.09,1115.9999999999995,,1115.9999999999995
2020.09.09,1126.9999999999955,,1126.9999999999955
2020.09.09,1093.0000000000036,,1093.0000000000036
2020.09.09,1102.9999999999945,,1102.9999999999945
2020.09.09,1138.999999999996,,1138.999999999996
2020.09.09,1043.9999999999968,,1043.9999999999968
2020.09.09,1043.9999999999968,,1043.9999999999968
2020.09.09,1066.0000000000025,,1066.0000000000025
2020.09.09,1079.9999999999982,,1079.9999999999982
2020.09.09,1099.9999999999943,,1099.9999999999943
2020.09.09,1058.9999999999975,,1058.9999999999975
2020.09.09,1027.000000000001,,1027.000000000001
2020.09.09,1027.000000000001,,1027.000000000001
2020.09.09,1034.9999999999966,,1034.9999999999966
