date,USDJPY,AUDCHF,NZDCHF,GBPAUD,EURNZD,NZDCAD,AUDNZD,empty,sum
2020.11.16,110.99999999999,-104.00000000000409,73.99999999999629,459.0000000000094,-94.00000000001629,134.99999999999625,-205.99999999999508,,374.99999999997647
2020.11.16,76.99999999999818,-60.00000000000449,64.99999999999284,591.0000000000082,-70.0000000000145,83.9999999999952,-161.99999999999548,,524.99999999998
2020.11.16,35.99999999998715,-156.00000000000057,95.00000000000064,469.0000000000083,-62.000000000006494,142.99999999999312,-266.999999999995,,257.99999999998715
2020.11.16,40.99999999999682,-248.00000000000378,242.99999999999324,472.00000000000574,364.9999999999931,352.9999999999922,-170.00000000000347,,1055.999999999974
2020.11.16,18.999999999991246,-253.99999999999866,242.99999999999324,387.000000000004,366.999999999984,303.9999999999932,-178.99999999999582,,886.9999999999712
2020.11.16,30.9999999999917,-263.0000000000021,307.99999999999716,390.0000000000015,548.9999999999995,351.0000000000013,-83.9999999999952,,1281.9999999999939
2020.11.16,100.99999999999909,-258.9999999999981,326.9999999999995,364.00000000000875,624.0000000000023,434.000000000001,-42.999999999993044,,1548.0000000000193
2020.11.16,171.99999999999704,-236.99999999999832,343.9999999999999,402.9999999999978,692.9999999999881,483.0000000000001,22.0000000000109,,1879.9999999999955
2020.11.16,200.9999999999934,-234.99999999999633,320.9999999999935,432.0000000000102,619.9999999999983,401.99999999999125,-18.999999999991246,,1721.999999999999
2020.11.16,183.9999999999975,-287.0000000000039,384.9999999999909,408.00000000000836,692.9999999999881,473.0000000000012,8.000000000008,,1863.99999999999
2020.11.16,198.99999999999807,-251.00000000000122,351.99999999999676,502.00000000000244,629.9999999999973,451.0000000000014,5.000000000010552,,1888.0000000000052
2020.11.16,192.99999999999784,-212.00000000000108,308.9999999999926,642.9999999999936,478.0000000000006,375.9999999999986,-5.999999999994898,,1780.9999999999873
2020.11.16,206.99999999999363,-192.99999999999872,278.00000000000045,665.0000000000044,400.00000000000034,353.99999999999875,-22.999999999995246,,1688.0000000000034
2020.11.16,169.9999999999875,-234.99999999999633,287.9999999999994,570.0000000000039,415.99999999999415,341.99999999999784,-76.0000000000094,,1474.999999999977
2020.11.16,125.99999999999056,-233.00000000000543,271.9999999999945,519.0000000000028,356.00000000000074,274.9999999999919,-99.99999999998899,,1214.999999999986
2020.11.16,128.99999999999068,-219.99999999999798,273.9999999999965,551.0000000000126,365.99999999999966,259.9999999999936,-73.99999999999629,,1285.9999999999986
2020.11.16,168.99999999999693,-209.9999999999991,274.9999999999919,551.9999999999969,380.9999999999869,247.99999999999267,-52.000000000007596,,1362.9999999999588
2020.11.16,155.9999999999917,-190.99999999999673,239.0000000000003,473.99999999999665,293.99999999999426,200.99999999999562,-83.9999999999952,,1088.9999999999866
2020.11.16,210.99999999999852,-192.99999999999872,258.9999999999981,527.9999999999951,426.9999999999996,215.99999999999397,-53.999999999998494,,1393.9999999999884
2020.11.16,262.00000000000045,-192.99999999999872,239.99999999999577,476.9999999999941,404.9999999999887,288.9999999999948,-86.0000000000083,,1393.9999999999668
2020.11.16,268.99999999999125,-202.9999999999976,232.99999999999432,221.00000000000452,465.99999999998863,337.99999999999386,-116.00000000000499,,1207.99999999997
2020.11.16,333.999999999989,-163.00000000000205,251.99999999999667,141.00000000001333,565.9999999999999,375.9999999999986,-19.999999999997797,,1485.9999999999977
2020.11.16,263.9999999999958,-168.00000000000148,286.99999999999284,42.0000000000087,680.9999999999983,429.99999999999704,29.999999999996696,,1565.9999999999877
2020.11.16,173.99999999999238,-170.99999999999892,222.99999999999542,-154.99999999999403,483.99999999999557,361.9999999999957,-79.99999999999119,,836.999999999995
2020.11.16,144.99999999999602,-187.00000000000384,183.99999999999528,-80.99999999999774,312.00000000000114,302.9999999999977,-177.00000000000495,,498.9999999999837
2020.11.16,52.99999999999727,-183.99999999999528,170.99999999999892,93.00000000000975,221.00000000000452,231.99999999999886,-192.99999999999872,,393.00000000001535
2020.11.16,110.99999999999,-305.99999999999517,250.9999999999901,21.00000000000435,358.9999999999982,229.99999999999687,-249.99999999999466,,415.99999999998965
2020.11.16,-325.00000000000284,-451.9999999999969,420.9999999999936,62.000000000006494,639.9999999999961,193.99999999999417,-195.9999999999962,,343.9999999999944
2020.11.16,-214.00000000001285,-424.00000000000216,359.99999999999363,-180.0000000000024,513.9999999999923,103.99999999999298,-255.00000000000523,,-95.00000000004374
2020.11.16,-181.0000000000116,-465.0000000000043,408.9999999999927,-473.99999999999665,671.9999999999837,91.99999999999208,-235.00000000000742,,-182.0000000000514
2020.11.16,-285.0000000000108,-443.0000000000045,413.99999999999216,-182.99999999999983,622.9999999999958,58.99999999999794,-191.99999999999218,,-7.000000000021345
2020.11.16,-124.00000000000944,-465.9999999999998,425.99999999999307,-252.0000000000078,818.9999999999919,147.99999999999258,-208.99999999999253,,341.99999999996805
2020.11.16,-8.000000000009777,-439.99999999999596,454.9999999999943,-187.00000000000384,868.9999999999865,230.99999999999233,-114.99999999999844,,804.9999999999652
2020.11.16,131.00000000000023,-387.000000000004,392.9999999999989,-151.9999999999966,804.9999999999891,185.99999999999727,-139.00000000000023,,836.9999999999848
2020.11.16,134.9999999999909,-436.00000000000307,476.9999999999941,-347.9999999999928,1031.9999999999884,339.0000000000004,-73.99999999999629,,1124.9999999999816
2020.11.16,128.99999999999068,-577.0000000000052,530.9999999999926,-882.000000000005,1185.9999999999982,346.0000000000019,-208.99999999999253,,523.9999999999807
2020.11.16,146.0000000000008,-536.0000000000032,508.9999999999928,-591.0000000000082,1137.9999999999945,349.99999999999477,-181.9999999999933,,833.9999999999783
2020.11.16,171.99999999999704,-548.9999999999995,502.9999999999979,-682.9999999999892,1082.0000000000052,361.0000000000002,-212.99999999999653,,673.000000000015
2020.11.16,175.99999999998772,-500.00000000000045,476.9999999999941,-574.9999999999922,1031.9999999999884,370.9999999999991,-178.99999999999582,,801.9999999999809
