date,USDJPY,AUDCHF,NZDCHF,GBPAUD,EURNZD,NZDCAD,AUDNZD,empty,sum
2020.11.16,0.0,-150.00000000000568,-31.000000000003247,-11.999999999989797,-109.00000000000354,-3.0000000000085514,-238.99999999998923,,-544.0
2020.11.16,51.9999999999925,-104.00000000000409,19.999999999997797,456.9999999999963,-104.99999999999955,48.99999999999905,-212.99999999999653,,155.99999999998545
2020.11.16,35.99999999998715,-173.9999999999964,58.99999999999794,385.00000000001313,-119.00000000000244,75.9999999999983,-295.0000000000008,,-32.000000000003126
2020.11.16,25.99999999999625,-302.9999999999977,89.99999999999008,258.0000000000027,-73.99999999999629,131.99999999999878,-276.9999999999939,,-148.00000000000017
2020.11.16,6.999999999990791,-273.9999999999965,221.99999999999997,368.00000000001273,313.99999999999204,297.9999999999983,-187.00000000000384,,747.9999999999935
2020.11.16,-3.0000000000001137,-300.0000000000003,239.0000000000003,286.00000000000847,354.9999999999942,293.99999999999426,-188.9999999999947,,682.000000000002
2020.11.16,25.99999999999625,-299.00000000000483,297.9999999999983,259.9999999999936,506.9999999999908,325.99999999999295,-114.99999999999844,,1002.9999999999686
2020.11.16,94.99999999999886,-265.0000000000041,298.9999999999937,344.99999999999534,556.9999999999853,396.9999999999918,-76.99999999999375,,1350.9999999999673
2020.11.16,164.99999999999204,-261.0000000000001,312.9999999999966,353.0000000000033,608.9999999999928,400.9999999999958,-38.0000000000047,,1541.9999999999757
2020.11.16,174.99999999999716,-289.0000000000059,315.9999999999941,381.0000000000091,584.9999999999911,388.9999999999949,-34.000000000000696,,1522.9999999999798
2020.11.16,169.9999999999875,-304.9999999999997,351.99999999999676,394.00000000000546,627.9999999999841,451.0000000000014,-11.00000000000545,,1678.99999999997
2020.11.16,173.99999999999238,-260.00000000000466,308.9999999999926,497.99999999999847,461.99999999998465,359.99999999999363,-18.0000000000069,,1524.9999999999504
2020.11.16,185.99999999999284,-224.9999999999974,276.9999999999939,608.0000000000085,395.99999999999636,346.9999999999973,-46.999999999997044,,1541.9999999999943
2020.11.16,159.9999999999966,-236.99999999999832,263.99999999999756,561.0000000000115,351.99999999999676,324.9999999999975,-89.00000000000574,,1335.999999999996
2020.11.16,119.99999999999034,-243.99999999999977,265.99999999999955,510.00000000001046,343.00000000000443,268.0000000000016,-110.00000000001009,,1152.9999999999966
2020.11.16,121.99999999999989,-241.99999999999778,251.99999999999667,506.0000000000064,304.9999999999997,244.99999999999523,-110.99999999999443,,1077.000000000006
2020.11.16,128.99999999999068,-233.00000000000543,265.99999999999955,543.0000000000045,356.00000000000074,239.0000000000003,-89.99999999999008,,1210.0000000000002
2020.11.16,123.99999999999523,-214.99999999999852,239.0000000000003,449.0000000000105,293.99999999999426,200.99999999999562,-83.9999999999952,,1008.0000000000023
2020.11.16,134.9999999999909,-226.00000000000398,214.99999999999852,434.000000000001,228.99999999999034,174.99999999999181,-93.99999999999409,,867.9999999999745
2020.11.16,203.99999999999352,-207.00000000000162,208.99999999999253,422.00000000001125,339.99999999998477,209.9999999999991,-95.00000000000064,,1082.9999999999789
2020.11.16,250.99999999999056,-278.9999999999959,201.99999999999108,190.00000000000128,378.999999999996,261.0000000000001,-134.99999999999625,,868.9999999999869
2020.11.16,266.9999999999959,-231.0000000000034,210.99999999999451,99.00000000000463,394.9999999999898,312.00000000000114,-137.9999999999937,,914.9999999999891
2020.11.16,253.99999999999068,-266.999999999995,242.99999999999324,-58.000000000002494,565.9999999999999,368.9999999999971,-39.999999999995595,,1066.9999999999877
