date,USDCHF,GBPUSD,USDJPY,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPAUD,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.01.30,-15.999999999993797,-26.999999999999247,-21.000000000000796,-37.99999999999359,-95.99999999999609,-47.99999999998139,-88.99999999999864,-39.999999999995595,-34.000000000000696,-63.00000000000195,-103.99999999999298,-152.99999999998093,-187.99999999998818,-9.000000000000341,-27.000000000001023,-59.00000000001171,0.0,-51.000000000001044,-48.000000000003595,,-1110.9999999999416
2017.01.30,87.99999999999919,93.99999999999409,24.00000000000091,-61.999999999995396,-16.0000000000049,-33.99999999997849,-73.99999999999807,69.00000000000794,80.00000000000229,153.99999999999858,-9.999999999998899,-83.9999999999952,-139.00000000000023,28.000000000005798,64.99999999999773,63.99999999999295,17.999999999995797,-78.99999999999574,35.00000000000725,,221.0000000000356
2017.01.30,95.00000000000064,-222.00000000001108,-75.9999999999934,-47.9999999999925,-6.0000000000060005,-57.99999999998029,-108.99999999999466,70.99999999999883,75.00000000000284,163.99999999999747,-443.99999999999994,-165.9999999999995,-224.000000000002,-60.99999999999284,-16.999999999995907,-8.000000000009777,8.999999999992347,-120.99999999999334,82.00000000000429,,-1063.9999999999752
2017.01.30,70.99999999999883,-224.000000000002,-191.99999999999307,-20.999999999993246,3.999999999992898,-29.999999999996696,-195.99999999999795,68.00000000000139,26.000000000003798,136.00000000000279,-563.0000000000024,-179.99999999998016,-289.0000000000059,-107.99999999998988,-117.00000000000443,-86.00000000001273,40.99999999999105,-93.99999999999409,49.99999999999449,,-1703.9999999999875
2017.01.30,-0.999999999995449,-232.00000000000998,-182.00000000000216,-19.999999999997797,-60.99999999999994,-59.99999999999339,-135.99999999999568,35.00000000000725,-29.999999999996696,68.00000000000139,-585.9999999999976,-268.9999999999859,-428.9999999999905,-113.99999999999011,-143.99999999999125,-133.00000000000978,83.9999999999952,-73.00000000000084,55.000000000005045,,-2227.999999999948
2017.01.30,41.9999999999976,-177.00000000000495,-171.99999999999704,-9.999999999998899,-36.0000000000027,-67.9999999999792,-155.9999999999917,43.00000000000415,-10.999999999994348,82.99999999999974,-465.99999999998863,-269.9999999999925,-414.00000000000324,-114.99999999999488,-137.00000000000045,-134.00000000000034,61.999999999995396,-48.000000000003595,97.00000000001374,,-1886.9999999999418
2017.01.30,-12.999999999996348,-154.0000000000097,-313.99999999999295,-52.99999999999194,-31.000000000003247,-95.999999999985,-225.9999999999991,14.999999999998348,-17.000000000000348,64.99999999999284,-479.99999999999153,-373.00000000000114,-445.0000000000065,-222.99999999999898,-206.99999999999363,-204.00000000000773,17.999999999995797,-87.00000000000374,86.0000000000083,,-2738.999999999987
2017.01.30,-39.999999999995595,-204.00000000000418,-411.9999999999919,-51.99999999999649,-19.999999999997797,-121.99999999999989,-295.99999999999227,21.00000000000435,-42.999999999993044,58.000000000002494,-482.00000000000466,-400.00000000000034,-540.9999999999915,-268.0000000000007,-301.9999999999925,-283.00000000000125,19.999999999997797,-88.99999999999464,86.0000000000083,,-3368.9999999999445
2017.01.30,-24.000000000001798,-173.00000000000094,-376.99999999999534,-31.999999999998696,-1.0000000000065512,-114.99999999999844,-292.99999999999216,9.999999999998899,-51.000000000001044,60.99999999999994,-527.9999999999951,-406.9999999999796,-551.9999999999969,-263.9999999999958,-302.99999999999727,-246.00000000000932,68.99999999999685,-78.99999999999574,52.000000000007596,,-3252.9999999999613
2017.01.30,-9.00000000000345,-141.00000000001333,-435.99999999999284,-39.999999999995595,4.999999999999449,-115.99999999998278,-345.9999999999894,45.000000000006146,-34.000000000000696,86.99999999999264,-417.0000000000007,-343.99999999998875,-523.9999999999911,-277.000000000001,-340.0000000000034,-294.00000000001114,63.99999999999739,-54.999999999993946,58.000000000002494,,-3113.99999999997
