date,EURCHF,CHFJPY,NZDCHF,EURCAD,empty,sum
2017.06.05,-39.999999999995595,-3.0000000000001137,-72.0000000000054,-28.000000000005798,,-143.0000000000069
2017.06.05,-42.0000000000087,53.00000000001148,15.999999999993797,4.000000000004,,31.000000000000583
2017.06.05,-55.99999999998939,267.0000000000101,-4.000000000004,86.0000000000083,,293.000000000025
2017.06.05,-55.99999999998939,312.0000000000118,70.99999999999883,59.99999999999339,,387.00000000001467
2017.06.05,-42.0000000000087,287.00000000000614,77.00000000000485,141.99999999999767,,463.99999999999994
2017.06.05,-36.999999999998145,295.0000000000017,56.99999999999594,204.99999999998852,,519.9999999999881
2017.06.05,-29.999999999996696,192.00000000000728,75.9999999999983,78.00000000000028,,316.00000000000915
2017.06.05,-25.999999999992696,246.00000000000932,129.9999999999968,83.9999999999952,,434.00000000000864
2017.06.05,-35.999999999991594,269.00000000000546,129.00000000000134,72.99999999998974,,435.000000000005
2017.06.05,-29.999999999996696,302.0000000000067,90.99999999999665,21.999999999988695,,384.99999999999534
2017.06.05,-29.999999999996696,320.0000000000074,75.9999999999983,42.0000000000087,,408.0000000000177
2017.06.05,-35.00000000000725,336.00000000001273,7.0000000000014495,17.000000000000348,,325.0000000000073
2017.06.05,-46.999999999997044,350.0000000000085,-4.999999999999449,-93.00000000000975,,205.0000000000023
2017.06.05,-39.999999999995595,316.0000000000025,-0.999999999995449,-163.00000000000205,,112.00000000000944
2017.06.05,-38.0000000000047,348.0000000000132,-63.00000000000195,-175.99999999999838,,71.00000000000816
2017.06.05,-60.99999999999994,283.00000000000125,-63.99999999999739,-229.99999999999687,,-71.99999999999295
2017.06.05,-66.99999999999484,333.0000000000126,-21.999999999999797,-198.99999999999363,,45.00000000002436
2017.06.05,-62.000000000006494,333.0000000000126,-26.999999999999247,-239.99999999999577,,4.000000000011113
2017.06.05,-53.999999999998494,296.0000000000065,-21.999999999999797,-252.0000000000078,,-31.999999999999602
2017.06.05,-45.99999999999049,287.00000000000614,-22.999999999995246,-249.99999999999466,,-31.99999999997428
2017.06.05,-80.99999999999774,257.000000000005,36.0000000000027,-269.9999999999925,,-57.99999999998252
2017.06.05,-110.00000000001009,234.99999999999943,36.999999999998145,-276.9999999999939,,-115.00000000000642
2017.06.05,-72.99999999998974,245.00000000000455,73.99999999999629,-275.000000000003,,-28.99999999999193
2017.06.05,-52.000000000007596,263.00000000000523,78.99999999999574,-350.9999999999902,,-60.99999999999682
2017.06.05,-11.00000000000545,239.00000000000432,85.99999999999719,-391.9999999999924,,-77.99999999999636
2017.06.05,1.0000000000065512,267.0000000000101,124.99999999999733,-381.0000000000091,,12.000000000004889
2017.06.05,18.0000000000069,209.00000000000318,126.0000000000039,-581.9999999999936,,-228.99999999997965
2017.06.05,51.000000000001044,171.00000000000648,131.00000000000333,-625.9999999999932,,-272.9999999999823
2017.06.05,9.999999999998899,151.00000000001046,168.00000000000148,-574.0000000000078,,-244.99999999999704
2017.06.05,5.000000000010552,104.00000000001342,160.00000000000458,-453.99999999999886,,-184.99999999997033
2017.06.05,2.999999999997449,129.0000000000049,185.00000000000182,-448.000000000004,,-130.99999999999983
2017.06.05,-21.00000000000435,148.00000000001035,207.00000000000162,-446.9999999999974,,-112.99999999998977
2017.06.05,-5.000000000010552,181.0000000000116,210.99999999999451,-459.99999999999375,,-72.99999999999818
2017.06.05,-1.0000000000065512,171.00000000000648,202.0000000000022,-261.0000000000001,,111.00000000000205
2017.06.05,15.999999999993797,112.99999999999955,215.99999999999397,-273.9999999999965,,70.99999999999085
2017.06.05,-1.0000000000065512,69.00000000000261,207.99999999999707,-290.9999999999968,,-15.000000000003695
