date,GBPCHF,EURCHF,GBPCAD,empty,sum
2019.06.24,0.0,-13.999999999980695,-120.99999999999334,,-134.99999999997402
2019.06.24,39.999999999995595,14.000000000002899,14.000000000002899,,68.00000000000139
2019.06.24,79.00000000000685,67.00000000001705,60.99999999999994,,207.00000000002385
2019.06.24,121.99999999999989,68.00000000000139,81.00000000001995,,271.00000000002126
2019.06.24,180.0000000000024,126.0000000000039,86.0000000000083,,392.00000000001455
2019.06.24,184.00000000000637,137.00000000000932,65.00000000000395,,386.00000000001967
2019.06.24,165.9999999999995,163.00000000000205,-9.999999999998899,,319.0000000000026
2019.06.24,180.0000000000024,174.00000000000747,-49.99999999999449,,304.0000000000154
2019.06.24,224.000000000002,199.00000000001583,-34.000000000000696,,389.00000000001717
2019.06.24,232.99999999999432,192.99999999999872,-62.99999999999084,,363.0000000000022
2019.06.24,231.0000000000034,192.00000000001438,-75.99999999998718,,347.0000000000306
2019.06.24,260.0000000000158,211.00000000000563,-75.99999999998718,,395.0000000000342
2019.06.24,338.0000000000161,282.0000000000045,-21.999999999988695,,598.0000000000318
2019.06.24,330.0000000000081,287.9999999999994,-65.99999999998829,,552.0000000000192
2019.06.24,375.9999999999986,296.0000000000074,-44.99999999998394,,627.0000000000219
2019.06.24,371.00000000001023,279.00000000000705,-28.999999999990145,,621.0000000000272
2019.06.24,402.9999999999978,279.00000000000705,-52.99999999999194,,629.0000000000128
2019.06.24,414.00000000000324,318.00000000001825,-115.99999999998278,,616.0000000000387
2019.06.24,417.0000000000007,314.99999999999864,-80.99999999999774,,651.0000000000016
2019.06.24,407.0000000000018,312.00000000000114,-91.99999999998099,,627.0000000000219
2019.06.24,283.000000000011,297.9999999999983,-283.99999999999534,,297.000000000014
2019.06.24,185.99999999999727,292.00000000000335,-395.99999999999636,,82.00000000000426
2019.06.24,80.99999999999774,249.00000000001032,-307.99999999999716,,22.000000000010914
2019.06.24,18.0000000000069,224.000000000002,-406.9999999999796,,-164.9999999999707
2019.06.24,83.9999999999952,248.00000000000378,-358.9999999999982,,-26.999999999999204
2019.06.24,89.00000000000574,198.00000000000927,-224.99999999998633,,62.00000000002868
2019.06.24,69.00000000000794,165.9999999999995,-230.9999999999812,,4.000000000026233
2019.06.24,25.00000000000835,173.00000000000094,-292.9999999999877,,-94.99999999997843
2019.06.24,-4.000000000004,158.0000000000137,-274.9999999999808,,-120.9999999999711
2019.06.24,66.00000000001049,143.00000000000423,-160.99999999998892,,48.00000000002581
2019.06.24,-38.0000000000047,160.00000000000458,-201.99999999999108,,-79.99999999999119
2019.06.24,-158.99999999999804,92.00000000000318,-295.0000000000008,,-361.9999999999957
2019.06.24,-313.99999999999204,56.000000000011596,-507.9999999999973,,-765.9999999999777
2019.06.24,-275.000000000003,55.000000000005045,-448.9999999999883,,-668.9999999999862
2019.06.24,-360.9999999999891,2.0000000000131024,-395.99999999999636,,-754.9999999999724
2019.06.24,-546.000000000002,-217.99999999998488,-467.99999999997954,,-1231.9999999999663
2019.06.24,-590.0000000000016,-218.99999999999142,-348.9999999999993,,-1157.9999999999923
2019.06.24,-583.9999999999845,-238.99999999998923,-319.999999999987,,-1142.9999999999607
2019.06.24,-493.99999999999443,-191.99999999999218,-320.9999999999935,,-1006.9999999999801
2019.06.24,-377.9999999999894,-108.99999999998133,-280.9999999999979,,-767.9999999999686
2019.06.24,-303.9999999999932,-91.99999999998099,-299.99999999998914,,-695.9999999999634
2019.06.24,-280.9999999999979,-78.99999999998464,-292.9999999999877,,-652.9999999999702
2019.06.24,-307.99999999999716,-88.99999999998354,-292.9999999999877,,-689.9999999999684
2019.06.24,-341.99999999999784,-98.99999999998244,-300.99999999999574,,-741.999999999976
2019.06.24,-351.99999999999676,-106.99999999999044,-263.99999999999756,,-722.9999999999848
2019.06.24,-364.9999999999931,-112.99999999998533,-293.99999999999426,,-771.9999999999727
2019.06.24,-365.99999999999966,-117.99999999999588,-298.9999999999826,,-782.9999999999782
2019.06.24,-397.0000000000029,-119.00000000000244,-356.9999999999851,,-872.9999999999905
2019.06.25,-524.9999999999977,-156.99999999998494,-454.9999999999832,,-1136.999999999966
2019.06.25,-533.0000000000057,-156.99999999998494,-444.9999999999843,,-1134.999999999975
