date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,AUDCHF,NZDCHF,GBPAUD,EURNZD,AUDCAD,AUDNZD,empty,sum
2016.05.30,-16.0000000000049,-10.000000000021103,14.999999999987246,40.99999999999682,51.000000000001044,17.000000000000348,20.0000000000089,18.999999999991246,19.00000000000235,44.99999999998394,46.999999999997044,25.00000000000835,-15.00000000000945,,257.99999999994185
2016.05.30,-23.00000000000635,-11.00000000000545,15.999999999993797,13.999999999995794,-4.000000000004,25.00000000000835,51.000000000001044,14.999999999998348,55.000000000005045,57.00000000001815,120.00000000000898,-0.999999999995449,-53.00000000001415,,261.0000000000041
2016.05.30,-51.000000000001044,-28.000000000005798,-6.000000000017103,-97.00000000000841,241.00000000000233,50.0000000000056,56.0000000000005,68.99999999999685,85.00000000000173,133.99999999998968,150.99999999999002,229.00000000000142,-6.000000000017103,,826.9999999999386
2016.05.30,-50.0000000000056,-93.00000000000975,-21.00000000000435,-298.0000000000018,245.99999999999068,53.00000000000304,68.00000000000139,70.99999999999883,95.00000000000064,-1.0000000000065512,209.9999999999991,225.00000000000853,-30.0000000000189,,474.9999999999553
2016.05.30,-65.00000000000395,-135.00000000001845,-50.0000000000167,-403.0000000000058,276.9999999999939,53.999999999998494,77.00000000000485,81.9999999999932,112.99999999999643,-52.99999999999194,278.00000000000045,248.99999999999923,-49.00000000001015,,374.9999999999395
2016.05.30,-62.000000000006494,-159.00000000002024,-46.0000000000127,-350.9999999999991,228.00000000000597,19.00000000000235,21.00000000000435,43.999999999999595,58.99999999999794,-206.00000000001728,126.99999999998823,169.00000000000804,-13.000000000018552,,-170.0000000000678
2016.05.30,-72.0000000000054,-51.000000000001044,-110.00000000001009,-378.0000000000001,392.9999999999989,-35.999999999991594,-84.99999999999064,-2.000000000002,-44.99999999999504,-194.99999999998963,-39.999999999995595,212.00000000000108,78.99999999998464,,-329.9999999999964
2016.05.30,-65.99999999999939,-28.000000000005798,-97.9999999999981,-323.0000000000075,483.0000000000112,-34.000000000000696,-58.99999999999794,0.0,-21.00000000000435,-152.0000000000188,4.000000000004,284.0000000000065,34.99999999998504,,24.99999999997413
2016.05.30,-87.00000000000374,65.99999999998829,-119.00000000000244,-448.0000000000075,659.999999999994,-251.99999999999667,-134.0000000000008,-213.00000000000762,-80.00000000000229,-661.9999999999848,-133.00000000000534,114.99999999999844,-179.00000000001802,,-1466.0000000000487
2016.05.30,-21.999999999999797,-9.000000000014552,-80.99999999999774,-418.99999999999693,558.9999999999984,-161.00000000000003,-56.0000000000005,-163.00000000000205,-46.999999999997044,-499.9999999999893,-18.999999999991246,169.00000000000804,-153.00000000000313,,-901.9999999999859
