date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,AUDCHF,NZDCHF,GBPAUD,EURNZD,AUDCAD,AUDNZD,empty,sum
2016.05.30,-24.000000000001798,-19.00000000001345,-17.000000000000348,0.0,-25.00000000000835,-51.99999999999649,-17.999999999995797,-11.00000000000545,-7.9999999999968985,-19.999999999997797,-2.999999999997449,-59.99999999999339,-43.999999999999595,,-301.0000000000068
2016.05.30,-36.0000000000027,-26.999999999999247,8.999999999992347,9.000000000000341,-22.999999999995246,2.999999999997449,7.0000000000014495,0.0,19.999999999997797,-30.999999999981043,25.00000000000835,-22.999999999995246,-89.00000000000574,,-155.99999999998147
2016.05.30,-65.99999999999939,-36.0000000000138,-14.000000000002899,-131.00000000000023,-4.000000000004,24.000000000001798,31.000000000003247,15.999999999993797,56.99999999999594,44.99999999998394,79.99999999999119,-0.999999999995449,-60.99999999999994,,-60.000000000045816
2016.05.30,-74.00000000000739,-96.00000000000719,-36.999999999998145,-381.0000000000002,198.99999999999363,9.00000000000345,50.0000000000056,41.9999999999976,80.00000000000229,-78.99999999998464,153.00000000000313,175.00000000000293,-89.00000000000574,,-47.999999999994685
2016.05.30,-68.99999999999685,-156.00000000000057,-60.000000000015596,-418.99999999999693,174.99999999999181,39.00000000000014,64.0000000000085,66.99999999999484,94.00000000000519,-77.00000000001594,208.99999999999253,213.00000000000762,-70.99999999999883,,8.999999999975842
2016.05.30,-70.99999999999883,-216.00000000001617,-52.000000000007596,-433.00000000000693,187.00000000000384,4.000000000004,10.000000000010001,20.999999999993246,45.000000000006146,-280.0000000000136,97.9999999999981,148.0000000000037,-112.000000000001,,-651.0000000000251
2016.05.30,-80.00000000000229,-179.00000000001802,-117.00000000001154,-415.9999999999968,228.00000000000597,-36.999999999998145,-90.99999999999665,-4.000000000004,-51.000000000001044,-234.99999999998522,-53.999999999998494,164.00000000000858,-55.000000000005045,,-927.0000000000025
2016.05.30,-85.99999999999719,-72.0000000000054,-148.00000000001478,-450.00000000000284,371.99999999999454,-136.99999999999824,-147.99999999999258,-101.00000000000664,-102.00000000000209,-437.99999999998283,-160.00000000000458,119.00000000000244,3.999999999981796,,-1347.0000000000282
2016.05.30,-90.99999999999665,-40.0000000000178,-121.00000000001555,-454.9999999999983,479.99999999999153,-278.00000000000045,-153.99999999999858,-235.00000000000742,-100.99999999999554,-747.0000000000088,-211.99999999998997,89.00000000000574,-203.00000000001984,,-2068.000000000052
2016.05.30,-97.9999999999981,-34.000000000000696,-148.00000000001478,-456.00000000000307,529.0000000000017,-264.999999999993,-145.9999999999906,-226.99999999999943,-127.99999999999478,-724.9999999999978,-225.99999999999287,84.0000000000063,-219.00000000001364,,-2058.999999999991
