,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,['EURJPY'],100.0,0.6662597619047662,B
1,1,GBPUSD,50,"['CHFJPY', 'USDCAD', 'GBPJPY', 'GBPUSD', 'EURJPY', 'USDCHF', 'EURUSD', 'USDJPY']",100.0,-0.0028173110223110335,S
2,2,EURUSD,10,['EURJPY'],100.0,-0.6680862301587378,S
3,3,USDJPY,20,"['CADCHF', 'AUDCAD']",80.0,0.9991094444444443,B
4,4,USDCAD,10,"['CHFJPY', 'EURJPY']",100.0,0.9976,B
5,5,AUDUSD,10,"['CHFJPY', 'USDCAD', 'GBPJPY', 'GBPUSD']",100.0,-1.0,S
6,6,NZDUSD,10,"['CHFJPY', 'USDCAD', 'GBPJPY', 'GBPUSD']",100.0,-0.9999,S
7,7,EURCHF,10,"['EURNZD', 'AUDCAD', 'EURAUD']",80.0,-0.99295,S
8,8,CHFJPY,10,['EURJPY'],80.0,-0.6688998809523853,S
9,9,CADCHF,20,"['GBPAUD', 'EURAUD', 'AUDCAD', 'AUDCHF']",80.0,0.36279243506493125,B
10,10,AUDCHF,10,['USDCAD'],80.0,-0.9930299999999997,S
11,11,NZDCHF,10,['USDCAD'],100.0,-0.9906899999999997,S
12,12,GBPJPY,10,"['USDCHF', 'EURUSD', 'CHFJPY', 'USDJPY', 'EURCAD']",80.0,-0.9005,S
13,13,GBPCAD,30,"['EURCHF', 'GBPCAD']",80.0,0.9822285910413113,B
14,14,GBPAUD,15,"['NZDJPY', 'AUDJPY']",80.0,1.0,B
15,15,EURJPY,10,['EURJPY'],80.0,-0.328928373015874,S
16,16,EURAUD,10,"['USDCAD', 'NZDCAD', 'AUDUSD', 'NZDUSD']",80.0,0.989520000000001,B
17,17,EURNZD,10,"['USDCAD', 'NZDCAD', 'AUDUSD', 'NZDUSD']",80.0,0.9900400000000009,B
18,18,CADJPY,10,['AUDNZD'],100.0,0.6671753174603238,B
19,19,AUDJPY,10,"['CHFJPY', 'EURJPY']",100.0,-0.6012354761904988,S
20,20,NZDJPY,10,"['CHFJPY', 'EURJPY']",80.0,-0.596603055555579,S
21,21,AUDCAD,10,"['USDCAD', 'NZDCAD', 'AUDUSD', 'NZDUSD']",80.0,-0.9901800000000006,S
22,22,NZDCAD,15,"['CHFJPY', 'USDCAD', 'GBPJPY', 'GBPUSD', 'NZDCAD']",80.0,-0.9992,S
23,23,AUDNZD,10,"['EURGBP', 'GBPCHF']",100.0,0.9929699999999997,B
