date,GBPAUD,empty,sum
2015.11.02,355.0000000000164,,355.0000000000164
2015.11.02,276.9999999999939,,276.9999999999939
2015.11.02,421.0000000000047,,421.0000000000047
2015.11.02,471.0000000000214,,471.0000000000214
2015.11.02,642.0000000000314,,642.0000000000314
2015.11.02,729.0000000000241,,729.0000000000241
2015.11.02,564.000000000009,,564.000000000009
2015.11.02,831.0000000000261,,831.0000000000261
2015.11.02,750.0000000000284,,750.0000000000284
2015.11.02,903.0000000000093,,903.0000000000093
2015.11.02,805.9999999999956,,805.9999999999956
2015.11.02,816.0000000000167,,816.0000000000167
2015.11.02,758.9999999999985,,758.9999999999985
2015.11.02,808.0000000000088,,808.0000000000088
2015.11.02,701.0000000000183,,701.0000000000183
2015.11.02,791.0000000000306,,791.0000000000306
2015.11.02,883.0000000000116,,883.0000000000116
2015.11.02,859.000000000032,,859.000000000032
2015.11.02,683.9999999999957,,683.9999999999957
2015.11.02,849.0000000000109,,849.0000000000109
2015.11.02,973.0000000000239,,973.0000000000239
2015.11.02,743.9999999999891,,743.9999999999891
2015.11.02,480.99999999999807,,480.99999999999807
2015.11.02,-95.00000000000064,,-95.00000000000064
2015.11.02,-90.99999999997443,,-90.99999999997443
2015.11.02,161.99999999999548,,161.99999999999548
2015.11.02,316.99999999998954,,316.99999999998954
2015.11.02,188.9999999999947,,188.9999999999947
2015.11.02,146.00000000002387,,146.00000000002387
2015.11.02,105.00000000002174,,105.00000000002174
2015.11.02,324.9999999999975,,324.9999999999975
2015.11.02,270.99999999999903,,270.99999999999903
2015.11.02,369.0000000000193,,369.0000000000193
2015.11.02,475.0000000000032,,475.0000000000032
2015.11.02,368.00000000001273,,368.00000000001273
2015.11.02,961.9999999999961,,961.9999999999961
2015.11.02,750.9999999999906,,750.9999999999906
2015.11.02,816.0000000000167,,816.0000000000167
2015.11.02,801.0000000000073,,801.0000000000073
2015.11.02,808.0000000000088,,808.0000000000088
2015.11.02,886.0000000000312,,886.0000000000312
2015.11.02,850.0000000000174,,850.0000000000174
2015.11.02,866.9999999999956,,866.9999999999956
2015.11.02,904.0000000000159,,904.0000000000159
2015.11.02,967.9999999999911,,967.9999999999911
2015.11.02,1036.999999999999,,1036.999999999999
2015.11.02,1203.0000000000207,,1203.0000000000207
2015.11.02,1198.9999999999945,,1198.9999999999945
2015.11.03,1176.0000000000214,,1176.0000000000214
2015.11.03,1101.0000000000186,,1101.0000000000186
2015.11.03,1214.0000000000039,,1214.0000000000039
2015.11.03,1426.0000000000161,,1426.0000000000161
2015.11.03,1408.0000000000314,,1408.0000000000314
2015.11.03,1706.9999999999918,,1706.9999999999918
2015.11.03,1744.0000000000123,,1744.0000000000123
2015.11.03,1624.0000000000255,,1624.0000000000255
2015.11.03,1774.9999999999932,,1774.9999999999932
2015.11.03,1815.0000000000332,,1815.0000000000332
2015.11.03,2637.0000000000005,,2637.0000000000005
2015.11.03,2661.0000000000246,,2661.0000000000246
2015.11.03,2798.999999999996,,2798.999999999996
2015.11.03,2803.0000000000223,,2803.0000000000223
2015.11.03,2621.0000000000286,,2621.0000000000286
2015.11.03,2551.0000000000146,,2551.0000000000146
2015.11.03,2574.999999999994,,2574.999999999994
2015.11.03,2838.0000000000296,,2838.0000000000296
2015.11.03,2801.000000000009,,2801.000000000009
2015.11.03,2351.9999999999986,,2351.9999999999986
2015.11.03,2761.0000000000136,,2761.0000000000136
2015.11.03,2312.0000000000027,,2312.0000000000027
2015.11.03,2139.000000000024,,2139.000000000024
2015.11.03,2333.0000000000073,,2333.0000000000073
2015.11.03,2342.000000000022,,2342.000000000022
2015.11.03,2110.000000000012,,2110.000000000012
2015.11.03,2159.000000000022,,2159.000000000022
2015.11.03,2255.000000000029,,2255.000000000029
2015.11.03,2382.0000000000173,,2382.0000000000173
2015.11.03,2347.00000000001,,2347.00000000001
2015.11.03,2248.99999999999,,2248.99999999999
2015.11.03,2332.000000000001,,2332.000000000001
2015.11.03,2342.000000000022,,2342.000000000022
2015.11.03,2222.9999999999973,,2222.9999999999973
2015.11.03,2110.000000000012,,2110.000000000012
2015.11.03,2104.000000000017,,2104.000000000017
2015.11.03,2164.0000000000105,,2164.0000000000105
2015.11.03,2157.000000000009,,2157.000000000009
2015.11.03,2384.0000000000305,,2384.0000000000305
2015.11.03,2486.0000000000327,,2486.0000000000327
2015.11.03,2530.00000000001,,2530.00000000001
2015.11.03,2445.0000000000305,,2445.0000000000305
2015.11.03,2499.000000000029,,2499.000000000029
2015.11.03,2412.9999999999986,,2412.9999999999986
2015.11.03,2549.0000000000014,,2549.0000000000014
2015.11.03,2539.0000000000246,,2539.0000000000246
2015.11.03,2432.9999999999964,,2432.9999999999964
2015.11.03,2300.000000000013,,2300.000000000013
2015.11.04,2359.0,,2359.0
2015.11.04,2225.0000000000105,,2225.0000000000105
2015.11.04,2275.999999999989,,2275.999999999989
2015.11.04,2418.0000000000314,,2418.0000000000314
2015.11.04,2475.000000000005,,2475.000000000005
2015.11.04,2377.9999999999914,,2377.9999999999914
2015.11.04,2564.000000000011,,2564.000000000011
2015.11.04,2971.0000000000127,,2971.0000000000127
2015.11.04,3108.000000000022,,3108.000000000022
2015.11.04,3279.999999999994,,3279.999999999994
2015.11.04,3150.0000000000305,,3150.0000000000305
2015.11.04,2987.9999999999905,,2987.9999999999905
2015.11.04,2940.9999999999936,,2940.9999999999936
2015.11.04,2876.000000000012,,2876.000000000012
2015.11.04,2777.999999999992,,2777.999999999992
2015.11.04,2933.00000000003,,2933.00000000003
2015.11.04,2906.000000000031,,2906.000000000031
2015.11.04,2836.0000000000164,,2836.0000000000164
2015.11.04,2925.000000000022,,2925.000000000022
2015.11.04,2999.000000000018,,2999.000000000018
2015.11.04,2778.999999999998,,2778.999999999998
2015.11.04,2316.000000000029,,2316.000000000029
2015.11.04,2522.000000000002,,2522.000000000002
2015.11.04,2334.0000000000136,,2334.0000000000136
2015.11.04,2356.0000000000246,,2356.0000000000246
2015.11.04,2445.9999999999927,,2445.9999999999927
2015.11.04,2542.0,,2542.0
2015.11.04,2489.0000000000077,,2489.0000000000077
2015.11.04,2436.000000000016,,2436.000000000016
2015.11.04,2275.999999999989,,2275.999999999989
2015.11.04,2256.9999999999977,,2256.9999999999977
2015.11.04,1912.0000000000025,,1912.0000000000025
2015.11.04,2111.000000000018,,2111.000000000018
2015.11.04,2171.000000000012,,2171.000000000012
2015.11.04,2045.00000000003,,2045.00000000003
2015.11.04,1831.0000000000048,,1831.0000000000048
2015.11.04,1596.0000000000196,,1596.0000000000196
2015.11.04,1747.0000000000318,,1747.0000000000318
2015.11.04,1828.0000000000296,,1828.0000000000296
2015.11.04,1991.9999999999939,,1991.9999999999939
2015.11.04,1741.999999999999,,1741.999999999999
2015.11.04,1820.0000000000216,,1820.0000000000216
2015.11.04,1824.0000000000034,,1824.0000000000034
2015.11.04,1738.0000000000173,,1738.0000000000173
2015.11.04,1768.9999999999984,,1768.9999999999984
2015.11.04,1764.00000000001,,1764.00000000001
2015.11.04,1976.0000000000223,,1976.0000000000223
2015.11.04,1669.0000000000093,,1669.0000000000093
2015.11.05,1374.0000000000307,,1374.0000000000307
2015.11.05,1394.9999999999907,,1394.9999999999907
2015.11.05,1106.000000000007,,1106.000000000007
2015.11.05,1252.000000000031,,1252.000000000031
2015.11.05,1424.000000000003,,1424.000000000003
2015.11.05,1458.0000000000036,,1458.0000000000036
2015.11.05,1519.0000000000036,,1519.0000000000036
2015.11.05,1615.000000000011,,1615.000000000011
2015.11.05,1669.0000000000093,,1669.0000000000093
2015.11.05,1683.0000000000123,,1683.0000000000123
2015.11.05,1676.000000000011,,1676.000000000011
2015.11.05,1886.00000000001,,1886.00000000001
2015.11.05,1650.0000000000182,,1650.0000000000182
2015.11.05,1711.000000000018,,1711.000000000018
2015.11.05,1543.9999999999898,,1543.9999999999898
2015.11.05,1634.000000000002,,1634.000000000002
2015.11.05,1383.000000000001,,1383.000000000001
2015.11.05,1356.0000000000016,,1356.0000000000016
2015.11.05,1598.0000000000327,,1598.0000000000327
2015.11.05,1144.999999999996,,1144.999999999996
2015.11.05,1249.0000000000111,,1249.0000000000111
2015.11.05,1286.9999999999936,,1286.9999999999936
2015.11.05,1200.0000000000011,,1200.0000000000011
2015.11.05,1184.9999999999916,,1184.9999999999916
2015.11.05,1217.0000000000236,,1217.0000000000236
2015.11.05,1407.000000000025,,1407.000000000025
2015.11.05,1293.000000000033,,1293.000000000033
2015.11.05,1293.9999999999952,,1293.9999999999952
2015.11.05,3051.0000000000036,,3051.0000000000036
2015.11.05,2954.9999999999964,,2954.9999999999964
2015.11.05,3455.9999999999923,,3455.9999999999923
2015.11.05,4111.00000000002,,4111.00000000002
