date,USDCHF,EURUSD,USDCAD,EURCHF,CADCHF,AUDCHF,GBPCAD,GBPAUD,EURCAD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.08.27,-58.99999999999794,-66.99999999999484,-102.00000000000209,-63.99999999999739,-48.99999999999905,-107.00000000000153,-215.00000000000963,-217.0000000000005,-131.99999999999878,-38.000000000010914,-79.9999999999983,0.0,-119.99999999999788,-12.000000000012001,,-1262.000000000021
2018.08.27,-98.99999999999353,-82.00000000000429,-86.0000000000083,-62.000000000006494,-61.999999999995396,-19.00000000000235,-189.00000000001694,-222.00000000001108,-129.00000000000134,-22.00000000000557,-156.0000000000059,49.99999999999449,-170.99999999999892,-32.0000000000098,,-1281.0000000000655
2018.08.27,-100.00000000000009,-114.99999999999844,-41.000000000002146,-55.000000000005045,-53.999999999998494,-4.000000000004,-153.00000000000313,-209.00000000001472,-120.00000000000898,-23.000000000010346,-150.99999999999625,91.99999999999208,-210.99999999999451,-35.00000000000725,,-1179.0000000000516
2018.08.27,-103.99999999999298,-127.00000000001043,-52.000000000007596,-55.000000000005045,-65.00000000000395,-4.999999999999449,-158.99999999999804,-211.00000000000563,-160.00000000000458,15.000000000000568,-144.99999999999602,95.00000000000064,-212.99999999999653,-36.0000000000138,,-1222.000000000033
2018.08.27,-112.99999999999643,-171.99999999999437,-65.00000000000395,-92.00000000000318,-80.00000000000229,-4.000000000004,-215.00000000000963,-230.00000000001907,-225.99999999999287,18.000000000000682,-153.0000000000058,131.99999999999878,-235.99999999999176,-38.0000000000047,,-1474.0000000000286
2018.08.27,-207.00000000000162,-371.99999999999454,-53.00000000001415,-192.99999999999872,-90.0000000000012,1.999999999990898,-236.00000000001398,-223.00000000001762,-378.999999999996,-67.00000000000728,-236.0000000000042,141.00000000000225,-251.99999999999667,-32.0000000000098,,-2197.0000000000628
2018.08.27,-156.00000000000057,-287.9999999999994,4.999999999988347,-177.99999999998929,-56.99999999999594,41.9999999999976,-173.00000000000094,-133.00000000000534,-280.9999999999979,-82.99999999999841,-224.99999999999432,136.00000000000279,-230.99999999999233,14.999999999987246,,-1606.9999999999984
2018.08.27,-165.9999999999995,-302.0000000000023,20.999999999982144,-160.00000000000458,-60.99999999999994,11.999999999989797,-180.0000000000024,-168.0000000000126,-289.9999999999903,-55.00000000000682,-204.00000000000773,105.99999999999498,-228.99999999999034,38.99999999998904,,-1637.0000000000605
2018.08.27,-135.99999999999167,-202.00000000001327,-9.000000000014552,-104.99999999999955,-53.00000000000304,-20.0000000000089,-116.00000000000499,-222.00000000001108,-153.00000000000313,-12.000000000000455,-102.00000000000387,88.99999999999464,-135.99999999999167,58.000000000002494,,-1119.000000000049
2018.08.27,-122.99999999999534,-158.99999999999804,-84.0000000000174,-99.99999999998899,-63.99999999999739,-60.00000000000449,-189.00000000001694,-359.0000000000204,-209.9999999999991,33.999999999991815,-81.00000000000307,19.00000000000235,-156.00000000000057,-1.0000000000065512,,-1533.000000000054
2018.08.27,-146.99999999999713,-209.9999999999991,-52.000000000007596,-120.00000000000898,-78.00000000000028,-101.00000000000664,-206.00000000001728,-462.0000000000068,-252.0000000000078,39.00000000000148,-39.00000000000148,-23.00000000000635,-181.9999999999933,-92.00000000000318,,-1925.0000000000541
2018.08.27,-131.99999999999878,-178.99999999999582,-85.00000000000173,-89.99999999999008,-102.99999999999754,-126.0000000000039,-262.00000000000665,-526.0000000000042,-211.00000000000563,183.9999999999975,49.99999999999716,-31.999999999998696,-169.99999999999238,-104.00000000001519,,-1786.0000000000157
2018.08.27,-136.99999999999824,-180.0000000000024,-46.999999999997044,-79.99999999999119,-77.00000000000485,-81.00000000000884,-259.0000000000092,-464.00000000001995,-190.00000000000128,167.99999999999216,-1.0000000000047748,29.999999999996696,-190.99999999999673,-65.00000000000395,,-1574.0000000000498
2018.08.27,-123.99999999999079,-182.99999999999983,-41.000000000002146,-93.99999999999409,-56.99999999999594,-29.000000000001247,-258.0000000000027,-395.000000000012,-190.00000000000128,141.9999999999959,-43.00000000000637,54.999999999993946,-222.99999999999542,-76.0000000000094,,-1516.0000000000216
2018.08.27,-86.99999999999264,-103.00000000000864,-60.99999999999994,-90.99999999999665,-48.000000000003595,-41.000000000002146,-242.00000000000887,-420.00000000002035,-133.00000000000534,135.99999999999568,3.0000000000001137,34.000000000000696,-183.99999999999528,-65.00000000000395,,-1302.0000000000407
