date,EURUSD,USDCAD,AUDUSD,AUDCHF,AUDJPY,NZDCAD,AUDNZD,empty,sum
2015.10.26,-106.99999999999044,0.0,-82.99999999999974,-73.00000000000084,-16.000000000005343,-8.999999999992347,-141.99999999999767,,-429.99999999998636
2015.10.26,-154.99999999999403,-1.0000000000065512,-143.9999999999997,-136.99999999999824,-85.00000000000796,3.0000000000085514,-188.9999999999947,,-707.9999999999925
2015.10.26,-156.99999999998494,17.000000000000348,-156.00000000000057,-136.00000000000279,-115.99999999999966,86.0000000000083,-185.99999999999727,,-647.9999999999766
2015.10.26,-171.99999999999437,55.000000000005045,-133.00000000000534,-134.0000000000008,-79.00000000000773,80.00000000000229,-211.99999999998997,,-594.9999999999909
2015.10.26,-241.00000000000233,56.99999999999594,-217.0000000000005,-185.99999999999727,-28.000000000005798,95.00000000000064,-263.99999999999756,,-784.0000000000068
2015.10.26,-228.99999999999034,66.99999999999484,-223.00000000000654,-219.00000000000253,-46.999999999997044,133.00000000000534,-331.999999999999,,-849.9999999999952
2015.10.26,-207.00000000000162,2.999999999997449,-353.99999999999875,-304.00000000000426,-140.00000000000057,181.00000000000892,-337.0000000000095,,-1158.0000000000084
2015.10.26,-215.99999999999397,-12.000000000012001,-380.999999999998,-331.0000000000035,-203.00000000000296,197.00000000000273,-336.00000000000296,,-1282.0000000000107
2015.10.26,-265.99999999998846,0.0,-363.99999999999767,-265.0000000000041,-210.99999999999852,268.0000000000016,-280.9999999999979,,-1118.999999999985
2015.10.26,-283.99999999999534,-12.000000000012001,-384.00000000000654,-239.99999999999577,-213.99999999999864,317.0000000000006,-221.00000000000452,,-1038.000000000012
2015.10.26,-313.99999999999204,-137.00000000000932,-548.9999999999995,-402.00000000000233,-408.00000000000125,339.0000000000004,-306.9999999999906,,-1777.9999999999948
2015.10.26,-314.99999999999864,-137.00000000000932,-536.0000000000032,-363.99999999999767,-397.00000000000557,403.0000000000089,-249.00000000001032,,-1595.000000000016
2015.10.26,-320.9999999999935,-158.99999999999804,-545.0000000000066,-351.0000000000013,-370.00000000000455,391.000000000008,-276.00000000000955,,-1631.0000000000057
2015.10.26,-320.9999999999935,-168.0000000000126,-545.0000000000066,-348.9999999999993,-381.0000000000002,404.99999999999983,-218.99999999999142,,-1578.0000000000039
2015.10.26,-314.99999999999864,-158.0000000000137,-509.9999999999993,-306.00000000000625,-311.00000000000705,412.00000000000125,-195.9999999999962,,-1384.0000000000198
2015.10.26,-315.99999999998295,-148.00000000001478,-507.0000000000019,-302.0000000000023,-308.9999999999975,391.000000000008,-171.99999999999437,,-1362.9999999999857
2015.10.26,-353.0000000000033,-134.99999999999625,-443.0000000000045,-295.99999999999625,-253.0000000000001,433.0000000000056,-126.0000000000039,,-1172.9999999999986
2015.10.26,-286.99999999999284,-127.99999999999478,-484.00000000000665,-383.0,-311.00000000000705,417.0000000000007,-160.99999999998892,,-1336.9999999999895
2015.10.26,-383.99999999998437,-119.00000000000244,-497.000000000003,-372.0000000000057,-287.00000000000614,331.0000000000035,-296.9999999999917,,-1624.99999999999
2015.10.26,-414.9999999999876,-178.99999999999582,-538.0000000000051,-363.0000000000022,-269.00000000000546,246.00000000000176,-411.0000000000058,,-1929.0000000000005
2015.10.26,-488.9999999999839,-182.99999999999983,-545.0000000000066,-380.999999999998,-277.000000000001,143.00000000000423,-530.0000000000082,,-2261.9999999999936
2015.10.26,-427.99999999998397,-290.9999999999968,-570.9999999999993,-467.0000000000063,-234.99999999999943,174.00000000000747,-479.99999999999153,,-2297.99999999997
2015.10.26,-390.9999999999858,-239.00000000001143,-533.0000000000057,-500.00000000000045,-323.0000000000075,89.00000000000574,-526.9999999999886,,-2423.9999999999936
2015.10.26,-252.99999999999213,-286.00000000000847,-473.0000000000012,-509.00000000000387,-287.9999999999967,31.000000000003247,-527.9999999999951,,-2305.999999999994
2015.10.26,-265.99999999998846,-286.00000000000847,-472.00000000000574,-551.9999999999969,-278.0000000000058,31.000000000003247,-489.99999999999045,,-2312.9999999999927
2015.10.26,-332.9999999999833,-286.00000000000847,-461.0000000000003,-553.0000000000035,-236.99999999999477,97.00000000000264,-425.99999999999307,,-2198.9999999999804
2015.10.26,-271.99999999998334,-357.00000000000733,-501.000000000007,-683.0000000000002,-242.00000000000443,99.00000000000463,-428.00000000000614,,-2384.0000000000036
2015.10.26,-245.99999999999068,-337.0000000000095,-478.0000000000006,-631.0000000000038,-209.00000000000318,125.00000000000844,-344.99999999999534,,-2120.9999999999945
2015.10.26,-200.99999999998454,-356.00000000000074,-544.0,-817.9999999999965,-286.00000000000136,181.00000000000892,-339.0000000000004,,-2362.9999999999745
2015.10.26,-167.9999999999904,-268.0000000000016,-509.9999999999993,-797.9999999999987,-225.9999999999991,251.00000000000122,-299.00000000000483,,-2017.9999999999927
2015.10.26,-92.99999999998754,-209.9999999999991,-478.0000000000006,-812.999999999997,-233.0000000000041,312.00000000000114,-242.00000000000887,,-1756.9999999999961
2015.10.26,-262.999999999991,-280.0000000000136,-500.00000000000045,-816.0000000000056,-221.00000000000364,304.9999999999997,-214.00000000000307,,-1989.0000000000173
2015.10.26,-441.99999999998687,-270.99999999999903,-561.0000000000003,-707.000000000002,-158.00000000000125,382.00000000000455,-202.9999999999976,,-1959.9999999999827
2015.10.26,-424.00000000000216,-323.0000000000066,-600.999999999996,-726.9999999999999,-281.0000000000059,397.0000000000029,-201.99999999999108,,-2160.9999999999986
2015.10.26,-472.9999999999901,-311.0000000000168,-519.9999999999983,-695.0000000000011,-239.00000000000432,376.00000000000966,-178.99999999999582,,-2040.9999999999973
2015.10.26,-470.9999999999992,-329.00000000000153,-519.9999999999983,-709.9999999999995,-216.00000000000819,359.0000000000093,-139.00000000000023,,-2025.9999999999977
2015.10.26,-512.9999999999857,-453.0000000000145,-570.9999999999993,-750.0000000000063,-245.00000000000455,397.0000000000029,-86.99999999999264,,-2222.0000000000005
2015.10.26,-476.9999999999941,-428.00000000000614,-539.999999999996,-773.9999999999969,-278.0000000000058,359.0000000000093,-90.99999999999665,,-2228.999999999987
2015.10.26,-610.9999999999837,-400.00000000000034,-544.0,-775.0000000000034,-260.9999999999957,340.00000000000693,-95.00000000000064,,-2345.9999999999764
2015.10.26,-485.99999999998647,-384.00000000000654,-455.0000000000054,-783.9999999999958,-240.99999999999966,322.00000000000006,-92.00000000000318,,-2119.999999999997
2015.10.26,-470.9999999999992,-292.00000000000335,-478.9999999999961,-773.0000000000015,-265.00000000000057,346.0000000000019,-93.99999999999409,,-2027.9999999999927
2015.10.26,-419.9999999999982,-165.9999999999995,-441.0000000000025,-789.0000000000064,-246.9999999999999,477.0000000000052,-68.00000000000139,,-1654.0000000000025
2015.10.26,-434.000000000001,-53.999999999998494,-409.0000000000038,-744.9999999999957,-168.00000000000637,495.000000000001,-39.999999999995595,,-1355.0000000000002
2015.10.26,-448.9999999999883,-48.000000000003595,-404.0000000000044,-705.0000000000001,-152.00000000000102,472.00000000000574,-72.99999999998974,,-1358.9999999999814
2015.10.26,-500.9999999999959,-59.000000000009045,-395.0000000000009,-695.9999999999966,-143.00000000000068,457.0000000000074,-45.000000000006146,,-1382.000000000002
