date,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,AUDCAD,AUDNZD,empty,sum
2015.08.03,-96.99999999999153,-1.9999999999953388,-59.000000000009045,0.0,-196.99999999998053,-75.00000000000284,-152.99999999999204,-56.0000000000005,-34.000000000000696,0.0,-373.9999999999633,-259.0000000000092,-69.99999999999318,-58.000000000002494,-442.9999999999934,-103.99999999999298,-43.99999999999693,0.0,-269.9999999999925,,-2294.9999999999163
2015.08.03,-64.99999999998174,-1.0000000000047748,-67.00000000001705,15.00000000000945,-152.99999999998093,-63.00000000000195,-129.9999999999968,-18.999999999991246,34.99999999999615,-9.000000000014552,-209.9999999999991,-252.0000000000078,26.00000000001046,7.0000000000014495,-451.0000000000014,18.999999999991246,-33.00000000000125,47.9999999999925,-156.99999999998494,,-1459.9999999999825
2015.08.03,-111.99999999997878,46.00000000000648,-78.00000000000028,77.00000000000485,32.0000000000098,-126.0000000000039,-65.99999999999939,13.00000000000745,23.999999999990695,-81.00000000001728,-193.99999999998306,-295.000000000023,25.000000000005684,-22.999999999995246,-474.999999999981,89.00000000000574,-4.9999999999954525,112.000000000001,-297.9999999999983,,-1334.999999999944
2015.08.03,-60.99999999999994,33.00000000000125,-65.00000000000395,12.000000000000899,63.000000000013046,-111.00000000000554,-59.99999999999339,-5.999999999994898,20.999999999993246,-104.00000000001342,-157.99999999996928,-319.0000000000026,33.999999999991815,-52.000000000007596,-431.99999999998795,340.00000000000693,-63.00000000000239,35.999999999991594,-373.99999999998545,,-1265.9999999999677
2015.08.03,-25.999999999992696,52.00000000000671,15.999999999993797,30.000000000007798,121.00000000001555,-84.0000000000063,-39.999999999995595,8.000000000008,-10.000000000010001,-224.00000000001796,-21.99999999996649,-383.0000000000222,44.999999999987494,48.99999999998794,-407.99999999998613,364.00000000000875,-48.00000000000182,-13.00000000000745,-380.00000000000256,,-952.9999999999932
2015.08.03,-80.99999999999774,96.9999999999942,109.99999999998789,66.00000000001049,134.00000000001188,-19.00000000000235,-122.99999999999534,-61.999999999995396,-50.0000000000056,-354.0000000000134,154.0000000000319,-620.0000000000206,58.9999999999975,140.99999999999113,-531.9999999999991,398.00000000000944,-39.99999999999204,-104.99999999999955,-397.99999999998727,,-1224.999999999974
2015.08.03,-134.99999999999625,171.00000000000648,307.99999999999716,118.00000000000699,43.999999999999595,90.0000000000012,-192.99999999999872,-129.9999999999968,-4.999999999999449,-248.99999999999523,348.00000000001495,-712.0000000000015,79.00000000000773,307.99999999999716,-636.9999999999986,431.0000000000036,-13.999999999995794,-70.0000000000034,-353.99999999998766,,-601.9999999999385
2015.08.03,-126.99999999998823,131.00000000000023,262.999999999991,96.00000000000719,-57.99999999998029,78.99999999999574,-163.99999999999747,-128.99999999999022,24.999999999997247,-221.00000000000364,263.99999999999756,-503.000000000009,139.00000000001,327.99999999999494,-598.999999999994,455.0000000000054,-51.00000000000193,-78.00000000000028,-390.9999999999858,,-540.9999999999515
2015.08.03,-72.99999999998974,57.00000000000216,246.99999999999721,47.00000000000814,-68.00000000000139,148.99999999999915,-134.99999999999625,-103.99999999999298,39.999999999995595,-167.0000000000016,338.00000000003826,-376.00000000002075,117.999999999995,370.999999999988,-509.99999999998823,459.99999999999375,-39.99999999999204,-138.00000000000477,-413.99999999998107,,-197.9999999999515
2015.08.03,-115.99999999998278,81.00000000000307,295.0000000000008,36.0000000000027,-46.999999999997044,132.99999999999423,-180.0000000000024,-256.99999999999613,41.9999999999976,-99.00000000001796,304.0000000000376,-482.00000000000466,48.00000000000182,326.9999999999884,-575.9999999999987,404.9999999999887,-49.99999999999716,-170.00000000000347,-414.9999999999876,,-720.9999999999732
2015.08.03,-125.99999999998168,87.99999999999386,290.9999999999968,84.0000000000063,-61.99999999998429,117.00000000000044,-152.99999999999204,-72.99999999998974,36.999999999998145,-88.99999999999864,287.000000000015,-442.00000000000904,58.9999999999975,319.0000000000026,-531.9999999999991,375.9999999999986,-0.999999999990564,-102.00000000000209,-322.00000000000006,,-243.99999999993798
2015.08.03,-111.99999999997878,103.9999999999992,282.0000000000045,82.00000000000429,-88.99999999998354,141.99999999999767,-171.99999999999437,-102.99999999999754,41.9999999999976,-117.00000000001864,319.0000000000026,-418.9999999999916,97.99999999998477,341.99999999999784,-529.999999999986,374.0000000000077,-21.000000000000796,-135.00000000000733,-361.9999999999957,,-274.9999999999581
2015.08.03,-107.99999999999699,84.00000000000318,244.9999999999841,95.00000000000064,-159.99999999998238,152.99999999999204,-197.99999999999818,-121.99999999999989,48.99999999999905,-134.00000000001455,300.00000000001137,-444.00000000002217,109.99999999998522,341.99999999999784,-621.9999999999892,523.9999999999911,17.000000000010118,-62.000000000006494,-349.99999999998363,,-281.00000000001876
2015.08.03,-77.99999999997809,103.9999999999992,229.99999999999687,100.00000000000009,-156.00000000000057,161.99999999999548,-224.000000000002,-137.9999999999937,73.99999999999629,-194.99999999999318,286.00000000000847,-500.9999999999959,205.99999999998886,414.9999999999876,-644.0000000000001,556.0000000000009,1.0000000000047748,-48.99999999999905,-333.9999999999899,,-184.9999999999739
2015.08.03,-42.999999999993044,106.99999999999932,278.9999999999848,135.00000000000733,-131.99999999999878,182.99999999999983,-251.99999999999667,-131.99999999999878,64.99999999999284,-187.00000000001182,371.99999999999454,-636.9999999999986,180.99999999998317,425.99999999999307,-732.9999999999836,591.9999999999925,48.00000000000182,-36.0000000000027,-319.0000000000026,,-83.00000000003737
2015.08.03,-102.99999999998644,118.99999999999977,265.99999999998846,104.00000000000409,-171.99999999999437,176.99999999999383,-278.9999999999959,-144.99999999999514,67.9999999999903,-167.0000000000016,328.00000000001717,-614.9999999999877,174.99999999998295,407.0000000000018,-710.999999999995,350.9999999999902,-0.999999999990564,-65.99999999999939,-259.9999999999936,,-523.999999999971
2015.08.03,-121.99999999999989,141.9999999999959,279.99999999999136,142.00000000000878,-197.99999999998707,192.99999999999872,-278.9999999999959,-89.99999999999008,61.999999999995396,-176.00000000001614,319.0000000000026,-607.9999999999864,180.99999999998317,390.0000000000015,-709.9999999999884,402.9999999999978,40.00000000000625,-14.000000000002899,-184.99999999999073,,-229.99999999997607
