date,GBPUSD,EURUSD,EURCHF,AUDCHF,EURJPY,EURCAD,EURAUD,empty,sum
2018.02.05,-56.000000000011596,-103.99999999999298,-48.000000000003595,-102.99999999999754,-188.99999999999295,-221.00000000000452,-123.00000000000644,,-844.0000000000097
2018.02.05,-6.000000000017103,-8.999999999992347,-15.00000000000945,-203.99999999999307,-132.99999999998136,-143.00000000000423,-192.99999999999872,,-702.9999999999962
2018.02.05,59.99999999999339,-64.99999999998174,24.000000000001798,-219.99999999999798,-105.99999999999454,-175.99999999999838,-398.00000000000944,,-880.9999999999869
2018.02.05,-116.00000000000499,-206.99999999997942,12.999999999996348,-239.0000000000003,-87.99999999999386,-236.00000000001398,-466.9999999999952,,-1339.9999999999914
2018.02.05,-147.00000000000824,-207.99999999998596,29.999999999996696,-208.99999999999253,-63.99999999999295,-226.00000000001506,-365.99999999999966,,-1189.9999999999977
2018.02.05,-214.00000000000307,-238.99999999998923,29.999999999996696,-173.00000000000094,67.00000000000728,-139.00000000000023,-313.99999999999204,,-981.9999999999815
2018.02.05,-212.00000000001216,-235.99999999999176,18.0000000000069,-120.99999999999334,123.00000000001887,-138.0000000000159,-209.9999999999991,,-775.9999999999865
2018.02.05,-148.00000000001478,-240.9999999999801,-22.999999999995246,-62.99999999999084,27.999999999991587,-73.00000000001194,-134.00000000001188,,-654.0000000000132
2018.02.05,-120.00000000000898,-203.99999999998198,-1.0000000000065512,-64.99999999999284,72.00000000000273,-56.000000000011596,-117.00000000001154,,-491.00000000001074
2018.02.05,-201.00000000000674,-279.99999999999136,-1.999999999990898,-92.99999999999864,79.00000000000773,-96.00000000000719,-175.99999999999838,,-768.9999999999854
2018.02.05,-248.00000000000378,-320.9999999999935,-12.999999999996348,-95.99999999999609,-31.00000000000591,-120.00000000000898,-184.99999999999073,,-1013.9999999999955
2018.02.05,-243.00000000001543,-291.9999999999812,22.999999999995246,-54.999999999993946,-14.999999999986358,-93.00000000000975,-55.000000000005045,,-729.9999999999965
2018.02.05,-185.00000000001293,-265.99999999998846,4.000000000004,-25.999999999992696,-13.999999999981583,-104.00000000001519,-45.000000000006146,,-635.9999999999931
2018.02.05,-196.0000000000184,-265.99999999998846,8.999999999992347,-50.99999999998994,-73.0000000000075,-103.00000000000864,-96.00000000000719,,-776.0000000000277
2018.02.05,-179.00000000001802,-267.99999999997937,11.00000000000545,-68.99999999999685,-87.99999999999386,-92.00000000000318,-66.00000000001049,,-750.9999999999962
2018.02.05,-270.99999999999903,-295.0000000000008,31.000000000003247,-12.999999999996348,-80.99999999998886,-109.00000000000354,55.000000000005045,,-682.9999999999802
2018.02.05,-214.00000000000307,-279.99999999999136,62.000000000006494,-41.9999999999976,-13.00000000000523,-125.00000000001954,12.999999999996348,,-599.000000000014
2018.02.05,-192.00000000001438,-229.99999999999687,56.99999999999594,8.000000000008,-26.999999999986812,-58.000000000002494,89.99999999999008,,-352.0000000000065
2018.02.05,-148.00000000001478,-282.9999999999888,-15.00000000000945,-14.999999999998348,-49.000000000006594,-76.0000000000094,31.000000000003247,,-555.0000000000241
2018.02.05,-38.0000000000047,-185.99999999999727,0.0,-17.000000000000348,21.000000000015007,-34.000000000000696,46.999999999997044,,-206.99999999999096
2018.02.05,-143.00000000000423,-209.9999999999991,93.99999999999409,-136.99999999999824,174.0000000000066,-93.00000000000975,-21.00000000000435,,-336.0000000000149
2018.02.05,-358.9999999999982,-335.9999999999808,103.00000000000864,-140.99999999999113,51.00000000001614,-179.00000000001802,-35.00000000000725,,-895.9999999999707
2018.02.05,-486.00000000000864,-404.9999999999887,72.99999999998974,-24.999999999997247,13.00000000000523,-144.0000000000108,103.99999999999298,,-870.0000000000174
2018.02.05,-419.9999999999982,-395.99999999999636,59.000000000009045,16.0000000000049,-3.9999999999906777,-100.0000000000112,175.99999999999838,,-668.9999999999841
2018.02.05,-304.9999999999997,-374.999999999992,-5.999999999994898,38.0000000000047,-4.9999999999954525,-173.00000000000094,62.99999999999084,,-762.9999999999875
2018.02.05,-199.00000000001583,-374.999999999992,-19.999999999997797,17.000000000000348,52.99999999999727,-232.00000000000998,46.999999999997044,,-709.000000000021
2018.02.05,-70.99999999999883,-279.99999999999136,8.000000000008,-0.999999999995449,104.00000000001342,-314.00000000001427,32.0000000000098,,-521.9999999999687
2018.02.05,24.000000000001798,-286.99999999999284,-45.000000000006146,59.000000000009045,106.99999999999932,-249.00000000001032,119.00000000000244,,-271.99999999999665
2018.02.05,434.000000000001,-159.99999999998238,-9.999999999998899,42.0000000000087,373.9999999999952,-267.0000000000172,114.99999999999844,,528.0000000000049
2018.02.05,532.9999999999835,-152.99999999998093,-31.000000000003247,35.00000000000725,330.0000000000125,-272.00000000000557,113.00000000000753,,555.000000000021
2018.02.05,468.9999999999861,-135.9999999999806,-131.99999999999878,111.00000000000554,241.00000000001387,-226.99999999999943,239.99999999999577,,566.0000000000225
2018.02.05,500.9999999999959,-143.99999999998857,-143.00000000000423,287.0000000000039,268.0000000000007,-251.00000000000122,459.99999999999375,,978.0000000000002
2018.02.05,597.9999999999874,-34.99999999998504,-73.99999999999629,274.00000000000756,390.99999999999113,-236.00000000001398,499.9999999999893,,1417.99999999998
2018.02.05,732.9999999999836,158.0000000000137,-252.0000000000078,301.0000000000068,325.00000000001705,-354.0000000000099,469.99999999999267,,1380.9999999999961
2018.02.05,757.999999999992,103.00000000000864,-360.0000000000048,347.0000000000084,51.00000000001614,-343.00000000000443,421.99999999998903,,978.000000000005
2018.02.05,729.0000000000018,48.000000000003595,-428.9999999999905,479.0000000000072,64.99999999999773,-363.0000000000022,558.9999999999984,,1088.0000000000161
2018.02.05,803.9999999999825,67.00000000001705,-436.9999999999985,501.000000000007,159.9999999999966,-413.00000000001893,530.9999999999926,,1212.9999999999782
2018.02.05,801.9999999999916,159.00000000002024,-419.9999999999982,424.00000000000216,277.00000000001523,-469.0000000000083,405.9999999999952,,1179.0000000000177
2018.02.05,717.9999999999964,123.00000000000644,-356.00000000000074,346.0000000000019,289.99999999999204,-581.0000000000093,259.0000000000092,,798.9999999999958
2018.02.05,665.9999999999889,42.0000000000087,-417.0000000000007,355.0000000000053,264.00000000001,-662.000000000007,242.99999999999324,,490.99999999999824
2018.02.05,695.9999999999856,56.000000000011596,-367.99999999999056,282.99999999999994,341.0000000000082,-674.000000000019,191.99999999999218,,525.999999999988
2018.02.05,804.9999999999891,90.00000000001229,-320.9999999999935,284.0000000000065,493.9999999999998,-670.000000000015,204.99999999998852,,886.9999999999876
2018.02.05,829.9999999999974,130.0000000000079,-314.99999999999864,209.00000000000364,495.00000000000455,-724.0000000000135,126.99999999998823,,751.9999999999895
2018.02.05,936.9999999999878,221.00000000000452,-215.99999999999397,73.00000000000084,766.9999999999959,-663.0000000000135,126.0000000000039,,1244.9999999999852
2018.02.05,746.9999999999866,125.00000000001954,-211.00000000000563,-51.99999999999649,873.9999999999952,-678.0000000000008,-2.999999999997449,,802.0000000000008
2018.02.05,1002.9999999999983,173.00000000000094,-69.00000000000794,-125.99999999999278,1027.0000000000152,-685.0000000000023,-195.9999999999962,,1127.0000000000155
2018.02.05,1175.9999999999993,394.00000000000546,157.99999999999147,-315.9999999999941,1578.000000000003,-668.0000000000019,-140.99999999999113,,2181.0000000000127
2018.02.05,1242.999999999994,397.0000000000029,391.000000000008,-507.9999999999973,1605.0000000000182,-580.0000000000027,-204.00000000000418,,2344.000000000019
2018.02.06,1330.9999999999934,548.9999999999995,557.9999999999918,-462.9999999999912,1902.9999999999916,-530.0000000000082,58.000000000002494,,3405.999999999979
2018.02.06,1296.9999999999925,476.0000000000098,560.0000000000049,-412.9999999999967,1800.0000000000114,-570.0000000000039,-9.999999999998899,,3140.000000000019
2018.02.06,1339.0000000000014,508.00000000001955,554.9999999999944,-408.9999999999927,1722.0000000000084,-575.9999999999987,18.999999999991246,,3158.0000000000236
2018.02.06,1387.9999999999893,535.0000000000188,571.9999999999948,-473.99999999999665,1776.0000000000105,-538.0000000000163,-39.999999999995595,,3219.0000000000045
2018.02.06,1342.9999999999832,517.0000000000119,417.0000000000007,-461.99999999999574,1723.0000000000132,-548.0000000000151,-4.000000000004,,2985.9999999999936
2018.02.06,1300.9999999999966,476.0000000000098,405.9999999999952,-431.99999999999903,1741.0000000000139,-660.0000000000161,-286.99999999999284,,2545.0000000000073
2018.02.06,1253.9999999999995,462.0000000000068,365.99999999999966,-378.999999999996,1817.0000000000073,-755.0000000000168,-242.99999999999324,,2522.0000000000073
2018.02.06,1290.9999999999977,470.9999999999992,426.9999999999996,-656.9999999999965,1930.0000000000068,-785.0000000000134,-431.0000000000036,,2245.99999999999
2018.02.06,1410.0000000000002,564.000000000009,638.0000000000052,-633.9999999999901,2504.000000000019,-787.0000000000043,-452.00000000000796,,3243.000000000031
2018.02.06,1403.999999999983,607.0000000000019,645.0000000000067,-522.9999999999957,2509.0000000000146,-680.9999999999983,-158.99999999999804,,3802.0000000000146
2018.02.06,1368.999999999998,555.0000000000166,675.0000000000034,-578.0000000000007,2367.999999999995,-618.0000000000074,-222.00000000001108,,3548.9999999999945
2018.02.06,1349.9999999999845,565.9999999999999,737.9999999999942,-668.9999999999974,2403.9999999999964,-636.0000000000143,-384.00000000000654,,3368.9999999999573
2018.02.06,1351.9999999999977,585.0000000000133,724.9999999999978,-752.9999999999926,2591.000000000008,-609.9999999999994,-578.0000000000118,,3312.0000000000123
2018.02.06,1482.99999999999,679.0000000000074,712.0000000000015,-768.9999999999975,2670.9999999999923,-641.0000000000027,-639.9999999999961,,3494.9999999999936
2018.02.06,1424.000000000003,596.0000000000188,656.9999999999965,-783.0000000000003,2277.999999999992,-612.0000000000125,-567.9999999999907,,2992.0000000000055
2018.02.06,1296.9999999999925,582.0000000000158,580.0000000000027,-566.9999999999953,2170.9999999999923,-612.0000000000125,-408.9999999999927,,3042.0000000000027
2018.02.06,1263.9999999999984,518.0000000000184,567.0000000000064,-691.9999999999926,2152.0000000000155,-686.0000000000089,-669.0000000000085,,2454.0000000000286
2018.02.06,1173.9999999999861,445.0000000000065,543.0000000000045,-619.9999999999983,2088.9999999999986,-690.0000000000128,-544.9999999999955,,2395.9999999999895
2018.02.06,1163.000000000003,300.00000000001137,158.99999999999804,-595.9999999999966,1814.9999999999977,-758.0000000000142,-628.9999999999907,,1454.0000000000089
2018.02.06,1292.9999999999886,356.00000000000074,201.99999999999108,-626.9999999999998,1718.0000000000177,-890.000000000013,-862.9999999999916,,1188.9999999999939
2018.02.06,1153.9999999999884,-1.999999999990898,65.99999999998829,-519.9999999999983,1242.0000000000186,-1097.0000000000146,-693.0000000000102,,149.99999999998158
2018.02.06,1156.999999999986,101.00000000001774,52.99999999999194,-391.9999999999924,1213.9999999999986,-973.0000000000016,-648.0000000000041,,511.99999999999613
2018.02.06,1022.9999999999961,137.00000000000932,18.0000000000069,-300.0000000000003,1311.000000000007,-768.0000000000131,-520.0000000000093,,900.9999999999966
2018.02.06,1036.999999999999,218.00000000000708,25.00000000000835,-334.9999999999964,1576.9999999999982,-773.0000000000015,-556.0000000000009,,1193.000000000014
2018.02.06,1072.9999999999907,237.00000000002052,38.0000000000047,-373.99999999999653,1781.000000000006,-835.000000000008,-594.99999999999,,1325.0000000000275
2018.02.06,1279.9999999999923,172.0000000000166,-55.000000000005045,-313.99999999999204,1461.0000000000127,-848.0000000000043,-594.0000000000057,,1102.0000000000146
