date,USDCAD,AUDCAD,AUDNZD,empty,sum
2017.04.10,-29.999999999996696,-63.99999999999739,100.0000000000112,,6.00000000001711
2017.04.10,-76.0000000000094,-124.00000000001299,94.00000000001629,,-106.00000000000611
2017.04.10,-49.99999999999449,-134.00000000001188,143.00000000000423,,-41.00000000000213
2017.04.10,-109.00000000000354,-190.00000000000128,134.00000000001188,,-164.99999999999295
2017.04.10,-163.00000000000205,-249.99999999999466,146.00000000000168,,-266.999999999995
2017.04.10,-129.00000000000134,-273.9999999999965,182.0000000000155,,-220.99999999998235
2017.04.10,-143.99999999998857,-260.0000000000158,187.00000000000384,,-217.00000000000054
2017.04.10,-211.99999999998997,-302.0000000000023,277.00000000001614,,-236.99999999997613
2017.04.10,-188.00000000001037,-310.0000000000103,334.00000000001205,,-164.00000000000864
2017.04.10,-228.99999999999034,-178.99999999999582,190.00000000000128,,-217.99999999998485
2017.04.10,-286.99999999999284,-78.00000000000028,68.00000000000139,,-296.9999999999917
2017.04.10,-262.00000000000665,-60.99999999999994,32.0000000000098,,-290.9999999999968
2017.04.10,-259.0000000000092,-83.00000000001084,12.999999999996348,,-329.0000000000237
2017.04.10,-245.0000000000063,-83.9999999999952,-14.999999999987246,,-343.99999999998875
2017.04.10,-242.99999999999324,-58.000000000002494,-71.99999999998319,,-372.9999999999789
2017.04.10,-235.99999999999176,-68.00000000000139,-75.99999999998718,,-379.99999999998033
2017.04.10,-251.00000000000122,-114.99999999999844,-73.99999999999629,,-439.99999999999596
2017.04.10,-215.00000000000963,-114.99999999999844,-124.99999999999733,,-455.0000000000054
2017.04.10,-239.99999999999577,-163.00000000000205,-122.99999999998423,,-525.999999999982
2017.04.10,-173.00000000000094,-107.00000000001265,-142.99999999998204,,-422.9999999999956
2017.04.10,-194.0000000000053,58.000000000002494,-251.00000000000122,,-387.000000000004
2017.04.10,-104.99999999999955,85.00000000000173,-209.9999999999991,,-229.9999999999969
2017.04.10,-127.99999999999478,83.9999999999952,-258.0000000000027,,-302.0000000000023
2017.04.10,-69.9999999999923,55.000000000005045,-195.9999999999962,,-210.99999999998346
2017.04.10,-18.999999999991246,100.99999999999554,-184.99999999999073,,-102.99999999998644
2017.04.10,25.999999999992696,75.99999999998718,-147.99999999999258,,-46.000000000012705
2017.04.10,-51.000000000001044,21.00000000000435,-92.00000000000318,,-121.99999999999989
2017.04.10,35.999999999991594,1.999999999990898,-36.999999999998145,,0.9999999999843467
2017.04.10,140.0000000000068,123.99999999999079,1.0000000000065512,,265.00000000000415
2017.04.10,134.99999999999625,134.99999999999625,-38.99999999998904,,231.00000000000347
2017.04.10,188.00000000001037,170.00000000000347,-24.999999999986144,,333.00000000002774
2017.04.10,306.9999999999906,287.9999999999994,-107.99999999999699,,486.999999999993
2017.04.10,317.9999999999961,228.99999999999034,-197.99999999998707,,348.9999999999993
2017.04.10,431.0000000000036,265.0000000000041,-227.99999999998377,,468.000000000024
2017.04.10,348.9999999999993,225.99999999999287,-214.99999999998744,,360.0000000000047
2017.04.10,339.0000000000004,190.99999999998562,-228.99999999999034,,300.9999999999957
2017.04.10,499.9999999999893,258.99999999998704,-245.99999999999068,,512.9999999999857
2017.04.10,472.9999999999901,268.9999999999859,-292.00000000000335,,449.99999999997266
2017.04.10,428.00000000000614,273.9999999999965,-293.99999999999426,,408.00000000000836
2017.04.10,534.9999999999966,306.00000000000625,-262.999999999991,,578.0000000000118
2017.04.10,585.9999999999976,330.9999999999924,-221.99999999998886,,695.0000000000011
2017.04.10,588.0000000000107,350.9999999999902,-227.99999999998377,,711.0000000000172
2017.04.10,638.9999999999895,343.00000000000443,-242.99999999999324,,739.0000000000007
2017.04.10,634.0000000000013,368.9999999999971,-205.99999999999508,,797.0000000000033
2017.04.10,622.0000000000115,373.99999999999653,-197.99999999998707,,798.0000000000209
2017.04.10,638.0000000000052,384.9999999999909,-182.99999999999983,,839.9999999999964
2017.04.10,652.0000000000082,415.99999999999415,-224.99999999998633,,843.0000000000159
2017.04.10,714.999999999999,430.9999999999925,-295.0000000000008,,850.9999999999906
2017.04.11,702.0000000000026,417.99999999999613,-264.9999999999819,,855.0000000000167
2017.04.11,658.0000000000031,346.9999999999973,-227.99999999998377,,777.0000000000167
2017.04.11,722.0000000000005,390.99999999999693,-224.000000000002,,888.9999999999952
2017.04.11,723.0000000000069,297.9999999999983,-170.99999999998784,,850.0000000000174
2017.04.11,722.0000000000005,333.9999999999899,-113.99999999999189,,941.9999999999985
2017.04.11,733.9999999999902,378.999999999996,-181.9999999999933,,930.9999999999931
2017.04.11,774.9999999999924,425.99999999999307,-129.99999999998568,,1070.9999999999998
2017.04.11,730.9999999999927,366.9999999999951,-44.99999999998394,,1053.0000000000039
2017.04.11,760.0000000000051,391.9999999999924,-82.99999999998863,,1069.0000000000089
2017.04.11,730.0000000000084,333.0000000000055,2.0000000000131024,,1065.000000000027
2017.04.11,676.9999999999943,392.9999999999989,-1.999999999990898,,1068.0000000000023
2017.04.11,670.9999999999993,439.99999999999596,-7.999999999985796,,1103.0000000000093
2017.04.11,716.9999999999899,429.99999999999704,-68.99999999998573,,1078.0000000000011
2017.04.11,678.0000000000008,459.99999999999375,-112.000000000001,,1025.9999999999936
2017.04.11,686.0000000000089,462.9999999999912,-73.99999999999629,,1075.0000000000036
2017.04.11,723.9999999999914,431.99999999999903,-110.99999999999443,,1044.999999999996
2017.04.11,697.9999999999986,422.9999999999956,-95.999999999985,,1025.0000000000093
2017.04.11,739.0000000000008,446.9999999999974,-75.99999999998718,,1110.000000000011
2017.04.11,787.0000000000043,428.9999999999905,-20.999999999982144,,1195.0000000000127
2017.04.11,767.9999999999909,443.99999999999994,-4.999999999988347,,1207.0000000000025
2017.04.11,734.9999999999968,415.99999999999415,-12.999999999996348,,1137.9999999999945
2017.04.11,797.0000000000033,387.99999999999943,73.00000000001194,,1258.0000000000146
2017.04.11,760.0000000000051,329.00000000000153,95.00000000000064,,1184.0000000000073
2017.04.11,724.9999999999978,348.9999999999993,43.999999999999595,,1117.9999999999968
2017.04.11,729.0000000000018,415.99999999999415,22.0000000000109,,1167.0000000000068
2017.04.11,706.999999999991,408.9999999999927,36.0000000000138,,1151.9999999999975
2017.04.11,727.0000000000109,385.99999999999744,104.99999999999955,,1218.000000000008
2017.04.11,757.999999999992,356.00000000000074,139.00000000000023,,1252.999999999993
2017.04.11,757.0000000000076,347.9999999999928,177.00000000000495,,1282.0000000000055
2017.04.11,758.9999999999985,356.9999999999962,151.9999999999966,,1267.9999999999914
2017.04.11,811.0000000000061,329.99999999998585,204.00000000000418,,1344.9999999999961
2017.04.11,695.0000000000011,313.99999999999204,178.00000000001148,,1187.0000000000045
2017.04.11,658.0000000000031,309.0000000000037,70.99999999999883,,1038.0000000000057
2017.04.11,519.0000000000028,435.9999999999919,-69.9999999999923,,885.0000000000025
2017.04.11,551.9999999999969,565.9999999999999,-119.00000000000244,,998.9999999999943
2017.04.11,482.00000000000466,539.0000000000006,-285.00000000000193,,736.0000000000033
2017.04.11,557.0000000000075,436.9999999999985,-255.99999999998957,,738.0000000000165
2017.04.11,607.0000000000019,409.99999999999926,-174.99999999999181,,842.0000000000093
2017.04.11,757.0000000000076,410.9999999999947,-123.99999999999079,,1044.0000000000114
2017.04.11,693.0000000000102,378.999999999996,-102.00000000000209,,970.0000000000043
2017.04.11,618.9999999999918,417.99999999999613,-144.99999999999514,,891.9999999999928
