date,USDCHF,USDJPY,EURCHF,CADCHF,EURGBP,GBPJPY,empty,sum
2020.11.02,-112.99999999999643,-165.99999999999682,-127.99999999999478,-130.0000000000079,-86.99999999999264,-8.99999999998613,,-632.9999999999746
2020.11.02,-115.99999999999389,-144.99999999999602,-85.00000000000173,-131.00000000000333,-7.0000000000014495,237.0000000000232,,-246.99999999997317
2020.11.02,-158.99999999999804,-203.99999999999352,-90.99999999999665,-126.0000000000039,-4.999999999999449,254.0000000000191,,-330.9999999999725
2020.11.02,-181.9999999999933,-159.9999999999966,-97.00000000001374,-1.0000000000065512,-53.999999999998494,123.99999999999523,,-370.0000000000134
2020.11.02,-182.99999999999983,-203.00000000000296,-109.00000000000354,-4.999999999999449,-47.9999999999925,164.0000000000157,,-383.9999999999825
2020.11.02,-195.9999999999962,-275.0000000000057,-103.00000000000864,-15.00000000000945,-68.00000000000139,260.0000000000193,,-397.00000000000193
2020.11.02,-190.99999999999673,-272.99999999999613,-104.00000000001519,-45.000000000006146,-68.00000000000139,247.0000000000141,,-434.0000000000015
2020.11.02,-163.99999999999747,-234.99999999999943,-94.00000000001629,-110.00000000001009,-44.99999999999504,259.00000000001455,,-389.00000000000375
2020.11.02,-173.9999999999964,-227.00000000000387,-93.00000000000975,-110.00000000001009,1.0000000000065512,272.0000000000198,,-330.99999999999375
2020.11.02,-168.99999999999693,-177.0000000000067,-97.9999999999981,-108.00000000000809,26.999999999999247,294.00000000001114,,-230.99999999999943
2020.11.02,-153.99999999999858,-183.9999999999975,-76.0000000000094,-101.00000000000664,31.999999999998696,318.00000000001205,,-165.0000000000013
2020.11.02,-170.99999999999892,-191.0000000000025,-78.00000000000028,-101.00000000000664,0.0,277.00000000001523,,-263.99999999999307
2020.11.02,-210.99999999999451,-243.99999999999977,-90.00000000001229,-113.00000000000753,-71.99999999999429,167.0000000000016,,-563.0000000000068
2020.11.02,-232.99999999999432,-268.0000000000007,-76.0000000000094,-95.00000000000064,-124.99999999999733,103.00000000000864,,-693.9999999999939
2020.11.02,-223.99999999999088,-257.000000000005,-68.00000000000139,-104.99999999999955,-90.99999999999665,116.00000000001387,,-628.9999999999795
2020.11.02,-213.99999999999199,-250.0,-75.00000000000284,-118.00000000000699,-131.99999999999878,73.0000000000075,,-715.9999999999931
2020.11.02,-197.99999999999818,-284.9999999999966,-70.0000000000145,-95.00000000000064,-185.00000000000182,22.999999999996135,,-810.0000000000157
2020.11.02,-193.99999999999417,-263.00000000000523,-72.0000000000054,-115.00000000000954,-173.00000000000094,34.99999999999659,,-782.0000000000186
