date,USDCHF,USDJPY,EURCHF,CADCHF,EURGBP,GBPJPY,empty,sum
2020.11.02,-87.99999999999919,-138.9999999999958,-75.00000000000284,-104.99999999999955,-3.999999999992898,250.0,,-160.99999999999028
2020.11.02,-102.99999999999754,-129.99999999999545,-62.000000000006494,-119.00000000000244,53.00000000000304,317.0000000000073,,-43.99999999999159
2020.11.02,-137.9999999999937,-129.99999999999545,-87.00000000001484,4.999999999999449,1.0000000000065512,271.000000000015,,-77.999999999983
2020.11.02,-173.9999999999964,-91.99999999999875,-90.00000000001229,75.9999999999983,-7.0000000000014495,163.0000000000109,,-123.99999999999966
2020.11.02,-162.99999999999093,-165.99999999999682,-72.0000000000054,-2.000000000002,0.0,260.9999999999957,,-141.99999999999943
2020.11.02,-179.99999999999127,-259.00000000000034,-99.00000000000463,3.999999999992898,-63.99999999999739,296.0000000000207,,-301.99999999998
2020.11.02,-153.99999999999858,-212.99999999999386,-79.00000000000685,-35.00000000000725,-27.999999999994696,301.00000000001614,,-207.99999999998516
2020.11.02,-156.99999999999602,-219.99999999999886,-78.00000000000028,-98.0000000000092,8.000000000008,352.00000000000387,,-192.9999999999925
2020.11.02,-167.9999999999904,-150.00000000000568,-86.0000000000083,-86.0000000000083,39.00000000000014,310.0000000000023,,-141.00000000001023
2020.11.02,-131.99999999999878,-173.00000000000182,-70.0000000000145,-81.00000000000884,48.000000000003595,381.0000000000002,,-27.000000000020066
2020.11.02,-153.99999999999858,-174.0000000000066,-70.99999999999883,-95.00000000000064,48.99999999999905,356.9999999999993,,-88.00000000000625
2020.11.02,-165.9999999999995,-189.00000000000716,-75.00000000000284,-85.00000000000173,7.0000000000014495,298.0000000000018,,-210.00000000000796
2020.11.02,-206.99999999999054,-239.99999999999488,-73.00000000001194,-82.00000000000429,-64.99999999999284,195.99999999999795,,-470.9999999999966
2020.11.02,-222.99999999999542,-231.99999999999932,-55.000000000005045,-81.00000000000884,-78.99999999999574,121.00000000000932,,-548.999999999995
