date,GBPUSD,USDJPY,NZDUSD,CHFJPY,EURGBP,GBPAUD,EURJPY,EURAUD,AUDJPY,empty,sum
2016.08.15,-15.00000000000945,-153.0000000000058,0.0,-197.9999999999933,0.0,-9.999999999998899,-158.00000000000125,-78.00000000000028,-216.00000000000819,,-828.000000000017
2016.08.15,-8.000000000008,-149.0000000000009,52.000000000007596,-191.0000000000025,99.00000000000463,-75.99999999998718,-143.99999999999125,-99.99999999998899,-210.99999999999852,,-727.9999999999652
2016.08.15,-2.0000000000131024,-164.00000000000148,69.00000000000794,-182.99999999999272,106.00000000000608,-139.00000000000023,-167.99999999999216,-180.99999999998673,-201.99999999999818,,-863.9999999999706
2016.08.15,97.9999999999981,-138.9999999999958,92.00000000000318,-156.99999999999648,160.00000000000458,87.99999999999919,-109.99999999999943,-22.999999999995246,-227.00000000000387,,-217.99999999998576
2016.08.15,121.99999999999989,-245.00000000000455,60.00000000000449,-224.00000000000375,153.99999999999858,24.000000000001798,-176.9999999999925,-75.00000000000284,-225.9999999999991,,-586.999999999998
2016.08.15,100.99999999999554,-301.00000000000193,70.0000000000034,-325.00000000000284,160.00000000000458,28.000000000005798,-278.99999999999636,-75.00000000000284,-299.0000000000066,,-920.0000000000013
2016.08.15,58.000000000002494,-278.99999999999636,8.000000000008,-265.99999999999113,129.00000000000134,-144.99999999999514,-239.00000000000432,-177.00000000000495,-245.00000000000455,,-1155.9999999999845
2016.08.15,63.99999999999739,-325.9999999999934,-48.99999999999905,-266.9999999999959,90.0000000000012,-387.99999999998835,-227.99999999999443,-312.00000000000114,-174.0000000000066,,-1589.9999999999802
2016.08.15,-95.00000000000064,-337.0000000000033,-35.999999999991594,-286.9999999999919,-9.00000000000345,-488.9999999999839,-268.0000000000007,-226.99999999999943,-221.00000000000364,,-1968.9999999999786
2016.08.15,-200.00000000000017,-334.99999999999375,-0.999999999995449,-289.0000000000015,-92.99999999999864,-580.999999999987,-274.0000000000009,-188.9999999999947,-240.99999999999966,,-2202.999999999972
2016.08.15,-192.99999999999872,-289.0000000000015,-36.999999999998145,-230.99999999999454,-92.99999999999864,-593.9999999999834,-179.00000000000205,-217.0000000000005,-212.0000000000033,,-2044.999999999981
2016.08.15,-69.00000000000794,-287.00000000000614,-182.99999999999983,-227.00000000000387,-12.000000000000899,-503.99999999999335,-176.9999999999925,-252.99999999999213,-176.00000000000193,,-1887.9999999999986
2016.08.15,-120.00000000000898,-240.99999999999966,-100.99999999999554,-168.99999999999693,-24.999999999997247,-499.9999999999893,-159.9999999999966,-211.00000000000563,-147.00000000000557,,-1673.9999999999955
2016.08.15,-139.00000000000023,-233.0000000000041,-119.99999999999788,-164.00000000000148,-43.999999999999595,-470.9999999999992,-152.9999999999916,-180.99999999998673,-167.0000000000016,,-1671.9999999999823
2016.08.15,-129.00000000000134,-195.99999999999795,-78.00000000000028,-147.99999999999613,-34.99999999999615,-414.00000000000324,-140.00000000000057,-157.99999999999147,-185.00000000000227,,-1482.999999999989
2016.08.15,-56.000000000011596,-206.00000000000307,-79.99999999999119,-152.9999999999916,21.00000000000435,-371.99999999999454,-146.99999999999136,-178.99999999999582,-164.00000000000148,,-1335.9999999999764
2016.08.15,-12.000000000012001,-221.00000000000364,-101.99999999999099,-167.99999999999216,46.999999999997044,-310.9999999999946,-140.99999999999113,-170.00000000000347,-185.00000000000227,,-1262.9999999999932
2016.08.15,-120.00000000000898,-170.0000000000017,-90.99999999999665,-138.9999999999958,-2.999999999997449,-220.99999999998232,-125.0,-52.99999999999194,-242.999999999995,,-1164.99999999997
2016.08.15,-144.0000000000108,-159.9999999999966,-104.99999999999955,-108.00000000000409,2.000000000002,-159.99999999998238,-108.00000000000409,2.999999999997449,-219.0000000000083,,-999.0000000000063
2016.08.15,-191.00000000000784,-64.00000000000716,-17.999999999995797,-55.999999999997385,-22.999999999995246,-156.00000000000057,-34.99999999999659,89.00000000000574,-234.00000000000887,,-688.0000000000036
2016.08.15,-248.00000000000378,-39.00000000000148,79.00000000000685,-60.99999999999284,-12.999999999996348,-75.99999999998718,-52.99999999999727,110.99999999999443,-302.0000000000067,,-601.9999999999843
2016.08.15,-140.0000000000068,-4.0000000000048885,133.00000000000534,-52.99999999999727,45.000000000006146,139.00000000000023,-21.000000000000796,209.9999999999991,-272.99999999999613,,36.00000000000489
2016.08.15,-185.99999999999727,-15.000000000000568,152.00000000000767,-103.9999999999992,63.00000000000195,141.00000000001333,-52.99999999999727,190.00000000000128,-299.99999999999716,,-111.99999999996726
2016.08.15,-40.0000000000178,10.99999999999568,192.00000000000327,-48.99999999999238,104.99999999999955,284.00000000001756,13.999999999995794,217.0000000000005,-272.00000000000557,,461.9999999999967
2016.08.15,7.999999999985796,128.0000000000001,246.00000000000176,64.00000000000716,143.9999999999997,297.9999999999983,126.99999999999534,124.00000000001299,-197.00000000000273,,941.9999999999984
2016.08.15,20.999999999982144,96.9999999999942,226.00000000000398,85.00000000000796,156.00000000000057,235.00000000000742,129.0000000000049,117.00000000001154,-126.99999999999534,,939.0000000000174
2016.08.15,-46.999999999997044,66.0000000000025,225.00000000000853,10.99999999999568,117.99999999999588,116.00000000000499,66.0000000000025,63.000000000013046,-159.00000000000603,,459.0000000000201
2016.08.15,-8.000000000008,10.000000000005116,195.00000000000074,-67.99999999999784,145.00000000000622,96.00000000000719,-1.9999999999953388,22.0000000000109,-167.0000000000016,,223.0000000000274
2016.08.15,-15.00000000000945,16.000000000005343,178.00000000000037,-82.99999999999841,141.99999999999767,116.00000000000499,-9.999999999990905,-12.999999999996348,-174.0000000000066,,157.00000000000665
2016.08.15,133.99999999998968,67.99999999999784,187.00000000000384,-75.9999999999934,284.0000000000065,331.0000000000146,15.000000000000568,-89.00000000000574,-147.00000000000557,,707.0000000000083
