date,EURUSD,NZDUSD,EURGBP,empty,sum
2015.06.22,-102.99999999998644,-22.999999999995246,-51.000000000001044,,-176.99999999998275
2015.06.22,-75.00000000000284,-12.999999999996348,-29.000000000001247,,-117.00000000000044
2015.06.22,-144.99999999999514,-49.99999999999449,-65.99999999999939,,-260.99999999998903
2015.06.22,-170.00000000000347,-33.9999999999896,-81.9999999999932,,-285.99999999998624
2015.06.22,-144.99999999999514,-42.999999999993044,-73.99999999999629,,-261.9999999999845
2015.06.22,-131.99999999999878,-64.99999999999284,-46.00000000000159,,-242.9999999999932
2015.06.22,-160.00000000000458,-70.99999999999883,-60.99999999999994,,-292.00000000000335
2015.06.22,-104.99999999999955,-80.99999999999774,-46.00000000000159,,-231.99999999999886
2015.06.22,-56.99999999999594,-17.999999999995797,-31.999999999998696,,-106.99999999999044
2015.06.22,-1.999999999990898,77.00000000000485,-15.999999999993797,,59.00000000002016
2015.06.22,-43.999999999999595,47.00000000000814,-32.999999999994145,,-29.999999999985597
2015.06.22,-4.000000000004,44.0000000000107,-29.000000000001247,,11.000000000005453
2015.06.22,17.000000000000348,42.0000000000087,-29.000000000001247,,30.000000000007798
2015.06.22,28.000000000005798,57.00000000000705,-20.999999999993246,,64.0000000000196
2015.06.22,72.0000000000054,107.00000000000153,-4.999999999999449,,174.00000000000747
2015.06.22,178.99999999999582,118.00000000000699,21.00000000000435,,318.00000000000716
2015.06.22,158.99999999999804,117.00000000000044,8.000000000008,,284.0000000000065
2015.06.22,168.99999999999693,162.0000000000066,1.0000000000065512,,332.00000000001006
2015.06.22,53.999999999998494,192.00000000000327,-13.999999999991797,,232.00000000000998
2015.06.22,96.00000000000719,166.00000000001057,-29.000000000001247,,233.00000000001648
2015.06.22,-55.000000000005045,97.00000000000264,-75.9999999999983,,-34.000000000000696
2015.06.22,-529.0000000000017,-51.99999999999649,-219.99999999999798,,-800.9999999999961
2015.06.22,-592.9999999999991,-104.99999999999955,-244.99999999999523,,-942.9999999999939
2015.06.22,-624.9999999999867,-104.99999999999955,-271.9999999999945,,-1001.9999999999807
2015.06.22,-377.0000000000051,-129.9999999999968,-173.9999999999964,,-680.9999999999983
2015.06.22,-336.00000000000296,-161.99999999999548,-127.99999999999478,,-625.9999999999932
2015.06.22,-378.999999999996,-231.99999999999886,-12.999999999996348,,-623.9999999999912
2015.06.22,-358.9999999999982,-291.99999999999227,18.0000000000069,,-632.9999999999835
2015.06.22,-326.9999999999884,-310.9999999999946,77.00000000000485,,-560.9999999999781
2015.06.22,-401.00000000000693,-317.9999999999961,50.0000000000056,,-668.9999999999974
2015.06.22,-353.99999999998766,-263.99999999999756,48.99999999999905,,-568.9999999999861
2015.06.22,-207.00000000000162,-172.99999999998983,146.00000000000168,,-233.9999999999898
2015.06.22,-255.99999999998957,-196.99999999999162,97.00000000000264,,-355.9999999999785
2015.06.22,-252.99999999999213,-250.9999999999901,87.99999999999919,,-415.99999999998306
2015.06.22,-236.99999999999832,-292.9999999999988,70.0000000000034,,-459.99999999999375
2015.06.22,-52.000000000007596,-210.99999999999451,178.00000000000037,,-85.00000000000173
2015.06.22,137.00000000000932,-314.99999999999864,378.00000000000057,,200.00000000001125
2015.06.22,46.0000000000127,-319.99999999999807,291.0000000000079,,17.00000000002251
2015.06.22,-292.00000000000335,-394.9999999999898,135.00000000000733,,-551.9999999999859
2015.06.22,-302.0000000000023,-397.99999999999835,116.00000000000499,,-583.9999999999957
2015.06.22,-232.99999999999432,-361.9999999999957,119.99999999999788,,-474.9999999999921
2015.06.22,-343.00000000000443,-393.9999999999944,73.00000000000084,,-663.9999999999981
2015.06.22,-323.0000000000066,-372.99999999999,47.00000000000814,,-648.9999999999884
2015.06.22,-384.9999999999909,-391.9999999999924,-3.999999999992898,,-780.9999999999762
2015.06.22,-489.99999999999045,-401.99999999999125,-19.999999999997797,,-911.9999999999795
2015.06.22,-533.99999999999,-407.99999999999727,-46.00000000000159,,-987.9999999999889
2015.06.22,-426.9999999999996,-400.9999999999958,14.000000000002899,,-813.9999999999925
2015.06.22,-356.00000000000074,-404.99999999999983,28.000000000005798,,-732.9999999999948
2015.06.23,-441.0000000000025,-462.9999999999912,-26.999999999999247,,-930.9999999999928
2015.06.23,-401.99999999999125,-407.99999999999727,4.999999999999449,,-804.9999999999891
2015.06.23,-371.99999999999454,-429.99999999999704,17.000000000000348,,-784.9999999999912
2015.06.23,-343.00000000000443,-402.9999999999978,31.999999999998696,,-714.0000000000035
2015.06.23,-326.9999999999884,-396.9999999999918,36.999999999998145,,-686.999999999982
2015.06.23,-313.00000000000773,-368.9999999999971,46.00000000000159,,-636.0000000000032
2015.06.23,-356.00000000000074,-366.9999999999951,36.999999999998145,,-685.9999999999977
2015.06.23,-377.9999999999894,-372.99999999999,36.0000000000027,,-714.9999999999767
2015.06.23,-482.999999999989,-419.9999999999982,-2.000000000002,,-904.9999999999892
2015.06.23,-543.999999999989,-419.9999999999982,-7.9999999999968985,,-971.9999999999841
2015.06.23,-790.0000000000018,-451.9999999999969,-14.999999999998348,,-1256.999999999997
2015.06.23,-1195.999999999997,-569.9999999999927,-234.00000000000088,,-1999.9999999999907
2015.06.23,-1163.9999999999873,-577.9999999999897,-222.99999999999542,,-1964.9999999999723
2015.06.23,-1158.9999999999989,-656.9999999999965,-234.99999999999633,,-2050.999999999992
2015.06.23,-1141.9999999999986,-580.9999999999982,-209.9999999999991,,-1932.999999999996
2015.06.23,-1123.9999999999916,-590.999999999997,-198.99999999999363,,-1913.9999999999823
2015.06.23,-1044.0000000000005,-531.9999999999991,-186.99999999999272,,-1762.9999999999923
2015.06.23,-1095.999999999986,-557.9999999999918,-219.00000000000253,,-1872.9999999999802
2015.06.23,-1336.0000000000039,-525.9999999999932,-351.0000000000013,,-2212.999999999998
2015.06.23,-1303.999999999994,-471.99999999999466,-398.9999999999938,,-2174.9999999999823
2015.06.23,-1140.999999999992,-454.9999999999943,-390.0000000000015,,-1985.9999999999877
2015.06.23,-1153.9999999999884,-528.9999999999906,-336.9999999999984,,-2019.9999999999775
2015.06.23,-1431.0000000000045,-616.9999999999898,-443.99999999999994,,-2491.999999999994
2015.06.23,-1388.999999999996,-563.9999999999978,-451.9999999999969,,-2404.9999999999905
2015.06.23,-1378.9999999999968,-600.999999999996,-498.9999999999939,,-2478.999999999987
2015.06.23,-1495.9999999999861,-617.9999999999964,-541.9999999999981,,-2655.999999999981
2015.06.23,-1547.9999999999939,-651.999999999997,-539.999999999996,,-2739.999999999987
2015.06.23,-1556.0000000000018,-648.9999999999995,-537.9999999999941,,-2742.9999999999955
2015.06.23,-1688.0000000000007,-659.999999999994,-622.9999999999958,,-2970.9999999999905
2015.06.23,-1746.0000000000032,-643.999999999989,-634.0000000000013,,-3023.9999999999936
2015.06.23,-1906.0000000000077,-677.9999999999898,-691.9999999999926,,-3275.99999999999
2015.06.23,-2143.9999999999905,-851.9999999999972,-769.999999999993,,-3765.999999999981
2015.06.23,-2393.000000000001,-878.9999999999965,-820.999999999994,,-4092.9999999999914
