date,USDCHF,GBPUSD,USDCAD,AUDUSD,NZDUSD,AUDCHF,EURGBP,GBPAUD,EURJPY,EURAUD,CADJPY,NZDJPY,AUDCAD,empty,sum
2018.08.20,-36.0000000000027,-24.000000000001798,-9.999999999998899,-20.999999999993246,-18.999999999991246,-78.00000000000028,-124.99999999999733,-22.999999999995246,-103.9999999999992,-36.0000000000138,-9.999999999990905,-67.99999999999784,-32.999999999994145,,-586.9999999999766
2018.08.20,-51.000000000001044,12.999999999996348,-29.999999999996696,-43.999999999999595,-60.99999999999994,-36.0000000000027,-113.00000000000753,5.999999999994898,-88.99999999999864,-104.00000000001519,-3.9999999999906777,-108.00000000000409,-85.99999999999719,,-707.0000000000219
2018.08.20,-63.00000000000195,26.999999999999247,-53.999999999998494,-23.999999999990695,-53.999999999998494,-20.0000000000089,-117.00000000000044,66.99999999999484,-115.0000000000091,-69.00000000000794,-36.000000000001364,-108.00000000000409,-73.00000000000084,,-639.0000000000282
2018.08.20,-42.999999999993044,21.999999999988695,-29.999999999996696,-46.999999999997044,-66.99999999999484,-47.00000000000814,-114.99999999999844,90.00000000001229,-118.00000000000921,-110.00000000001009,-12.999999999991019,-126.00000000000477,-81.9999999999932,,-685.9999999999956
2018.08.20,-41.9999999999976,34.000000000000696,-22.999999999995246,-56.99999999999594,-113.99999999999189,-47.00000000000814,-107.99999999999699,143.00000000000423,-117.00000000000443,-153.00000000000313,-13.999999999995794,-174.99999999999716,-90.99999999999665,,-763.999999999978
2018.08.20,-46.00000000000159,41.000000000002146,-11.999999999989797,-76.99999999999375,-125.99999999999278,-75.00000000000284,-109.00000000000354,209.9999999999991,-141.00000000000534,-191.00000000000784,13.00000000000523,-213.99999999999864,-100.99999999999554,,-827.9999999999852
2018.08.20,-37.99999999999359,28.999999999990145,-10.999999999983245,-81.9999999999932,-141.99999999999767,-78.00000000000028,-114.99999999999844,164.00000000000858,-228.9999999999992,-185.99999999999727,44.00000000001114,-263.00000000000523,-93.99999999999409,,-1000.9999999999523
2018.08.20,-17.000000000000348,-1.0000000000065512,7.0000000000014495,-109.99999999999899,-180.99999999999784,-134.0000000000008,-118.00000000000699,234.00000000000088,-200.00000000000284,-208.00000000000819,20.000000000010232,-275.0000000000057,-114.00000000000298,,-1097.0000000000186
2018.08.20,11.00000000000545,-26.999999999999247,34.000000000000696,-163.99999999999747,-179.99999999999127,-209.00000000000364,-107.99999999999699,253.99999999999866,-222.0000000000084,-270.99999999999903,52.00000000000671,-274.0000000000009,-163.99999999999747,,-1267.999999999983
2018.08.20,29.000000000001247,-42.0000000000087,23.00000000001745,-192.99999999999872,-168.99999999999693,-231.0000000000034,-97.9999999999981,235.99999999999176,-258.0000000000098,-304.00000000001535,28.000000000005798,-269.00000000000546,-195.9999999999962,,-1444.0000000000164
