date,EURJPY,empty,sum
2019.09.23,-24.00000000000091,,-24.00000000000091
2019.09.23,-12.000000000000455,,-12.000000000000455
2019.09.23,-43.99999999999693,,-43.99999999999693
2019.09.23,4.0000000000048885,,4.0000000000048885
2019.09.23,6.000000000000227,,6.000000000000227
2019.09.23,30.000000000001137,,30.000000000001137
2019.09.23,-7.000000000005002,,-7.000000000005002
2019.09.23,3.0000000000001137,,3.0000000000001137
2019.09.23,-76.99999999999818,,-76.99999999999818
2019.09.23,-52.99999999999727,,-52.99999999999727
2019.09.23,-90.99999999999397,,-90.99999999999397
2019.09.23,-57.00000000000216,,-57.00000000000216
2019.09.23,-76.99999999999818,,-76.99999999999818
2019.09.23,-69.99999999999318,,-69.99999999999318
2019.09.23,-67.99999999999784,,-67.99999999999784
2019.09.23,-85.99999999999852,,-85.99999999999852
2019.09.23,-66.0000000000025,,-66.0000000000025
2019.09.23,-88.99999999999864,,-88.99999999999864
2019.09.23,-90.00000000000341,,-90.00000000000341
2019.09.23,-15.000000000000568,,-15.000000000000568
2019.09.23,298.0000000000018,,298.0000000000018
2019.09.23,715.0000000000034,,715.0000000000034
2019.09.23,587.0000000000033,,587.0000000000033
2019.09.23,796.999999999997,,796.999999999997
2019.09.23,894.0000000000055,,894.0000000000055
2019.09.23,594.9999999999989,,594.9999999999989
2019.09.23,606.9999999999993,,606.9999999999993
2019.09.23,612.9999999999995,,612.9999999999995
2019.09.23,659.9999999999966,,659.9999999999966
2019.09.23,608.0000000000041,,608.0000000000041
2019.09.23,448.99999999999807,,448.99999999999807
2019.09.23,510.9999999999957,,510.9999999999957
2019.09.23,578.000000000003,,578.000000000003
2019.09.23,597.999999999999,,597.999999999999
2019.09.23,585.9999999999985,,585.9999999999985
2019.09.23,608.9999999999947,,608.9999999999947
2019.09.23,474.00000000000375,,474.00000000000375
2019.09.23,524.0000000000009,,524.0000000000009
2019.09.23,531.9999999999965,,531.9999999999965
2019.09.23,540.0000000000063,,540.0000000000063
2019.09.23,522.0000000000056,,522.0000000000056
2019.09.23,489.0000000000043,,489.0000000000043
2019.09.23,513.0000000000052,,513.0000000000052
2019.09.23,486.99999999999477,,486.99999999999477
2019.09.23,463.99999999999864,,463.99999999999864
2019.09.23,525.0000000000057,,525.0000000000057
2019.09.23,504.0000000000049,,504.0000000000049
2019.09.23,433.00000000000693,,433.00000000000693
2019.09.24,429.00000000000205,,429.00000000000205
2019.09.24,432.00000000000216,,432.00000000000216
2019.09.24,430.0000000000068,,430.0000000000068
2019.09.24,454.9999999999983,,454.9999999999983
2019.09.24,397.00000000000557,,397.00000000000557
2019.09.24,356.9999999999993,,356.9999999999993
2019.09.24,340.0000000000034,,340.0000000000034
2019.09.24,329.00000000000773,,329.00000000000773
2019.09.24,352.00000000000387,,352.00000000000387
2019.09.24,451.0000000000076,,451.0000000000076
2019.09.24,408.00000000000125,,408.00000000000125
2019.09.24,454.9999999999983,,454.9999999999983
2019.09.24,474.00000000000375,,474.00000000000375
2019.09.24,474.00000000000375,,474.00000000000375
2019.09.24,477.99999999999443,,477.99999999999443
2019.09.24,387.00000000000045,,387.00000000000045
2019.09.24,376.0000000000048,,376.0000000000048
2019.09.24,415.9999999999968,,415.9999999999968
2019.09.24,501.0000000000048,,501.0000000000048
2019.09.24,427.99999999999727,,427.99999999999727
2019.09.24,433.00000000000693,,433.00000000000693
2019.09.24,448.0000000000075,,448.0000000000075
2019.09.24,329.9999999999983,,329.9999999999983
