date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.03.23,-270.99999999999903,-539.0000000000006,-988.9999999999901,-1019.0000000000143,-563.0000000000024,-439.0000000000005,96.00000000000719,-621.0000000000093,-632.9999999999947,-738.0000000000053,-520.9999999999936,-1314.9999999999977,-1997.9999999999886,-506.0000000000002,-1697.9999999999995,-2706.000000000008,-1180.9999999999973,-334.00000000000097,-171.99999999999437,40.99999999997994,,-16106.00000000001
2020.03.23,-329.999999999997,-622.0000000000115,-977.9999999999944,-909.0000000000042,-430.00000000000813,-312.00000000000114,95.00000000000064,-763.9999999999958,-624.9999999999977,-819.0000000000031,-364.9999999999931,-1105.9999999999945,-1982.000000000017,-427.99999999999727,-1678.0000000000018,-2493.9999999999964,-1120.999999999995,-214.99999999999852,-58.000000000002494,78.00000000000028,,-15063.000000000007
2020.03.23,-424.9999999999976,-747.0000000000088,-1115.9999999999995,-798.0000000000098,-338.00000000000495,-207.99999999999707,83.9999999999952,-650.0000000000057,-609.9999999999994,-575.0000000000033,-440.9999999999914,-1174.0000000000066,-1577.9999999999905,-519.999999999996,-1697.9999999999995,-2214.000000000005,-1102.9999999999945,-99.00000000000463,73.00000000000084,41.99999999998649,,-14095.000000000035
2020.03.23,-343.00000000000443,-652.0000000000082,-1095.9999999999895,-1027.0000000000002,-531.0000000000036,-385.99999999999744,116.00000000000499,-647.9999999999961,-596.9999999999919,-707.000000000002,-342.9999999999933,-1123.9999999999952,-2125.9999999999836,-486.99999999999477,-1697.9999999999995,-2268.000000000003,-1082.9999999999984,-277.000000000005,-71.99999999999429,25.999999999992696,,-15322.999999999964
2020.03.23,-194.0000000000053,-602.999999999998,-751.9999999999953,-1161.000000000012,-451.0000000000014,-455.0000000000054,161.99999999999548,-594.9999999999989,-567.9999999999907,-514.0000000000033,-345.99999999999073,-776.0000000000105,-2065.99999999999,-320.99999999999795,-1714.9999999999998,-2275.999999999989,-1000.0,-91.00000000000774,-159.9999999999935,-123.00000000000644,,-14005.000000000002
2020.03.23,-92.99999999999864,-388.0000000000106,-700.9999999999934,-1249.9999999999955,-475.99999999999864,-507.9999999999973,165.9999999999995,-936.9999999999976,-607.9999999999974,-657.0000000000076,-615.9999999999943,-1403.000000000006,-2136.0000000000045,-739.9999999999949,-1729.0000000000027,-2221.0000000000064,-1030.9999999999918,-75.00000000000284,-146.00000000000168,-215.00000000000963,,-15764.000000000011
2020.03.23,114.99999999999844,-144.0000000000108,-703.9999999999935,-1150.0000000000066,-292.00000000000335,-309.99999999999915,158.0000000000137,-948.0000000000075,-409.99999999999926,-262.00000000000665,-618.9999999999918,-1603.999999999999,-584.0000000000067,-733.9999999999947,-1269.9999999999934,-1347.9999999999936,-1030.9999999999918,134.99999999999625,36.0000000000027,-274.00000000001864,,-11240.000000000005
2020.03.23,95.00000000000064,-163.00000000000205,-682.0000000000022,-1044.0000000000005,-463.9999999999977,-382.00000000000455,147.99999999999258,-742.0000000000044,-390.99999999999693,-402.00000000000233,-533.99999999999,-1471.0000000000036,-966.9999999999845,-615.9999999999997,-1249.9999999999955,-1885.0000000000034,-935.0000000000023,-146.00000000000168,-44.99999999999504,-140.0000000000068,,-12016.0
2020.03.23,137.9999999999937,-141.00000000001333,-602.9999999999944,-1225.0000000000093,-591.0000000000082,-468.00000000000176,141.00000000001333,-659.000000000006,-375.9999999999986,-470.00000000000375,-659.999999999994,-1420.0000000000018,-1058.0000000000034,-493.9999999999998,-1231.0000000000043,-2054.0000000000005,-923.0000000000018,-262.00000000000665,-108.99999999999244,37.99999999998249,,-12427.000000000053
2020.03.23,258.9999999999981,29.999999999996696,-307.9999999999927,-1296.0000000000082,-635.0000000000077,-475.99999999999864,68.00000000000139,-522.0000000000056,-381.99999999999346,-514.0000000000033,-627.9999999999952,-1379.9999999999955,-891.9999999999817,-438.99999999999295,-1156.0000000000014,-2024.0000000000036,-826.9999999999982,-250.00000000000577,-87.99999999999919,68.99999999998573,,-11391.000000000002
2020.03.23,275.99999999999847,92.00000000000318,-304.00000000000205,-1412.9999999999975,-646.9999999999976,-453.0000000000034,35.00000000000725,-584.0000000000032,-423.9999999999911,-475.99999999999864,-759.999999999994,-1551.9999999999925,-1001.9999999999918,-456.99999999999363,-1170.0000000000043,-1919.000000000004,-857.9999999999899,-234.00000000000088,87.00000000000374,226.99999999999943,,-11535.999999999949
2020.03.23,129.00000000000134,-59.000000000009045,-263.9999999999958,-1412.0000000000132,-751.0000000000017,-562.0000000000069,9.999999999998899,-444.0000000000026,-509.9999999999993,-623.0000000000069,-827.9999999999955,-1453.000000000003,-1041.9999999999873,-457.9999999999984,-1405.9999999999961,-2570.0000000000055,-878.9999999999907,-357.00000000000733,-108.99999999999244,151.9999999999966,,-13436.000000000016
2020.03.23,280.9999999999979,-46.999999999997044,-242.999999999995,-1414.000000000004,-748.9999999999997,-592.0000000000036,154.99999999999403,-539.0000000000015,-429.99999999999704,-624.0000000000023,-1128.9999999999911,-1920.0000000000018,-926.999999999989,-296.99999999999704,-1458.0000000000036,-2542.0,-851.9999999999897,-409.0000000000038,-158.0000000000026,146.99999999998602,,-13746.999999999998
2020.03.23,304.00000000000426,81.9999999999821,-105.99999999999454,-1340.000000000008,-796.0000000000078,-624.0000000000023,100.99999999999554,-433.9999999999975,-362.99999999999113,-594.0000000000057,-1163.9999999999984,-1974.0000000000036,-387.000000000004,-302.99999999999727,-1160.9999999999898,-2604.9999999999905,-732.9999999999899,-548.0000000000041,-285.00000000000193,223.99999999997976,,-12706.000000000022
2020.03.23,-361.0000000000002,-1083.9999999999961,-965.999999999994,-1178.0000000000123,-796.0000000000078,-617.0000000000009,241.00000000000233,-683.0000000000069,-403.99999999999324,-607.0000000000019,-1300.9999999999966,-2031.9999999999964,-357.99999999999164,-256.0000000000002,-1580.999999999988,-2736.000000000005,-832.9999999999984,-551.0000000000015,-278.9999999999959,212.99999999999653,,-16168.999999999987
2020.03.23,-278.9999999999959,-977.0000000000057,-673.0000000000018,-638.0000000000052,30.999999999992145,203.99999999999307,418.0000000000073,-424.99999999999716,-331.999999999999,-92.00000000000318,-1358.999999999999,-1899.000000000001,1175.9999999999993,60.000000000002274,-1636.9999999999995,-1323.0000000000075,-679.9999999999926,278.00000000000045,546.9999999999975,215.99999999999397,,-7384.000000000024
2020.03.23,-322.00000000000006,-1029.0000000000132,-621.9999999999999,-736.0000000000033,-209.00000000000364,-2.999999999997449,479.0000000000072,-249.00000000000944,-346.9999999999973,-292.00000000000335,-1352.9999999999932,-1352.0000000000039,417.99999999998505,290.00000000000625,-1774.9999999999932,-1978.9999999999975,-527.9999999999916,-24.999999999997247,241.00000000000233,227.99999999998377,,-9165.000000000018
2020.03.23,-382.00000000000455,-1127.0000000000114,-271.99999999999136,-1079.0000000000077,-294.00000000000534,-45.000000000006146,333.0000000000055,-4.0000000000048885,-617.0000000000009,-363.0000000000022,-1145.9999999999914,-1109.0000000000089,-256.99999999999613,515.0000000000006,-2205.999999999997,-2021.9999999999905,-649.9999999999915,44.99999999999504,319.0000000000026,247.99999999998158,,-10113.000000000025
2020.03.23,-384.00000000000654,-1063.0000000000139,-195.99999999999795,-961.0000000000118,59.99999999999339,246.00000000000176,374.0000000000077,218.9999999999941,-679.9999999999917,-206.00000000000617,-1175.9999999999993,-811.000000000007,611.000000000006,724.0000000000038,-2248.0000000000055,-1394.9999999999907,-566.9999999999931,548.9999999999995,805.0000000000001,229.99999999999687,,-5869.000000000021
2020.03.23,-497.000000000003,-1337.0000000000105,-188.0000000000024,-1656.9999999999973,24.999999999997247,239.99999999999577,439.0000000000116,325.9999999999934,-945.9999999999912,-163.00000000000205,-1386.9999999999939,-689.9999999999977,731.9999999999993,850.0000000000085,-3220.0000000000005,-1846.9999999999986,-810.9999999999928,756.0000000000011,1012.0000000000018,229.99999999999687,,-8132.999999999983
2020.03.23,-497.000000000003,-1185.0000000000139,-64.99999999999773,-1753.0000000000045,-229.00000000000142,126.99999999999933,374.0000000000077,450.00000000000284,-1066.9999999999957,-463.9999999999977,-1952.9999999999936,-1483.000000000004,1273.9999999999973,1122.0,-3342.0000000000005,-2473.9999999999986,-875.9999999999906,635.9999999999922,1123.0000000000073,285.99999999998624,,-9996.00000000001
2020.03.23,-392.00000000000347,-917.9999999999966,174.0000000000066,-1943.000000000006,-638.0000000000052,-187.9999999999993,228.00000000000597,638.9999999999958,-1083.9999999999961,-853.0000000000038,-2091.999999999994,-1626.0000000000048,319.0000000000026,1076.0000000000077,-3163.0000000000045,-3370.9999999999905,-775.9999999999962,121.99999999999989,745.0000000000068,536.9999999999875,,-13203.999999999989
2020.03.23,-221.00000000000452,-751.9999999999972,525.0000000000057,-2110.000000000012,-507.0000000000019,-96.00000000000719,156.00000000000057,765.9999999999911,-1044.999999999996,-702.9999999999981,-2031.9999999999893,-1629.9999999999955,990.000000000002,1135.000000000005,-3027.000000000002,-2960.0000000000073,-640.0000000000006,224.000000000002,846.9999999999977,607.9999999999864,,-10472.000000000022
2020.03.23,-326.0000000000041,-636.9999999999986,395.00000000001023,-2022.0000000000127,-508.00000000000847,-92.99999999999864,79.00000000000685,840.999999999994,-1041.9999999999984,-670.000000000004,-2102.999999999999,-1778.000000000006,1666.0000000000118,1064.9999999999977,-2776.999999999985,-2533.0000000000073,-614.9999999999949,336.9999999999984,887.9999999999999,610.9999999999837,,-9222.000000000015
2020.03.23,-429.99999999999704,-861.0000000000007,359.00000000000887,-1924.9999999999989,-238.0000000000049,183.99999999999528,160.00000000000458,762.0000000000005,-1070.9999999999998,-414.00000000000324,-2247.9999999999945,-1956.0000000000032,2292.000000000005,1049.0000000000066,-2916.999999999992,-1963.0000000000036,-701.9999999999982,692.9999999999992,1297.999999999999,580.999999999987,,-7346.999999999988
2020.03.23,-380.00000000000256,-852.0000000000083,380.00000000000966,-1700.0000000000125,-111.00000000000554,285.00000000000193,266.999999999995,701.9999999999982,-1000.0000000000009,-360.0000000000048,-1915.9999999999955,-1370.999999999995,1513.9999999999932,1085.000000000008,-2878.0000000000027,-1800.0000000000016,-593.9999999999941,747.9999999999931,1266.0000000000005,571.9999999999948,,-6143.000000000031
2020.03.23,-153.00000000000313,-599.0000000000161,352.00000000000387,-1785.9999999999986,-199.00000000000472,185.00000000000182,269.00000000000813,632.9999999999956,-857.9999999999922,-280.9999999999979,-1703.9999999999943,-1368.9999999999998,1688.0000000000007,995.0000000000045,-2600.0000000000023,-1781.9999999999948,-599.9999999999943,630.9999999999927,1170.0000000000043,552.9999999999812,,-5455.0000000000055
2020.03.23,-114.99999999999844,-582.0000000000158,573.9999999999981,-1749.0000000000005,-179.00000000000693,210.99999999999451,229.99999999999687,768.0000000000007,-800.9999999999961,-218.00000000000708,-1615.9999999999952,-1076.9999999999982,1747.999999999994,1120.0000000000045,-2448.99999999999,-1418.0000000000082,-417.99999999999216,648.9999999999995,1188.0000000000002,544.9999999999955,,-3589.0000000000246
2020.03.23,-151.00000000000114,-544.0000000000111,463.0000000000081,-1815.9999999999955,-209.00000000000364,66.99999999999484,225.99999999999287,724.0000000000038,-923.9999999999915,-340.00000000000693,-1625.999999999994,-1186.000000000007,1512.0000000000023,1033.0000000000014,-2625.999999999995,-1672.9999999999911,-599.9999999999943,656.9999999999965,1046.0000000000025,420.9999999999825,,-5546.0000000000055
2020.03.23,-187.9999999999993,-558.0000000000141,370.00000000000455,-1953.0000000000048,-248.00000000000378,-43.00000000000415,198.99999999999363,599.9999999999943,-996.9999999999924,-346.9999999999973,-1895.9999999999977,-1733.9999999999945,1526.0000000000052,888.9999999999958,-2764.9999999999955,-1822.9999999999968,-717.9999999999893,627.9999999999952,933.000000000006,253.99999999999866,,-7870.999999999996
2020.03.23,-97.9999999999981,-439.0000000000116,371.0000000000093,-1968.000000000014,-136.00000000000279,17.999999999995797,158.0000000000137,492.999999999995,-948.9999999999999,-272.00000000000557,-1864.9999999999945,-1691.0000000000025,2275.000000000005,751.9999999999953,-2605.9999999999973,-1303.999999999994,-697.9999999999933,852.9999999999926,1061.000000000001,66.99999999999484,,-5978.000000000013
2020.03.23,-46.00000000000159,-385.99999999999744,340.0000000000034,-1835.0000000000089,0.999999999995449,58.000000000002494,194.0000000000053,403.99999999999636,-885.999999999998,-216.0000000000051,-1762.9999999999923,-1680.9999999999973,2621.000000000007,754.9999999999955,-2363.999999999988,-740.0000000000073,-682.9999999999927,924.9999999999981,1019.0000000000032,-35.00000000000725,,-4317.999999999989
2020.03.23,-217.99999999999596,-383.0,198.99999999999807,-1761.9999999999968,156.99999999999602,175.99999999999838,9.999999999998899,167.0000000000016,-1091.999999999993,-26.000000000003798,-1480.999999999999,-1694.9999999999932,2832.999999999997,460.00000000000796,-2346.0000000000036,59.000000000009045,-780.9999999999917,1093.999999999995,919.9999999999986,34.000000000000696,,-3674.999999999977
2020.03.23,-95.99999999999609,-371.00000000001023,253.0000000000001,-1737.999999999995,169.99999999999238,66.99999999999484,100.99999999999554,173.00000000000182,-1027.0000000000002,39.00000000000014,-1536.9999999999995,-1725.999999999999,2800.0000000000023,561.000000000007,-2207.000000000003,-158.99999999999804,-751.9999999999953,1025.9999999999936,595.0000000000011,49.99999999999449,,-3778.0000000000136
2020.03.24,-85.99999999999719,-573.0000000000013,222.0000000000084,-1568.9999999999982,86.99999999999264,105.99999999999498,136.00000000000279,165.99999999999682,-895.9999999999968,-109.00000000000354,-1534.9999999999975,-1817.9999999999977,2781.0000000000114,650.0000000000057,-2404.000000000006,-486.00000000000864,-646.0000000000008,817.000000000001,661.0000000000005,-104.00000000001519,,-4600.00000000001
2020.03.24,-92.00000000000318,-577.0000000000052,75.00000000000284,-1368.0000000000136,239.0000000000003,220.99999999999343,297.9999999999983,162.9999999999967,-687.9999999999998,134.99999999999625,-1457.9999999999927,-1382.9999999999955,2821.000000000007,656.9999999999965,-2187.99999999999,-316.0000000000052,-632.9999999999956,1047.9999999999934,1060.0000000000055,-111.00000000001664,,-2097.000000000027
2020.03.24,-143.9999999999997,-666.000000000011,18.000000000000682,-1350.0000000000068,249.99999999999466,234.00000000000088,253.99999999999866,240.99999999999966,-717.000000000001,108.99999999999244,-1405.9999999999961,-1394.0000000000055,2756.0000000000027,743.9999999999998,-2288.0000000000014,-229.99999999999687,-670.0000000000017,1083.9999999999961,1051.9999999999973,-133.00000000000534,,-2256.000000000042
2020.03.24,-226.99999999999943,-711.0000000000172,0.0,-1343.0000000000052,518.9999999999917,485.0000000000021,316.0000000000052,277.000000000001,-762.9999999999915,342.9999999999933,-1282.9999999999898,-1064.9999999999977,3015.9999999999964,719.9999999999989,-2370.99999999999,276.00000000000955,-683.9999999999975,1471.0,1401.0000000000077,-182.0000000000155,,195.00000000000134
2020.03.24,-248.99999999999923,-763.0000000000026,-34.99999999999659,-1367.000000000007,647.9999999999931,585.9999999999976,307.99999999999716,-28.999999999996362,-794.9999999999901,483.99999999999557,-1323.9999999999918,-1070.999999999998,3628.000000000009,694.0000000000026,-2475.000000000005,792.9999999999993,-691.0000000000025,1659.9999999999948,1549.0000000000005,-280.0000000000136,,1270.999999999987
2020.03.24,-529.9999999999972,-1167.0000000000068,-334.99999999999375,-1297.0000000000148,819.9999999999985,700.999999999996,351.99999999999676,194.00000000000261,-922.0000000000006,459.99999999999375,-1604.9999999999898,-1312.0000000000118,3984.999999999994,668.9999999999969,-2837.999999999985,554.00000000001,-745.9999999999951,1849.9999999999961,1699.0000000000061,-257.0000000000183,,274.9999999999776
2020.03.24,-545.0000000000066,-1289.0000000000068,-476.99999999998965,-1022.9999999999961,975.9999999999991,903.9999999999937,479.0000000000072,149.0000000000009,-761.0000000000006,578.9999999999961,-1542.9999999999943,-1332.9999999999984,4259.000000000013,781.9999999999965,-2611.9999999999923,1097.999999999999,-753.9999999999907,1944.0000000000014,1773.9999999999977,-397.0000000000029,,2210.0000000000264
2020.03.24,-463.0000000000023,-1165.000000000016,-516.9999999999959,-980.0000000000031,1064.9999999999936,897.0000000000033,495.000000000001,-111.0000000000042,-747.9999999999931,566.9999999999953,-1419.999999999999,-1246.0000000000093,4337.000000000013,626.0000000000048,-2576.0000000000005,1244.0000000000007,-762.999999999991,1988.9999999999964,1741.0000000000036,-373.00000000000114,,2598.9999999999955
2020.03.24,-578.9999999999961,-1242.0000000000098,-697.9999999999933,-790.0000000000018,1117.0000000000014,958.0000000000033,462.0000000000068,-111.0000000000042,-689.9999999999907,680.9999999999983,-1328.9999999999914,-1231.9999999999993,4313.999999999995,608.9999999999947,-2432.9999999999964,1380.0000000000034,-783.0000000000013,1962.9999999999925,1756.9999999999975,-371.00000000001023,,2982.999999999998
2020.03.24,-512.0000000000014,-1200.0000000000011,-595.9999999999894,-578.0000000000118,1303.999999999994,1154.999999999995,459.99999999999375,-61.99999999999761,-614.9999999999989,724.9999999999978,-1244.9999999999961,-1093.999999999994,4682.000000000008,646.0000000000008,-2221.0000000000064,1913.9999999999934,-676.9999999999925,1910.0000000000007,1928.0000000000075,-273.0000000000121,,5650.99999999999
2020.03.24,-528.0000000000063,-1229.9999999999977,-467.9999999999893,-690.0000000000128,1237.9999999999948,1063.9999999999982,431.0000000000036,170.99999999999227,-644.0000000000001,903.9999999999937,-1332.9999999999952,-1118.9999999999998,4903.999999999997,709.0000000000032,-2300.9999999999973,1920.0000000000107,-629.9999999999955,2101.9999999999927,1846.9999999999986,-354.0000000000099,,5992.999999999981
2020.03.24,-487.99999999999955,-1114.000000000015,-537.9999999999967,-798.0000000000098,1183.0000000000007,1056.0000000000014,442.9999999999934,123.99999999999523,-674.9999999999923,725.9999999999933,-1377.9999999999905,-1252.0000000000095,4649.999999999998,649.0000000000009,-2323.9999999999927,1661.0000000000014,-727.9999999999944,2079.999999999993,1872.000000000007,-311.0000000000168,,4837.999999999967
2020.03.24,-589.0000000000061,-1150.0000000000066,-653.9999999999964,-849.9999999999952,1122.0000000000007,1039.9999999999966,312.00000000000114,24.999999999991473,-740.9999999999917,622.9999999999958,-1297.999999999999,-1277.9999999999916,4333.999999999994,512.0000000000005,-2414.000000000005,1524.9999999999986,-844.9999999999989,2001.9999999999927,1878.0000000000018,-320.00000000000915,,3233.9999999999736
2020.03.24,-592.0000000000036,-1088.0,-634.0000000000003,-805.0000000000113,1017.9999999999967,995.9999999999969,295.0000000000008,135.99999999999568,-764.9999999999934,619.9999999999983,-1298.9999999999945,-1223.9999999999895,4015.9999999999973,489.9999999999949,-2302.999999999988,1319.0000000000034,-816.9999999999931,1869.9999999999939,1829.000000000003,-181.00000000000892,,2880.9999999999973
2020.03.24,-548.0000000000041,-1046.0000000000136,-603.9999999999992,-800.0000000000007,1057.9999999999923,1027.9999999999957,303.0000000000088,54.99999999999261,-727.9999999999953,619.9999999999983,-1176.9999999999948,-1121.9999999999857,4082.0000000000077,472.999999999999,-2249.9999999999964,1462.0000000000077,-796.999999999997,1923.9999999999923,1877.0000000000064,-174.00000000000747,,3636.0000000000073
2020.03.24,-439.99999999999596,-954.0000000000103,-549.9999999999972,-1021.0000000000052,848.9999999999998,812.999999999997,306.00000000000625,1.9999999999953388,-729.9999999999973,497.99999999999847,-1259.9999999999945,-1378.0,3730.9999999999955,340.0000000000034,-2224.999999999988,1028.9999999999911,-836.9999999999891,1690.0000000000025,1690.999999999998,-133.00000000000534,,1421.000000000004
2020.03.24,-472.00000000000574,-1026.0000000000157,-481.9999999999993,-836.9999999999989,969.9999999999931,930.999999999993,327.99999999999494,72.99999999999329,-656.9999999999965,668.9999999999974,-1220.9999999999943,-1268.0000000000007,4072.999999999993,474.00000000000375,-2147.9999999999945,1357.9999999999925,-729.9999999999898,1815.0,1739.999999999997,-266.0000000000107,,3323.999999999952
2020.03.24,-927.0,-1722.0000000000014,-545.0000000000017,-717.9999999999964,1317.0000000000016,1174.9999999999927,374.0000000000077,237.99999999999955,-847.9999999999932,919.9999999999986,-1377.9999999999905,-923.0000000000018,4715.000000000003,686.000000000007,-2895.9999999999873,2058.000000000004,-638.9999999999958,2219.9999999999995,2024.0000000000036,-409.0000000000149,,4722.000000000035
2020.03.24,-785.9999999999978,-1529.0000000000025,-459.99999999999375,-670.000000000015,1479.9999999999925,1249.9999999999955,438.00000000000506,286.9999999999919,-794.9999999999901,915.9999999999945,-1455.9999999999907,-937.0000000000118,5023.0,989.9999999999949,-2566.999999999986,1933.9999999999914,-606.9999999999993,2350.999999999992,2051.0000000000027,-436.9999999999985,,6475.999999999975
2020.03.24,-824.999999999998,-1510.0000000000114,-331.00000000000307,-618.0000000000074,1364.999999999994,1192.9999999999995,446.9999999999974,558.9999999999975,-830.9999999999928,852.9999999999926,-1393.9999999999952,-705.9999999999889,4669.000000000012,1141.999999999996,-2688.999999999986,1669.0000000000093,-493.9999999999998,2193.999999999996,1890.9999999999982,-389.0000000000171,,6194.999999999992
2020.03.24,-768.000000000002,-1543.0000000000055,-248.99999999999523,-591.0000000000082,1395.9999999999973,1361.0000000000011,431.0000000000036,597.999999999999,-756.9999999999966,912.9999999999972,-1530.9999999999934,-739.0000000000043,4892.000000000007,1230.9999999999945,-2593.000000000001,1754.9999999999955,-409.9999999999966,2256.0000000000023,2192.000000000005,-124.00000000001299,,7719.999999999987
2020.03.24,-838.0000000000055,-1490.0000000000136,-206.00000000000307,-690.9999999999972,1327.999999999996,1319.0000000000034,377.0000000000051,661.9999999999919,-841.9999999999983,834.9999999999968,-1463.9999999999986,-555.0000000000068,4452.000000000012,1132.000000000005,-2715.999999999985,1601.9999999999923,-426.00000000000193,2240.999999999993,2229.000000000003,-83.00000000001084,,6865.999999999978
