date,GBPUSD,EURUSD,USDJPY,GBPCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURCAD,CADJPY,AUDNZD,empty,sum
2019.08.05,-443.0000000000156,-106.00000000000608,-51.9999999999925,-17.000000000000348,-31.000000000003247,-39.00000000000014,-256.0000000000007,-126.99999999998113,0.0,-178.00000000001148,-63.00000000000239,0.0,,-1312.0000000000132
2019.08.05,-392.9999999999989,-82.00000000000429,-54.000000000002046,136.00000000000279,-53.00000000000304,-24.000000000001798,-221.99999999999997,231.99999999999932,363.0000000000022,-147.99999999999258,-73.99999999999807,-11.00000000000545,,-330.0000000000018
2019.08.05,-388.0000000000106,-66.00000000001049,-37.9999999999967,119.00000000000244,-73.99999999999629,-39.999999999995595,-197.00000000000273,235.00000000001364,354.9999999999942,-120.99999999999334,-103.9999999999992,1.0000000000065512,,-317.99999999998806
2019.08.05,-373.00000000000114,-62.000000000006494,-108.00000000000409,166.99999999998383,-75.9999999999983,-60.99999999999994,-202.9999999999976,334.0000000000032,337.99999999999386,-45.000000000006146,-150.00000000000568,41.000000000002146,,-198.00000000003638
2019.08.05,-389.0000000000171,-59.000000000009045,-60.99999999999284,146.99999999998602,-100.00000000000009,-56.99999999999594,-209.00000000000364,247.0000000000141,319.0000000000026,-7.0000000000014495,-128.0000000000001,85.00000000000173,,-212.00000000001577
2019.08.05,-364.00000000000875,-49.99999999999449,-30.000000000001137,178.99999999999582,-63.00000000000195,-78.99999999999574,-207.00000000000162,265.0000000000148,354.9999999999942,-7.0000000000014495,-112.00000000000898,133.00000000000534,,19.99999999999605
2019.08.05,-492.0000000000035,-259.9999999999936,-48.99999999999238,24.000000000001798,-185.99999999999727,-236.00000000000287,-258.0000000000027,45.000000000015916,378.999999999996,-208.99999999999253,-120.00000000000455,112.000000000001,,-1249.9999999999748
2019.08.05,-718.0000000000186,-293.0000000000099,191.0000000000025,-2.0000000000131024,-207.99999999999707,-246.00000000000176,-254.99999999999412,110.00000000001364,468.00000000000176,-225.99999999999287,-12.000000000000455,205.99999999999508,,-985.0000000000149
2019.08.05,-650.0000000000173,-238.0000000000049,152.00000000000102,42.999999999993044,-436.9999999999985,-359.99999999999363,-195.9999999999962,-144.9999999999818,574.9999999999922,-334.9999999999964,1.9999999999953388,25.999999999992696,,-1563.000000000014
2019.08.05,-584.0000000000067,-269.9999999999925,430.9999999999974,-110.00000000001009,-795.0000000000013,-619.0000000000028,-249.99999999999466,-456.99999999999363,585.9999999999976,-431.0000000000036,310.99999999999284,-49.99999999999449,,-2238.000000000012
2019.08.05,-442.00000000000904,-207.00000000000162,435.0000000000023,-248.00000000000378,-661.9999999999959,-490.999999999997,-356.9999999999962,-631.0000000000002,618.0000000000074,-541.9999999999981,369.99999999999034,-96.99999999999153,,-2253.9999999999936
2019.08.05,-343.00000000000443,-201.00000000000674,465.0000000000034,-258.0000000000027,-529.0000000000017,-447.99999999999284,-358.0000000000028,-536.9999999999777,676.0000000000099,-590.0000000000016,461.9999999999891,-49.99999999999449,,-1710.9999999999827
2019.08.05,-453.0000000000145,-278.00000000000045,561.000000000007,-280.0000000000136,-473.99999999999665,-344.99999999999534,-368.00000000000165,-568.9999999999884,662.000000000007,-585.0000000000133,501.99999999999534,-109.00000000000354,,-1736.0000000000182
2019.08.05,-442.00000000000904,-266.999999999995,576.0000000000076,-255.00000000000523,-424.00000000000216,-273.000000000001,-375.0000000000031,-572.9999999999791,632.0000000000103,-567.0000000000064,500.99999999999056,-113.00000000000753,,-1580.0000000000002
2019.08.05,-426.00000000001523,-259.0000000000092,492.00000000000443,-242.00000000000887,-436.00000000000307,-283.99999999999534,-368.00000000000165,-457.9999999999984,649.999999999995,-567.0000000000064,435.0000000000023,-124.99999999999733,,-1588.0000000000337
2019.08.05,-413.00000000001893,-286.99999999999284,534.9999999999966,-219.00000000001364,-443.0000000000045,-322.9999999999955,-341.99999999999784,-377.9999999999859,716.0000000000056,-563.0000000000024,468.9999999999941,-89.99999999999008,,-1338.0000000000055
2019.08.05,-375.0000000000142,-278.00000000000045,506.0000000000002,-304.9999999999997,-480.99999999999807,-346.9999999999973,-407.99999999999727,-560.9999999999786,628.0000000000064,-595.0000000000122,456.99999999999363,-66.00000000001049,,-1825.0000000000082
2019.08.05,-300.00000000001137,-269.9999999999925,606.0000000000088,-432.0000000000102,-529.9999999999972,-371.99999999999454,-512.0000000000014,-760.9999999999957,408.00000000000836,-567.0000000000064,533.9999999999918,-117.99999999999588,,-2313.9999999999964
2019.08.05,-133.00000000000534,-278.00000000000045,582.9999999999984,-634.0000000000013,-561.9999999999958,-380.999999999998,-622.9999999999958,-944.9999999999932,218.99999999999142,-609.9999999999994,525.9999999999962,-140.0000000000068,,-2978.00000000001
2019.08.05,-50.0000000000167,-239.99999999999577,555.9999999999974,-638.0000000000052,-565.9999999999999,-383.99999999999545,-612.9999999999969,-915.9999999999968,192.99999999999872,-580.0000000000027,492.999999999995,-168.99999999999693,,-2914.0000000000155
2019.08.05,-13.000000000018552,-212.99999999999653,549.9999999999972,-685.0000000000023,-539.999999999996,-386.9999999999929,-661.9999999999959,-931.999999999988,140.99999999999113,-598.0000000000097,486.99999999999477,-153.00000000000313,,-3005.0000000000196
2019.08.05,15.999999999993797,-320.9999999999935,564.9999999999977,-814.0000000000036,-680.9999999999983,-480.0000000000027,-734.9999999999968,-1008.9999999999861,123.00000000000644,-756.0000000000011,534.9999999999966,-150.00000000000568,,-3706.9999999999936
2019.08.05,-74.0000000000185,-367.0000000000062,603.0000000000086,-944.0000000000115,-868.000000000002,-602.999999999998,-766.9999999999955,-974.9999999999943,215.99999999999397,-817.000000000001,570.999999999998,-248.00000000000378,,-4273.00000000003
2019.08.05,-229.00000000001253,-442.9999999999934,525.9999999999962,-960.0000000000053,-907.9999999999977,-642.9999999999936,-702.9999999999981,-882.9999999999814,276.00000000000955,-920.9999999999941,515.0000000000006,-252.0000000000078,,-4624.999999999977
2019.08.05,-392.00000000001455,-473.0000000000123,359.00000000000887,-899.0000000000053,-973.0000000000016,-717.9999999999964,-668.0000000000019,-701.9999999999982,554.9999999999944,-1017.0000000000013,411.00000000000136,-253.99999999999866,,-4771.000000000025
2019.08.05,-391.000000000008,-513.0000000000078,222.99999999999898,-911.0000000000174,-953.0000000000039,-707.000000000002,-668.0000000000019,-417.0000000000016,570.0000000000039,-985.999999999998,293.99999999999693,-212.99999999999653,,-4672.000000000037
2019.08.05,-204.00000000000418,-524.9999999999977,402.000000000001,-964.0000000000093,-887.9999999999999,-673.9999999999968,-751.9999999999972,-528.9999999999964,417.0000000000007,-947.9999999999933,387.00000000000045,-198.00000000000927,,-4476.000000000002
2019.08.05,-500.00000000001154,-670.9999999999993,460.9999999999985,-938.0000000000166,-902.0000000000028,-670.9999999999993,-715.9999999999944,-514.9999999999864,476.9999999999941,-1136.0000000000036,420.99999999999227,-209.9999999999991,,-4900.000000000028
2019.08.05,-493.0000000000101,-720.0000000000095,466.99999999999875,-807.0000000000022,-902.9999999999983,-669.9999999999928,-682.0000000000048,-320.99999999999795,723.9999999999914,-1200.0000000000011,426.00000000000193,-231.0000000000034,,-4410.000000000029
2019.08.05,-530.0000000000082,-773.0000000000015,397.00000000000557,-697.9999999999986,-875.0000000000035,-619.9999999999983,-697.9999999999986,-239.99999999998067,666.000000000011,-1161.000000000012,304.9999999999926,-225.99999999999287,,-4452.9999999999845
2019.08.05,-575.0000000000144,-809.9999999999997,338.0000000000081,-717.000000000012,-880.000000000003,-615.9999999999943,-719.000000000003,-201.99999999999818,642.0000000000092,-1129.0000000000023,239.99999999999488,-241.00000000000233,,-4669.000000000017
2019.08.05,-540.0000000000072,-780.000000000003,344.0000000000083,-650.0000000000173,-888.9999999999953,-620.9999999999937,-685.0000000000023,-128.99999999999068,646.9999999999976,-1170.0000000000043,244.99999999999034,-272.99999999998994,,-4501.000000000007
2019.08.05,-577.0000000000052,-781.0000000000094,418.99999999999693,-670.9999999999993,-839.0000000000009,-558.9999999999984,-697.0000000000032,-257.99999999998136,658.0000000000031,-1171.000000000011,301.00000000000193,-303.9999999999932,,-4479.0
2019.08.05,-522.0000000000002,-812.0000000000127,406.0000000000059,-635.0000000000077,-782.0000000000049,-497.000000000003,-710.999999999995,-209.99999999997954,520.9999999999936,-1055.000000000006,211.9999999999891,-360.0000000000048,,-4445.000000000025
2019.08.05,-558.0000000000141,-968.0000000000133,456.00000000000307,-699.0000000000052,-787.9999999999998,-483.99999999999557,-819.0000000000031,-316.99999999997885,300.00000000001137,-985.999999999998,164.00000000000148,-339.0000000000004,,-5037.999999999991
2019.08.05,-578.0000000000118,-927.0000000000111,499.00000000000944,-1002.9999999999983,-915.9999999999945,-573.0000000000013,-912.0000000000017,-456.99999999999363,300.00000000001137,-1161.9999999999964,182.00000000000216,-384.00000000000654,,-5930.999999999992
2019.08.05,-295.0000000000008,-845.0000000000068,353.00000000000864,-1157.000000000008,-844.0000000000003,-565.9999999999999,-1059.9999999999943,-554.9999999999784,107.99999999999699,-1161.000000000012,216.99999999999875,-279.99999999999136,,-6084.999999999987
2019.08.05,-534.0000000000123,-941.9999999999984,364.0000000000043,-955.0000000000169,-895.0000000000014,-605.9999999999955,-929.9999999999975,-346.99999999998,229.99999999999687,-1107.999999999998,152.9999999999916,-289.9999999999903,,-5859.999999999996
2019.08.05,-507.9999999999973,-997.0000000000034,433.00000000000693,-999.0000000000166,-904.0000000000048,-605.0,-936.999999999999,-346.99999999998,259.9999999999936,-1178.0000000000123,159.9999999999966,-363.0000000000022,,-5985.000000000018
2019.08.05,-486.00000000000864,-1099.0000000000055,496.9999999999999,-1045.000000000007,-924.9999999999981,-566.9999999999953,-1005.9999999999958,-452.99999999997453,249.99999999999466,-1225.9999999999939,232.99999999998988,-405.9999999999952,,-6232.999999999989
2019.08.05,-414.00000000000324,-1086.000000000009,454.9999999999983,-1089.0000000000066,-922.0000000000006,-564.9999999999933,-1041.000000000003,-455.99999999998886,167.9999999999904,-1205.999999999996,147.99999999999613,-425.99999999999307,,-6434.000000000009
2019.08.05,-439.0000000000116,-1076.0000000000102,496.9999999999999,-965.0000000000158,-892.0000000000039,-504.9999999999999,-1017.9999999999967,-369.9999999999761,201.00000000000674,-1246.0000000000139,198.99999999999807,-443.99999999999994,,-6058.000000000024
2019.08.05,-335.00000000001864,-1032.0000000000107,502.00000000000955,-1005.0000000000115,-909.9999999999997,-502.9999999999979,-1053.0000000000039,-506.9999999999766,198.99999999999363,-1265.000000000005,257.99999999999557,-475.0000000000032,,-6126.000000000027
2019.08.05,-306.00000000000625,-1039.000000000012,477.00000000000387,-1007.0000000000024,-983.0000000000006,-536.9999999999986,-1071.9999999999952,-520.9999999999866,241.00000000000233,-1449.0000000000114,272.99999999999613,-529.0000000000017,,-6452.000000000011
2019.08.05,-303.0000000000088,-1031.000000000004,405.00000000000114,-1017.0000000000013,-1004.0000000000049,-548.9999999999995,-1054.9999999999948,-542.999999999978,452.00000000000796,-1517.999999999997,318.9999999999884,-554.9999999999944,,-6398.999999999986
2019.08.05,-304.00000000001535,-957.9999999999922,352.00000000000387,-955.0000000000169,-937.9999999999944,-534.0000000000011,-1004.0000000000049,-417.99999999997794,370.00000000000364,-1431.0000000000045,234.99999999999943,-487.99999999999955,,-6073.0
2019.08.05,-291.00000000001904,-988.0000000000111,371.9999999999999,-992.9999999999994,-990.9999999999974,-558.000000000003,-1020.9999999999941,-391.9999999999959,398.9999999999938,-1412.0000000000132,259.00000000000034,-558.9999999999984,,-6175.000000000038
2019.08.05,-268.0000000000016,-1001.9999999999918,493.9999999999998,-1029.9999999999975,-1044.999999999996,-583.9999999999957,-1053.0000000000039,-567.9999999999836,302.0000000000023,-1405.9999999999961,364.9999999999949,-556.0000000000009,,-6350.99999999997
